INVENTORY_ID,SOURCE_FULL_PATH,SOURCE_RELATIVE_PATH,FILENAME,EXTENSION,FILE_SIZE_BYTES,LAST_MODIFIED_UTC,SOURCE_SHA256,CATEGORY,PROBABLE_PURPOSE,PROBABLE_SOURCE_AUTHORITY,ORIGINAL_OR_GENERATED,CURRENT_OR_HISTORICAL,APPROVAL_STATUS,PROPOSED_DESTINATION_RELATIVE_PATH,MIGRATION_ACTION,CLASSIFICATION_CONFIDENCE,CLASSIFICATION_BASIS,DUPLICATE_GROUP_ID,CASE_COLLISION_STATUS,FILENAME_COLLISION_STATUS,PATH_LENGTH_RISK,HARDCODED_PATH_INDICATOR,CSO_REFERENCE_INDICATOR,QLA_CORE_REFERENCE_INDICATOR,SENSITIVE_DATA_INDICATOR,DEPENDS_ON,RISK,COPY_APPROVED,NOTES,STAGE2B_REVIEW_STATUS,STAGE2B_DECISION,CANONICAL_FILE_INDICATOR,FINAL_DESTINATION_RELATIVE_PATH,COPY_RESULT,DESTINATION_SHA256,COPY_VERIFICATION_STATUS,COPY_TIMESTAMP_UTC
CIT-INV-00380,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\QLMN\reserve_grid.csv,extracted_reserve/staging/QLMN/reserve_grid.csv,reserve_grid.csv,.csv,312861,2026-07-12T03:13:23Z,2fff1ecaa1bec7ab9a227903b0171a6a100fe0bb4682df5f17fce4c843a9c684,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/QLMN/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/QLMN/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,2fff1ecaa1bec7ab9a227903b0171a6a100fe0bb4682df5f17fce4c843a9c684,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00381,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\QLMS\reserve_grid.csv,extracted_reserve/staging/QLMS/reserve_grid.csv,reserve_grid.csv,.csv,314184,2026-07-12T03:13:23Z,ed20f5d3d90be56f719a1126d464dfda6b54e0e078a555f9acf6f7159319d9d3,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/QLMS/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/QLMS/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,ed20f5d3d90be56f719a1126d464dfda6b54e0e078a555f9acf6f7159319d9d3,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00382,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\R28\reserve_grid.csv,extracted_reserve/staging/R28/reserve_grid.csv,reserve_grid.csv,.csv,79931,2026-07-12T03:13:23Z,d1b4b995cb7871d9600e243b5117d0f38f552a56de2b7eb3f0380dfeba9d9fc3,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/R28/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/R28/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,d1b4b995cb7871d9600e243b5117d0f38f552a56de2b7eb3f0380dfeba9d9fc3,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00383,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\R28A\reserve_grid.csv,extracted_reserve/staging/R28A/reserve_grid.csv,reserve_grid.csv,.csv,413583,2026-07-12T03:13:23Z,805be429326f1defcbffc9b8238f16119f1b049f5d0dad6c79e57d1b159bb8aa,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/R28A/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/R28A/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,805be429326f1defcbffc9b8238f16119f1b049f5d0dad6c79e57d1b159bb8aa,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00384,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\R28G\reserve_grid.csv,extracted_reserve/staging/R28G/reserve_grid.csv,reserve_grid.csv,.csv,82741,2026-07-12T03:13:23Z,7982e50a03dc1f866be3a808a83ac3abeccf55a294fb1f3e6fb0b1b2274cab66,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/R28G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/R28G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,7982e50a03dc1f866be3a808a83ac3abeccf55a294fb1f3e6fb0b1b2274cab66,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00385,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\R29G\reserve_grid.csv,extracted_reserve/staging/R29G/reserve_grid.csv,reserve_grid.csv,.csv,425262,2026-07-12T03:13:23Z,b3c9c246f4e1dc05869a022f37516c9817cbd78b795c3a723d66d3a2755739e3,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/R29G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/R29G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,b3c9c246f4e1dc05869a022f37516c9817cbd78b795c3a723d66d3a2755739e3,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00386,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\R68\reserve_grid.csv,extracted_reserve/staging/R68/reserve_grid.csv,reserve_grid.csv,.csv,84848,2026-07-12T03:13:23Z,e7a6b938e87326c61387cb143867c8ff52efbbbdb7833d4a203a140dec1468c8,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/R68/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/R68/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,e7a6b938e87326c61387cb143867c8ff52efbbbdb7833d4a203a140dec1468c8,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00387,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\R68G\reserve_grid.csv,extracted_reserve/staging/R68G/reserve_grid.csv,reserve_grid.csv,.csv,82628,2026-07-12T03:13:23Z,1617980aa0595f46c018c958fe6d35e5618b9cd9df75e20e517a0d7feccec565,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/R68G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/R68G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,1617980aa0595f46c018c958fe6d35e5618b9cd9df75e20e517a0d7feccec565,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00388,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\R69G\reserve_grid.csv,extracted_reserve/staging/R69G/reserve_grid.csv,reserve_grid.csv,.csv,374265,2026-07-12T03:13:23Z,77c359ee856d570502c10113c6c7c0a28fac33fb4119ddeb84d59f07c4641982,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/R69G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/R69G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,77c359ee856d570502c10113c6c7c0a28fac33fb4119ddeb84d59f07c4641982,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00389,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\RW18\reserve_grid.csv,extracted_reserve/staging/RW18/reserve_grid.csv,reserve_grid.csv,.csv,93965,2026-07-12T03:13:23Z,350e72f5dc61ff00d8136e6140be9fc799b0a848adf44aff35c466fbd3b270ad,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/RW18/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/RW18/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,350e72f5dc61ff00d8136e6140be9fc799b0a848adf44aff35c466fbd3b270ad,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00390,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\RW28\reserve_grid.csv,extracted_reserve/staging/RW28/reserve_grid.csv,reserve_grid.csv,.csv,82114,2026-07-12T03:13:23Z,4200b5561b3b9385244ec43684cc9248e3b89e949aa316f02e6b830aadb9a77c,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/RW28/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/RW28/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,4200b5561b3b9385244ec43684cc9248e3b89e949aa316f02e6b830aadb9a77c,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00391,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\RW8\reserve_grid.csv,extracted_reserve/staging/RW8/reserve_grid.csv,reserve_grid.csv,.csv,79304,2026-07-12T03:13:23Z,cad66b0f443609db1a09ed8fdf4c622feeb349bd536f1f96eeef5130d609b1f2,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/RW8/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/RW8/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,cad66b0f443609db1a09ed8fdf4c622feeb349bd536f1f96eeef5130d609b1f2,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00392,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\RW8A\reserve_grid.csv,extracted_reserve/staging/RW8A/reserve_grid.csv,reserve_grid.csv,.csv,414037,2026-07-12T03:13:23Z,c3af25a63a9a63655404b9684fccfa7e66d70ade22f93fa1e367ff7f78c3b0d0,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/RW8A/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/RW8A/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,c3af25a63a9a63655404b9684fccfa7e66d70ade22f93fa1e367ff7f78c3b0d0,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00393,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\RW8G\reserve_grid.csv,extracted_reserve/staging/RW8G/reserve_grid.csv,reserve_grid.csv,.csv,82114,2026-07-12T03:13:23Z,cbcede6067d4fbdaa434acb6e6d0318c8c9606ae773eabfeba82857bd642749a,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/RW8G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/RW8G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,cbcede6067d4fbdaa434acb6e6d0318c8c9606ae773eabfeba82857bd642749a,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00394,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\RW9G\reserve_grid.csv,extracted_reserve/staging/RW9G/reserve_grid.csv,reserve_grid.csv,.csv,421944,2026-07-12T03:13:23Z,4d0b9c255cb96f03c914cb9537cc8e3dbddbb0a7304c6328c279fe1f6a0babf0,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/RW9G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/RW9G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,4d0b9c255cb96f03c914cb9537cc8e3dbddbb0a7304c6328c279fe1f6a0babf0,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00395,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\S28G\reserve_grid.csv,extracted_reserve/staging/S28G/reserve_grid.csv,reserve_grid.csv,.csv,116461,2026-07-12T03:13:23Z,a47cba19d1f1164fc82537afa50d00390e069531ad4c906e80bf2900176c7ea8,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/S28G/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/S28G/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,a47cba19d1f1164fc82537afa50d00390e069531ad4c906e80bf2900176c7ea8,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00396,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\SLPW\reserve_grid.csv,extracted_reserve/staging/SLPW/reserve_grid.csv,reserve_grid.csv,.csv,220,2026-07-12T03:13:23Z,2271308b84f36d6a6450740291cc8491d294f1e41ad77543f5d0ae839ccf79c4,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/SLPW/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/SLPW/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,2271308b84f36d6a6450740291cc8491d294f1e41ad77543f5d0ae839ccf79c4,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00397,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\TAF\reserve_grid.csv,extracted_reserve/staging/TAF/reserve_grid.csv,reserve_grid.csv,.csv,189,2026-07-12T03:13:23Z,44a9e406a3246c5110cf334776ae53a7bb6af370e59d76c85157dec117797844,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/TAF/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/TAF/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,44a9e406a3246c5110cf334776ae53a7bb6af370e59d76c85157dec117797844,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00398,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\TAFA\reserve_grid.csv,extracted_reserve/staging/TAFA/reserve_grid.csv,reserve_grid.csv,.csv,29348,2026-07-12T03:13:23Z,82179b3a51f431448983365b1351fa8e4d92293f751af4afea269f90b90b64f2,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/TAFA/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/TAFA/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,82179b3a51f431448983365b1351fa8e4d92293f751af4afea269f90b90b64f2,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00399,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\TAFB\reserve_grid.csv,extracted_reserve/staging/TAFB/reserve_grid.csv,reserve_grid.csv,.csv,54354,2026-07-12T03:13:23Z,b9867d5b1292a4896159d937679678f9ef1bb3fbe202407e296751321f12052e,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/TAFB/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/TAFB/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,b9867d5b1292a4896159d937679678f9ef1bb3fbe202407e296751321f12052e,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00400,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\TAFC\reserve_grid.csv,extracted_reserve/staging/TAFC/reserve_grid.csv,reserve_grid.csv,.csv,75447,2026-07-12T03:13:23Z,ea4ad1433405939c955ad2534bacec964ff0c5e96ef8f6f3ff8d1fa590433903,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/TAFC/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/TAFC/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,ea4ad1433405939c955ad2534bacec964ff0c5e96ef8f6f3ff8d1fa590433903,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00401,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\extracted_reserve\staging\TAFD\reserve_grid.csv,extracted_reserve/staging/TAFD/reserve_grid.csv,reserve_grid.csv,.csv,92398,2026-07-12T03:13:23Z,00afb9ddcc9aed974d30efc2e9aaa193f24a121126ce90c2e16a0073aa4567b8,Generated output,Reserve DBF per-plan staging grid,derived,generated,current,working,staging/normalized_rates/reserve/staging/TAFD/reserve_grid.csv,COPY,MEDIUM,generated from cifi0007.DBF,,NONE,FILENAME_COLLISION,LOW,N,N,N,N,,,YES,Not source authority,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,staging/normalized_rates/reserve/staging/TAFD/reserve_grid.csv,ALREADY_PRESENT_VERIFIED,00afb9ddcc9aed974d30efc2e9aaa193f24a121126ce90c2e16a0073aa4567b8,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00402,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Issue_Log\CFIC_Issue_01\CFIC_Issue_01_Dependency_Gate.md,Issue_Log/CFIC_Issue_01/CFIC_Issue_01_Dependency_Gate.md,CFIC_Issue_01_Dependency_Gate.md,.md,4730,2026-07-11T21:47:39Z,91daed156afc73f1d15ac8c1d9c0d1a8aa87f91887b271e4eefb3cae5b707de5,Documentation,CFIC issue framework artifact,derived,mixed,current,working,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Dependency_Gate.md,COPY,HIGH,issue_log path,,NONE,NONE,LOW,N,N,N,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Dependency_Gate.md,ALREADY_PRESENT_VERIFIED,91daed156afc73f1d15ac8c1d9c0d1a8aa87f91887b271e4eefb3cae5b707de5,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00403,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Issue_Log\CFIC_Issue_01\CFIC_Issue_01_Implementation_Notes.md,Issue_Log/CFIC_Issue_01/CFIC_Issue_01_Implementation_Notes.md,CFIC_Issue_01_Implementation_Notes.md,.md,3110,2026-07-11T23:13:51Z,571d7d1a8f7fbc4fa3a320730dc67b1e8ebd0dfe25f87ac7b66d2ef440061321,Documentation,CFIC issue framework artifact,derived,mixed,current,working,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Implementation_Notes.md,COPY,HIGH,issue_log path,,NONE,NONE,LOW,N,N,N,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Implementation_Notes.md,ALREADY_PRESENT_VERIFIED,571d7d1a8f7fbc4fa3a320730dc67b1e8ebd0dfe25f87ac7b66d2ef440061321,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00404,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Issue_Log\CFIC_Issue_01\CFIC_Issue_01_Intake_Summary.md,Issue_Log/CFIC_Issue_01/CFIC_Issue_01_Intake_Summary.md,CFIC_Issue_01_Intake_Summary.md,.md,5390,2026-07-11T21:47:11Z,e34a3ad00dddf2d516ad59cd7917a5e4bfb194208ca85dc05a20b518b81ddb39,Documentation,CFIC issue framework artifact,derived,mixed,current,working,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Intake_Summary.md,COPY,HIGH,issue_log path,,NONE,NONE,LOW,N,N,Y,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Intake_Summary.md,ALREADY_PRESENT_VERIFIED,e34a3ad00dddf2d516ad59cd7917a5e4bfb194208ca85dc05a20b518b81ddb39,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00405,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Issue_Log\CFIC_Issue_01\CFIC_Issue_01_Open_Business_Questions.md,Issue_Log/CFIC_Issue_01/CFIC_Issue_01_Open_Business_Questions.md,CFIC_Issue_01_Open_Business_Questions.md,.md,3712,2026-07-11T21:47:32Z,26f29f5191a919209f0e2258e3924405f53772e577c58e12451f0fa7aa804389,Documentation,CFIC issue framework artifact,derived,mixed,current,working,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Open_Business_Questions.md,COPY,HIGH,issue_log path,,NONE,NONE,LOW,N,N,N,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Open_Business_Questions.md,ALREADY_PRESENT_VERIFIED,26f29f5191a919209f0e2258e3924405f53772e577c58e12451f0fa7aa804389,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00406,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Issue_Log\CFIC_Issue_01\CFIC_Issue_01_Planning_Report.md,Issue_Log/CFIC_Issue_01/CFIC_Issue_01_Planning_Report.md,CFIC_Issue_01_Planning_Report.md,.md,14892,2026-07-11T21:51:14Z,3d7e70d93bc99f1df7a43bf4963f0c475e0d5f28f62dc28823a4027e2ac8f502,Documentation,CFIC issue framework artifact,derived,mixed,current,working,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Planning_Report.md,COPY,HIGH,issue_log path,,NONE,NONE,LOW,N,N,Y,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Planning_Report.md,ALREADY_PRESENT_VERIFIED,3d7e70d93bc99f1df7a43bf4963f0c475e0d5f28f62dc28823a4027e2ac8f502,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00407,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Issue_Log\CFIC_Issue_01\CFIC_Issue_01_Risk_Review_Report.md,Issue_Log/CFIC_Issue_01/CFIC_Issue_01_Risk_Review_Report.md,CFIC_Issue_01_Risk_Review_Report.md,.md,12163,2026-07-11T21:51:16Z,19c35ca0367a29ad08735ebb8c44ee47e9758caf4ff1cbad25e4a6630ff3e7e6,Documentation,CFIC issue framework artifact,derived,mixed,current,working,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Risk_Review_Report.md,COPY,HIGH,issue_log path,,NONE,NONE,LOW,N,N,Y,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Risk_Review_Report.md,ALREADY_PRESENT_VERIFIED,19c35ca0367a29ad08735ebb8c44ee47e9758caf4ff1cbad25e4a6630ff3e7e6,VERIFIED,2026-07-12T14:57:13Z
CIT-INV-00408,C:\Users\warren\Documents\GitHub\Warrenhughes1974\CFIC_Rates\Issue_Log\CFIC_Issue_01\CFIC_Issue_01_Scope_Decisions.md,Issue_Log/CFIC_Issue_01/CFIC_Issue_01_Scope_Decisions.md,CFIC_Issue_01_Scope_Decisions.md,.md,1655,2026-07-11T21:51:14Z,8f85bf77120537c3c3607c8eb38312183f709605eb86f336c9db373adc1ca33d,Documentation,CFIC issue framework artifact,derived,mixed,current,working,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Scope_Decisions.md,COPY,HIGH,issue_log path,,NONE,NONE,LOW,N,N,N,N,,,YES,,APPROVED_FOR_COPY,Approved COPY per Stage 2B decisions,N,issues/closed/legacy_CFIC_Issue_01/CFIC_Issue_01_Scope_Decisions.md,ALREADY_PRESENT_VERIFIED,8f85bf77120537c3c3607c8eb38312183f709605eb86f336c9db373adc1ca33d,VERIFIED,2026-07-12T14:57:13Z
