MPOLICY,PN,POLICY_BILL_DAY,PAID_TO_DATE,BILLED_TO_DATE,MBILLDAY_before,MBILLDAY_after,MSTATUS,MISSDT,MPAIDTO
010915030C,9010915030,              0,    20210727,      20210727,0,27,53,19880727,20210727
010915620C,9010915620,              0,    20250801,      20260801,0,1,54,19880801,20250801
010916260C,9010916260,              0,    20230728,      20230728,0,28,53,19880728,20230728
010916282C,9010916282,              0,    20241027,      20251027,0,27,54,19881027,20241027
010916879C,9010916879,              0,    20190501,      20190501,0,1,53,19880801,20190501
010917172C,9010917172,              0,    20230801,      20230801,0,1,53,19880801,20230801
010917605C,9010917605,              0,    20221103,      20230103,0,3,54,19880803,20221103
010919431C,9010919431,              0,    20210908,      20210908,0,8,53,19880908,20210908
010924487C,9010924487,              0,    20210901,      20211101,0,1,54,19881101,20210901
010924488C,9010924488,              0,    20210821,      20211121,0,21,54,19880921,20210821
010926226C,9010926226,              0,    20191108,      20201108,0,8,54,19881108,20191108
010926346C,9010926346,              0,    20190618,      20190818,0,18,54,19880818,20190618
010926347C,9010926347,              0,    20180318,      20180318,0,18,55,19880818,20180318
010926348C,9010926348,              0,    20180318,      20180318,0,18,55,19880818,20180318
010926349C,9010926349,              0,    20190618,      20190818,0,18,54,19880818,20190618
010927885C,9010927885,              0,    20210914,      20210914,0,14,53,19880914,20210914
010928261C,9010928261,              0,    20251005,      20251005,0,5,55,19881005,20251005
010928495C,9010928495,              0,    20241101,      20241101,0,1,53,19881001,20241101
010929794C,9010929794,              0,    20220921,      20230921,0,21,53,19880921,20220921
010929982C,9010929982,              0,    20010920,      20220920,0,20,53,19880920,20010920
010930278C,9010930278,              0,    20200914,      20201214,0,14,57,19880914,20200914
010932886C,9010932886,              0,    20200826,      20201026,0,26,54,19880926,20200826
010935366C,9010935366,              0,    20200414,      20200414,0,14,53,19881014,20200414
010935377C,9010935377,              0,    19970407,      19970407,0,7,55,19881007,19970407
010936183C,9010936183,              0,    20221003,      20221003,0,3,53,19881003,20221003
010936713C,9010936713,              0,    20200714,      20200714,0,14,53,19881014,20200714
010937735C,9010937735,              0,    20250420,      20250420,0,20,54,19881020,20250420
010939542C,9010939542,              0,    20191026,      20200126,0,26,55,19881026,20191026
010939731C,9010939731,              0,    20260312,      20260312,0,12,53,19881212,20260312
010941103C,9010941103,              0,    20221201,      20221201,0,1,53,19881201,20221201
010942232C,9010942232,              0,    20230911,      20231211,0,11,53,19881111,20230911
010942239C,9010942239,              0,    20221110,      20221110,0,10,53,19881110,20221110
010942439C,9010942439,              0,    20240222,      20240322,0,22,55,19881222,20240222
010945534C,9010945534,              0,    20211001,      20221001,0,1,53,19881001,20211001
010946392C,9010946392,              0,    20231201,      20231201,0,1,55,19881201,20231201
010946394C,9010946394,              0,    20191126,      20191126,0,26,53,19881126,20191126
010946649C,9010946649,              0,    20191215,      20191215,0,15,53,19881215,20191215
010947021C,9010947021,              0,    20181215,      20181215,0,15,53,19881215,20181215
010947866C,9010947866,              0,    20241201,      20241201,0,1,53,19881201,20241201
010948195C,9010948195,              0,    20251207,      20251207,0,7,53,19881207,20251207
010949295C,9010949295,              0,    20210908,      20210908,0,8,53,19881208,20210908
010952069C,9010952069,              0,    20211206,      20211206,0,6,53,19881206,20211206
010952369C,9010952369,              0,    20201211,      20201211,0,11,53,19881211,20201211
010954823C,9010954823,              0,    20200104,      20210104,0,4,53,19890104,20200104
010958111C,9010958111,              0,    20190117,      20200117,0,17,53,19890117,20190117
010958446C,9010958446,              0,    20250101,      20250101,0,1,53,19890101,20250101
010959302C,9010959302,              0,    20080123,      20090123,0,23,53,19890123,20080123
010960586C,9010960586,              0,    20200101,      20200901,0,1,54,19890201,20200101
010960590C,9010960590,              0,    20200101,      20200101,0,1,53,19890201,20200101
010963046C,9010963046,              0,    20190301,      20190301,0,1,53,19890301,20190301
010965145C,9010965145,              0,    20220511,      20220511,0,11,55,19890211,20220511
010965984C,9010965984,              0,    20221116,      20221116,0,16,55,19890216,20221116
010966767C,9010966767,              0,    20180216,      20180516,0,16,53,19890216,20180216
010968283C,9010968283,              0,    20230224,      20230224,0,24,55,19890224,20230224
010968689C,9010968689,              0,    20190227,      20190227,0,27,53,19890227,20190227
010968808C,9010968808,              0,    20200401,      20200401,0,1,53,19890401,20200401
010968813C,9010968813,              0,    20251101,      20251201,0,1,54,19890401,20251101
010968814C,9010968814,              0,    20251001,      20251001,0,1,53,19890401,20251001
010968815C,9010968815,              0,    20220201,      20220301,0,1,53,19890401,20220201
010968816C,9010968816,              0,    20251101,      20251201,0,1,54,19890401,20251101
010968821C,9010968821,              0,    20251101,      20251201,0,1,54,19890401,20251101
010969153C,9010969153,              0,    20240401,      20240401,0,1,53,19890401,20240401
010970211C,9010970211,              0,    20210306,      20210306,0,6,53,19890306,20210306
010971529C,9010971529,              0,    20070905,      20071205,0,5,55,19890305,20070905
010974048C,9010974048,              0,    20240313,      20240313,0,13,55,19890313,20240313
010980833C,9010980833,              0,    20170408,      20170408,0,8,55,19890408,20170408
010981739C,9010981739,              0,    20220414,      20220414,0,14,53,19890414,20220414
010985184C,9010985184,              0,    20260426,      20260426,0,26,53,19890426,20260426
010985597C,9010985597,              0,    20190501,      20190801,0,1,55,19890501,20190501
010986137C,9010986137,              0,    20190501,      20190501,0,1,53,19890501,20190501
010986434C,9010986434,              0,    20200505,      20200505,0,5,53,19890505,20200505
010987464C,9010987464,              0,    20240422,      20250422,0,22,54,19890422,20240422
010988454C,9010988454,              0,    20241208,      20241208,0,8,53,19890608,20241208
010989073C,9010989073,              0,    20200526,      20200526,0,26,55,19890526,20200526
010989913C,9010989913,              0,    20190226,      20190226,0,26,53,19890526,20190226
010990148C,9010990148,              0,    20190701,      20190701,0,1,53,19890701,20190701
010991641C,9010991641,              0,    20200608,      20210608,0,8,55,19890608,20200608
010991643C,9010991643,              0,    20200608,      20210608,0,8,55,19890608,20200608
010992950C,9010992950,              0,    20260615,      20260615,0,15,55,19890615,20260615
010993014C,9010993014,              0,    20180301,      20180601,0,1,53,19890701,20180301
010993201C,9010993201,              0,    20190519,      20190619,0,19,54,19890619,20190519
010994236C,9010994236,              0,    20200701,      20200701,0,1,53,19890701,20200701
010994968C,9010994968,              0,    20200713,      20200713,0,13,55,19890713,20200713
010996841C,9010996841,              0,    20210801,      20210801,0,1,53,19890801,20210801
010996983C,9010996983,              0,    20190802,      20190802,0,2,53,19890802,20190802
010997600C,9010997600,              0,    20190807,      20190807,0,7,55,19890807,20190807
010999170C,9010999170,              0,    20220922,      20221122,0,22,54,19890822,20220922
011001627C,9011001627,              0,    20120201,      20220801,0,1,53,19891001,20120201
011001742C,9011001742,              0,    20210912,      20210912,0,12,54,19890912,20210912
011002095C,9011002095,              0,    20210918,      20210918,0,18,53,19890918,20210918
011002664C,9011002664,              0,    20190928,      20190928,0,28,53,19890928,20190928
011003162C,9011003162,              0,    20250401,      20250501,0,1,53,19891101,20250401
011004587C,9011004587,              0,    20230509,      20230509,0,9,53,19891109,20230509
011005348C,9011005348,              0,    20241027,      20241027,0,27,53,19891027,20241027
011005435C,9011005435,              0,    20180609,      20180609,0,9,54,19891009,20180609
011005855C,9011005855,              0,    20231101,      20231101,0,1,53,19891101,20231101
011006781C,9011006781,              0,    20251114,      20260514,0,14,54,19891114,20251114
011008708C,9011008708,              0,    20210908,      20211208,0,8,57,19891208,20210908
011010387C,9011010387,              0,    20250921,      20251121,0,21,55,19900221,20250921
011011155C,9011011155,              0,    20250106,      20260106,0,6,54,19900106,20250106
011013545C,9011013545,              0,    20250206,      20250206,0,6,53,19900206,20250206
011014578C,9011014578,              0,    20180216,      20190216,0,16,55,19900216,20180216
011014739C,9011014739,              0,    20180413,      20180413,0,13,53,19900213,20180413
011016293C,9011016293,              0,    20250313,      20250313,0,13,55,19900313,20250313
011016527C,9011016527,              0,    20200314,      20200314,0,14,53,19900314,20200314
011017841C,9011017841,              0,    20210403,      20210403,0,3,53,19900403,20210403
011018772C,9011018772,              0,    20030221,      20030221,0,21,55,19900421,20030221
011019552C,9011019552,              0,    20220507,      20220807,0,7,53,19900507,20220507
011024459C,9011024459,              0,    20200724,      20200724,0,24,53,19900724,20200724
011025088C,9011025088,              0,    20191217,      20191217,0,17,53,19900917,20191217
011025478C,9011025478,              0,    20200816,      20210816,0,16,57,19900816,20200816
011025612C,9011025612,              0,    20041116,      20241116,0,16,53,19900816,20041116
011029696C,9011029696,              0,    20150506,      20151106,0,6,55,19901106,20150506
011029895C,9011029895,              0,    20190201,      20190801,0,1,54,19910201,20190201
011030877C,9011030877,              0,    20221201,      20231201,0,1,55,19901201,20221201
011033048C,9011033048,              0,    20240103,      20240103,0,3,53,19910103,20240103
011035652C,9011035652,              0,    20190515,      20190515,0,15,55,19910315,20190515
011035773C,9011035773,              0,    20190304,      20190304,0,4,53,19910304,20190304
011036054C,9011036054,              0,    20250308,      20250308,0,8,53,19910308,20250308
011038065C,9011038065,              0,    20231010,      20231010,0,10,55,19910410,20231010
011038386C,9011038386,              0,    20210418,      20220418,0,18,57,19910418,20210418
011039701C,9011039701,              0,    20240514,      20240514,0,14,53,19910514,20240514
011039772C,9011039772,              0,    20240515,      20240515,0,15,55,19910515,20240515
011040826C,9011040826,              0,    20200607,      20200607,0,7,53,19910607,20200607
011041120C,9011041120,              0,    20220612,      20220612,0,12,53,19910612,20220612
011041480C,9011041480,              0,    20190625,      20190625,0,25,55,19910625,20190625
011042317C,9011042317,              0,    20200715,      20200815,0,15,56,19910715,20200715
011042400C,9011042400,              0,    20190716,      20190716,0,16,55,19910716,20190716
011042434C,9011042434,              0,    20240718,      20240818,0,18,56,19910718,20240718
011042637C,9011042637,              0,    20190722,      20190722,0,22,53,19910722,20190722
011043749C,9011043749,              0,    20230806,      20231106,0,6,53,19910806,20230806
011044395C,9011044395,              0,    20070826,      20080826,0,26,55,19910826,20070826
011045128C,9011045128,              0,    20220909,      20221209,0,9,53,19910909,20220909
011045129C,9011045129,              0,    20220910,      20220910,0,10,53,19910910,20220910
011045618C,9011045618,              0,    20220917,      20220917,0,17,53,19910917,20220917
011046268C,9011046268,              0,    20200304,      20200304,0,4,55,19911104,20200304
011048882C,9011048882,              0,    20211215,      20221215,0,15,53,19911215,20211215
011048886C,9011048886,              0,    20210101,      20210101,0,1,53,19920101,20210101
011049092C,9011049092,              0,    20221125,      20221125,0,25,53,19911125,20221125
011049319C,9011049319,              0,    20231106,      20241106,0,6,57,19911106,20231106
011049922C,9011049922,              0,    20180617,      20180617,0,17,53,19920217,20180617
011051108C,9011051108,              0,    20180116,      20180716,0,16,55,19920116,20180116
011051323C,9011051323,              0,    20210228,      20210228,0,28,53,19920228,20210228
011051851C,9011051851,              0,    20210208,      20210208,0,8,55,19920208,20210208
011052581C,9011052581,              0,    20230410,      20230410,0,10,55,19920210,20230410
011053076C,9011053076,              0,    20250225,      20250225,0,25,55,19920225,20250225
011053214C,9011053214,              0,    20190223,      20200223,0,23,53,19920223,20190223
011054324C,9011054324,              0,    20230603,      20230603,0,3,55,19920503,20230603
011054606C,9011054606,              0,    20260324,      20260324,0,24,55,19920324,20260324
011054707C,9011054707,              0,    20180723,      20180923,0,23,54,19920423,20180723
011054985C,9011054985,              0,    20220511,      20220711,0,11,54,19920511,20220511
011054986C,9011054986,              0,    20210601,      20210701,0,1,53,19920401,20210601
011056407C,9011056407,              0,    20201022,      20201022,0,22,53,19920422,20201022
011057485C,9011057485,              0,    20200601,      20210601,0,1,57,19920601,20200601
011057611C,9011057611,              0,    20250513,      20250513,0,13,53,19920513,20250513
011059202C,9011059202,              0,    20200619,      20200619,0,19,55,19920619,20200619
011059291C,9011059291,              0,    20180617,      20190617,0,17,54,19920617,20180617
011059456C,9011059456,              0,    20180701,      20190701,0,1,53,19920701,20180701
011061607C,9011061607,              0,    20200210,      20200210,0,10,55,19920810,20200210
011063691C,9011063691,              0,    20200917,      20200917,0,17,53,19920917,20200917
011064567C,9011064567,              0,    20250713,      20250713,0,13,53,19921013,20250713
011064804C,9011064804,              0,    20190520,      20191120,0,20,54,19921120,20190520
011065175C,9011065175,              0,    20220901,      20220901,0,1,54,19921101,20220901
011065352C,9011065352,              0,    20250801,      20251001,0,1,54,19921101,20250801
011065353C,9011065353,              0,    20251101,      20260201,0,1,54,19921101,20251101
011066252C,9011066252,              0,    20191201,      20191201,0,1,53,19921201,20191201
011067410C,9011067410,              0,    20240104,      20240104,0,4,53,19930104,20240104
011067441C,9011067441,              0,    20180708,      20181008,0,8,55,19930108,20180708
011067789C,9011067789,              0,    20240118,      20240118,0,18,55,19930118,20240118
011068652C,9011068652,              0,    20260202,      20260202,0,2,53,19930202,20260202
011068752C,9011068752,              0,    20260213,      20260813,0,13,54,19930213,20260213
011069093C,9011069093,              0,    20230401,      20230401,0,1,53,19930401,20230401
011072648C,9011072648,              0,    20230615,      20230915,0,15,54,19930615,20230615
011072805C,9011072805,              0,    20200406,      20200706,0,6,53,19930406,20200406
011073231C,9011073231,              0,    20201224,      20201224,0,24,53,19930524,20201224
011073328C,9011073328,              0,    20240602,      20240902,0,2,54,19930602,20240602
011074190C,9011074190,              0,    20230727,      20240727,0,27,54,19930727,20230727
011074898C,9011074898,              0,    20250821,      20250821,0,21,55,19930821,20250821
011074929C,9011074929,              0,    20200801,      20200801,0,1,55,19930801,20200801
011075595C,9011075595,              0,    20200727,      20201027,0,27,55,19930727,20200727
011075754C,9011075754,              0,    20220803,      20220803,0,3,55,19930803,20220803
011076209C,9011076209,              0,    20190816,      20190816,0,16,55,19930816,20190816
011076218C,9011076218,              0,    20190822,      20200222,0,22,54,19930822,20190822
011076219C,9011076219,              0,    20190822,      20200222,0,22,54,19930822,20190822
011076738C,9011076738,              0,    20230907,      20240307,0,7,54,19930907,20230907
011077143C,9011077143,              0,    20201208,      20210308,0,8,54,19930908,20201208
011077201C,9011077201,              0,    20200909,      20200909,0,9,53,19930909,20200909
011077798C,9011077798,              0,    20201201,      20201201,0,1,53,19931201,20201201
011078262C,9011078262,              0,    20200902,      20201002,0,2,53,19931002,20200902
011078437C,9011078437,              0,    20191008,      20191008,0,8,53,19931008,20191008
011078994C,9011078994,              0,    20240121,      20240121,0,21,53,19931021,20240121
011079130C,9011079130,              0,    20181026,      20181026,0,26,55,19931026,20181026
011080169C,9011080169,              0,    20231112,      20241112,0,12,54,19931112,20231112
011080170C,9011080170,              0,    20220510,      20220810,0,10,53,19931110,20220510
011080480C,9011080480,              0,    20231112,      20240512,0,12,54,19931112,20231112
011081207C,9011081207,              0,    20190401,      20190601,0,1,54,19931201,20190401
011081966C,9011081966,              0,    20240501,      20240801,0,1,55,19940101,20240501
011081967C,9011081967,              0,    20240527,      20240727,0,27,55,19931227,20240527
011082331C,9011082331,              0,    20240101,      20240401,0,1,54,19940101,20240101
011082681C,9011082681,              0,    20190201,      20190201,0,1,53,19940201,20190201
011083028C,9011083028,              0,    20240721,      20240721,0,21,53,19940121,20240721
011083619C,9011083619,              0,    20240121,      20240121,0,21,53,19940121,20240121
011084360C,9011084360,              0,    20251101,      20251201,0,1,54,19940301,20251101
011084438C,9011084438,              0,    20200515,      20200815,0,15,55,19940215,20200515
011085375C,9011085375,              0,    20220501,      20220801,0,1,55,19940201,20220501
011085422C,9011085422,              0,    20030215,      20030215,0,15,55,19940215,20030215
011085737C,9011085737,              0,    20230311,      20240311,0,11,53,19940311,20230311
011085980C,9011085980,              0,    20240309,      20240309,0,9,54,19940309,20240309
011085981C,9011085981,              0,    20220915,      20221115,0,15,54,19940415,20220915
011086069C,9011086069,              0,    20190616,      20190916,0,16,53,19940316,20190616
011086178C,9011086178,              0,    20260318,      20260318,0,18,53,19940318,20260318
011086447C,9011086447,              0,    20221001,      20221001,0,1,53,19940401,20221001
011086709C,9011086709,              0,    20190401,      20190401,0,1,53,19940401,20190401
011086978C,9011086978,              0,    20200401,      20200401,0,1,53,19940401,20200401
011086979C,9011086979,              0,    20240406,      20240406,0,6,54,19940406,20240406
011087227C,9011087227,              0,    20220411,      20230411,0,11,53,19940411,20220411
011087652C,9011087652,              0,    20050413,      20190413,0,13,53,19940413,20050413
011088934C,9011088934,              0,    20200407,      20200607,0,7,54,19940607,20200407
011088935C,9011088935,              0,    20180303,      20180603,0,3,54,19940603,20180303
011090363C,9011090363,              0,    20251001,      20251001,0,1,53,19940701,20251001
011090807C,9011090807,              0,    20210605,      20210605,0,5,53,19940605,20210605
011091795C,9011091795,              0,    20040620,      20200620,0,20,53,19940620,20040620
011092140C,9011092140,              0,    20190620,      20190620,0,20,53,19940620,20190620
011092549C,9011092549,              0,    20230809,      20231109,0,9,57,19940809,20230809
011092656C,9011092656,              0,    20240809,      20250809,0,9,54,19940809,20240809
011092792C,9011092792,              0,    20240715,      20250715,0,15,90,19940715,20240715
011094544C,9011094544,              0,    20220818,      20250818,0,18,53,19940818,20220818
011094545C,9011094545,              0,    20110817,      20240817,0,17,53,19940817,20110817
011094955C,9011094955,              0,    20170818,      20200218,0,18,53,19940818,20170818
011095159C,9011095159,              0,    20230226,      20230526,0,26,54,19940926,20230226
011096068C,9011096068,              0,    20260201,      20260301,0,1,55,19940901,20260201
011096643C,9011096643,              0,    20111001,      20191001,0,1,53,19941001,20111001
011097128C,9011097128,              0,    20241004,      20250104,0,4,54,19941004,20241004
011097228C,9011097228,              0,    20230505,      20230605,0,5,53,19941005,20230505
011098238C,9011098238,              0,    20241021,      20241021,0,21,53,19941021,20241021
011098649C,9011098649,              0,    20141128,      20201128,0,28,57,19941128,20141128
011098652C,9011098652,              0,    20140501,      20141101,0,1,57,19941101,20140501
011098913C,9011098913,              0,    20200501,      20200501,0,1,53,19941101,20200501
011100027C,9011100027,              0,    20191201,      20221201,0,1,53,19941201,20191201
011100907C,9011100907,              0,    20200401,      20200701,0,1,53,19950101,20200401
011101266C,9011101266,              0,    20180309,      20180609,0,9,53,19941209,20180309
011101315C,9011101315,              0,    20181201,      20191201,0,1,53,19941201,20181201
011101578C,9011101578,              0,    20180728,      20180828,0,28,53,19941228,20180728
011101607C,9011101607,              0,    20160608,      20160908,0,8,55,19950208,20160608
011101663C,9011101663,              0,    19941116,      20190216,0,16,56,19870116,19941116
011101914C,9011101914,              0,    20241220,      20251220,0,20,54,19941220,20241220
011102270C,9011102270,              0,    20181217,      20190317,0,17,57,19941217,20181217
011102405C,9011102405,              0,    20250115,      20250715,0,15,54,19950115,20250115
011102532C,9011102532,              0,    20191004,      20191004,0,4,53,19950104,20191004
011102787C,9011102787,              0,    20110921,      20111221,0,21,57,19941221,20110921
011102788C,9011102788,              0,    20210101,      20210101,0,1,53,19950101,20210101
011103126C,9011103126,              0,    20220501,      20250501,0,1,53,19950201,20220501
011103130C,9011103130,              0,    20220409,      20250409,0,9,53,19950109,20220409
011103202C,9011103202,              0,    20210111,      20210111,0,11,53,19950111,20210111
011103598C,9011103598,              0,    20190509,      20190709,0,9,54,19950209,20190509
011103665C,9011103665,              0,    20180201,      20190201,0,1,55,19950201,20180201
011103996C,9011103996,              0,    20230125,      20230125,0,25,53,19950125,20230125
011104064C,9011104064,              0,    20190122,      20190122,0,22,55,19950122,20190122
011104342C,9011104342,              0,    20230901,      20230901,0,1,53,19950201,20230901
011104570C,9011104570,              0,    20220801,      20240801,0,1,53,19950201,20220801
011104828C,9011104828,              0,    20190207,      20200207,0,7,53,19950207,20190207
011105008C,9011105008,              0,    20210907,      20210907,0,7,55,19950207,20210907
011105059C,9011105059,              0,    20150409,      20150709,0,9,53,19950209,20150409
011105332C,9011105332,              0,    20191204,      20191204,0,4,55,19950304,20191204
011105385C,9011105385,              0,    20190115,      20190415,0,15,55,19950215,20190115
011105523C,9011105523,              0,    20190813,      20191113,0,13,53,19950213,20190813
011105839C,9011105839,              0,    20190520,      20190620,0,20,53,19950220,20190520
011105951C,9011105951,              0,    20190306,      20190306,0,6,53,19950306,20190306
011106029C,9011106029,              0,    20250415,      20250715,0,15,54,19950415,20250415
011106030C,9011106030,              0,    20250415,      20250715,0,15,54,19950415,20250415
011106177C,9011106177,              0,    20210225,      20210425,0,25,55,19950225,20210225
011106491C,9011106491,              0,    20190302,      20190302,0,2,53,19950302,20190302
011106738C,9011106738,              0,    20231001,      20240101,0,1,55,19950401,20231001
011107331C,9011107331,              0,    20250317,      20260317,0,17,54,19950317,20250317
011107641C,9011107641,              0,    20190322,      20190322,0,22,53,19950322,20190322
011107848C,9011107848,              0,    20230301,      20230301,0,1,53,19950301,20230301
011108310C,9011108310,              0,    20180301,      20180601,0,1,55,19950301,20180301
011108515C,9011108515,              0,    20170601,      20180601,0,1,53,19950601,20170601
011108587C,9011108587,              0,    20140301,      20140301,0,1,53,19950301,20140301
011108606C,9011108606,              0,    20210404,      20210404,0,4,53,19950404,20210404
011109259C,9011109259,              0,    20200420,      20200420,0,20,53,19950420,20200420
011109446C,9011109446,              0,    20230901,      20230901,0,1,55,19950501,20230901
011109881C,9011109881,              0,    20240501,      20240801,0,1,53,19950501,20240501
011110116C,9011110116,              0,    20200502,      20200502,0,2,55,19950502,20200502
011110239C,9011110239,              0,    20250428,      20251028,0,28,54,19950428,20250428
011110240C,9011110240,              0,    20240125,      20240225,0,25,53,19950525,20240125
011110339C,9011110339,              0,    20190626,      20190626,0,26,55,19950626,20190626
011110362C,9011110362,              0,    20190508,      20190508,0,8,53,19950508,20190508
011110363C,9011110363,              0,    20250813,      20251013,0,13,54,19950613,20250813
011110458C,9011110458,              0,    19950404,      20230304,0,4,56,19870204,19950404
011110498C,9011110498,              0,    20200207,      20200207,0,7,53,19950807,20200207
011110698C,9011110698,              0,    20180316,      20180616,0,16,53,19950616,20180316
011110946C,9011110946,              0,    20190605,      20200605,0,5,55,19950605,20190605
011110968C,9011110968,              0,    20190601,      20200601,0,1,55,19950601,20190601
011111930C,9011111930,              0,    20200601,      20200601,0,1,53,19950601,20200601
011112743C,9011112743,              0,    20230721,      20230721,0,21,53,19950721,20230721
011113236C,9011113236,              0,    20250621,      20260621,0,21,53,19950621,20250621
011113309C,9011113309,              0,    20200101,      20200101,0,1,53,19950701,20200101
011114096C,9011114096,              0,    20220614,      20220614,0,14,53,19950714,20220614
011114289C,9011114289,              0,    19950607,      19950607,0,7,57,19780907,19950607
011114950C,9011114950,              0,    20220414,      20220414,0,14,53,19950714,20220414
011115534C,9011115534,              0,    20200813,             0,0,13,53,19950813,20200813
011115690C,9011115690,              0,    20190301,      20190301,0,1,53,19950901,20190301
011116003C,9011116003,              0,    20241008,      20241108,0,8,55,19950808,20241008
011116180C,9011116180,              0,    20231001,      20231001,0,1,53,19951001,20231001
011116459C,9011116459,              0,    20200816,      20210816,0,16,54,19950816,20200816
011116525C,9011116525,              0,    20220427,      20220627,0,27,53,19950727,20220427
011116770C,9011116770,              0,    20180420,      20180720,0,20,53,19951020,20180420
011118170C,9011118170,              0,    20200103,      20200103,0,3,53,19951003,20200103
011118183C,9011118183,              0,    20181201,      20181201,0,1,55,19951101,20181201
011118229C,9011118229,              0,    20191009,      20201009,0,9,55,19951009,20191009
011118536C,9011118536,              0,    20220908,      20230308,0,8,53,19950908,20220908
011118704C,9011118704,              0,    20250910,      20260910,0,10,54,19950910,20250910
011120297C,9011120297,              0,    20160928,      20161228,0,28,57,19950928,20160928
011120375C,9011120375,              0,    20241112,      20241112,0,12,53,19951012,20241112
011120482C,9011120482,              0,    20191002,      20191002,0,2,55,19951002,20191002
011121713C,9011121713,              0,    20191019,      20200119,0,19,57,19951019,20191019
011121984C,9011121984,              0,    20200119,      20200419,0,19,54,19951019,20200119
011122141C,9011122141,              0,    20191025,      20191025,0,25,53,19951025,20191025
011122230C,9011122230,              0,    20190701,      20190801,0,1,53,19951001,20190701
011123322C,9011123322,              0,    20251101,      20251101,0,1,53,19951101,20251101
011124205C,9011124205,              0,    20260813,      20260813,0,13,53,19951113,20260813
011124301C,9011124301,              0,    20230721,      20230921,0,21,55,19951221,20230721
011124666C,9011124666,              0,    20180701,      20180901,0,1,53,19960101,20180701
011124924C,9011124924,              0,    20161201,      20171201,0,1,57,19951201,20161201
011124987C,9011124987,              0,    20241212,      20241212,0,12,53,19951212,20241212
011125076C,9011125076,              0,    20251121,      20260521,0,21,54,19951121,20251121
011125619C,9011125619,              0,    20241206,      20251206,0,6,55,19951206,20241206
011126217C,9011126217,              0,    20251213,      20251213,0,13,54,19951213,20251213
011126218C,9011126218,              0,    20251213,      20251213,0,13,54,19951213,20251213
011126367C,9011126367,              0,    20231014,      20231014,0,14,53,19951213,20231014
011128643C,9011128643,              0,    20251228,      20251228,0,28,53,19951228,20251228
011128980C,9011128980,              0,    20210103,      20230703,0,3,53,19960103,20210103
011129996C,9011129996,              0,    20260103,      20270103,0,3,54,19960103,20260103
011129997C,9011129997,              0,    20260103,      20270103,0,3,54,19960103,20260103
011130433C,9011130433,              0,    20190123,      20190423,0,23,54,19960123,20190123
011130547C,9011130547,              0,    20200201,      20200501,0,1,57,19960201,20200201
011130753C,9011130753,              0,    20220110,      20220110,0,10,53,19960410,20220110
011130778C,9011130778,              0,    20180901,      20181001,0,1,55,19960101,20180901
011130902C,9011130902,              0,    20250113,      20250113,0,13,53,19960113,20250113
011131381C,9011131381,              0,    20161201,      20220101,0,1,57,19951201,20161201
011131443C,9011131443,              0,    20241201,      20250201,0,1,53,19960201,20241201
011132480C,9011132480,              0,    20180726,      20181026,0,26,54,19960126,20180726
011132834C,9011132834,              0,    20250426,      20250726,0,26,54,19960426,20250426
011133663C,9011133663,              0,    20180201,      20190201,0,1,53,19960201,20180201
011134051C,9011134051,              0,    20211108,      20220208,0,8,53,19960208,20211108
011134933C,9011134933,              0,    20200201,      20210201,0,1,53,19960201,20200201
011135085C,9011135085,              0,    20230501,      20230501,0,1,53,19960201,20230501
011135494C,9011135494,              0,    20220105,      20220405,0,5,55,19960405,20220105
011135811C,9011135811,              0,    20200601,      20200801,0,1,55,19960201,20200601
011136667C,9011136667,              0,    20240301,      20240901,0,1,53,19960301,20240301
011136690C,9011136690,              0,    20240307,      20240307,0,7,53,19960307,20240307
011136704C,9011136704,              0,    20180301,      20180601,0,1,53,19960301,20180301
011136932C,9011136932,              0,    20201010,      20201210,0,10,53,19960310,20201010
011137768C,9011137768,              0,    20240406,      20250206,0,6,53,19960406,20240406
011137858C,9011137858,              0,    20190915,      20190915,0,15,55,19960315,20190915
011138599C,9011138599,              0,    20190515,      20190615,0,15,53,19960315,20190515
011138666C,9011138666,              0,    20190301,      20190601,0,1,53,19960601,20190301
011138884C,9011138884,              0,    20190701,      20190701,0,1,53,19960401,20190701
011139254C,9011139254,              0,    20250306,      20250606,0,6,53,19960606,20250306
011139256C,9011139256,              0,    20210201,      20210201,0,1,53,19960201,20210201
011139421C,9011139421,              0,    20190401,      20191001,0,1,55,19960401,20190401
011139777C,9011139777,              0,    20230327,      20230627,0,27,53,19960327,20230327
011139937C,9011139937,              0,    20200315,      20210315,0,15,53,19960315,20200315
011140516C,9011140516,              0,    20210601,      20210901,0,1,55,19960401,20210601
011140652C,9011140652,              0,    20210601,      20210901,0,1,55,19960401,20210601
011140826C,9011140826,              0,    20180508,      20190208,0,8,53,19960508,20180508
011140913C,9011140913,              0,    20191101,      20191101,0,1,53,19960301,20191101
011141741C,9011141741,              0,    20230314,      20240914,0,14,53,19960314,20230314
011141895C,9011141895,              0,    20180418,      20180418,0,18,53,19960418,20180418
011142178C,9011142178,              0,    20190401,      20190401,0,1,53,19960401,20190401
011142354C,9011142354,              0,    20220501,      20251001,0,1,53,19960501,20220501
011143472C,9011143472,              0,    20200401,      20200401,0,1,53,19960701,20200401
011143473C,9011143473,              0,    20180325,      20180325,0,25,53,19960425,20180325
011143825C,9011143825,              0,    20230301,      20230401,0,1,53,19960401,20230301
011144050C,9011144050,              0,    20230112,      20230412,0,12,55,19960412,20230112
