MPOLICY,SOURCE_POLICY,MBILLFRM,MBANKNO_EMITTED,PPACH_ACCOUNT,PPACH_ABA,EXCEPTION_REASON,EXCEPTION_DETAIL
011054122C,9011054122,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011056915C,9011056915,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011057904C,9011057904,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011058069C,9011058069,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011062307C,9011062307,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011062815C,9011062815,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011064372C,9011064372,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011065199C,9011065199,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011068375C,9011068375,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011072395C,9011072395,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011072405C,9011072405,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011075203C,9011075203,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011077533C,9011077533,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011080977C,9011080977,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011081628C,9011081628,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011082292C,9011082292,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011083791C,9011083791,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011089233C,9011089233,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011090375C,9011090375,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011090414C,9011090414,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011096868C,9011096868,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011098063C,9011098063,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011102977C,9011102977,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011106317C,9011106317,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011107863C,9011107863,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011107893C,9011107893,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011109124C,9011109124,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011109852C,9011109852,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011109861C,9011109861,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011109994C,9011109994,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011110270C,9011110270,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011111635C,9011111635,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011112366C,9011112366,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011112641C,9011112641,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011112744C,9011112744,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011112762C,9011112762,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011115295C,9011115295,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011115885C,9011115885,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011119820C,9011119820,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011124169C,9011124169,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011124501C,9011124501,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011124755C,9011124755,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011129663C,9011129663,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011132389C,9011132389,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011133146C,9011133146,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011136476C,9011136476,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011136508C,9011136508,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011138259C,9011138259,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011139998C,9011139998,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011140025C,9011140025,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011140100C,9011140100,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011140521C,9011140521,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011141942C,9011141942,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011146268C,9011146268,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011146946C,9011146946,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011147951C,9011147951,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011148336C,9011148336,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011150309C,9011150309,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011150971C,9011150971,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011151378C,9011151378,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011151909C,9011151909,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011152039C,9011152039,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011152961C,9011152961,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011153148C,9011153148,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011153243C,9011153243,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011153790C,9011153790,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011154271C,9011154271,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011154622C,9011154622,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011155011C,9011155011,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011155357C,9011155357,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011157086C,9011157086,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011157087C,9011157087,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011161880C,9011161880,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011162252C,9011162252,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011175088C,9011175088,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011176237C,9011176237,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011177102C,9011177102,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011178240C,9011178240,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011178435C,9011178435,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011178449C,9011178449,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011178618C,9011178618,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011179951C,9011179951,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011180496C,9011180496,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011180646C,9011180646,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011180823C,9011180823,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011182070C,9011182070,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011182373C,9011182373,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011182857C,9011182857,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011183532C,9011183532,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011183653C,9011183653,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011184576C,9011184576,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011184745C,9011184745,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011184934C,9011184934,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011185638C,9011185638,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011188426C,9011188426,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011188870C,9011188870,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011188927C,9011188927,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011189620C,9011189620,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011189786C,9011189786,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011189791C,9011189791,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011189913C,9011189913,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190146C,9011190146,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190516C,9011190516,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190599C,9011190599,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190669C,9011190669,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011190722C,9011190722,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191042C,9011191042,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191584C,9011191584,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011191702C,9011191702,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011192032C,9011192032,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011192392C,9011192392,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011193836C,9011193836,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194064C,9011194064,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194111C,9011194111,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194436C,9011194436,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194499C,9011194499,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194542C,9011194542,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011194751C,9011194751,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011195437C,9011195437,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011195589C,9011195589,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011195599C,9011195599,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011196513C,9011196513,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011196821C,9011196821,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011197062C,9011197062,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011197709C,9011197709,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011198806C,9011198806,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011199527C,9011199527,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011200251C,9011200251,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011202381C,9011202381,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011203001C,9011203001,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011205919C,9011205919,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011207210C,9011207210,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011207871C,9011207871,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011208817C,9011208817,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011209262C,9011209262,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011209469C,9011209469,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011210337C,9011210337,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011210720C,9011210720,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011211451C,9011211451,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011212050C,9011212050,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
011212753C,9011212753,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000043C,9015000043,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000078C,9015000078,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000080C,9015000080,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000089C,9015000089,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000117C,9015000117,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000138C,9015000138,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000181C,9015000181,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000211C,9015000211,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000261C,9015000261,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000416C,9015000416,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
015000581C,9015000581,2,,,,MISSING_BANK_ACCOUNT,MBILLFRM=2 but PPACH E_ACCOUNT_NUMBER blank/missing
