reconstructed_claim_id,payout_codes_detected,payout_total,linked_gross_components,linked_offset_components,linked_interest_components,chain_balancing_status,payout_chain_confidence
RC-9011197288-1-SURRENDER_CLAIM-C0-20231019,,0.0,0560,,,UNBALANCED,LOW
RC-9011197492-1-DEATH_CLAIM-C0-20181021,0094,5041.1,0530,,0630,MINOR_VARIANCE,LOW
RC-9011197533-1-DEATH_CLAIM-C0-20180221,0094,8007.48,0530,,,MINOR_VARIANCE,LOW
RC-9011197559-1-DEATH_CLAIM-C0-20180601,0094,25113.71,0530,,,UNBALANCED,LOW
RC-9011197578-1-DEATH_CLAIM-C0-20220130,0094,3034.09,0530,,,MINOR_VARIANCE,LOW
RC-9011197647-1-SURRENDER_CLAIM-C0-20200128,,0.0,0560,,,UNBALANCED,LOW
RC-9011197709-1-DEATH_CLAIM-C0-20220920,0094,10065.98,0530,,0630,MINOR_VARIANCE,LOW
RC-9011197712-1-SURRENDER_CLAIM-C0-20180913,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011197712-1-SURRENDER_CLAIM-C1-20191027,,0.0,,0412,,BALANCED,HIGH
RC-9011197712-1-SURRENDER_CLAIM-C2-20201027,,0.0,,0412,,BALANCED,HIGH
RC-9011197712-1-SURRENDER_CLAIM-C3-20211027,,0.0,,0412,,BALANCED,HIGH
RC-9011197712-1-SURRENDER_CLAIM-C4-20221027,,0.0,,0412,,BALANCED,HIGH
RC-9011197712-1-SURRENDER_CLAIM-C5-20231027,,0.0,,0412,,BALANCED,HIGH
RC-9011197713-1-SURRENDER_CLAIM-C0-20180913,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011197713-1-SURRENDER_CLAIM-C1-20191027,,0.0,,0412,,BALANCED,HIGH
RC-9011197713-1-SURRENDER_CLAIM-C2-20201027,,0.0,,0412,,BALANCED,HIGH
RC-9011197713-1-SURRENDER_CLAIM-C3-20211027,,0.0,,0412,,BALANCED,HIGH
RC-9011197713-1-SURRENDER_CLAIM-C4-20221027,,0.0,,0412,,BALANCED,HIGH
RC-9011197713-1-SURRENDER_CLAIM-C5-20231027,,0.0,,0412,,BALANCED,HIGH
RC-9011197714-1-DISBURSEMENT_CLAIM-C0-20250206,0090,16.14,,,,BALANCED,HIGH
RC-9011197714-1-SURRENDER_CLAIM-C0-20180913,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011197714-1-SURRENDER_CLAIM-C1-20191101,,0.0,,0412,,BALANCED,HIGH
RC-9011197714-1-SURRENDER_CLAIM-C2-20201101,,0.0,,0412,,BALANCED,HIGH
RC-9011197714-1-SURRENDER_CLAIM-C3-20211101,,0.0,,0412,,BALANCED,HIGH
RC-9011197714-1-SURRENDER_CLAIM-C4-20221101,,0.0,,0412,,BALANCED,HIGH
RC-9011197714-1-SURRENDER_CLAIM-C5-20231101,,0.0,,0412,,BALANCED,HIGH
RC-9011197715-1-DEATH_CLAIM-C0-20201207,0094,9411.61,0530,,,UNBALANCED,LOW
RC-9011197715-1-SURRENDER_CLAIM-C0-20180913,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011197715-1-SURRENDER_CLAIM-C1-20191027,,0.0,,0412,,BALANCED,HIGH
RC-9011197715-1-SURRENDER_CLAIM-C2-20201027,,0.0,,0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C0-20180913,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C1-20191101,,0.0,,0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C2-20201101,,0.0,,0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C3-20211101,,0.0,,0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C4-20221101,,0.0,,0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C5-20231101,,0.0,,0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C6-20241101,,0.0,,0412,,BALANCED,HIGH
RC-9011197716-1-SURRENDER_CLAIM-C7-20251101,,0.0,,0412,,BALANCED,HIGH
RC-9011197743-1-SURRENDER_CLAIM-C0-20250226,,0.0,0560,,,UNBALANCED,LOW
RC-9011198043-1-SURRENDER_CLAIM-C0-20191125,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198043-1-SURRENDER_CLAIM-C1-20201123,,0.0,,0412,,BALANCED,HIGH
RC-9011198043-1-SURRENDER_CLAIM-C2-20211123,,0.0,,0412,,BALANCED,HIGH
RC-9011198043-1-SURRENDER_CLAIM-C3-20220523,,0.0,,0412,,BALANCED,HIGH
RC-9011198043-1-SURRENDER_CLAIM-C4-20221124,,0.0,,0412,,BALANCED,HIGH
RC-9011198043-1-SURRENDER_CLAIM-C5-20231027,,0.0,,0412,,BALANCED,HIGH
RC-9011198043-1-SURRENDER_CLAIM-C6-20241001,,0.0,,0412,,BALANCED,HIGH
RC-9011198043-1-SURRENDER_CLAIM-C7-20251006,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198073-1-DISBURSEMENT_CLAIM-C0-20230713,0090,4.7,,,,BALANCED,HIGH
RC-9011198246-1-SURRENDER_CLAIM-C0-20180216,,0.0,,0412,,BALANCED,HIGH
RC-9011198246-1-SURRENDER_CLAIM-C1-20190216,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198246-1-SURRENDER_CLAIM-C2-20190516,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198246-1-SURRENDER_CLAIM-C3-20190731,,0.0,0560,0412,,UNBALANCED,LOW
RC-9011198305-1-DISBURSEMENT_CLAIM-C0-20240606,0090,1400.0,,,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C0-20181215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C1-20191215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C10-20241215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C11-20251215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C2-20200407,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C3-20201215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C4-20211215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C5-20221215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C6-20230412,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C7-20231215,,0.0,,0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C8-20240404,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198305-1-SURRENDER_CLAIM-C9-20240801,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-DISBURSEMENT_CLAIM-C0-20240606,0090,1000.0,,,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C0-20181215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C1-20191215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C10-20241215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C11-20251215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C2-20200407,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C3-20201215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C4-20211215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C5-20221215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C6-20230412,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C7-20231215,,0.0,,0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C8-20240404,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198306-1-SURRENDER_CLAIM-C9-20240801,,0.0,,0412,,BALANCED,HIGH
RC-9011198344-1-DEATH_CLAIM-C0-20210315,0094,105244.48,0530,,0630,UNBALANCED,LOW
RC-9011198366-1-DEATH_CLAIM-C0-20220923,0094,10121.7,0530,,,UNBALANCED,LOW
RC-9011198370-1-SURRENDER_CLAIM-C0-20251222,,0.0,0560,,,UNBALANCED,LOW
RC-9011198532-1-DEATH_CLAIM-C0-20220926,0094,5000.0,0530,,,UNBALANCED,LOW
RC-9011198532-1-DEATH_CLAIM-C1-20230926,0094,10000.0,0530,,,UNBALANCED,LOW
RC-9011198534-1-DEATH_CLAIM-C0-20231201,0094,10052.58,0530,,,MINOR_VARIANCE,LOW
RC-9011198540-1-DEATH_CLAIM-C0-20220625,0094,5000.0,0530,,,BALANCED,HIGH
RC-9011198734-1-DEATH_CLAIM-C0-20240706,0094,10052.65,0530,,,MINOR_VARIANCE,LOW
RC-9011198765-1-SURRENDER_CLAIM-C0-20180401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C1-20190401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C2-20200401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C3-20210401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C4-20220401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C5-20230401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C6-20240401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C7-20250401,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C8-20250616,,0.0,,0412,,BALANCED,HIGH
RC-9011198765-1-SURRENDER_CLAIM-C9-20260401,,0.0,,0412,,BALANCED,HIGH
RC-9011198799-1-DISBURSEMENT_CLAIM-C0-20240529,0090,47.04,,,,BALANCED,HIGH
RC-9011198799-1-SURRENDER_CLAIM-C0-20180129,,0.0,,0412,,BALANCED,HIGH
RC-9011198799-1-SURRENDER_CLAIM-C1-20220628,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198799-1-SURRENDER_CLAIM-C2-20231030,,0.0,,0412,,BALANCED,HIGH
RC-9011198806-1-DEATH_CLAIM-C0-20190708,0094,15145.25,0530,,,UNBALANCED,LOW
RC-9011198845-1-SURRENDER_CLAIM-C0-20180401,,0.0,,0412,,BALANCED,HIGH
RC-9011198845-1-SURRENDER_CLAIM-C1-20190401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198845-1-SURRENDER_CLAIM-C2-20200401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198845-1-SURRENDER_CLAIM-C3-20210401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198845-1-SURRENDER_CLAIM-C4-20211001,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198845-1-SURRENDER_CLAIM-C5-20220401,,0.0,,0412,,BALANCED,HIGH
RC-9011198871-1-SURRENDER_CLAIM-C0-20251214,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198871-1-SURRENDER_CLAIM-C1-20260306,,0.0,,0412,,BALANCED,HIGH
RC-9011198926-1-SURRENDER_CLAIM-C0-20180629,,0.0,0560,,,UNBALANCED,LOW
RC-9011198951-1-DISBURSEMENT_CLAIM-C0-20210412,0090,23.87,,,,BALANCED,HIGH
RC-9011198951-1-SURRENDER_CLAIM-C0-20180403,,0.0,,0412,,BALANCED,HIGH
RC-9011198951-1-SURRENDER_CLAIM-C1-20190402,,0.0,,0412,,BALANCED,HIGH
RC-9011198951-1-SURRENDER_CLAIM-C2-20190927,,0.0,,0412,,BALANCED,HIGH
RC-9011198951-1-SURRENDER_CLAIM-C3-20240402,,0.0,0560,,,UNBALANCED,LOW
RC-9011198997-1-SURRENDER_CLAIM-C0-20171228,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C1-20180328,,0.0,,0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C10-20200928,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C11-20201228,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C12-20210328,,0.0,,0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C13-20210628,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C14-20210928,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C15-20211228,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C16-20220328,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C17-20220923,,0.0,,0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C18-20230328,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C19-20240328,,0.0,,0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C2-20180628,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C20-20250328,,0.0,,0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C3-20181024,,0.0,,0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C4-20181228,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C5-20190328,,0.0,,0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C6-20190628,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C7-20191228,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C8-20200328,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011198997-1-SURRENDER_CLAIM-C9-20200628,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011199046-1-DEATH_CLAIM-C0-20211220,0094,10123.64,0530,,0630,MINOR_VARIANCE,LOW
RC-9011199527-1-DEATH_CLAIM-C0-20191010,0094,20001.21,0530,,0630,UNBALANCED,LOW
RC-9011199527-1-DISBURSEMENT_CLAIM-C0-20191025,0090,20001.21,,,,BALANCED,HIGH
RC-9011199549-1-DISBURSEMENT_CLAIM-C0-20190430,0090,8.83,,,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C0-20180501,,0.0,,0412,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C1-20190501,,0.0,,0412,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C2-20200427,,0.0,,0412,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C3-20210426,,0.0,,0412,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C4-20220428,,0.0,,0412,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C5-20230501,,0.0,,0412,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C6-20240501,,0.0,,0412,,BALANCED,HIGH
RC-9011199549-1-SURRENDER_CLAIM-C7-20250501,,0.0,,0412,,BALANCED,HIGH
RC-9011199612-1-SURRENDER_CLAIM-C0-20180105,,0.0,0560,0412,,UNBALANCED,LOW
RC-9011199632-1-DEATH_CLAIM-C0-20211216,0094,12276.81,0530,,0630,UNBALANCED,LOW
RC-9011199709-1-SURRENDER_CLAIM-C0-20240326,,0.0,0560,,,UNBALANCED,LOW
RC-9011199710-1-SURRENDER_CLAIM-C0-20240326,,0.0,0560,,,UNBALANCED,LOW
RC-9011199782-1-DISBURSEMENT_CLAIM-C0-20230324,0090,2.14,,,,BALANCED,HIGH
RC-9011199974-1-DISBURSEMENT_CLAIM-C0-20180315,0090,10.0,,,,BALANCED,HIGH
RC-9011199974-1-DISBURSEMENT_CLAIM-C1-20220922,0090,109.7,,,,BALANCED,HIGH
RC-9011199974-1-SURRENDER_CLAIM-C0-20220914,,0.0,0560,,,UNBALANCED,LOW
RC-9011200008-1-SURRENDER_CLAIM-C0-20180101,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C1-20180401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C10-20200701,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C11-20201001,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C12-20210101,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C13-20210401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C14-20210701,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C15-20211001,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C16-20220101,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C17-20220401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C18-20220701,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C19-20221001,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C2-20180701,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C20-20230101,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C21-20230401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C22-20230701,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C23-20231001,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C24-20240101,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C25-20240401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C26-20240701,,0.0,,0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C3-20181001,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C4-20190101,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C5-20190401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C6-20190701,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C7-20191001,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C8-20200101,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200008-1-SURRENDER_CLAIM-C9-20200401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200012-1-DEATH_CLAIM-C0-20260322,0094,20048.97,0530,,0630,MINOR_VARIANCE,LOW
RC-9011200012-1-SURRENDER_CLAIM-C0-20250401,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200012-1-SURRENDER_CLAIM-C1-20250601,,0.0,,0412,,BALANCED,HIGH
RC-9011200196-1-DISBURSEMENT_CLAIM-C0-20230719,0090,154.84,,,,BALANCED,HIGH
RC-9011200196-1-SURRENDER_CLAIM-C0-20180117,,0.0,0560,0412,,UNBALANCED,LOW
RC-9011200251-1-DEATH_CLAIM-C0-20200811,0094,16320.68,0530,,0630,UNBALANCED,LOW
RC-9011200251-1-DEATH_CLAIM-C1-20201022,0094,8129.96,0530,,,UNBALANCED,LOW
RC-9011200500-1-DEATH_CLAIM-C0-20210920,0094,8018.94,0530,,,MINOR_VARIANCE,LOW
RC-9011200570-1-SURRENDER_CLAIM-C0-20181101,,0.0,,0412,,BALANCED,HIGH
RC-9011200570-1-SURRENDER_CLAIM-C1-20191101,,0.0,,0412,,BALANCED,HIGH
RC-9011200570-1-SURRENDER_CLAIM-C2-20201101,,0.0,,0412,,BALANCED,HIGH
RC-9011200570-1-SURRENDER_CLAIM-C3-20211101,,0.0,,0412,,BALANCED,HIGH
RC-9011200570-1-SURRENDER_CLAIM-C4-20221101,,0.0,,0412,,BALANCED,HIGH
RC-9011200570-1-SURRENDER_CLAIM-C5-20231101,,0.0,,0412,,BALANCED,HIGH
RC-9011200570-1-SURRENDER_CLAIM-C6-20241101,,0.0,,0412,,BALANCED,HIGH
RC-9011200570-1-SURRENDER_CLAIM-C7-20251101,,0.0,,0412,,BALANCED,HIGH
RC-9011200672-1-SURRENDER_CLAIM-C0-20191122,,0.0,0560,,,UNBALANCED,LOW
RC-9011200673-1-SURRENDER_CLAIM-C0-20240825,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011200673-1-SURRENDER_CLAIM-C1-20250825,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-DISBURSEMENT_CLAIM-C0-20250806,0090,279.72,,,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C0-20180907,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C1-20190907,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C2-20200907,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C3-20210907,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C4-20220907,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C5-20230907,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C6-20240907,,0.0,,0412,,BALANCED,HIGH
RC-9011200872-1-SURRENDER_CLAIM-C7-20250907,,0.0,,0412,,BALANCED,HIGH
RC-9011201212-1-DEATH_CLAIM-C0-20190919,0094,7525.41,0530,,,MINOR_VARIANCE,LOW
RC-9011201312-1-DEATH_CLAIM-C0-20190922,0094,10029.81,0530,,,MINOR_VARIANCE,LOW
RC-9011201621-1-DEATH_CLAIM-C0-20201017,0094,25677.15,0530,,,UNBALANCED,LOW
RC-9011201621-2-DEATH_CLAIM-C0-20201017,,0.0,,,,BALANCED,HIGH
RC-9011201656-1-DEATH_CLAIM-C0-20230723,0094,10024.95,0530,,,MINOR_VARIANCE,LOW
RC-9011201896-1-DEATH_CLAIM-C0-20250127,0094,2114.71,0530,,,BALANCED,HIGH
RC-9011201953-1-SURRENDER_CLAIM-C0-20190813,,0.0,0560,,,UNBALANCED,LOW
RC-9011202182-1-DEATH_CLAIM-C0-20201224,0094,18930.09,0530,,,BALANCED,HIGH
RC-9011202381-1-DEATH_CLAIM-C0-20200514,0094,3041.31,0530,,0630,UNBALANCED,LOW
RC-9011202381-1-SURRENDER_CLAIM-C0-20180112,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011202724-1-SURRENDER_CLAIM-C0-20240101,,0.0,0560,,,UNBALANCED,LOW
RC-9011202750-1-DEATH_CLAIM-C0-20220320,0094,10080.7,0530,,,MINOR_VARIANCE,LOW
RC-9011202767-1-SURRENDER_CLAIM-C0-20260326,,0.0,0560,,,UNBALANCED,LOW
RC-9011203001-1-SURRENDER_CLAIM-C0-20230807,,0.0,0560,,,UNBALANCED,LOW
RC-9011203122-1-DEATH_CLAIM-C0-20250126,0094,5096.06,0530,,,MINOR_VARIANCE,LOW
RC-9011203311-1-DEATH_CLAIM-C0-20260330,0094,5177.01,0530,,0630,UNBALANCED,LOW
RC-9011203371-1-SURRENDER_CLAIM-C0-20171113,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C0-20180213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C1-20190213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C2-20200213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C3-20210213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C4-20220213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C5-20230213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C6-20240213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C7-20250213,,0.0,,0412,,BALANCED,HIGH
RC-9011203455-1-SURRENDER_CLAIM-C8-20260213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C0-20180213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C1-20190213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C2-20200213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C3-20210213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C4-20220213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C5-20230213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C6-20240213,,0.0,,0412,,BALANCED,HIGH
RC-9011203456-1-SURRENDER_CLAIM-C7-20250213,,0.0,,0412,,BALANCED,HIGH
RC-9011203598-1-SURRENDER_CLAIM-C0-20171105,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011203904-1-DEATH_CLAIM-C0-20250216,0094,5011.27,0530,,,MINOR_VARIANCE,LOW
RC-9011204042-1-DEATH_CLAIM-C0-20210727,0094,5035.81,0530,,0630,MINOR_VARIANCE,LOW
RC-9011204292-1-DEATH_CLAIM-C0-20231213,0094,8013.5,0530,,0630,MINOR_VARIANCE,LOW
RC-9011204579-1-SURRENDER_CLAIM-C0-20240207,,0.0,0560,,,UNBALANCED,LOW
RC-9011204761-1-DEATH_CLAIM-C0-20180824,0094,10480.02,0530,,0630,BALANCED,HIGH
RC-9011204824-1-DEATH_CLAIM-C0-20201207,0094,8000.0,0530,,,BALANCED,HIGH
RC-9011204960-1-DEATH_CLAIM-C0-20210326,0094,5028.58,0530,,,MINOR_VARIANCE,LOW
RC-9011204984-1-DEATH_CLAIM-C0-20221117,0094,8015.76,0530,,,MINOR_VARIANCE,LOW
RC-9011205079-1-DEATH_CLAIM-C0-20240128,0094,10000.0,0530,,,BALANCED,HIGH
RC-9011205082-1-SURRENDER_CLAIM-C0-20251015,,0.0,0560,,,UNBALANCED,LOW
RC-9011205919-1-DEATH_CLAIM-C0-20190601,0094,7555.09,0530,,,UNBALANCED,LOW
RC-9011205919-1-SURRENDER_CLAIM-C0-20180130,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011205919-1-SURRENDER_CLAIM-C1-20180614,,0.0,,0412,,BALANCED,HIGH
RC-9011206380-1-DISBURSEMENT_CLAIM-C0-20200117,0090,47.3,,,,BALANCED,HIGH
RC-9011206380-1-SURRENDER_CLAIM-C0-20200330,,0.0,0560,,,UNBALANCED,LOW
RC-9011206410-1-SURRENDER_CLAIM-C0-20171120,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011206410-1-SURRENDER_CLAIM-C1-20220920,,0.0,,0411|0412,,BALANCED,HIGH
RC-9011206410-1-SURRENDER_CLAIM-C2-20230920,,0.0,,0411|0412,,BALANCED,HIGH
