PLAN,FIELD_NAME,OLD_VALUE,NEW_VALUE,REASON
543CTR,GDVARYTV,,N,rate segmentation: UWVARYTV
543CTR,GDVARYDV,,N,rate segmentation: UWVARYTV
543CTR,UWVARYGP,,N,rate segmentation: UWVARYTV
543CTR,UWVARYDB,,N,rate segmentation: UWVARYTV
543CTR,UWVARYCV,,N,rate segmentation: UWVARYTV
543CTR,UWVARYTV,,Y,rate segmentation: UWVARYTV
543CTR,UWVARYDV,,N,rate segmentation: UWVARYTV
543CTR,BDVARYGP,,N,rate segmentation: UWVARYTV
543CTR,BDVARYDB,,N,rate segmentation: UWVARYTV
543CTR,BDVARYCV,,N,rate segmentation: UWVARYTV
543CTR,BDVARYTV,,N,rate segmentation: UWVARYTV
543CTR,BDVARYDV,,N,rate segmentation: UWVARYTV
543CTR,STVARYGP,,N,rate segmentation: UWVARYTV
543CTR,STVARYDB,,N,rate segmentation: UWVARYTV
543CTR,STVARYCV,,N,rate segmentation: UWVARYTV
543CTR,STVARYTV,,N,rate segmentation: UWVARYTV
543CTR,STVARYDV,,N,rate segmentation: UWVARYTV
560STR,PLANVALOPT,F,N,no variation detected
560STR,GDVARYGP,0,N,no variation detected
560STR,GDVARYDB,0,N,no variation detected
560STR,GDVARYCV,,N,no variation detected
560STR,GDVARYTV,,N,no variation detected
560STR,GDVARYDV,,N,no variation detected
560STR,UWVARYGP,,N,no variation detected
560STR,UWVARYDB,,N,no variation detected
560STR,UWVARYCV,,N,no variation detected
560STR,UWVARYTV,,N,no variation detected
560STR,UWVARYDV,,N,no variation detected
560STR,BDVARYGP,,N,no variation detected
560STR,BDVARYDB,,N,no variation detected
560STR,BDVARYCV,,N,no variation detected
560STR,BDVARYTV,,N,no variation detected
560STR,BDVARYDV,,N,no variation detected
560STR,STVARYGP,,N,no variation detected
560STR,STVARYDB,,N,no variation detected
560STR,STVARYCV,,N,no variation detected
560STR,STVARYTV,,N,no variation detected
560STR,STVARYDV,,N,no variation detected
5646AT,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,GDVARYGP,0,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,GDVARYDB,0,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,GDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,GDVARYTV,,Y,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,GDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,UWVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,UWVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,UWVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,UWVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,UWVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,BDVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,BDVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,BDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,BDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,BDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,STVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,STVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,STVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,STVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5646AT,STVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV,UWVARYGP"
5667AT,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,GDVARYGP,0,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,GDVARYDB,0,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,GDVARYCV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,GDVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,GDVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,UWVARYGP,,Y,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,UWVARYDB,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,UWVARYCV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,UWVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,UWVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,BDVARYGP,,Y,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,BDVARYDB,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,BDVARYCV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,BDVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,BDVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,STVARYGP,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,STVARYDB,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,STVARYCV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,STVARYTV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
5667AT,STVARYDV,,N,"rate segmentation: BDVARYGP,UWVARYGP"
578CTR,PLANVALOPT,F,N,no variation detected
578CTR,GDVARYGP,0,N,no variation detected
578CTR,GDVARYDB,0,N,no variation detected
578CTR,GDVARYCV,,N,no variation detected
578CTR,GDVARYTV,,N,no variation detected
578CTR,GDVARYDV,,N,no variation detected
578CTR,UWVARYGP,,N,no variation detected
578CTR,UWVARYDB,,N,no variation detected
578CTR,UWVARYCV,,N,no variation detected
578CTR,UWVARYTV,,N,no variation detected
578CTR,UWVARYDV,,N,no variation detected
578CTR,BDVARYGP,,N,no variation detected
578CTR,BDVARYDB,,N,no variation detected
578CTR,BDVARYCV,,N,no variation detected
578CTR,BDVARYTV,,N,no variation detected
578CTR,BDVARYDV,,N,no variation detected
578CTR,STVARYGP,,N,no variation detected
578CTR,STVARYDB,,N,no variation detected
578CTR,STVARYCV,,N,no variation detected
578CTR,STVARYTV,,N,no variation detected
578CTR,STVARYDV,,N,no variation detected
578STR,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
578STR,GDVARYGP,0,N,rate segmentation: GDVARYTV
578STR,GDVARYDB,0,N,rate segmentation: GDVARYTV
578STR,GDVARYCV,,N,rate segmentation: GDVARYTV
578STR,GDVARYTV,,Y,rate segmentation: GDVARYTV
578STR,GDVARYDV,,N,rate segmentation: GDVARYTV
578STR,UWVARYGP,,N,rate segmentation: GDVARYTV
578STR,UWVARYDB,,N,rate segmentation: GDVARYTV
578STR,UWVARYCV,,N,rate segmentation: GDVARYTV
578STR,UWVARYTV,,N,rate segmentation: GDVARYTV
578STR,UWVARYDV,,N,rate segmentation: GDVARYTV
578STR,BDVARYGP,,N,rate segmentation: GDVARYTV
578STR,BDVARYDB,,N,rate segmentation: GDVARYTV
578STR,BDVARYCV,,N,rate segmentation: GDVARYTV
578STR,BDVARYTV,,N,rate segmentation: GDVARYTV
578STR,BDVARYDV,,N,rate segmentation: GDVARYTV
578STR,STVARYGP,,N,rate segmentation: GDVARYTV
578STR,STVARYDB,,N,rate segmentation: GDVARYTV
578STR,STVARYCV,,N,rate segmentation: GDVARYTV
578STR,STVARYTV,,N,rate segmentation: GDVARYTV
578STR,STVARYDV,,N,rate segmentation: GDVARYTV
57ATCR,PLANVALOPT,F,N,no variation detected
57ATCR,GDVARYGP,0,N,no variation detected
57ATCR,GDVARYDB,0,N,no variation detected
57ATCR,GDVARYCV,,N,no variation detected
57ATCR,GDVARYTV,,N,no variation detected
57ATCR,GDVARYDV,,N,no variation detected
57ATCR,UWVARYGP,,N,no variation detected
57ATCR,UWVARYDB,,N,no variation detected
57ATCR,UWVARYCV,,N,no variation detected
57ATCR,UWVARYTV,,N,no variation detected
57ATCR,UWVARYDV,,N,no variation detected
57ATCR,BDVARYGP,,N,no variation detected
57ATCR,BDVARYDB,,N,no variation detected
57ATCR,BDVARYCV,,N,no variation detected
57ATCR,BDVARYTV,,N,no variation detected
57ATCR,BDVARYDV,,N,no variation detected
57ATCR,STVARYGP,,N,no variation detected
57ATCR,STVARYDB,,N,no variation detected
57ATCR,STVARYCV,,N,no variation detected
57ATCR,STVARYTV,,N,no variation detected
57ATCR,STVARYDV,,N,no variation detected
5CDT10,PLANVALOPT,F,Y,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,GDVARYGP,0,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,GDVARYDB,0,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,GDVARYCV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,GDVARYTV,,Y,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,GDVARYDV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,UWVARYGP,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,UWVARYDB,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,UWVARYCV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,UWVARYTV,,Y,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,UWVARYDV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,BDVARYGP,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,BDVARYDB,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,BDVARYCV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,BDVARYTV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,BDVARYDV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,STVARYGP,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,STVARYDB,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,STVARYCV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,STVARYTV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5CDT10,STVARYDV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
5L0110,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,GDVARYGP,0,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,GDVARYDB,0,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,GDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,GDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,GDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,UWVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,UWVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,UWVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,UWVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,UWVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,BDVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,BDVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,BDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,BDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,BDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,STVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,STVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,STVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,STVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0110,STVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L01MA,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,GDVARYGP,0,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,GDVARYDB,0,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,GDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,GDVARYTV,,Y,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,GDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,UWVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,UWVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,UWVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,UWVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,UWVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,BDVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,BDVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,BDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,BDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,BDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,STVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,STVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,STVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,STVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L01MA,STVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYTV"
5L0510,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,GDVARYGP,0,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,GDVARYDB,0,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,GDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,GDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,GDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,UWVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,UWVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,UWVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,UWVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,UWVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,BDVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,BDVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,BDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,BDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,BDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,STVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,STVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,STVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,STVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L0510,STVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,PLANVALOPT,F,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,GDVARYGP,0,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,GDVARYDB,0,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,GDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,GDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,GDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,UWVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,UWVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,UWVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,UWVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,UWVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,BDVARYGP,,Y,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,BDVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,BDVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,BDVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,BDVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,STVARYGP,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,STVARYDB,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,STVARYCV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,STVARYTV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
5L075Y,STVARYDV,,N,"rate segmentation: BDVARYGP,GDVARYGP,UWVARYGP"
719CDT,PLANVALOPT,F,N,no variation detected
719CDT,GDVARYGP,0,N,no variation detected
719CDT,GDVARYDB,0,N,no variation detected
719CDT,GDVARYCV,,N,no variation detected
719CDT,GDVARYTV,,N,no variation detected
719CDT,GDVARYDV,,N,no variation detected
719CDT,UWVARYGP,,N,no variation detected
719CDT,UWVARYDB,,N,no variation detected
719CDT,UWVARYCV,,N,no variation detected
719CDT,UWVARYTV,,N,no variation detected
719CDT,UWVARYDV,,N,no variation detected
719CDT,BDVARYGP,,N,no variation detected
719CDT,BDVARYDB,,N,no variation detected
719CDT,BDVARYCV,,N,no variation detected
719CDT,BDVARYTV,,N,no variation detected
719CDT,BDVARYDV,,N,no variation detected
719CDT,STVARYGP,,N,no variation detected
719CDT,STVARYDB,,N,no variation detected
719CDT,STVARYCV,,N,no variation detected
719CDT,STVARYTV,,N,no variation detected
719CDT,STVARYDV,,N,no variation detected
719CTR,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
719CTR,GDVARYGP,0,N,rate segmentation: GDVARYTV
719CTR,GDVARYDB,0,N,rate segmentation: GDVARYTV
719CTR,GDVARYCV,,N,rate segmentation: GDVARYTV
719CTR,GDVARYTV,,Y,rate segmentation: GDVARYTV
719CTR,GDVARYDV,,N,rate segmentation: GDVARYTV
719CTR,UWVARYGP,,N,rate segmentation: GDVARYTV
719CTR,UWVARYDB,,N,rate segmentation: GDVARYTV
719CTR,UWVARYCV,,N,rate segmentation: GDVARYTV
719CTR,UWVARYTV,,N,rate segmentation: GDVARYTV
719CTR,UWVARYDV,,N,rate segmentation: GDVARYTV
719CTR,BDVARYGP,,N,rate segmentation: GDVARYTV
719CTR,BDVARYDB,,N,rate segmentation: GDVARYTV
719CTR,BDVARYCV,,N,rate segmentation: GDVARYTV
719CTR,BDVARYTV,,N,rate segmentation: GDVARYTV
719CTR,BDVARYDV,,N,rate segmentation: GDVARYTV
719CTR,STVARYGP,,N,rate segmentation: GDVARYTV
719CTR,STVARYDB,,N,rate segmentation: GDVARYTV
719CTR,STVARYCV,,N,rate segmentation: GDVARYTV
719CTR,STVARYTV,,N,rate segmentation: GDVARYTV
719CTR,STVARYDV,,N,rate segmentation: GDVARYTV
719SDT,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
719SDT,GDVARYGP,0,N,rate segmentation: GDVARYTV
719SDT,GDVARYDB,0,N,rate segmentation: GDVARYTV
719SDT,GDVARYCV,,N,rate segmentation: GDVARYTV
719SDT,GDVARYTV,,Y,rate segmentation: GDVARYTV
719SDT,GDVARYDV,,N,rate segmentation: GDVARYTV
719SDT,UWVARYGP,,N,rate segmentation: GDVARYTV
719SDT,UWVARYDB,,N,rate segmentation: GDVARYTV
719SDT,UWVARYCV,,N,rate segmentation: GDVARYTV
719SDT,UWVARYTV,,N,rate segmentation: GDVARYTV
719SDT,UWVARYDV,,N,rate segmentation: GDVARYTV
719SDT,BDVARYGP,,N,rate segmentation: GDVARYTV
719SDT,BDVARYDB,,N,rate segmentation: GDVARYTV
719SDT,BDVARYCV,,N,rate segmentation: GDVARYTV
719SDT,BDVARYTV,,N,rate segmentation: GDVARYTV
719SDT,BDVARYDV,,N,rate segmentation: GDVARYTV
719SDT,STVARYGP,,N,rate segmentation: GDVARYTV
719SDT,STVARYDB,,N,rate segmentation: GDVARYTV
719SDT,STVARYCV,,N,rate segmentation: GDVARYTV
719SDT,STVARYTV,,N,rate segmentation: GDVARYTV
719SDT,STVARYDV,,N,rate segmentation: GDVARYTV
7619DT,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
7619DT,GDVARYGP,0,N,rate segmentation: GDVARYTV
7619DT,GDVARYDB,0,N,rate segmentation: GDVARYTV
7619DT,GDVARYCV,,N,rate segmentation: GDVARYTV
7619DT,GDVARYTV,,Y,rate segmentation: GDVARYTV
7619DT,GDVARYDV,,N,rate segmentation: GDVARYTV
7619DT,UWVARYGP,,N,rate segmentation: GDVARYTV
7619DT,UWVARYDB,,N,rate segmentation: GDVARYTV
7619DT,UWVARYCV,,N,rate segmentation: GDVARYTV
7619DT,UWVARYTV,,N,rate segmentation: GDVARYTV
7619DT,UWVARYDV,,N,rate segmentation: GDVARYTV
7619DT,BDVARYGP,,N,rate segmentation: GDVARYTV
7619DT,BDVARYDB,,N,rate segmentation: GDVARYTV
7619DT,BDVARYCV,,N,rate segmentation: GDVARYTV
7619DT,BDVARYTV,,N,rate segmentation: GDVARYTV
7619DT,BDVARYDV,,N,rate segmentation: GDVARYTV
7619DT,STVARYGP,,N,rate segmentation: GDVARYTV
7619DT,STVARYDB,,N,rate segmentation: GDVARYTV
7619DT,STVARYCV,,N,rate segmentation: GDVARYTV
7619DT,STVARYTV,,N,rate segmentation: GDVARYTV
7619DT,STVARYDV,,N,rate segmentation: GDVARYTV
7619PU,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
7619PU,GDVARYGP,0,N,rate segmentation: GDVARYTV
7619PU,GDVARYDB,0,N,rate segmentation: GDVARYTV
7619PU,GDVARYCV,,N,rate segmentation: GDVARYTV
7619PU,GDVARYTV,,Y,rate segmentation: GDVARYTV
7619PU,GDVARYDV,,N,rate segmentation: GDVARYTV
7619PU,UWVARYGP,,N,rate segmentation: GDVARYTV
7619PU,UWVARYDB,,N,rate segmentation: GDVARYTV
7619PU,UWVARYCV,,N,rate segmentation: GDVARYTV
7619PU,UWVARYTV,,N,rate segmentation: GDVARYTV
7619PU,UWVARYDV,,N,rate segmentation: GDVARYTV
7619PU,BDVARYGP,,N,rate segmentation: GDVARYTV
7619PU,BDVARYDB,,N,rate segmentation: GDVARYTV
7619PU,BDVARYCV,,N,rate segmentation: GDVARYTV
7619PU,BDVARYTV,,N,rate segmentation: GDVARYTV
7619PU,BDVARYDV,,N,rate segmentation: GDVARYTV
7619PU,STVARYGP,,N,rate segmentation: GDVARYTV
7619PU,STVARYDB,,N,rate segmentation: GDVARYTV
7619PU,STVARYCV,,N,rate segmentation: GDVARYTV
7619PU,STVARYTV,,N,rate segmentation: GDVARYTV
7619PU,STVARYDV,,N,rate segmentation: GDVARYTV
7647FP,PLANVALOPT,F,Y,rate segmentation: GDVARYTV
7647FP,GDVARYGP,0,N,rate segmentation: GDVARYTV
7647FP,GDVARYDB,0,N,rate segmentation: GDVARYTV
7647FP,GDVARYCV,,N,rate segmentation: GDVARYTV
7647FP,GDVARYTV,,Y,rate segmentation: GDVARYTV
7647FP,GDVARYDV,,N,rate segmentation: GDVARYTV
7647FP,UWVARYGP,,N,rate segmentation: GDVARYTV
7647FP,UWVARYDB,,N,rate segmentation: GDVARYTV
7647FP,UWVARYCV,,N,rate segmentation: GDVARYTV
7647FP,UWVARYTV,,N,rate segmentation: GDVARYTV
7647FP,UWVARYDV,,N,rate segmentation: GDVARYTV
7647FP,BDVARYGP,,N,rate segmentation: GDVARYTV
7647FP,BDVARYDB,,N,rate segmentation: GDVARYTV
7647FP,BDVARYCV,,N,rate segmentation: GDVARYTV
7647FP,BDVARYTV,,N,rate segmentation: GDVARYTV
7647FP,BDVARYDV,,N,rate segmentation: GDVARYTV
7647FP,STVARYGP,,N,rate segmentation: GDVARYTV
7647FP,STVARYDB,,N,rate segmentation: GDVARYTV
7647FP,STVARYCV,,N,rate segmentation: GDVARYTV
7647FP,STVARYTV,,N,rate segmentation: GDVARYTV
7647FP,STVARYDV,,N,rate segmentation: GDVARYTV
7647SP,PLANVALOPT,F,N,no variation detected
7647SP,GDVARYGP,0,N,no variation detected
7647SP,GDVARYDB,0,N,no variation detected
7647SP,GDVARYCV,,N,no variation detected
7647SP,GDVARYTV,,N,no variation detected
7647SP,GDVARYDV,,N,no variation detected
7647SP,UWVARYGP,,N,no variation detected
7647SP,UWVARYDB,,N,no variation detected
7647SP,UWVARYCV,,N,no variation detected
7647SP,UWVARYTV,,N,no variation detected
7647SP,UWVARYDV,,N,no variation detected
7647SP,BDVARYGP,,N,no variation detected
7647SP,BDVARYDB,,N,no variation detected
7647SP,BDVARYCV,,N,no variation detected
7647SP,BDVARYTV,,N,no variation detected
7647SP,BDVARYDV,,N,no variation detected
7647SP,STVARYGP,,N,no variation detected
7647SP,STVARYDB,,N,no variation detected
7647SP,STVARYCV,,N,no variation detected
7647SP,STVARYTV,,N,no variation detected
7647SP,STVARYDV,,N,no variation detected
7686S3,PLANVALOPT,F,Y,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,GDVARYGP,0,N,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,GDVARYDB,0,N,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,GDVARYCV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,GDVARYTV,,Y,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,GDVARYDV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,UWVARYGP,,N,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,UWVARYDB,,N,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,UWVARYCV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,UWVARYTV,,Y,"rate segmentation: GDVARYTV,UWVARYTV"
7686S3,UWVARYDV,,N,"rate segmentation: GDVARYTV,UWVARYTV"
