MPOLICY,MPLAN,LIFEPRO_PLAN,QUikPLAN_NFOINT,QUikPLAN_VARGP,QUikPLAN_DEPINT,QUIKDVDP_MDEPINT,CSO_NFOINT_CODE,CSO_EXPECTED_RATE,CLIENT_EXPECTED_RATE,QLADMIN_OBSERVED_FIELD,QLADMIN_OBSERVED_RATE,RATE_GAP_ROOT
010990148C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010990850C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010991108C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010991641C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010991643C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010991949C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010991950C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010992096C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010992126C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010992127C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010992950C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010993014C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010993098C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010993841C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010994236C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010994968C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010995983C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010995984C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010996389C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010996690C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010996841C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010996983C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010996999C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010997242C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010997243C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010997600C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010998890C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
010999568C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011000000C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011000026C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011001627C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011001743C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011001744C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011001984C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011002095C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011002254C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011002616C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011002664C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011003108C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011003162C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011004112C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011004272C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011004587C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011005190C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011005348C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011005435C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011005635C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011005855C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011006631C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011006697C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011006989C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011006990C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011007835C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011008137C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011008198C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011008665C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011008707C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011008708C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011010387C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011011703C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011012401C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011013020C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011013545C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011013645C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011014276C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011014578C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011014579C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011014580C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011014739C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011015419C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011016293C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011016480C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011016527C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011016867C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011017167C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011017841C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011018772C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011019414C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011019552C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011020938C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011022030C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011023549C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011024164C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011024459C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011025059C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011025088C,1659SR,659 SR GD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011025405C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011025478C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011025612C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011026337C,1659SR,659 SR GD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011026547C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011027058C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011028990C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011029547C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011029696C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011030877C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011032672C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011032897C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011032898C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011033048C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011033416C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011033576C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011034306C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011035652C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011035773C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011036041C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011036054C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011038065C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011038386C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011038645C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011038778C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011038780C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011038794C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011039701C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011039772C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011040022C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011040023C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011040294C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011040527C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011040826C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011041120C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011041220C,1658C1,658 CEN I,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011041375C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011041479C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011041480C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011042400C,1679CS,679 CEN SD,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011042625C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011042637C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011042946C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011043749C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011044127C,1659C2,659 CEN II,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011044131C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
011044132C,1659CR,659 CEN SR,A,4,0.00,4.00,A,4.50%,4.50%,Dividend Accum Int Rate,4.00%,quikdvdp.MDEPINT hardcoded 4.00 in Sync_Rulebook_quikdvdp.csv
