MPOLICY,MPHASE,MSTATUS,MPLAN,MREINCO,MTREATY,MTYPE,MUWCLASS,MINITAMT,MRETAINED,MCEDED,MPCTCEDED,MBILLTO,MMODE,MMODEPREM,MCLAIMAMT,MCLAIMDATE,MRECOVERBL,MRECVDDATE
011270209C,1,22,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,134.74,0.00,,0.00,
011271084C,1,50,1L14SC,L,L14,CO,R,15000.00,0.00,4999.50,,,01,63.90,0.00,,0.00,
011271084C,1,50,1L14SC,L,L14CSI,CO,R,15000.00,0.00,4999.50,,,01,63.90,0.00,,0.00,
011271084C,1,50,1L14SC,L,L14CSO,CO,R,15000.00,0.00,5001.00,,,01,63.90,0.00,,0.00,
011271241C,1,53,1L14SC,L,L14,CO,NS,8000.00,0.00,2666.40,,,01,61.16,0.00,,0.00,
011271241C,1,53,1L14SC,L,L14CSI,CO,NS,8000.00,0.00,2666.40,,,01,61.16,0.00,,0.00,
011271241C,1,53,1L14SC,L,L14CSO,CO,NS,8000.00,0.00,2667.20,,,01,61.16,0.00,,0.00,
011271252C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,23.85,0.00,,0.00,
011271252C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,23.85,0.00,,0.00,
011271252C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,23.85,0.00,,0.00,
011271699C,1,22,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,53.50,0.00,,0.00,
011271699C,1,22,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,53.50,0.00,,0.00,
011271699C,1,22,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,53.50,0.00,,0.00,
011271994C,1,22,1L14SC,L,L14,CO,NS,20000.00,0.00,6666.00,,,01,88.60,0.00,,0.00,
011271994C,1,22,1L14SC,L,L14CSI,CO,NS,20000.00,0.00,6666.00,,,01,88.60,0.00,,0.00,
011271994C,1,22,1L14SC,L,L14CSO,CO,NS,20000.00,0.00,6668.00,,,01,88.60,0.00,,0.00,
011272310C,1,22,1L14SC,L,L14,CO,NS,50000.00,0.00,16665.00,,,01,151.99,0.00,,0.00,
011272310C,1,22,1L14SC,L,L14CSI,CO,NS,50000.00,0.00,16665.00,,,01,151.99,0.00,,0.00,
011272310C,1,22,1L14SC,L,L14CSO,CO,NS,50000.00,0.00,16670.00,,,01,151.99,0.00,,0.00,
011273480C,1,53,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,76.05,0.00,,0.00,
011273480C,1,53,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,76.05,0.00,,0.00,
011273480C,1,53,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,76.05,0.00,,0.00,
011273881C,1,53,1L14SC,L,L14,CO,R,15000.00,0.00,4999.50,,,01,50.10,0.00,,0.00,
011273881C,1,53,1L14SC,L,L14CSI,CO,R,15000.00,0.00,4999.50,,,01,50.10,0.00,,0.00,
011273881C,1,53,1L14SC,L,L14CSO,CO,R,15000.00,0.00,5001.00,,,01,50.10,0.00,,0.00,
011273882C,1,53,1L14SC,L,L14,CO,R,15000.00,0.00,4999.50,,,01,56.85,0.00,,0.00,
011273882C,1,53,1L14SC,L,L14CSI,CO,R,15000.00,0.00,4999.50,,,01,56.85,0.00,,0.00,
011273882C,1,53,1L14SC,L,L14CSO,CO,R,15000.00,0.00,5001.00,,,01,56.85,0.00,,0.00,
011273928C,1,22,1L14SC,L,L14,CO,NS,25000.00,0.00,8332.50,,,01,109.75,0.00,,0.00,
011273928C,1,22,1L14SC,L,L14CSI,CO,NS,25000.00,0.00,8332.50,,,01,109.75,0.00,,0.00,
011273928C,1,22,1L14SC,L,L14CSO,CO,NS,25000.00,0.00,8335.00,,,01,109.75,0.00,,0.00,
011274445C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,01,42.00,0.00,,0.00,
011274445C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,01,42.00,0.00,,0.00,
011274445C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,01,42.00,0.00,,0.00,
011274496C,1,22,1L14SC,L,L14,CO,NS,40000.00,0.00,13332.00,,,01,66.60,0.00,,0.00,
011274496C,1,22,1L14SC,L,L14CSI,CO,NS,40000.00,0.00,13332.00,,,01,66.60,0.00,,0.00,
011274496C,1,22,1L14SC,L,L14CSO,CO,NS,40000.00,0.00,13336.00,,,01,66.60,0.00,,0.00,
011274946C,1,22,1L14SC,L,L14,CO,NS,50000.00,0.00,9999.00,,,01,57.30,0.00,,0.00,
011274946C,1,22,1L14SC,L,L14CSI,CO,NS,50000.00,0.00,9999.00,,,01,57.30,0.00,,0.00,
011274946C,1,22,1L14SC,L,L14CSO,CO,NS,50000.00,0.00,10002.00,,,01,57.30,0.00,,0.00,
011280901C,1,22,1L14SC,L,L14,CO,NS,15000.00,0.00,4999.50,,,12,435.60,0.00,,0.00,
011280901C,1,22,1L14SC,L,L14CSI,CO,NS,15000.00,0.00,4999.50,,,12,435.60,0.00,,0.00,
011280901C,1,22,1L14SC,L,L14CSO,CO,NS,15000.00,0.00,5001.00,,,12,435.60,0.00,,0.00,
