qla,lp,phase,plan,mode,units,ann,mode_prem,current,proposed,delta,ann_blank,reconstruct
010757607C,9010757607,1,1659C2,12,25.0,0.0,115.75,115.75,4.63,-111.12,True,115.75
010904805C,9010904805,1,1659C2,12,25.0,0.0,115.75,115.75,4.63,-111.12,True,115.75
010934894C,9010934894,1,1659C2,12,25.0,0.0,115.75,115.75,4.63,-111.12,True,115.75
011060621C,9011060621,1,1659C2,12,25.0,0.0,115.75,115.75,4.63,-111.12,True,115.75
011085422C,9011085422,1,1659C2,12,25.0,0.0,115.75,115.75,4.63,-111.12,True,115.75
010737417C,9010737417,1,1659C2,1,29.69937,0.0,114.04,114.04,3.839812,-110.200188,True,114.04
010734951C,9010734951,1,1659C2,12,11.18136,0.0,121.0,121.0,10.821582,-110.178418,True,121.0
010748334C,9010748334,1,1659C2,12,25.0,0.0,114.5,114.5,4.58,-109.92,True,114.5
011045583C,9011045583,1,1659C2,12,25.0,0.0,114.5,114.5,4.58,-109.92,True,114.5
010776812C,9010776812,1,1658C1,12,25.0,0.0,113.5,113.5,4.54,-108.96,True,113.5
010790077C,9010790077,1,1659C2,12,25.0,0.0,113.5,113.5,4.54,-108.96,True,113.5
010823737C,9010823737,1,1659C2,12,25.0,0.0,113.5,113.5,4.54,-108.96,True,113.5
010869344C,9010869344,1,1659C2,12,25.0,0.0,113.5,113.5,4.54,-108.96,True,113.5
011078050C,9011078050,1,1658C1,3,40.0,0.0,111.19,111.19,2.77975,-108.41025,True,111.19
010749849C,9010749849,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010758940C,9010758940,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010769345C,9010769345,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010796916C,9010796916,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010808074C,9010808074,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010832205C,9010832205,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010913799C,9010913799,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010924513C,9010924513,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010938321C,9010938321,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010991643C,9010991643,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010992096C,9010992096,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
011016293C,9011016293,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
011038645C,9011038645,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
011075278C,9011075278,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
011085559C,9011085559,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
011152870C,9011152870,1,1659C2,12,25.0,0.0,112.75,112.75,4.51,-108.24,True,112.75
010785049C,9010785049,1,1659C2,3,25.0,0.0,111.04,111.04,4.4416,-106.5984,True,111.04
010827434C,9010827434,1,1659C2,3,25.0,0.0,111.04,111.04,4.4416,-106.5984,True,111.04
010834430C,9010834430,1,1658C1,3,25.0,0.0,111.04,111.04,4.4416,-106.5984,True,111.04
011069093C,9011069093,1,1659CR,12,2.556,0.0,174.91,174.91,68.431142,-106.478858,True,174.91
010892685C,9010892685,1,1658C1,3,25.0,0.0,110.84,110.84,4.4336,-106.4064,True,110.84
010800475C,9010800475,1,1659C2,1,18.04154,0.0,112.05,112.05,6.210667,-105.839333,True,112.05
010734954C,9010734954,1,1659C2,12,13.12925,0.0,112.75,112.75,8.587695,-104.162305,True,112.75
010781047C,9010781047,1,1659C2,6,25.0,0.0,108.16,108.16,4.3264,-103.8336,True,108.16
010749401C,9010749401,1,1659C2,1,130.0,0.0,104.44,104.44,0.803385,-103.636615,True,104.44
010749628C,9010749628,1,1659C2,12,5.11753,0.0,128.5,128.5,25.10977,-103.39023,True,128.5
010847123C,9010847123,1,1659C2,6,30.0,0.0,106.84,106.84,3.561333,-103.278667,True,106.84
010835949C,9010835949,1,1659C2,6,50.0,0.0,105.26,105.26,2.1052,-103.1548,True,105.26
010784592C,9010784592,1,1659CR,12,2.5,0.0,171.63,171.63,68.652,-102.978,True,171.63
010795890C,9010795890,1,1659CR,12,2.5,0.0,171.63,171.63,68.652,-102.978,True,171.63
010971527C,9010971527,1,1659C2,1,50.0,0.0,104.94,104.94,2.0988,-102.8412,True,104.94
010909687C,9010909687,1,1658C1,3,40.0,0.0,105.03,105.03,2.62575,-102.40425,True,105.03
010798045C,9010798045,1,1659CR,12,2.5,0.0,164.3,164.3,65.72,-98.58,True,164.3
010825649C,9010825649,1,1659C2,3,25.0,0.0,100.91,100.91,4.0364,-96.8736,True,100.91
010754964C,9010754964,1,1659CR,6,5.0,0.0,119.65,119.65,23.93,-95.72,True,119.65
010874797C,9010874797,1,1659CR,3,10.0,0.0,105.0,105.0,10.5,-94.5,True,105.0
010823088C,9010823088,1,1658C1,6,25.0,0.0,98.31,98.31,3.9324,-94.3776,True,98.31
010986434C,9010986434,1,1659CR,12,2.5,0.0,157.28,157.28,62.912,-94.368,True,157.28
011024459C,9011024459,1,1659CR,12,2.5,0.0,157.28,157.28,62.912,-94.368,True,157.28
010848292C,9010848292,1,1659C2,6,25.0,0.0,98.18,98.18,3.9272,-94.2528,True,98.18
010746670C,9010746670,1,1659C2,3,26.35464,0.0,97.33,97.33,3.693088,-93.636912,True,97.33
011049092C,9011049092,1,1659CR,6,4.0,0.0,124.24,124.24,31.06,-93.18,True,124.24
010770571C,9010770571,1,1658C1,3,25.0,0.0,96.86,96.86,3.8744,-92.9856,True,96.86
010738161C,9010738161,1,1659C2,1,100.0,0.0,92.83,92.83,0.9283,-91.9017,True,92.83
011045129C,9011045129,1,1659CR,6,5.0,0.0,114.03,114.03,22.806,-91.224,True,114.03
010787390C,9010787390,1,1658C1,1,40.0,0.0,92.91,92.91,2.32275,-90.58725,True,92.91
011078051C,9011078051,1,1658CS,3,35.0,0.0,92.75,92.75,2.65,-90.1,True,92.75
010919258C,9010919258,1,1659C2,1,30.0,0.0,93.2,93.2,3.106667,-90.093333,True,93.2
010911627C,9010911627,1,1658C1,1,50.0,0.0,91.22,91.22,1.8244,-89.3956,True,91.22
010877072C,9010877072,1,1658C1,1,75.0,0.0,90.31,90.31,1.204133,-89.105867,True,90.31
010771588C,9010771588,1,1659C2,3,25.0,0.0,92.68,92.68,3.7072,-88.9728,True,92.68
010921865C,9010921865,1,1659C2,1,50.0,0.0,90.24,90.24,1.8048,-88.4352,True,90.24
010916889C,9010916889,1,1659C2,6,25.0,0.0,92.01,92.01,3.6804,-88.3296,True,92.01
010853539C,9010853539,1,1659C2,12,5.0,0.0,109.75,109.75,21.95,-87.8,True,109.75
010768385C,9010768385,1,1658C1,3,50.0,0.0,89.37,89.37,1.7874,-87.5826,True,89.37
010814552C,9010814552,1,1659CR,3,10.0,0.0,94.82,94.82,9.482,-85.338,True,94.82
010803644C,9010803644,1,1658C1,12,25.0,0.0,88.5,88.5,3.54,-84.96,True,88.5
010806912C,9010806912,1,1659C2,6,25.0,0.0,88.46,88.46,3.5384,-84.9216,True,88.46
010794629C,9010794629,1,1658C1,6,25.0,0.0,87.81,87.81,3.5124,-84.2976,True,87.81
010938121C,9010938121,1,1659C2,3,25.0,0.0,86.81,86.81,3.4724,-83.3376,True,86.81
010825195C,9010825195,1,1659C2,6,25.0,0.0,86.36,86.36,3.4544,-82.9056,True,86.36
010768503C,9010768503,1,1659CR,6,5.0,0.0,103.61,103.61,20.722,-82.888,True,103.61
010878099C,9010878099,1,1659CR,6,5.0,0.0,103.61,103.61,20.722,-82.888,True,103.61
011038065C,9011038065,1,1659CR,6,5.0,0.0,103.61,103.61,20.722,-82.888,True,103.61
010872324C,9010872324,1,1659C2,1,100.0,0.0,83.07,83.07,0.8307,-82.2393,True,83.07
010832106C,9010832106,1,1658C1,3,50.0,0.0,83.7,83.7,1.674,-82.026,True,83.7
010826765C,9010826765,1,1659SR,12,2.5575,0.0,134.54,134.54,52.606061,-81.933939,True,134.54
010793598C,9010793598,1,1658C1,12,25.0,0.0,85.25,85.25,3.41,-81.84,True,85.25
011008198C,9011008198,1,1658C1,12,25.0,0.0,85.0,85.0,3.4,-81.6,True,85.0
010896931C,9010896931,1,1658C1,12,27.0,0.0,84.13,84.13,3.115926,-81.014074,True,84.13
010816898C,9010816898,1,1659C2,1,50.0,0.0,82.11,82.11,1.6422,-80.4678,True,82.11
010926025C,9010926025,1,1659C2,6,25.0,0.0,83.74,83.74,3.3496,-80.3904,True,83.74
010793451C,9010793451,1,1658C1,12,25.0,0.0,82.5,82.5,3.3,-79.2,True,82.5
010896932C,9010896932,1,1658C1,12,27.0,0.0,81.16,81.16,3.005926,-78.154074,True,81.16
010858587C,9010858587,1,1659C2,6,25.0,0.0,81.24,81.24,3.2496,-77.9904,True,81.24
010815117C,9010815117,1,1658C1,12,25.0,0.0,80.75,80.75,3.23,-77.52,True,80.75
010947867C,9010947867,1,1659CR,3,6.38125,0.0,91.48,91.48,14.335749,-77.144251,True,91.48
010841972C,9010841972,1,1658C1,3,50.0,0.0,78.71,78.71,1.5742,-77.1358,True,78.71
010806362C,9010806362,1,1659CR,3,10.0,0.0,85.62,85.62,8.562,-77.058,True,85.62
010845863C,9010845863,1,1658C1,12,25.0,0.0,79.75,79.75,3.19,-76.56,True,79.75
010882408C,9010882408,1,1658C1,12,25.0,0.0,79.75,79.75,3.19,-76.56,True,79.75
010815118C,9010815118,1,1658C1,12,25.0,0.0,79.25,79.25,3.17,-76.08,True,79.25
010836908C,9010836908,1,1658C1,12,25.0,0.0,78.75,78.75,3.15,-75.6,True,78.75
010863167C,9010863167,1,1659CR,6,5.0,0.0,94.16,94.16,18.832,-75.328,True,94.16
010871793C,9010871793,1,1659CR,6,5.0,0.0,94.16,94.16,18.832,-75.328,True,94.16
010780597C,9010780597,1,1659C2,3,25.0,0.0,78.3,78.3,3.132,-75.168,True,78.3
010744818C,9010744818,1,1659C2,3,25.0,0.0,77.56,77.56,3.1024,-74.4576,True,77.56
010878589C,9010878589,1,1659C2,3,25.0,0.0,77.56,77.56,3.1024,-74.4576,True,77.56
010807372C,9010807372,1,1658C1,6,25.0,0.0,77.44,77.44,3.0976,-74.3424,True,77.44
010788886C,9010788886,1,1658C1,12,25.0,0.0,77.0,77.0,3.08,-73.92,True,77.0
010963588C,9010963588,1,1658C1,12,25.0,0.0,77.0,77.0,3.08,-73.92,True,77.0
010756279C,9010756279,1,1659C2,12,14.05244,0.0,78.96,78.96,5.618953,-73.341047,True,78.96
010764339C,9010764339,1,1659C2,1,50.0,0.0,74.1,74.1,1.482,-72.618,True,74.1
010770719C,9010770719,1,1659C2,1,50.0,0.0,74.1,74.1,1.482,-72.618,True,74.1
010782571C,9010782571,1,1659C2,3,25.0,0.0,75.4,75.4,3.016,-72.384,True,75.4
010819955C,9010819955,1,1659CR,6,5.0,0.0,89.8,89.8,17.96,-71.84,True,89.8
011051051C,9011051051,1,1658C1,12,25.0,0.0,74.75,74.75,2.99,-71.76,True,74.75
011059202C,9011059202,1,1658C1,12,25.0,0.0,74.75,74.75,2.99,-71.76,True,74.75
010817477C,9010817477,1,1659CR,1,18.5,0.0,75.75,75.75,4.094595,-71.655405,True,75.75
010796464C,9010796464,1,1659C2,6,25.0,0.0,74.55,74.55,2.982,-71.568,True,74.55
010815416C,9010815416,1,1659C2,6,25.0,0.0,74.55,74.55,2.982,-71.568,True,74.55
010858614C,9010858614,1,1658C1,12,25.0,0.0,74.25,74.25,2.97,-71.28,True,74.25
011008137C,9011008137,1,1658C1,12,25.0,0.0,74.25,74.25,2.97,-71.28,True,74.25
010858613C,9010858613,1,1658C1,12,25.0,0.0,73.25,73.25,2.93,-70.32,True,73.25
011016867C,9011016867,1,1659CR,1,8.42191,0.0,79.62,79.62,9.453912,-70.166088,True,79.62
010787351C,9010787351,1,1659C2,12,12.93505,0.0,75.83,75.83,5.862366,-69.967634,True,75.83
010742224C,9010742224,1,1658C1,12,25.0,0.0,72.75,72.75,2.91,-69.84,True,72.75
010826123C,9010826123,1,1659C2,6,25.0,0.0,72.58,72.58,2.9032,-69.6768,True,72.58
010903411C,9010903411,1,1659C2,6,25.0,0.0,72.58,72.58,2.9032,-69.6768,True,72.58
010742225C,9010742225,1,1658C1,12,25.0,0.0,71.75,71.75,2.87,-68.88,True,71.75
011044395C,9011044395,1,1658C1,12,25.0,0.0,71.75,71.75,2.87,-68.88,True,71.75
010915533C,9010915533,1,1658C1,1,50.0,0.0,70.05,70.05,1.401,-68.649,True,70.05
010757826C,9010757826,1,1658C1,12,25.0,0.0,71.25,71.25,2.85,-68.4,True,71.25
010813120C,9010813120,1,1658C1,12,25.0,0.0,71.25,71.25,2.85,-68.4,True,71.25
010996389C,9010996389,1,1659C2,1,35.0,0.0,70.21,70.21,2.006,-68.204,True,70.21
010774484C,9010774484,1,1659C2,1,70.0,0.0,68.97,68.97,0.985286,-67.984714,True,68.97
010757827C,9010757827,1,1658C1,12,25.0,0.0,70.75,70.75,2.83,-67.92,True,70.75
010818008C,9010818008,1,1658C1,12,25.0,0.0,70.75,70.75,2.83,-67.92,True,70.75
010815417C,9010815417,1,1659C2,6,25.0,0.0,70.74,70.74,2.8296,-67.9104,True,70.74
011052737C,9011052737,1,1658C1,12,25.0,0.0,70.5,70.5,2.82,-67.68,True,70.5
010835891C,9010835891,1,1659C2,3,25.0,0.0,70.4,70.4,2.816,-67.584,True,70.4
011044907C,9011044907,1,1659C2,1,35.0,0.0,69.44,69.44,1.984,-67.456,True,69.44
010826130C,9010826130,1,1658C1,12,25.0,0.0,70.0,70.0,2.8,-67.2,True,70.0
010904578C,9010904578,1,1658C1,12,25.0,0.0,70.0,70.0,2.8,-67.2,True,70.0
011074898C,9011074898,1,1658C1,12,25.0,0.0,70.0,70.0,2.8,-67.2,True,70.0
010825694C,9010825694,1,1658C1,12,25.0,0.0,69.25,69.25,2.77,-66.48,True,69.25
010779563C,9010779563,1,1659C2,3,25.0,0.0,68.99,68.99,2.7596,-66.2304,True,68.99
010847467C,9010847467,1,1659C2,3,25.0,0.0,68.78,68.78,2.7512,-66.0288,True,68.78
010805448C,9010805448,1,1658C1,12,25.0,0.0,68.75,68.75,2.75,-66.0,True,68.75
010820995C,9010820995,1,1658C1,6,25.0,0.0,68.51,68.51,2.7404,-65.7696,True,68.51
010820996C,9010820996,1,1658C1,6,25.0,0.0,68.51,68.51,2.7404,-65.7696,True,68.51
011069372C,9011069372,1,1658C1,12,25.0,0.0,68.5,68.5,2.74,-65.76,True,68.5
011019552C,9011019552,1,1659CR,3,5.0,0.0,81.97,81.97,16.394,-65.576,True,81.97
011078994C,9011078994,1,1659CR,3,5.0,0.0,81.97,81.97,16.394,-65.576,True,81.97
010780050C,9010780050,1,1659C2,1,50.0,0.0,66.22,66.22,1.3244,-64.8956,True,66.22
010953834C,9010953834,1,1658C1,3,25.0,0.0,67.1,67.1,2.684,-64.416,True,67.1
010813188C,9010813188,1,1659C2,3,25.0,0.0,66.62,66.62,2.6648,-63.9552,True,66.62
011068614C,9011068614,1,1659C2,1,12.4438,0.0,68.86,68.86,5.533679,-63.326321,True,68.86
010757606C,9010757606,1,1659C2,3,25.0,0.0,65.95,65.95,2.638,-63.312,True,65.95
010771662C,9010771662,1,1659CR,1,14.0,0.0,67.89,67.89,4.849286,-63.040714,True,67.89
010815026C,9010815026,1,1659CR,3,10.0,0.0,69.98,69.98,6.998,-62.982,True,69.98
010939542C,9010939542,1,1659C2,3,50.0,0.0,64.26,64.26,1.2852,-62.9748,True,64.26
010773243C,9010773243,1,1659CR,3,5.0,0.0,78.18,78.18,15.636,-62.544,True,78.18
010993014C,9010993014,1,1659CR,3,5.0,0.0,78.18,78.18,15.636,-62.544,True,78.18
010831719C,9010831719,1,1659CR,6,5.0,0.0,78.07,78.07,15.614,-62.456,True,78.07
011013545C,9011013545,1,1659CR,6,5.0,0.0,78.07,78.07,15.614,-62.456,True,78.07
010837163C,9010837163,1,1659C2,6,25.0,0.0,64.71,64.71,2.5884,-62.1216,True,64.71
011110270C,9011110270,1,1658C1,1,25.0,0.0,64.68,64.68,2.5872,-62.0928,True,64.68
010840971C,9010840971,1,1659C2,3,25.0,0.0,64.4,64.4,2.576,-61.824,True,64.4
010786321C,9010786321,1,1659C2,3,25.0,0.0,63.73,63.73,2.5492,-61.1808,True,63.73
010935377C,9010935377,1,1659C2,3,25.0,0.0,63.73,63.73,2.5492,-61.1808,True,63.73
010873499C,9010873499,1,1659C2,6,25.0,0.0,63.53,63.53,2.5412,-60.9888,True,63.53
011109852C,9011109852,1,1659C2,1,25.0,0.0,63.01,63.01,2.5204,-60.4896,True,63.01
010785834C,9010785834,1,1659CR,1,19.1,0.0,63.36,63.36,3.317277,-60.042723,True,63.36
010824811C,9010824811,1,1659C2,3,50.0,0.0,61.16,61.16,1.2232,-59.9368,True,61.16
010866396C,9010866396,1,1659C2,1,25.0,0.0,62.42,62.42,2.4968,-59.9232,True,62.42
010942439C,9010942439,1,1659C2,1,25.0,0.0,62.42,62.42,2.4968,-59.9232,True,62.42
011098063C,9011098063,1,1659C2,1,2.17107,0.0,111.03,111.03,51.140682,-59.889318,True,111.03
010790170C,9010790170,1,1659C2,3,25.0,0.0,62.24,62.24,2.4896,-59.7504,True,62.24
010894951C,9010894951,1,1659CR,3,5.0,0.0,74.55,74.55,14.91,-59.64,True,74.55
010949295C,9010949295,1,1659CR,3,5.0,0.0,74.55,74.55,14.91,-59.64,True,74.55
011085375C,9011085375,1,1659CR,3,5.0,0.0,74.55,74.55,14.91,-59.64,True,74.55
011040022C,9011040022,1,1659C2,1,50.0,0.0,60.81,60.81,1.2162,-59.5938,True,60.81
011045448C,9011045448,1,1659C2,1,50.0,0.0,60.81,60.81,1.2162,-59.5938,True,60.81
010792979C,9010792979,1,1659C2,3,30.0,0.0,61.26,61.26,2.042,-59.218,True,61.26
010831077C,9010831077,1,1659C2,1,34.424,0.0,60.0,60.0,1.74297,-58.25703,True,60.0
010905337C,9010905337,1,1659C2,1,28.48449,0.0,60.32,60.32,2.117644,-58.202356,True,60.32
010747438C,9010747438,1,1658C1,1,40.0,0.0,59.4,59.4,1.485,-57.915,True,59.4
010750754C,9010750754,1,1659C2,6,25.0,0.0,60.11,60.11,2.4044,-57.7056,True,60.11
010801948C,9010801948,1,1659C2,1,50.0,0.0,58.21,58.21,1.1642,-57.0458,True,58.21
010795047C,9010795047,1,1659CR,1,8.683,0.0,64.4,64.4,7.416791,-56.983209,True,64.4
010796821C,9010796821,1,1659CR,3,5.0,0.0,71.06,71.06,14.212,-56.848,True,71.06
011067441C,9011067441,1,1659CR,3,5.0,0.0,71.06,71.06,14.212,-56.848,True,71.06
010732078C,9010732078,1,1659C2,6,25.0,0.0,59.19,59.19,2.3676,-56.8224,True,59.19
010847947C,9010847947,1,1659C2,6,25.0,0.0,59.19,59.19,2.3676,-56.8224,True,59.19
010877009C,9010877009,1,1659C2,6,25.0,0.0,59.19,59.19,2.3676,-56.8224,True,59.19
010830330C,9010830330,1,1659C2,1,25.0,0.0,59.11,59.11,2.3644,-56.7456,True,59.11
010782671C,9010782671,1,1659CR,1,20.0,0.0,59.61,59.61,2.9805,-56.6295,True,59.61
010731296C,9010731296,1,1658C1,3,25.0,0.0,58.46,58.46,2.3384,-56.1216,True,58.46
010738539C,9010738539,1,1658C1,3,25.0,0.0,58.46,58.46,2.3384,-56.1216,True,58.46
011044127C,9011044127,1,1659C2,1,30.0,0.0,57.59,57.59,1.919667,-55.670333,True,57.59
010844322C,9010844322,1,1659C2,1,30.0,0.0,57.53,57.53,1.917667,-55.612333,True,57.53
010799270C,9010799270,1,1659C2,3,25.0,0.0,57.85,57.85,2.314,-55.536,True,57.85
010789384C,9010789384,1,1659CR,1,11.9,0.0,60.55,60.55,5.088235,-55.461765,True,60.55
010824810C,9010824810,1,1659C2,3,50.0,0.0,56.57,56.57,1.1314,-55.4386,True,56.57
010782818C,9010782818,1,1658C1,3,30.0,0.0,57.13,57.13,1.904333,-55.225667,True,57.13
010807373C,9010807373,1,1658C1,6,25.0,0.0,57.36,57.36,2.2944,-55.0656,True,57.36
010760297C,9010760297,1,1659C2,3,25.0,0.0,57.24,57.24,2.2896,-54.9504,True,57.24
011110271C,9011110271,1,1658C1,1,25.0,0.0,57.22,57.22,2.2888,-54.9312,True,57.22
010746498C,9010746498,1,1658C1,1,50.0,0.0,56.01,56.01,1.1202,-54.8898,True,56.01
010784732C,9010784732,1,1658C1,3,25.0,0.0,56.98,56.98,2.2792,-54.7008,True,56.98
010778519C,9010778519,1,1659C2,3,25.0,0.0,56.91,56.91,2.2764,-54.6336,True,56.91
010770572C,9010770572,1,1658C1,3,25.0,0.0,56.9,56.9,2.276,-54.624,True,56.9
010902903C,9010902903,1,1658C1,3,25.0,0.0,56.9,56.9,2.276,-54.624,True,56.9
010952366C,9010952366,1,1658C1,3,25.0,0.0,56.9,56.9,2.276,-54.624,True,56.9
010843280C,9010843280,1,1659C2,1,50.0,0.0,55.61,55.61,1.1122,-54.4978,True,55.61
011058905C,9011058905,1,1659C2,1,25.0,0.0,56.63,56.63,2.2652,-54.3648,True,56.63
010885442C,9010885442,1,1659C2,1,25.0,0.0,56.54,56.54,2.2616,-54.2784,True,56.54
010904654C,9010904654,1,1659C2,1,25.0,0.0,56.54,56.54,2.2616,-54.2784,True,56.54
011072805C,9011072805,1,1659CR,3,5.0,0.0,67.74,67.74,13.548,-54.192,True,67.74
010823735C,9010823735,1,1659C2,3,25.0,0.0,56.43,56.43,2.2572,-54.1728,True,56.43
010847118C,9010847118,1,1659C2,1,25.0,0.0,56.01,56.01,2.2404,-53.7696,True,56.01
011045141C,9011045141,1,1659C2,3,25.0,0.0,55.82,55.82,2.2328,-53.5872,True,55.82
010751934C,9010751934,1,1659C2,3,15.29135,0.0,57.0,57.0,3.727598,-53.272402,True,57.0
010779034C,9010779034,1,1658C1,6,25.0,0.0,55.13,55.13,2.2052,-52.9248,True,55.13
010994968C,9010994968,1,1658C1,6,25.0,0.0,55.13,55.13,2.2052,-52.9248,True,55.13
011064959C,9011064959,1,1658C1,1,25.0,0.0,55.04,55.04,2.2016,-52.8384,True,55.04
011044131C,9011044131,1,1659CR,1,15.0,0.0,55.77,55.77,3.718,-52.052,True,55.77
010748253C,9010748253,1,1659C2,3,25.0,0.0,53.93,53.93,2.1572,-51.7728,True,53.93
010793836C,9010793836,1,1659C2,3,25.0,0.0,53.93,53.93,2.1572,-51.7728,True,53.93
010814559C,9010814559,1,1659CR,3,5.0,0.0,64.57,64.57,12.914,-51.656,True,64.57
010896915C,9010896915,1,1659CR,3,5.0,0.0,64.57,64.57,12.914,-51.656,True,64.57
010989913C,9010989913,1,1659CR,3,5.0,0.0,64.57,64.57,12.914,-51.656,True,64.57
011025088C,9011025088,1,1659SR,3,5.0,0.0,64.57,64.57,12.914,-51.656,True,64.57
010794372C,9010794372,1,1659C2,1,25.0,0.0,53.72,53.72,2.1488,-51.5712,True,53.72
011058508C,9011058508,1,1659C2,1,25.0,0.0,53.72,53.72,2.1488,-51.5712,True,53.72
010920798C,9010920798,1,1659C2,1,25.0,0.0,53.57,53.57,2.1428,-51.4272,True,53.57
010983357C,9010983357,1,1659C2,1,25.0,0.0,53.57,53.57,2.1428,-51.4272,True,53.57
010901832C,9010901832,1,1659C2,1,50.0,0.0,52.16,52.16,1.0432,-51.1168,True,52.16
010747875C,9010747875,1,1659C2,1,25.0,0.0,53.08,53.08,2.1232,-50.9568,True,53.08
010767772C,9010767772,1,1659C2,1,25.0,0.0,53.08,53.08,2.1232,-50.9568,True,53.08
011003162C,9011003162,1,1659C2,1,25.0,0.0,53.08,53.08,2.1232,-50.9568,True,53.08
010783086C,9010783086,1,1659CR,1,20.0,0.0,53.61,53.61,2.6805,-50.9295,True,53.61
010987095C,9010987095,1,1659C2,3,25.0,0.0,52.93,52.93,2.1172,-50.8128,True,52.93
010764348C,9010764348,1,1659CR,1,12.0,0.0,54.89,54.89,4.574167,-50.315833,True,54.89
010732271C,9010732271,1,1659C2,3,25.0,0.0,52.18,52.18,2.0872,-50.0928,True,52.18
010757817C,9010757817,1,1659CR,3,5.0,0.0,61.53,61.53,12.306,-49.224,True,61.53
010896924C,9010896924,1,1659CR,3,5.0,0.0,61.53,61.53,12.306,-49.224,True,61.53
010937735C,9010937735,1,1658C1,3,25.0,0.0,51.23,51.23,2.0492,-49.1808,True,51.23
010847463C,9010847463,1,1659C2,1,25.0,0.0,51.06,51.06,2.0424,-49.0176,True,51.06
010826133C,9010826133,1,1659C2,1,25.0,0.0,50.95,50.95,2.038,-48.912,True,50.95
010741232C,9010741232,1,1659C2,1,50.0,0.0,49.9,49.9,0.998,-48.902,True,49.9
010777662C,9010777662,1,1659C2,1,50.0,0.0,49.9,49.9,0.998,-48.902,True,49.9
010790759C,9010790759,1,1659C2,1,25.0,0.0,50.78,50.78,2.0312,-48.7488,True,50.78
011026547C,9011026547,1,1659C2,1,25.0,0.0,50.78,50.78,2.0312,-48.7488,True,50.78
010928491C,9010928491,1,1658CS,3,23.27202,0.0,50.86,50.86,2.185457,-48.674543,True,50.86
010827700C,9010827700,1,1658C1,6,25.0,0.0,50.66,50.66,2.0264,-48.6336,True,50.66
011076209C,9011076209,1,1659C2,3,25.0,0.0,50.49,50.49,2.0196,-48.4704,True,50.49
010776908C,9010776908,1,1659CR,1,20.0,0.0,50.85,50.85,2.5425,-48.3075,True,50.85
010971529C,9010971529,1,1658C1,3,50.0,0.0,49.28,49.28,0.9856,-48.2944,True,49.28
010733162C,9010733162,1,1659C2,1,40.0,0.0,49.09,49.09,1.22725,-47.86275,True,49.09
010769220C,9010769220,1,1659CR,1,16.0,0.0,50.73,50.73,3.170625,-47.559375,True,50.73
010786878C,9010786878,1,1659CR,3,5.0,0.0,59.25,59.25,11.85,-47.4,True,59.25
010777665C,9010777665,1,1659C2,1,50.0,0.0,48.36,48.36,0.9672,-47.3928,True,48.36
010811260C,9010811260,1,1659C2,1,50.0,0.0,48.36,48.36,0.9672,-47.3928,True,48.36
011040023C,9011040023,1,1659C2,1,50.0,0.0,48.36,48.36,0.9672,-47.3928,True,48.36
010917531C,9010917531,1,1658C1,1,50.0,0.0,48.18,48.18,0.9636,-47.2164,True,48.18
010802644C,9010802644,1,1659C2,3,25.0,0.0,48.87,48.87,1.9548,-46.9152,True,48.87
010860900C,9010860900,1,1659CR,3,5.0,0.0,58.64,58.64,11.728,-46.912,True,58.64
010966767C,9010966767,1,1659CR,3,5.0,0.0,58.64,58.64,11.728,-46.912,True,58.64
010993098C,9010993098,1,1659CR,3,5.0,0.0,58.64,58.64,11.728,-46.912,True,58.64
011025612C,9011025612,1,1659CR,3,5.0,0.0,58.64,58.64,11.728,-46.912,True,58.64
011064567C,9011064567,1,1659CR,3,5.0,0.0,58.64,58.64,11.728,-46.912,True,58.64
010804711C,9010804711,1,1658C1,6,25.0,0.0,48.43,48.43,1.9372,-46.4928,True,48.43
010795121C,9010795121,1,1659C2,1,25.0,0.0,48.42,48.42,1.9368,-46.4832,True,48.42
010858585C,9010858585,1,1659C2,1,25.0,0.0,48.42,48.42,1.9368,-46.4832,True,48.42
010933370C,9010933370,1,1659C2,1,25.0,0.0,48.42,48.42,1.9368,-46.4832,True,48.42
010847466C,9010847466,1,1659C2,1,25.0,0.0,48.36,48.36,1.9344,-46.4256,True,48.36
