SOURCE_SEGMENT_ID,PARENT_COVERAGE_ID,PLAN,RESOLUTION_PATH,PCOVR_DESCRIPTION,SEX,BAND,UWCLASS,ATTAINED_AGE_SEQ,QL_AGE,VALUE,LINENO
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,14,14,0.01,6139
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,15,15,0.01,6140
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,16,16,0.01,6141
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,17,17,0.01,6142
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,18,18,0.01,6143
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,19,19,0.01,6144
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,20,20,0.01,6145
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,21,21,0.01,6146
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,22,22,0.01,6147
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,23,23,0.01,6148
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,24,24,0.01,6149
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,25,25,0.01,6150
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,26,26,0.01,6151
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,27,27,0.01,6152
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,28,28,0.01,6153
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,29,29,0.01,6154
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,30,30,0.01,6155
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,31,31,0.01,6156
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,32,32,0.01,6157
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,33,33,0.01,6158
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,34,34,0.01,6159
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,35,35,0.01,6160
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,36,36,0.01,6161
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,37,37,0.01,6162
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,38,38,0.01,6303
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,39,39,0.01,6304
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,40,40,0.01,6305
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,41,41,0.01,6306
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,42,42,0.01,6307
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,43,43,0.01,6308
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,44,44,0.01,6309
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,45,45,0.01,6310
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,46,46,0.01,6311
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,47,47,0.01,6312
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,48,48,0.01,6313
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,49,49,0.01,6314
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,50,50,0.01,6315
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,51,51,0.01,6316
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,52,52,0.01,6317
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,53,53,0.01,6318
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,54,54,0.01,6319
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,55,55,0.01,6320
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,56,56,0.01,6321
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,57,57,0.01,6322
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,58,58,0.01,6323
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,59,59,0.01,6324
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,60,60,0.01,6325
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,61,61,0.01,6326
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,62,62,0.01,6327
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,63,63,0.01,6328
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,64,64,0.01,6329
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,65,65,0.01,6330
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,66,66,0.01,6331
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,67,67,0.01,6332
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,68,68,0.01,6333
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,69,69,0.01,6334
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,70,70,0.01,6335
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,71,71,0.01,6336
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,72,72,0.01,6337
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,73,73,0.01,6338
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,74,74,0.01,6339
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,75,75,0.01,6340
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,76,76,0.01,6341
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,77,77,0.01,6342
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,78,78,0.01,6343
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,79,79,0.01,6344
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,80,80,0.01,6345
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,81,81,0.01,6346
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,82,82,0.01,6347
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,83,83,0.01,6348
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,84,84,0.01,6349
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,85,85,0.01,6350
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,86,86,0.01,6351
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,87,87,0.01,6352
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,88,88,0.01,6353
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,89,89,0.01,6354
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,90,90,0.01,6355
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,91,91,0.01,6356
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,92,92,0.01,6357
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,93,93,0.01,6358
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,94,94,0.01,6359
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,95,95,0.01,6360
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,96,96,0.01,6361
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,97,97,0.01,6362
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,98,98,0.01,6363
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,99,99,0.01,6364
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,100,99,0.01,6365
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,101,99,0.01,6366
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,102,99,0.01,6367
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,103,99,0.01,6368
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,104,99,0.01,6369
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,105,99,0.01,6370
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,106,99,0.01,6371
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,107,99,0.01,6372
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,63,63,4.59,6583
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,64,64,4.83,6584
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,65,65,5.1,6585
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,66,66,5.41,6586
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,67,67,5.76,6587
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,68,68,6.15,6588
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,69,69,6.58,6589
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,70,70,7.06,6590
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,71,71,7.58,6591
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,72,72,18.89,6592
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,73,73,20.72,6593
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,74,74,22.83,6594
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,75,75,25.38,6595
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,76,76,28.55,6596
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,77,77,32.27,6597
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,78,78,36.45,6598
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,79,79,41.15,6599
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,80,80,46.45,6600
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,81,81,52.43,6601
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,82,82,59.03,6602
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,83,83,66.37,6603
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,84,84,73.45,6604
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,PR,85,85,80.23,6605
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,1,01,1.04,6606
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,2,02,1.04,6607
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,3,03,1.04,6608
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,4,04,1.04,6609
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,5,05,1.04,6610
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,6,06,1.04,6611
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,7,07,1.04,6612
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,8,08,1.04,6613
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,9,09,1.04,6614
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,10,10,1.04,6615
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,11,11,1.04,6616
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,12,12,1.04,6617
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,13,13,1.04,6618
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,14,14,1.04,6619
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,15,15,1.04,6620
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,16,16,1.04,6621
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,17,17,1.04,6622
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,18,18,1.04,6623
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,19,19,1.04,6624
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,20,20,1.04,6625
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,21,21,1.04,6626
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,22,22,1.06,6627
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,23,23,1.09,6628
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,24,24,1.12,6629
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,25,25,1.15,6630
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,26,26,1.19,6631
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,27,27,1.23,6632
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,28,28,1.28,6633
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,29,29,1.34,6634
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,30,30,1.4,6635
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,31,31,1.46,6636
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,32,32,1.53,6637
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,33,33,1.61,6638
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,34,34,1.69,6639
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,35,35,1.79,6640
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,36,36,1.88,6641
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,37,37,2.0,6642
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,38,38,2.12,6643
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,39,39,2.23,6644
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,40,40,2.35,6645
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,41,41,2.48,6646
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,42,42,2.6,6647
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,43,43,2.74,6648
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,44,44,2.87,6649
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,45,45,3.0,6650
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,46,46,3.13,6651
L07 5Y LT,L07 5Y LT,5L075Y,SEGMENT,Five Year Term to Age 85,F,03,SM,47,47,3.27,6652
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,108,99,0.01,6653
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,109,99,0.01,6654
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,110,99,0.01,6655
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,111,99,0.01,6656
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,112,99,0.01,6657
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,113,99,0.01,6658
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,114,99,0.01,6659
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,115,99,0.01,6660
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,116,99,0.01,6661
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,01,SM,117,99,0.01,6662
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,19,19,3.07,6663
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,20,20,3.33,6664
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,21,21,3.58,6665
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,22,22,3.84,6666
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,23,23,4.1,6667
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,24,24,4.36,6668
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,25,25,4.62,6669
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,26,26,4.88,6670
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,27,27,5.15,6671
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,28,28,5.4,6672
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,29,29,5.66,6673
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,30,30,5.91,6674
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,31,31,6.17,6675
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,32,32,6.44,6676
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,33,33,6.73,6677
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,34,34,7.04,6678
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,35,35,7.38,6679
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,36,36,7.76,6680
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,37,37,8.15,6681
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,38,38,8.56,6682
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,39,39,9.0,6683
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,40,40,9.45,6684
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,41,41,9.93,6685
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,42,42,10.44,6686
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,43,43,10.98,6687
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,44,44,11.55,6688
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,45,45,12.15,6689
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,46,46,12.78,6690
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,47,47,13.42,6691
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,48,48,14.09,6692
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,49,49,14.8,6693
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,50,50,15.54,6694
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,51,51,16.32,6695
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,52,52,17.15,6696
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,53,53,18.02,6697
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,54,54,18.95,6698
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,55,55,19.94,6699
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,56,56,21.02,6700
L10 LP95,L10 SR OLD,1L10SO,SEGMENT,L10 - LPU95  SR.     PRE 1997,F,02,PR,57,57,21.9,6701
