policy_number,beneficiary_sequence,beneficiary_count,beneficiary_codes_present,trust_present_flag,business_present_flag,percent_allocation_available_flag,duplicate_sequence_flag
9011064568,0,1,B1,N,N,Y,N
9011064803,0,4,B1,N,N,N,Y
9011064804,0,4,B1|B2,N,N,N,Y
9011064956,0,2,B1|B2,N,N,N,Y
9011065352,0,2,B1|B2,N,Y,N,Y
9011065353,0,1,B1,N,N,Y,N
9011066252,0,1,B1,N,N,Y,N
9011067410,0,1,B1,N,N,Y,N
9011067789,0,3,B1|B2,N,N,N,Y
9011068374,0,1,B1,N,N,Y,N
9011068375,0,2,B1|B2,N,N,N,Y
9011068652,0,1,B1,N,N,Y,N
9011068815,0,3,B1,N,N,N,Y
9011068856,0,1,B1,N,N,Y,N
9011069093,0,2,B1|B2,N,Y,N,Y
9011069610,0,2,B1|B2,N,N,N,Y
9011069654,0,2,B1|B2,N,N,N,Y
9011069655,0,2,B1|B2,N,N,N,Y
9011072405,0,1,B1,N,N,Y,N
9011072648,0,2,B1|B2,N,N,N,Y
9011072805,0,1,B1,N,N,Y,N
9011072813,0,2,B1|B2,N,N,N,Y
9011073077,0,3,B1,N,N,N,Y
9011073231,0,1,B1,N,N,Y,N
9011074105,0,1,B1,N,N,Y,N
9011074106,0,1,B1,N,N,Y,N
9011074378,0,2,B1|B2,N,N,N,Y
9011074929,0,1,B1,N,N,Y,N
9011075203,0,3,B1,N,N,N,Y
9011075754,0,2,B1|B2,N,N,N,Y
9011076204,0,2,B1,N,N,Y,Y
9011076218,0,2,B1|B2,N,Y,N,Y
9011076219,0,2,B1|B2,N,Y,N,Y
9011076275,0,2,B1,N,N,N,Y
9011077008,0,6,B1|B2,N,N,Y,Y
9011077143,0,3,B1|B2,N,N,N,Y
9011077201,0,1,B1,N,N,Y,N
9011077363,0,2,B1|B2,N,N,N,Y
9011077533,0,2,B1,N,N,N,Y
9011077798,0,2,B1,N,N,N,Y
9011078174,0,2,B1|B2,N,N,N,Y
9011078175,0,4,B1|B2,N,N,Y,Y
9011078262,0,2,B1,N,N,N,Y
9011078437,0,1,B1,N,N,Y,N
9011078994,0,2,B1,N,N,N,Y
9011080169,0,1,B1,N,N,Y,N
9011080170,0,1,B1,N,N,Y,N
9011080481,0,2,B1|B2,N,N,N,Y
9011080551,0,7,B1|B2,N,N,N,Y
9011080627,0,2,B1|B2,N,N,N,Y
9011080628,0,1,B1,N,N,Y,N
9011081469,0,1,B1,N,N,Y,N
9011081628,0,1,B1,N,N,Y,N
9011081939,0,2,B1,N,N,N,Y
9011081966,0,3,B1|B2,N,N,N,Y
9011081967,0,3,B1|B2,N,N,N,Y
9011082681,0,1,B1,N,N,Y,N
9011083028,0,1,B1,N,Y,Y,N
9011083518,0,2,B1|B2,N,N,N,Y
9011083519,0,2,B1|B2,N,N,N,Y
9011083619,0,5,B1,N,N,N,Y
9011083751,0,1,B1,N,N,Y,N
9011083791,0,1,B1,N,Y,Y,N
9011083820,0,2,B1|B2,N,Y,N,Y
9011084240,0,2,B1|B2,N,N,N,Y
9011084360,0,1,B1,N,N,Y,N
9011084364,0,1,B1,N,Y,Y,N
9011084516,0,3,B1|B2,N,N,N,Y
9011085562,0,2,B1|B2,N,N,N,Y
9011085737,0,2,B1|B2,N,N,N,Y
9011085842,0,1,B1,N,N,Y,N
9011085980,0,2,B1,N,N,N,Y
9011086069,0,1,B1,N,N,Y,N
9011086178,0,2,B1,N,N,Y,Y
9011086283,0,2,B1,N,N,Y,Y
9011086284,0,2,B1,N,N,Y,Y
9011086447,0,2,B1,N,N,N,Y
9011086709,0,1,B1,N,Y,Y,N
9011086978,0,1,B1,N,N,Y,N
9011086979,0,2,B1,N,N,N,Y
9011087227,0,1,B1,N,N,Y,N
9011087325,0,2,B1|B2,N,N,N,Y
9011087652,0,1,B1,N,N,Y,N
9011088221,0,3,B1,N,N,N,Y
9011088512,0,1,B1,N,N,Y,N
9011088934,0,2,B1|B2,N,N,N,Y
9011088935,0,2,B1|B2,N,N,N,Y
9011089233,0,2,B1|B2,N,N,N,Y
9011089392,0,3,B1|B2,N,N,N,Y
9011090113,0,2,B1|B2,N,Y,N,Y
9011090363,0,1,B1,N,N,Y,N
9011090375,0,2,B1,N,N,N,Y
9011090414,0,2,B1,N,N,N,Y
9011090807,0,1,B1,N,Y,Y,N
9011091795,0,4,B1,N,N,N,Y
9011092009,0,1,B1,N,N,Y,N
9011092140,0,1,B1,N,N,Y,N
9011093482,0,1,B1,N,N,Y,N
9011093883,0,2,B1|B2,N,N,N,Y
9011094544,0,4,B1,N,N,N,Y
9011094545,0,1,B1,N,N,Y,N
9011094955,0,1,B1,N,Y,Y,N
9011095600,0,2,B1|B2,N,N,N,Y
9011095851,0,2,B1,N,N,N,Y
9011096190,0,2,B1,N,Y,N,Y
9011096643,0,1,B1,N,N,Y,N
9011096868,0,3,B1,N,N,N,Y
9011097228,0,1,B1,N,N,Y,N
9011097343,0,1,B1,N,N,Y,N
9011097649,0,2,B1|B2,N,N,N,Y
9011097650,0,2,B1|B2,N,N,N,Y
9011098063,0,1,B1,N,N,Y,N
9011098238,0,2,B1,N,N,N,Y
9011098597,0,1,B1,N,N,Y,N
9011098620,0,2,B1|B2,N,N,N,Y
9011098913,0,1,B1,N,N,Y,N
9011099771,0,4,B1,N,N,N,Y
9011099899,0,2,B1,N,N,N,Y
9011100026,0,2,B1|B2,N,Y,N,Y
9011100027,0,1,B1,N,N,Y,N
9011100498,0,2,B1|B2,N,Y,N,Y
9011100907,0,2,B1|B2,N,Y,N,Y
9011101252,0,2,B1|B2,N,N,N,Y
9011101266,0,1,B1,N,N,Y,N
9011101315,0,1,B1,N,Y,Y,N
9011101548,0,2,B1,N,N,N,Y
9011101578,0,1,B1,N,Y,Y,N
9011101607,0,5,B1|B2,N,N,N,Y
9011102532,0,1,B1,N,N,Y,N
9011102788,0,1,B1,N,N,Y,N
9011102977,0,1,B1,N,N,Y,N
9011103062,0,3,B1,N,N,N,Y
9011103126,0,1,B1,N,Y,Y,N
9011103130,0,1,B1,N,Y,Y,N
9011103202,0,2,B1,N,N,N,Y
9011103507,0,2,B1,N,N,N,Y
9011103788,0,1,B2,N,N,Y,N
9011103996,0,1,B1,N,Y,Y,N
9011104096,0,1,B1,N,N,Y,N
9011104342,0,1,B1,N,Y,Y,N
9011104570,0,1,B1,N,Y,Y,N
9011104572,0,4,B1,N,N,N,Y
9011104828,0,1,B1,N,N,Y,N
9011105008,0,2,B1|B2,N,N,N,Y
9011105059,0,1,B1,N,Y,Y,N
9011105232,0,1,B1,N,Y,Y,N
9011105332,0,2,B1|B2,N,N,N,Y
9011105385,0,1,B1,N,N,Y,N
9011105386,0,1,B1,N,N,Y,N
9011105523,0,1,B1,N,N,Y,N
9011105839,0,2,B1,N,N,N,Y
9011105951,0,1,B1,N,N,Y,N
9011106176,0,4,B1|B2,N,N,Y,Y
9011106177,0,4,B1|B2,N,N,Y,Y
9011106214,0,2,B1,N,N,N,Y
9011106246,0,2,B1|B2,N,N,N,Y
9011106317,0,1,B1,N,N,Y,N
9011106422,0,2,B1,N,N,N,Y
9011106491,0,2,B1|B2,N,N,N,Y
9011106598,0,1,B1,N,N,Y,N
9011106738,0,1,B1,N,N,Y,N
9011107129,0,2,B1|B2,N,Y,N,Y
9011107331,0,2,B1|B2,N,N,N,Y
9011107641,0,1,B1,N,N,Y,N
9011107848,0,4,B1,N,N,N,Y
9011107863,0,1,B1,N,N,Y,N
9011107879,0,1,B1,N,N,Y,N
9011107893,0,2,B1|B2,N,N,N,Y
9011107971,0,1,B1,N,Y,Y,N
9011108310,0,1,B1,N,Y,Y,N
9011108515,0,1,B1,N,N,Y,N
9011108606,0,2,B1|B2,N,N,N,Y
9011109124,0,1,B1,N,N,Y,N
9011109256,0,1,B1,N,N,Y,N
9011109259,0,3,B1,N,N,N,Y
9011109433,0,1,B1,N,Y,Y,N
9011109446,0,2,B1|B2,N,Y,N,Y
9011109852,0,1,B1,N,N,Y,N
9011109861,0,1,B1,N,Y,Y,N
9011109881,0,2,B1,N,N,N,Y
9011109994,0,4,B1,N,N,N,Y
9011110116,0,2,B1|B2,N,N,N,Y
9011110240,0,1,B1,N,N,Y,N
9011110270,0,1,B1,N,N,Y,N
9011110271,0,2,B1|B2,N,N,N,Y
9011110339,0,1,B1,N,Y,Y,N
9011110362,0,1,B1,N,N,Y,N
9011110363,0,1,B1,N,N,Y,N
9011110498,0,1,B1,N,N,Y,N
9011110698,0,2,B1|B2,N,N,N,Y
9011111635,0,2,B1|B2,N,N,N,Y
9011111930,0,3,B1|B2,N,N,N,Y
9011112366,0,1,B1,N,N,Y,N
9011112641,0,4,B1,N,N,N,Y
9011112743,0,1,B1,N,N,Y,N
9011112744,0,1,B1,N,N,Y,N
9011112762,0,1,B1,N,N,Y,N
9011113236,0,3,B1|B2,N,N,N,Y
9011113250,0,3,B1,N,N,N,Y
9011113309,0,2,B1|B2,N,N,N,Y
9011114096,0,2,B1|B2,N,N,N,Y
9011114119,0,3,B1|B2,N,N,N,Y
9011114139,0,3,B1,N,N,N,Y
9011114950,0,1,B1,N,Y,Y,N
9011115295,0,1,B1,N,N,Y,N
9011115534,0,2,B1|B2,N,N,N,Y
9011115690,0,1,B1,N,N,Y,N
9011115797,0,1,B1,N,Y,Y,N
9011115885,0,2,B1|B2,N,N,N,Y
9011116180,0,2,B1,N,N,N,Y
9011116525,0,1,B1,N,N,Y,N
9011116770,0,1,B1,N,Y,Y,N
9011117286,0,1,B1,N,Y,Y,N
9011118170,0,1,B1,N,N,Y,N
9011118183,0,3,B1,N,N,N,Y
9011118400,0,2,B1,N,N,Y,Y
9011118463,0,4,B1,N,N,N,Y
9011118536,0,3,B1|B2,N,N,N,Y
9011118555,0,1,B1,N,N,Y,N
9011119820,0,1,B1,N,N,Y,N
9011120243,0,1,B1,N,N,Y,N
9011120375,0,2,B1|B2,N,N,N,Y
9011120482,0,2,B1|B2,N,Y,N,Y
9011121309,0,2,B1,N,N,Y,Y
9011122141,0,1,B1,N,N,Y,N
9011122230,0,1,B1,N,Y,Y,N
9011122680,0,1,B1,N,N,Y,N
9011122810,0,2,B1|B2,N,N,N,Y
9011123322,0,2,B1|B2,N,N,N,Y
9011124205,0,2,B1|B2,N,N,N,Y
9011124501,0,1,B1,N,N,Y,N
9011124666,0,1,B1,N,Y,Y,N
9011124924,0,2,B1|B2,N,Y,N,Y
9011124987,0,2,B1|B2,N,N,N,Y
9011125470,0,2,B1|B2,N,N,N,Y
9011125619,0,2,B1,N,N,N,Y
9011126217,0,2,B1|B2,Y,Y,N,Y
9011126218,0,2,B1|B2,Y,Y,N,Y
9011126367,0,1,B1,N,N,Y,N
9011128643,0,3,B1|B2,N,N,N,Y
9011128980,0,2,B1|B2,N,N,N,Y
9011129276,0,4,B1|B2,N,N,Y,Y
9011129663,0,1,B1,N,N,Y,N
9011130433,0,2,B1|B2,N,N,N,Y
9011130752,0,1,B1,N,N,Y,N
9011130753,0,2,B1|B2,N,N,N,Y
9011130902,0,2,B1,N,Y,N,Y
9011131163,0,1,B1,N,Y,Y,N
9011131443,0,1,B1,N,N,Y,N
9011132389,0,1,B1,N,N,Y,N
9011132516,0,1,B1,N,Y,Y,N
9011132834,0,4,B1|B2,N,N,N,Y
9011133146,0,2,B1|B2,N,N,N,Y
9011133663,0,1,B1,N,N,Y,N
9011133747,0,2,B1|B2,N,N,N,Y
9011134051,0,1,B1,N,N,Y,N
9011134770,0,2,B1|B2,N,N,N,Y
9011134933,0,1,B1,N,N,Y,N
9011135085,0,2,B1,N,N,N,Y
9011136025,0,1,B1,N,N,Y,N
9011136147,0,2,B1|B2,N,N,N,Y
9011136476,0,1,B1,N,N,Y,N
9011136508,0,2,B1,N,N,N,Y
9011136536,0,2,B1|B2,N,N,N,Y
9011136667,0,4,B1|B2,N,N,Y,Y
9011136689,0,2,B1,N,N,N,Y
9011136690,0,1,B1,N,N,Y,N
9011136704,0,1,B1,N,Y,Y,N
9011136932,0,2,B1|B2,N,N,N,Y
9011137768,0,2,B1|B2,N,N,N,Y
9011137858,0,2,B1|B2,N,N,N,Y
9011138486,0,4,B1,N,N,N,Y
9011138599,0,2,B1,N,N,Y,Y
9011138666,0,1,B1,N,N,Y,N
9011138880,0,1,B1,N,Y,Y,N
9011138884,0,1,B1,N,Y,Y,N
9011139002,0,2,B1,N,N,N,Y
9011139254,0,3,B1|B2,N,N,N,Y
9011139256,0,1,B1,N,N,Y,N
9011139272,0,1,B1,N,N,Y,N
9011139409,0,4,B1,N,N,N,Y
9011139937,0,4,B1|B2,N,N,Y,Y
9011139998,0,1,B1,N,N,Y,N
9011140100,0,2,B1|B2,N,N,N,Y
9011140185,0,1,B1,N,N,Y,N
9011140409,0,1,B1,N,N,Y,N
9011140516,0,2,B1|B2,N,N,N,Y
9011140521,0,1,B1,N,Y,Y,N
9011140652,0,2,B1|B2,N,N,N,Y
9011140826,0,1,B1,N,N,Y,N
9011140913,0,1,B1,N,N,Y,N
9011141382,0,1,B1,N,N,Y,N
9011141741,0,2,B1|B2,N,N,N,Y
9011141812,0,1,B1,N,Y,Y,N
9011141895,0,2,B1,N,N,Y,Y
9011141942,0,2,B1|B2,N,N,N,Y
9011142178,0,1,B1,N,N,Y,N
9011142354,0,1,B1,N,N,Y,N
9011142605,0,2,B1|B2,N,N,N,Y
9011142695,0,3,B1,N,N,N,Y
9011143147,0,2,B1|B2,N,N,N,Y
9011143472,0,1,B1,N,N,Y,N
9011143473,0,2,B1,N,Y,N,Y
9011143630,0,1,B1,N,N,Y,N
9011143825,0,2,B1|B2,N,N,N,Y
9011144173,0,1,B1,N,N,Y,N
9011144583,0,1,B1,N,Y,Y,N
9011145527,0,1,B1,N,N,Y,N
9011145715,0,2,B1,N,N,N,Y
9011145881,0,2,B1|B2,N,N,N,Y
9011146243,0,3,B1|B2,N,N,N,Y
9011146268,0,2,B1|B2,N,N,N,Y
9011146520,0,1,B1,N,N,Y,N
9011146845,0,2,B1|B2,N,Y,N,Y
9011146915,0,1,B1,N,N,Y,N
9011146916,0,1,B1,N,N,Y,N
9011146946,0,2,B1|B2,N,N,N,Y
9011147343,0,1,B1,N,N,Y,N
9011147430,0,2,B1,N,N,N,Y
9011147689,0,1,B1,N,Y,Y,N
9011147759,0,3,B1,N,N,N,Y
9011147930,0,1,B1,N,Y,Y,N
9011147951,0,2,B1,N,N,N,Y
9011148336,0,1,B1,N,N,Y,N
9011148847,0,1,B1,N,Y,Y,N
9011149067,0,2,B1,N,N,N,Y
9011149370,0,1,B1,N,N,Y,N
9011149711,0,1,B1,N,N,Y,N
9011149903,0,1,B1,N,N,Y,N
9011149905,0,1,B1,N,N,Y,N
9011150003,0,2,B1|B2,N,Y,N,Y
9011150263,0,2,B1|B2,N,N,N,Y
9011150309,0,2,B1,N,N,N,Y
9011150314,0,1,B1,N,N,Y,N
9011150430,0,2,B1|B2,N,N,N,Y
9011150801,0,2,B1,N,Y,N,Y
9011150820,0,1,B1,N,N,Y,N
9011150947,0,2,B1|B2,N,N,N,Y
9011150948,0,2,B1|B2,N,N,N,Y
9011150971,0,2,B1|B2,N,Y,N,Y
9011150973,0,1,B1,N,Y,Y,N
9011151041,0,1,B1,N,N,Y,N
9011151209,0,4,B1|B2,N,N,N,Y
9011151285,0,1,B1,N,N,Y,N
9011151293,0,1,B1,N,N,Y,N
9011151378,0,1,B1,N,Y,Y,N
9011151486,0,2,B1,N,N,N,Y
9011151540,0,4,B1|B2,N,N,Y,Y
9011151886,0,1,B1,N,N,Y,N
9011152039,0,1,B1,N,N,Y,N
9011152065,0,1,B1,N,Y,Y,N
9011152369,0,1,B1,N,N,Y,N
9011152459,0,3,B1,N,N,N,Y
9011152698,0,2,B1,N,N,N,Y
9011152870,0,4,B1|B2,N,N,N,Y
9011152961,0,1,B1,N,Y,Y,N
9011153148,0,2,B1|B2,N,N,N,Y
9011153183,0,2,B1|B2,N,N,N,Y
9011153243,0,1,B1,N,N,Y,N
9011153424,0,1,B1,N,Y,Y,N
9011153546,0,2,B1|B2,N,N,N,Y
9011153547,0,2,B1|B2,N,N,N,Y
9011153873,0,2,B1|B2,N,N,N,Y
9011153921,0,2,B1,N,N,N,Y
9011154270,0,1,B1,N,Y,Y,N
9011154271,0,1,B1,N,Y,Y,N
9011154364,0,1,B1,N,N,Y,N
9011154622,0,2,B1,N,Y,N,Y
9011154752,0,1,B1,N,Y,Y,N
9011154852,0,3,B1,N,N,N,Y
9011154856,0,3,B1|B2,N,N,N,Y
9011154868,0,2,B1,N,N,N,Y
9011155011,0,2,B1|B2,N,N,N,Y
9011155232,0,1,B1,N,N,Y,N
9011155354,0,1,B1,N,N,Y,N
9011155357,0,1,B1,N,N,Y,N
9011155359,0,2,B1|B2,N,N,N,Y
9011155635,0,1,B1,N,N,Y,N
9011155653,0,4,B1|B2,N,N,N,Y
9011156062,0,1,B1,N,N,Y,N
9011156098,0,1,B1,N,N,Y,N
9011156655,0,4,B1,N,N,N,Y
9011157086,0,3,B1,N,N,N,Y
9011157087,0,1,B1,N,N,Y,N
9011157291,0,2,B1,N,N,Y,Y
9011157373,0,1,B1,N,Y,Y,N
9011157556,0,2,B1,N,N,N,Y
9011158069,0,1,B1,N,N,Y,N
9011158071,0,2,B1|B2,N,N,N,Y
9011158164,0,1,B1,N,Y,Y,N
9011158320,0,2,B1|B2,N,N,N,Y
9011158530,0,3,B1|B2,N,N,N,Y
9011158531,0,2,B1|B2,N,N,N,Y
9011158551,0,1,B1,N,N,Y,N
9011158638,0,2,B1|B2,N,N,N,Y
9011158909,0,1,B1,N,N,Y,N
9011159178,0,1,B1,N,N,Y,N
9011159289,0,2,B1|B2,N,N,N,Y
9011159295,0,1,B1,N,N,Y,N
9011159843,0,2,B1,N,N,N,Y
9011160018,0,2,B1,N,N,N,Y
9011160075,0,1,B1,N,Y,Y,N
9011160182,0,2,B1|B2,N,N,N,Y
9011160346,0,1,B1,N,Y,Y,N
9011160408,0,2,B1,N,N,N,Y
9011161110,0,2,B1,N,N,N,Y
9011161810,0,2,B1,N,N,N,Y
9011161880,0,1,B1,N,Y,Y,N
9011161907,0,2,B1|B2,N,N,N,Y
9011162200,0,1,B1,N,N,Y,N
9011162252,0,1,B1,N,N,Y,N
9011162328,0,3,B1,N,Y,N,Y
9011162387,0,1,B1,N,Y,Y,N
9011162391,0,1,B1,N,Y,Y,N
9011162541,0,1,B1,N,N,Y,N
9011162713,0,4,B1,N,N,N,Y
9011163001,0,1,B1,N,Y,Y,N
9011163078,0,1,B1,N,N,Y,N
9011163083,0,3,B1,N,N,N,Y
9011163086,0,3,B1,N,N,N,Y
9011163353,0,1,B1,N,N,Y,N
9011174518,0,1,B1,N,N,Y,N
9011174519,0,3,B1,N,N,N,Y
9011174600,0,2,B1|B2,N,N,N,Y
9011174630,0,2,B1|B2,N,N,N,Y
9011174928,0,1,B1,N,N,Y,N
9011175086,0,1,B1,N,N,Y,N
9011175414,0,1,B1,N,N,Y,N
9011175485,0,1,B1,N,N,Y,N
9011175626,0,4,B1|B2,N,N,N,Y
9011175682,0,1,B1,N,N,Y,N
9011176023,0,2,B1|B2,N,N,N,Y
9011176029,0,1,B1,N,N,Y,N
9011176239,0,2,B1,N,N,N,Y
9011176406,0,1,B1,N,Y,Y,N
9011176438,0,3,B1|B2,N,N,N,Y
9011176782,0,2,B1,N,N,N,Y
9011176837,0,3,B1|B2,N,N,N,Y
9011176902,0,2,B1|B2,N,N,N,Y
9011177102,0,1,B1,N,N,Y,N
9011177241,0,1,B1,N,N,Y,N
9011177441,0,1,B1,N,Y,Y,N
9011177577,0,3,B1|B2,N,N,N,Y
9011177817,0,2,B1|B2,N,N,N,Y
9011177866,0,1,B1,N,N,Y,N
9011177870,0,1,B1,N,Y,Y,N
9011178240,0,2,B1|B2,N,N,N,Y
9011178435,0,1,B1,N,N,Y,N
9011178449,0,1,B1,N,N,Y,N
9011178455,0,2,B1,N,N,Y,Y
9011178457,0,1,B1,N,N,Y,N
9011178618,0,2,B1,N,N,N,Y
9011178660,0,2,B1|B2,N,N,N,Y
9011178930,0,2,B1,N,N,N,Y
9011179153,0,1,B1,N,N,Y,N
9011179371,0,1,B1,N,N,Y,N
9011179948,0,2,B1|B2,N,N,N,Y
9011179951,0,2,B1|B2,N,Y,N,Y
9011180292,0,2,B1|B2,N,N,N,Y
9011180300,0,2,B1|B2,N,N,N,Y
9011180496,0,1,B1,N,N,Y,N
9011180586,0,1,B1,N,Y,Y,N
9011180646,0,3,B1,N,N,N,Y
9011180707,0,2,B1|B2,N,N,N,Y
9011180715,0,1,B1,N,N,Y,N
9011180732,0,3,B1,N,N,N,Y
9011180816,0,2,B1|B2,N,N,N,Y
9011180823,0,1,B1,N,N,Y,N
9011180887,0,1,B1,N,Y,Y,N
9011180907,0,1,B1,N,Y,Y,N
9011180927,0,1,B1,N,Y,Y,N
9011180968,0,2,B1,N,N,N,Y
9011181053,0,2,B1,N,N,N,Y
9011181080,0,2,B1,N,N,N,Y
9011181208,0,7,B1,N,N,N,Y
9011181544,0,1,B1,N,N,Y,N
9011181565,0,4,B1|B2,N,N,N,Y
9011181680,0,2,B1|B2,N,N,N,Y
9011181683,0,2,B1|B2,N,N,N,Y
9011181920,0,2,B1|B2,N,N,N,Y
9011181952,0,1,B1,N,N,Y,N
9011182070,0,2,B1|B2,N,N,N,Y
9011182104,0,1,B1,N,N,Y,N
9011182373,0,2,B1|B2,N,N,N,Y
9011182763,0,1,B1,N,Y,Y,N
9011182823,0,1,B1,N,N,Y,N
9011182857,0,4,B1,N,Y,N,Y
9011182954,0,5,B1,N,Y,N,Y
9011183020,0,1,B1,N,N,Y,N
9011183055,0,1,B1,N,Y,Y,N
9011183074,0,1,B1,N,N,Y,N
9011183288,0,2,B1,N,N,N,Y
9011183329,0,1,B1,N,N,Y,N
9011183334,0,1,B1,N,N,Y,N
9011183505,0,1,B1,N,N,Y,N
9011183532,0,2,B1|B2,N,Y,N,Y
9011183653,0,3,B1|B2,N,N,N,Y
9011183936,0,2,B1|B2,N,N,N,Y
9011184051,0,1,B1,N,N,Y,N
9011184065,0,1,B1,N,N,Y,N
9011184291,0,1,B1,N,N,Y,N
9011184467,0,3,B1,N,N,N,Y
9011184470,0,3,B1,N,N,N,Y
9011184576,0,3,B1|B2,N,Y,N,Y
9011184643,0,2,B1|B2,N,N,N,Y
9011184644,0,2,B1|B2,N,N,N,Y
9011184745,0,1,B1,N,N,Y,N
9011184752,0,1,B1,N,N,Y,N
9011184817,0,1,B1,N,N,Y,N
9011184821,0,2,B1|B2,N,N,N,Y
9011184934,0,2,B1,N,N,Y,Y
9011184993,0,1,B1,N,N,Y,N
9011185059,0,1,B1,N,N,Y,N
9011185537,0,4,B1|B2,N,N,N,Y
9011185539,0,2,B1|B2,N,N,N,Y
9011185552,0,1,B1,N,N,Y,N
9011185623,0,1,B1,N,Y,Y,N
9011185893,0,1,B1,N,N,Y,N
9011186216,0,1,B1,N,N,Y,N
9011186243,0,1,B1,N,N,Y,N
9011186460,0,1,B1,N,N,Y,N
9011186462,0,2,B1|B2,N,N,N,Y
9011186904,0,6,B1,N,N,N,Y
9011187006,0,1,B1,N,N,Y,N
9011187172,0,2,B1|B2,N,N,N,Y
9011187202,0,3,B1|B2,N,N,N,Y
9011187405,0,1,B1,N,N,Y,N
9011187601,0,1,B1,N,N,Y,N
9011187904,0,2,B1|B2,N,N,N,Y
9011188136,0,1,B1,N,N,Y,N
9011188279,0,1,B1,N,N,Y,N
9011188426,0,2,B1,N,N,N,Y
9011188773,0,1,B1,N,Y,Y,N
9011188870,0,1,B1,N,N,Y,N
9011188927,0,1,B1,N,N,Y,N
9011189325,0,2,B1|B2,N,N,N,Y
9011189420,0,2,B1,N,N,N,Y
9011189530,0,2,B1|B2,N,N,N,Y
9011189535,0,1,B1,N,N,Y,N
9011189620,0,2,B1,N,N,N,Y
9011189657,0,2,B1|B2,N,Y,N,Y
9011189746,0,1,B1,N,N,Y,N
9011189757,0,1,B1,N,N,Y,N
9011189786,0,1,B1,N,N,Y,N
9011189788,0,2,B1|B2,N,Y,N,Y
9011189791,0,2,B1,N,N,Y,Y
9011189851,0,2,B1|B2,N,N,N,Y
9011189855,0,5,B1,N,N,N,Y
9011189885,0,2,B1,N,N,N,Y
9011189940,0,4,B1,N,N,N,Y
9011189989,0,2,B1,N,N,N,Y
9011190048,0,1,B1,N,N,Y,N
9011190049,0,2,B1|B2,N,N,N,Y
9011190136,0,2,B1|B2,N,N,N,Y
9011190380,0,1,B1,N,Y,Y,N
9011190388,0,6,B1|B2,N,N,Y,Y
9011190410,0,1,B1,N,N,Y,N
9011190416,0,2,B1|B2,N,Y,N,Y
9011190417,0,1,B1,N,N,Y,N
9011190599,0,3,B1|B2,N,N,N,Y
9011190613,0,1,B1,N,Y,Y,N
9011190669,0,1,B1,N,N,Y,N
9011190670,0,2,B1|B2,N,N,N,Y
9011190912,0,1,B1,N,N,Y,N
9011191041,0,2,B1|B2,N,Y,N,Y
9011191042,0,1,B1,N,N,Y,N
9011191043,0,2,B1|B2,N,N,N,Y
9011191189,0,2,B1|B2,N,Y,N,Y
9011191289,0,2,B1|B2,N,N,N,Y
9011191392,0,1,B1,N,N,Y,N
9011191414,0,4,B1,N,N,N,Y
9011191513,0,1,B1,N,N,Y,N
9011191578,0,3,B1,N,N,N,Y
9011191579,0,1,B1,N,N,Y,N
9011191584,0,2,B1,N,N,Y,Y
9011191662,0,1,B1,N,N,Y,N
9011191702,0,1,B1,N,Y,Y,N
9011191782,0,2,B1|B2,N,N,N,Y
9011191829,0,2,B1,N,N,N,Y
9011191886,0,2,B1|B2,N,N,N,Y
9011191889,0,2,B2,N,N,N,Y
9011191890,0,1,B1,N,N,Y,N
9011191892,0,2,B1|B2,N,Y,N,Y
9011191940,0,1,B1,N,N,Y,N
9011192032,0,1,B1,N,Y,Y,N
9011192047,0,1,B1,N,N,Y,N
9011192065,0,6,B1,N,N,N,Y
9011192106,0,1,B1,N,N,Y,N
9011192184,0,1,B1,N,Y,Y,N
9011192239,0,1,B1,N,N,Y,N
9011192240,0,1,B1,N,N,Y,N
9011192253,0,2,B1|B2,N,Y,N,Y
9011192322,0,1,B1,N,N,Y,N
9011192392,0,1,B1,N,N,Y,N
9011192400,0,2,B1|B2,N,N,N,Y
9011192744,0,1,B1,N,N,Y,N
9011192949,0,1,B1,N,N,Y,N
9011193040,0,2,B1,N,N,Y,Y
9011193041,0,3,B1|B2,N,N,N,Y
9011193211,0,2,B1|B2,N,N,N,Y
9011193336,0,3,B1,N,N,N,Y
9011193421,0,2,B1|B2,N,N,N,Y
9011193585,0,1,B1,N,N,Y,N
9011193674,0,1,B1,N,N,Y,N
9011193709,0,2,B1|B2,N,Y,N,Y
9011193836,0,1,B1,N,N,Y,N
9011193872,0,2,B1|B2,N,N,N,Y
9011193876,0,3,B1,N,N,N,Y
9011194064,0,2,B1,N,N,N,Y
9011194070,0,1,B1,N,N,Y,N
9011194111,0,1,B1,N,N,Y,N
9011194161,0,2,B1|B2,N,Y,N,Y
9011194186,0,1,B1,N,N,Y,N
9011194208,0,2,B1|B2,N,Y,N,Y
9011194273,0,1,B1,N,N,Y,N
9011194385,0,2,B1|B2,N,N,N,Y
9011194386,0,2,B1|B2,N,N,N,Y
9011194387,0,2,B1|B2,N,N,N,Y
9011194436,0,5,B1|B2,N,N,N,Y
9011194499,0,1,B1,N,N,Y,N
9011194542,0,3,B1,N,N,N,Y
9011194617,0,2,B1,N,N,N,Y
9011194618,0,2,B1,N,N,N,Y
9011194622,0,4,B1,N,N,N,Y
9011194729,0,3,B1|B2,N,N,N,Y
9011194751,0,2,B1,N,N,N,Y
9011194752,0,1,B1,N,N,Y,N
