MPOLICY,MPLAN,MANNLFEE,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE,BEFORE_Q,AFTER_Q,DELTA_Q,BEFORE_MTHD,AFTER_MTHD,DELTA_MTHD,MMODEPREM,MPREM,MUNIT,MBILLFRM,MMODE
011197533C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,165.12,173.87,8.75,55.04,57.96,2.92,57.95,82.56000,8.00000,1,01
011197559C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,227.13,240.63,13.50,77.39,81.99,4.60,240.64,33.65000,25.00000,1,03
011197560C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,102.01,110.77,8.76,33.99,36.90,2.91,39.00,4.08000,100.00000,2,01
011197578C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,41.54,50.29,8.75,13.85,16.76,2.91,50.29,55.39000,3.00000,1,03
011197646C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,39.08,47.83,8.75,13.02,15.93,2.91,15.94,15.63000,10.00000,2,01
011197647C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,57.76,66.51,8.75,19.24,22.16,2.92,22.17,2.31000,100.00000,2,01
011197709C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,105.28,114.03,8.75,35.09,38.01,2.92,38.01,42.11000,10.00000,2,01
011197712C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,37.36,46.11,8.75,12.44,15.36,2.92,15.37,14.94000,10.00000,2,01
011197713C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,15.48,24.23,8.75,5.16,8.07,2.91,8.07,6.19000,10.00000,2,01
011197714C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,7.27,5.23000,10.00000,2,01
011197715C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,2,01
011197716C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.85,22.60,8.75,4.61,7.53,2.92,7.53,5.54000,10.00000,2,01
011197810C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,110.15,118.90,8.75,36.72,39.63,2.91,39.63,44.06000,10.00000,2,01
011197815C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,242.56,251.31,8.75,80.85,83.77,2.92,83.77,38.81000,25.00000,2,01
011197938C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.13,46.88,8.75,12.70,15.62,2.92,15.62,3.05000,50.00000,2,01
011197939C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,11.87,2.15000,50.00000,2,01
011198043C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,70.76,79.51,8.75,23.57,26.49,2.92,166.88,2.83000,100.00000,1,06
011198051C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,64.55,73.30,8.75,21.52,24.43,2.91,293.20,25.82000,10.00000,1,12
011198073C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,304.01,317.51,13.50,103.59,108.19,4.60,103.49,22.52000,50.00000,2,01
011198150C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,0.00,8.75,8.75,0.00,2.92,2.92,48.73,.00,3.00000,1,03
011198207C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,64.10,72.85,8.75,21.37,24.28,2.91,24.28,51.28000,5.00000,2,01
011198246C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.63,47.38,8.75,12.87,15.78,2.91,66.66,5.15000,30.00000,1,03
011198305C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,11.87,2.15000,50.00000,1,01
011198306C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,11.87,2.15000,50.00000,1,01
011198344C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,1725.53,1739.03,13.50,587.97,592.57,4.60,1739.07,63.91000,100.00000,1,03
011198366C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,115.72,124.47,8.75,38.57,41.49,2.92,41.49,46.29000,10.00000,2,01
011198370C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,16.82,25.57,8.75,5.60,8.52,2.92,8.52,2.69000,25.00100,2,01
011198391C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,114.75,128.25,13.50,39.10,43.70,4.60,131.22,4.25000,100.00000,1,03
011198427C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,74.79,88.29,13.50,25.48,30.08,4.60,88.29,11.08000,25.00000,1,03
011198428C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,88.22,101.72,13.50,30.06,34.66,4.60,101.72,13.07000,25.00000,1,03
011198446C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,21.10,29.85,8.75,7.03,9.95,2.92,29.85,8.44000,10.00000,1,03
011198494C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,584.27,597.77,13.50,199.09,203.69,4.60,194.83,43.28000,50.00000,2,01
011198532C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,78.19,86.94,8.75,26.06,28.98,2.92,28.98,62.55000,5.00000,1,01
011198534C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,149.00,157.75,8.75,49.67,52.58,2.91,52.58,59.60000,10.00000,2,01
011198540C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,55.08,63.83,8.75,18.36,21.27,2.91,127.65,44.06000,5.00000,1,06
011198584C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,37.21,45.96,8.75,12.40,15.31,2.91,45.96,3.63000,41.00000,1,03
011198680C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,226.74,235.50,8.76,75.54,78.45,2.91,78.48,25.91000,35.00000,2,01
011198734C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,179.60,188.35,8.75,59.87,62.78,2.91,62.78,71.84000,10.00000,1,01
011198765C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,197.03,205.78,8.75,65.64,68.55,2.91,76.91,7.88000,100.00000,2,01
011198766C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,11.87,2.15000,50.00000,2,01
011198768C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,584.27,597.77,13.50,199.09,203.69,4.60,203.69,43.28000,50.00000,1,01
011198799C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,115.72,124.47,8.75,38.57,41.49,2.92,41.49,46.29000,10.00000,2,01
011198806C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,269.40,278.15,8.75,89.80,92.72,2.92,92.71,71.84000,15.00000,2,01
011198807C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,62.88,3.63000,25.00100,1,06
011198845C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,80.25,.00,45.25206,1,06
011198846C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,258.16,266.91,8.75,86.01,88.92,2.91,88.95,20.65000,50.00000,2,01
011198871C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,61.46,70.21,8.75,20.47,23.39,2.92,76.20,12.29000,20.00000,1,03
011198877C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,24.64,33.39,8.75,8.21,11.12,2.91,133.55,3.65000,27.00000,1,12
011198926C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,34.72,43.47,8.75,11.57,14.49,2.92,14.49,46.29000,3.00000,1,01
011198951C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,16.82,25.57,8.75,5.60,8.52,2.92,51.13,2.69000,25.00100,1,06
011198997C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,80.75,89.50,8.75,26.90,29.82,2.92,178.98,21.53000,15.00000,1,06
011199046C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,155.72,164.47,8.75,51.91,54.82,2.91,54.82,62.29000,10.00000,2,01
011199099C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,68.04,81.54,13.50,23.18,27.78,4.60,26.58,2.52000,100.00000,2,01
011199270C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,16.88,25.63,8.75,5.62,8.54,2.92,8.54,6.75000,10.00000,2,01
011199328C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.68,35.43,8.75,8.89,11.80,2.91,12.18,10.67000,10.00000,2,01
011199349C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,117.27,126.02,8.75,39.07,41.98,2.91,44.33,4.69000,100.00000,2,01
011199350C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,128.27,137.02,8.75,42.73,45.65,2.92,47.24,5.13000,100.00000,2,01
011199382C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,140.75,3.63000,25.00100,1,12
011199383C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,343.80,352.55,8.75,114.53,117.45,2.92,117.50,13.75000,100.00000,2,01
011199398C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,107.20,115.95,8.75,35.71,38.63,2.92,38.64,17.15000,25.00000,2,01
011199493C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,10.48,3.63000,25.00100,2,01
011199494C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,10.48,3.63000,25.00100,2,01
011199527C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,115.72,124.47,8.75,38.57,41.49,2.92,41.49,46.29000,10.00000,2,01
011199549C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,16.82,25.57,8.75,5.60,8.52,2.92,102.25,2.69000,25.00100,1,12
011199570C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,111.25,.00,34.52960,1,01
011199593C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,113.20,.00,10.00000,1,12
011199612C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,70.76,79.51,8.75,23.57,26.49,2.92,28.06,2.83000,100.00000,2,01
011199632C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,126.33,135.08,8.75,42.11,45.03,2.92,45.02,42.11000,12.00000,2,01
011199685C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.13,46.88,8.75,12.70,15.62,2.92,15.62,3.05000,50.00000,2,01
011199697C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,13.12,2.15000,50.00000,2,01
011199702C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,711.30,724.80,13.50,242.37,246.97,4.60,236.24,23.95000,110.00000,2,01
011199709C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,63.48,72.22,8.74,21.16,24.07,2.91,288.90,50.78000,5.00000,1,12
011199710C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,44.95,53.70,8.75,14.98,17.90,2.92,214.80,35.96000,5.00000,1,12
011199737C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,60.57,69.32,8.75,20.19,23.11,2.92,23.11,40.38000,6.00000,2,01
011199782C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,20.18,28.93,8.75,6.72,9.64,2.92,28.93,2.69000,30.00000,1,03
011199908C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,47.01,55.76,8.75,15.66,18.58,2.92,18.58,3.76000,50.00000,1,01
011199974C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,100.95,109.70,8.75,33.65,36.57,2.92,109.70,40.38000,10.00000,1,03
011200008C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,320.00,.00,62.48648,1,03
011200012C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,141.82,150.57,8.75,47.25,50.16,2.91,50.18,28.36000,20.00000,2,01
011200046C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,136.08,149.58,13.50,46.37,50.97,4.60,149.58,10.08000,50.00000,1,03
011200092C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,252.29,261.04,8.75,84.05,86.96,2.91,87.00,10.09000,100.00000,2,01
011200196C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,54.51,63.26,8.75,18.16,21.07,2.91,22.12,4.36000,50.00000,LST,01
011200210C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.13,46.88,8.75,12.70,15.62,2.92,202.50,3.05000,50.00000,1,12
011200251C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,150.30,159.05,8.75,50.10,53.02,2.92,53.01,75.15000,8.00000,2,01
011200276C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,35.75,44.51,8.76,11.91,14.83,2.92,44.50,3.65000,39.17800,2,03
011200338C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,18.88,27.63,8.75,6.29,9.20,2.91,9.21,3.02000,25.00100,2,01
011200360C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,68.26,77.01,8.75,22.74,25.66,2.92,25.67,5.46000,50.00000,2,01
011200456C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,17.49,26.24,8.75,5.83,8.74,2.91,8.74,2.69000,26.00000,2,01
011200500C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,97.82,106.57,8.75,32.61,35.52,2.91,35.52,48.91000,8.00000,2,01
011200570C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,183.28,192.03,8.75,61.06,63.97,2.91,64.00,14.66000,50.00000,2,01
011200630C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,562.53,576.03,13.50,191.68,196.28,4.60,196.28,13.89000,150.00000,1,01
011200672C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,24.80,33.55,8.75,8.26,11.18,2.92,12.24,9.92000,10.00000,1,01
011200673C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,16.82,25.57,8.75,5.60,8.52,2.92,102.25,2.69000,25.00100,1,12
011200691C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,83.55,92.30,8.75,27.85,30.77,2.92,30.77,33.42000,10.00000,2,01
011200872C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,163.97,172.72,8.75,54.63,57.54,2.91,57.56,21.86000,30.00000,1,01
011201212C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,108.15,116.90,8.75,36.05,38.97,2.92,116.90,57.68000,7.50000,1,03
011201227C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,13.08,21.83,8.75,4.36,7.27,2.91,21.83,5.23000,10.00000,1,03
011201237C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,161.12,174.62,13.50,54.90,59.50,4.60,83.17,23.87000,25.00000,2,01
011201280C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,66.35,75.10,8.75,22.12,25.03,2.91,25.03,53.08000,5.00000,2,01
011201312C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,100.95,109.70,8.75,33.65,36.57,2.92,109.70,40.38000,10.00000,1,03
011201331C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,308.04,316.79,8.75,102.62,105.54,2.92,1267.00,12.32000,100.00000,1,12
011201332C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,165.90,174.65,8.75,55.27,58.18,2.91,349.25,13.27000,50.00000,1,06
011201406C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.13,46.88,8.75,12.70,15.62,2.92,15.62,3.05000,50.00000,2,01
011201620C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,40.09,53.59,13.50,13.66,18.26,4.60,53.60,5.94000,25.00000,1,03
011201621C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,447.38,460.88,13.50,152.44,157.04,4.60,684.59,66.28000,25.00000,1,03
011201622C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,165.90,174.65,8.75,55.27,58.18,2.91,58.21,13.27000,50.00000,2,01
011201656C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,220.75,229.50,8.75,73.58,76.50,2.92,229.50,88.30000,10.00000,1,03
011201896C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,0.00,8.75,8.75,0.00,2.92,2.92,52.91,.00,2.11471,1,01
011201953C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,165.80,174.55,8.75,55.27,58.18,2.91,58.18,66.32000,10.00000,2,01
011202039C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,89.90,98.65,8.75,29.97,32.88,2.91,32.88,35.96000,10.00000,1,01
011202182C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,63.83,.00,18.93009,1,01
011202381C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,61.14,69.89,8.75,20.38,23.30,2.92,23.29,48.91000,5.00000,2,01
011202501C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,137.25,.00,50.00000,1,03
011202724C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,17.49,26.24,8.75,5.83,8.74,2.91,119.94,2.69000,26.00000,1,12
011202750C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,165.80,174.55,8.75,55.27,58.18,2.91,58.18,66.32000,10.00000,2,01
011202767C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,29.77,38.53,8.76,9.92,12.83,2.91,12.84,4.58000,26.00000,1,01
011203001C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,30.07,.00,14.61448,2,01
011203015C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,215.53,224.28,8.75,71.80,74.72,2.92,74.75,8.62000,100.00000,2,01
011203122C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,93.94,102.69,8.75,31.31,34.23,2.92,34.23,75.15000,5.00000,2,01
011203193C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,70.76,79.51,8.75,23.57,26.49,2.92,333.00,2.83000,100.00000,1,12
011203228C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,148.36,161.86,13.50,50.55,55.15,4.60,52.76,10.99000,50.00000,2,01
011203311C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,41.67,50.42,8.75,13.89,16.81,2.92,201.70,33.34000,5.00000,1,12
011203335C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,115.72,124.47,8.75,38.57,41.49,2.92,497.90,46.29000,10.00000,1,12
011203371C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,26.50,.00,92.94629,1,01
011203426C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,98.15,106.90,8.75,32.72,35.63,2.91,35.63,39.26000,10.00000,2,01
011203455C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.13,46.88,8.75,12.70,15.62,2.92,15.62,3.05000,50.00000,2,01
011203456C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,38.76,47.51,8.75,12.91,15.83,2.92,15.83,3.10000,50.00000,2,01
011203457C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,67.36,76.11,8.75,22.44,25.36,2.92,29.47,17.96000,15.00000,2,01
011203458C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.65,23.40,8.75,4.88,7.80,2.92,7.80,5.86000,10.00000,2,01
011203535C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,34.75,43.51,8.76,11.58,14.49,2.91,14.50,2.78000,50.00000,2,01
011203598C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,0.00,8.75,8.75,0.00,2.92,2.92,13.21,.00,8.36246,1,01
011203772C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,262.04,270.79,8.75,87.30,90.21,2.91,90.25,10.48000,100.00000,2,01
011203803C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,49.01,57.76,8.75,16.33,19.24,2.91,231.00,1.96000,100.00000,1,12
011203804C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,49.01,57.76,8.75,16.33,19.24,2.91,231.00,1.96000,100.00000,1,12
011203868C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,11.87,2.15000,50.00000,2,01
011203871C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,26.88,35.63,8.75,8.95,11.87,2.92,11.87,2.15000,50.00000,2,01
011203904C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,64.10,72.85,8.75,21.37,24.28,2.91,24.28,51.28000,5.00000,1,01
011204021C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,61.02,69.78,8.76,20.34,23.26,2.92,23.26,24.41000,10.00000,2,01
011204042C,1L10SR,35.00,50.0000,25.0000,8.3333,8.3333,17.5000,8.7500,2.9167,2.9167,69.01,77.76,8.75,23.00,25.92,2.92,25.92,55.21000,5.00000,2,01
011204044C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,22.69,31.44,8.75,7.56,10.47,2.91,11.85,3.63000,25.00100,2,01
011204058C,5L0110,50.00,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999,23.62,37.12,13.50,8.05,12.65,4.60,12.32,3.50000,25.00000,2,01
011204059C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,2,01
011204060C,1L1095,35.00,50.0000,25.0035,8.3298,8.3298,17.5000,8.7512,2.9154,2.9154,14.90,23.65,8.75,4.96,7.88,2.92,7.88,5.96000,10.00000,2,01
