MPOLICY,MPLAN,MMODE,MBILLFRM,ANNUAL_PREMIUM,POLICY_FEE,MODE_PREMIUM,EXPECTED_ANNUAL_X_FACTOR,DIFF,WITHIN_02,MSEMI,MQTRL,MMTHD,MMTHB,PROP_MSEMIFEE,PROP_MQTRLFEE,PROP_MMTHDFEE,PROP_MMTHBFEE
010929367C,1659C2,1,2,418.68,25.00,34.89,418.6800,-383.7900,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010929794C,1659CR,12,1,142.10,25.00,142.10,13.0728,129.0272,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010929982C,1659CR,1,1,0.00,25.00,20.16,0.0000,20.1600,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010930278C,1659CR,3,1,0.00,25.00,0.00,0.0000,0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010932886C,5667AT,1,1,201.00,25.00,18.49,201.0000,-182.5100,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010933370C,1659C2,1,2,581.04,25.00,48.42,581.0400,-532.6200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010935366C,1658C1,3,1,563.20,25.00,152.06,152.0820,-0.0220,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010935377C,1659C2,3,1,0.00,25.00,63.73,0.0000,63.7300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010936183C,1659CR,12,1,217.20,25.00,217.20,19.9817,197.2183,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010936381C,1659CR,1,2,263.20,25.00,23.16,263.2000,-240.0400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010936713C,1659CR,1,1,305.76,25.00,26.64,305.7600,-279.1200,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010937735C,1658C1,3,1,204.92,25.00,51.23,55.3350,-4.1050,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010938962C,1659CR,1,2,188.10,25.00,16.55,188.1000,-171.5500,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010939542C,1659C2,3,1,238.00,25.00,64.26,64.2600,0.0000,Y,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010939731C,1659SR,3,1,197.35,25.00,53.28,53.2859,-0.0059,Y,52.5017,27.0007,8.8030,8.8030,13.1254,6.7502,2.2008,2.2008
010940594C,1659CR,12,1,300.00,25.00,300.00,27.5991,272.4009,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010940855C,7687J3,1,2,234.70,25.00,20.65,234.7000,-214.0500,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010941103C,1659CR,12,1,326.32,25.00,326.32,30.0205,296.2995,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010942232C,1659CR,1,1,156.84,25.00,13.07,156.8400,-143.7700,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010942233C,1659CR,1,2,318.25,25.00,28.01,318.2500,-290.2400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010942239C,1659CR,12,1,333.70,25.00,333.70,30.6994,303.0006,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010942439C,1659C2,1,1,678.50,25.00,62.42,678.5000,-616.0800,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010945534C,1659CR,12,1,301.40,25.00,301.40,27.7279,273.6721,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010946392C,1659CR,12,1,163.20,25.00,163.20,15.0139,148.1861,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010946394C,1659CR,12,1,281.98,25.00,281.98,25.9413,256.0387,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010946649C,1659SR,12,1,306.04,25.00,306.04,26.9407,279.0993,N,52.5017,27.0007,8.8030,8.8030,13.1254,6.7502,2.2008,2.2008
010947021C,1659CR,12,1,527.20,25.00,527.20,48.5008,478.6992,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010947866C,1659CR,12,1,548.00,25.00,548.00,50.4144,497.5856,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010948195C,1659CR,12,1,206.95,25.00,206.95,19.0388,187.9112,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010949295C,1659CR,3,1,276.10,25.00,74.55,74.5489,0.0011,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010952069C,1659CR,12,1,360.01,25.00,360.01,33.1198,326.8902,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010952369C,1659CR,12,1,148.70,25.00,148.70,13.6800,135.0200,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010954823C,1659CR,12,1,179.35,25.00,179.35,16.4997,162.8503,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010956144C,1659CR,1,2,503.64,25.00,41.97,503.6400,-461.6700,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010956145C,1659CR,1,2,482.76,25.00,40.23,482.7600,-442.5300,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010956610C,5667AT,1,2,1232.50,25.00,108.46,1232.5000,-1124.0400,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010957789C,5667AT,1,2,4622.50,25.00,406.78,4622.5000,-4215.7200,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010958111C,1658C1,12,1,139.00,25.00,139.00,12.7862,126.2138,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010958446C,1659CR,12,1,163.20,25.00,163.20,15.0139,148.1861,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010959302C,1659CR,12,1,148.70,25.00,148.70,13.6800,135.0200,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010960586C,5667AT,1,LST,1011.00,25.00,88.97,1011.0000,-922.0300,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010960590C,5667AT,1,2,1335.75,25.00,117.55,1335.7500,-1218.2000,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010961712C,1659C2,1,2,150.25,25.00,13.22,150.2500,-137.0300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010963046C,1659CR,12,1,368.20,25.00,368.20,33.8733,334.3267,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010965143C,1658C1,1,2,291.50,25.00,25.65,291.5000,-265.8500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010965145C,1658C1,1,1,405.25,25.00,37.28,405.2500,-367.9700,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010965984C,1659CR,3,1,188.10,25.00,50.79,50.7883,0.0017,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010966767C,1659CR,3,1,217.20,25.00,58.64,58.6455,-0.0055,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010968283C,1659C2,3,1,386.64,25.00,96.66,104.3928,-7.7328,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010968689C,1659CR,12,1,206.95,25.00,206.95,19.0388,187.9112,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010968808C,5667AT,6,1,306.00,25.00,160.65,160.6500,0.0000,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010968811C,5667AT,1,2,2323.75,25.00,204.49,2323.7500,-2119.2600,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010968813C,5667AT,1,LST,684.00,25.00,60.19,684.0000,-623.8100,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010968814C,5667AT,1,LST,2664.75,25.00,234.50,2664.7500,-2430.2500,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010968815C,5667AT,1,LST,595.75,25.00,52.43,595.7500,-543.3200,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010968816C,5667AT,1,LST,2927.50,25.00,257.62,2927.5000,-2669.8800,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010968821C,5667AT,1,LST,281.25,25.00,24.75,281.2500,-256.5000,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010969153C,1659CR,12,1,276.10,25.00,276.10,25.4004,250.6996,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010970211C,1659CR,12,1,289.55,25.00,289.55,26.6377,262.9123,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010971528C,1659CR,1,2,198.60,25.00,16.55,198.6000,-182.0500,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010971529C,1658C1,3,1,197.12,25.00,49.28,53.2287,-3.9487,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010974048C,1659C2,12,1,121.00,25.00,121.00,11.1319,109.8681,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010975712C,5667AT,1,2,1819.55,25.00,160.12,1819.5500,-1659.4300,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010979717C,1658C1,6,1,69.75,25.00,36.62,36.6220,-0.0020,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010979722C,1659CR,1,2,206.95,25.00,18.21,206.9500,-188.7400,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010980833C,1659C2,6,1,174.04,25.00,87.02,91.3710,-4.3510,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010981739C,1659CR,12,1,263.20,25.00,263.20,24.2136,238.9864,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010983828C,1658C1,1,2,1567.00,25.00,137.90,1567.0000,-1429.1000,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010984316C,1659CR,1,2,148.70,25.00,13.09,148.7000,-135.6100,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010985184C,1659CR,12,1,217.79,25.00,217.79,20.0360,197.7540,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010985597C,1659C2,3,1,240.60,25.00,60.15,64.9620,-4.8120,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010986137C,1659CR,12,1,276.10,25.00,276.10,25.4004,250.6996,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010986434C,1659CR,12,1,157.28,25.00,157.28,14.4693,142.8107,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010987464C,5667AT,12,1,1061.00,25.00,1061.00,97.6141,963.3859,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010988454C,5667AT,3,1,936.25,25.00,252.79,252.7875,0.0025,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010989073C,1659CR,12,1,317.10,25.00,317.10,29.1722,287.9278,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010989913C,1659CR,3,1,239.15,25.00,64.57,64.5722,-0.0022,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010990148C,1659CR,12,1,268.48,25.00,268.48,24.6994,243.7806,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010991641C,1659C2,12,1,123.25,25.00,123.25,11.3389,111.9111,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010991643C,1659C2,12,1,112.75,25.00,112.75,10.3729,102.3771,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010992950C,1659CR,12,1,197.35,25.00,197.35,18.1556,179.1944,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010993014C,1659CR,3,LST,289.55,25.00,78.18,78.1805,-0.0005,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010993201C,5667AT,1,1,3078.00,25.00,283.18,3078.0000,-2794.8200,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
010994236C,1659C2,12,1,373.75,25.00,373.75,34.3846,339.3654,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010994968C,1658C1,6,1,105.00,25.00,55.13,55.1299,0.0001,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
010996841C,1659CR,12,1,276.10,25.00,276.10,25.4004,250.6996,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010996983C,1659CR,12,1,179.35,25.00,179.35,16.4997,162.8503,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010996999C,1659C2,1,2,131.50,25.00,11.57,131.5000,-119.9300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
010997600C,1659CR,12,1,239.15,25.00,239.15,22.0011,217.1489,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
010999170C,5667AT,1,1,751.50,25.00,69.13,751.5000,-682.3700,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011001627C,1659C2,1,1,758.88,25.00,63.24,758.8800,-695.6400,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011001742C,5667AT,12,1,1446.50,25.00,1446.50,133.0809,1313.4191,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011001743C,1659C2,1,2,112.75,25.00,9.92,112.7500,-102.8300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011001984C,1659CR,12,1,523.42,25.00,523.42,48.1531,475.2669,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011002095C,1659CR,12,1,263.20,25.00,263.20,24.2136,238.9864,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011002664C,1659CR,12,1,289.55,25.00,289.55,26.6377,262.9123,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011003108C,1659C2,1,2,112.75,25.00,9.92,112.7500,-102.8300,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011003162C,1659C2,1,1,599.75,25.00,53.08,599.7500,-546.6700,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011004587C,1658C1,3,1,551.50,25.00,148.91,148.9226,-0.0126,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011005190C,1659C2,1,2,121.00,25.00,10.65,121.0000,-110.3500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011005348C,1659CR,12,1,263.20,25.00,263.20,24.2136,238.9864,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011005435C,1658C1,1,2,267.96,25.00,22.33,267.9600,-245.6300,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011005855C,1659CR,12,1,250.90,25.00,250.90,23.0820,227.8180,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011005964C,7686S3,1,2,348.05,25.00,30.63,348.0500,-317.4200,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011006781C,5667AT,6,1,1081.00,25.00,567.53,567.5250,0.0050,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011007835C,1659C2,1,2,130.20,25.00,10.85,130.2000,-119.3500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011008708C,1659CR,1,1,500.40,25.00,41.70,500.4000,-458.7000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011010387C,1659C2,1,1,187.44,25.00,15.62,187.4400,-171.8200,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011011155C,5667AT,12,1,201.00,25.00,201.00,18.4924,182.5076,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011013545C,1659CR,6,1,148.70,25.00,78.07,78.0700,-0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011014276C,1659CR,12,1,263.20,25.00,263.20,24.2136,238.9864,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011014578C,1659CR,12,1,197.35,25.00,197.35,18.1556,179.1944,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011014739C,1658C1,1,1,262.20,25.00,21.85,262.2000,-240.3500,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011015419C,1659CR,1,2,388.90,25.00,34.22,388.9000,-354.6800,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011016293C,1659C2,12,1,112.75,25.00,112.75,10.3729,102.3771,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011016527C,1659CR,12,1,346.23,25.00,346.23,31.8521,314.3779,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011016867C,1659CR,1,2,0.00,25.00,79.62,0.0000,79.6200,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011017841C,1659CR,12,1,163.20,25.00,163.20,15.0139,148.1861,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011018697C,5667AT,1,2,882.00,25.00,77.62,882.0000,-804.3800,N,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011018772C,1659C2,1,1,0.00,25.00,18.95,0.0000,18.9500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011019414C,1659CR,1,2,0.00,25.00,36.03,0.0000,36.0300,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011019552C,1659CR,3,1,303.60,25.00,81.97,81.9741,-0.0041,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011024459C,1659CR,12,1,157.27,25.00,157.28,14.4684,142.8116,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011025088C,1659SR,3,1,239.15,25.00,64.57,64.5722,-0.0022,Y,52.5017,27.0007,8.8030,8.8030,13.1254,6.7502,2.2008,2.2008
011025478C,1659CR,12,1,0.00,25.00,0.00,0.0000,0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011025612C,1659CR,3,1,217.20,25.00,58.64,58.6455,-0.0055,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011026337C,1659SR,1,2,227.90,25.00,20.06,227.9000,-207.8400,N,52.5017,27.0007,8.8030,8.8030,13.1254,6.7502,2.2008,2.2008
011026547C,1659C2,1,2,609.36,25.00,50.78,609.3600,-558.5800,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011029696C,1658C1,6,1,75.50,25.00,39.64,39.6410,-0.0010,Y,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011029895C,5667AT,6,1,217.00,25.00,113.93,113.9250,0.0050,Y,52.5000,27.0000,9.2002,8.8007,13.1250,6.7500,2.3001,2.2002
011030877C,1659C2,12,1,159.40,25.00,159.40,14.6646,144.7354,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011033048C,1659CR,12,1,157.28,25.00,157.28,14.4693,142.8107,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011033416C,1659CR,1,2,351.20,25.00,30.91,351.2000,-320.2900,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011035652C,1659CR,12,1,289.55,25.00,289.55,26.6377,262.9123,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011035773C,1659CR,12,1,326.32,25.00,326.32,30.0205,296.2995,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011036054C,1659CR,12,1,316.32,25.00,286.50,29.1005,257.3995,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011038065C,1659CR,6,1,197.35,25.00,103.61,103.6121,-0.0021,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011038386C,1659CR,12,1,0.00,25.00,0.00,0.0000,0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011039701C,1659CR,12,1,369.70,25.00,369.70,34.0113,335.6887,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011039772C,1659CR,6,1,318.25,25.00,167.08,167.0867,-0.0067,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011040022C,1659C2,1,2,729.72,25.00,60.81,729.7200,-668.9100,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011040023C,1659C2,1,2,580.32,25.00,48.36,580.3200,-531.9600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011040527C,1659C2,1,2,121.00,25.00,10.65,121.0000,-110.3500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011040826C,1659CR,12,1,217.20,25.00,217.20,19.9817,197.2183,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011041120C,1658C1,12,1,189.75,25.00,189.75,17.4545,172.2955,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011041480C,1659CR,12,1,263.20,25.00,263.20,24.2136,238.9864,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011042637C,1659CR,12,1,285.84,25.00,285.84,26.2964,259.5436,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011043749C,1659CR,3,1,188.10,25.00,50.79,50.7883,0.0017,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011044131C,1659CR,1,2,633.70,25.00,55.77,633.7000,-577.9300,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011044132C,1659CR,12,2,577.80,25.00,577.80,50.8268,526.9732,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011044395C,1658C1,12,1,71.75,25.00,71.75,6.6001,65.1499,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
011045128C,1659CR,3,1,188.10,25.00,50.79,50.7883,0.0017,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011045129C,1659CR,6,1,217.20,25.00,114.03,114.0337,-0.0037,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011045618C,1659CR,12,1,476.80,25.00,476.80,43.8642,432.9358,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011045847C,1659CR,1,2,335.96,25.00,29.56,335.9600,-306.4000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011046104C,1669SR,1,2,556.01,25.00,48.93,556.0100,-507.0800,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011046268C,1659C2,1,1,1006.20,25.00,83.85,1006.2000,-922.3500,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011047402C,1659CR,1,2,430.80,25.00,37.91,430.8000,-392.8900,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011047403C,1659CR,1,2,571.00,25.00,50.25,571.0000,-520.7500,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011047600C,1659CR,1,2,401.65,25.00,35.35,401.6500,-366.3000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011048440C,1659C2,1,2,580.32,25.00,48.36,580.3200,-531.9600,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011048882C,1659CR,12,1,667.45,25.00,667.45,61.4034,606.0466,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011048886C,1659CR,12,1,501.40,25.00,501.40,46.1273,455.2727,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011049092C,1659CR,6,1,236.64,25.00,124.24,124.2400,-0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011049319C,1659CR,12,1,0.00,25.00,0.00,0.0000,0.0000,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011049922C,1659CR,1,1,298.00,25.00,27.42,298.0000,-270.5800,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011050686C,1659CR,1,2,200.95,25.00,17.68,200.9500,-183.2700,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011051108C,1659CR,6,1,409.40,25.00,214.94,214.9420,-0.0020,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011051323C,1659C2,12,1,568.18,25.00,568.18,52.2720,515.9080,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011051851C,1659CR,6,1,453.30,25.00,237.98,237.9902,-0.0102,Y,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011052581C,1659CR,1,1,333.70,25.00,30.70,333.7000,-303.0000,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011052719C,5L0110,1,2,347.00,50.00,30.54,347.0000,-316.4600,N,52.4993,26.9994,9.1999,8.7999,26.2496,13.4997,4.5999,4.3999
011053076C,1659C2,12,1,232.00,25.00,232.00,21.3438,210.6562,N,52.5000,27.0000,9.1999,8.8018,13.1250,6.7500,2.3000,2.2005
011053214C,1659CR,12,1,303.60,25.00,303.60,27.9303,275.6697,N,52.5017,27.0007,9.1997,8.7966,13.1254,6.7502,2.2999,2.1991
011053428C,1658C1,1,2,108.48,25.00,9.04,108.4800,-99.4400,N,52.5047,27.0032,9.1987,8.7971,13.1262,6.7508,2.2997,2.1993
