MPOLICY,MBENTYP,MDATE,MBEN,_SRC,_POL
9010462057C,4,20260401,179.53,517,9010462057
9010462415C,4,20180415,108.91,517,9010462415
9010462415C,4,20190415,111.27,517,9010462415
9010462415C,4,20200415,113.59,517,9010462415
9010462630C,4,20180501,142.91,517,9010462630
9010462630C,4,20190501,146.94,517,9010462630
9010462630C,4,20200501,150.84,517,9010462630
9010462630C,4,20210501,154.68,517,9010462630
9010462630C,4,20220501,158.39,517,9010462630
9010462630C,4,20230501,162.03,517,9010462630
9010462631C,4,20180501,65.61,517,9010462631
9010462839C,4,20180501,67.12,517,9010462839
9010462839C,4,20190501,69.62,517,9010462839
9010462839C,4,20200501,72.18,517,9010462839
9010462839C,4,20210501,74.79,517,9010462839
9010462839C,4,20220501,77.34,517,9010462839
9010462839C,4,20230501,79.95,517,9010462839
9010462839C,4,20240501,82.56,517,9010462839
9010462839C,4,20250501,85.21,517,9010462839
9010463553C,4,20180601,227.76,517,9010463553
9010463553C,4,20190601,234.83,517,9010463553
9010463553C,4,20200601,241.78,517,9010463553
9010463553C,4,20210601,248.84,517,9010463553
9010463553C,4,20220601,255.79,517,9010463553
9010463553C,4,20230601,262.73,517,9010463553
9010463553C,4,20240601,269.56,517,9010463553
9010463553C,4,20250601,276.26,517,9010463553
9010463553C,4,20260601,282.85,517,9010463553
9010464870C,4,20180715,106.70,517,9010464870
9010464870C,4,20190715,108.98,517,9010464870
9010465331C,4,20180815,232.92,517,9010465331
9010465331C,4,20190815,238.06,517,9010465331
9010465331C,4,20200815,243.12,517,9010465331
9010465331C,4,20210815,248.01,517,9010465331
9010465363C,4,20180815,67.31,517,9010465363
9010465363C,4,20190815,69.43,517,9010465363
9010465363C,4,20200815,71.59,517,9010465363
9010465363C,4,20210815,73.71,517,9010465363
9010465363C,4,20220815,75.87,517,9010465363
9010465363C,4,20230815,77.99,517,9010465363
9010465363C,4,20240815,80.15,517,9010465363
9010465363C,4,20250815,82.23,517,9010465363
9010465451C,4,20180815,354.70,517,9010465451
9010465451C,4,20190815,362.53,517,9010465451
9010465451C,4,20200815,370.23,517,9010465451
9010466391C,4,20180915,281.87,517,9010466391
9010466391C,4,20190915,288.90,517,9010466391
9010466391C,4,20200915,295.80,517,9010466391
9010466391C,4,20210915,302.46,517,9010466391
9010466391C,4,20220915,309.00,517,9010466391
9010466391C,4,20230915,315.66,517,9010466391
9010466391C,4,20240915,322.19,517,9010466391
9010466391C,4,20250915,328.85,517,9010466391
9010466392C,4,20180915,304.14,517,9010466392
9010466392C,4,20190915,313.04,517,9010466392
9010466392C,4,20200915,321.94,517,9010466392
9010466392C,4,20210915,330.69,517,9010466392
9010466392C,4,20220915,339.29,517,9010466392
9010466392C,4,20230915,347.59,517,9010466392
9010466392C,4,20240915,355.75,517,9010466392
9010466392C,4,20250915,363.76,517,9010466392
9010466470C,4,20180915,125.00,517,9010466470
9010466470C,4,20190915,127.91,517,9010466470
9010466470C,4,20200915,130.82,517,9010466470
9010466470C,4,20210915,133.73,517,9010466470
9010466471C,4,20180915,67.82,517,9010466471
9010466471C,4,20190915,70.05,517,9010466471
9010466471C,4,20200915,72.32,517,9010466471
9010466471C,4,20210915,74.54,517,9010466471
9010466472C,4,20180915,67.83,517,9010466472
9010466472C,4,20190915,70.30,517,9010466472
9010466472C,4,20200915,72.77,517,9010466472
9010466472C,4,20210915,75.29,517,9010466472
9010466473C,4,20180915,67.37,517,9010466473
9010466473C,4,20190915,69.92,517,9010466473
9010466473C,4,20200915,72.46,517,9010466473
9010466473C,4,20210915,75.01,517,9010466473
9010466702C,4,20181001,120.23,517,9010466702
9010466702C,4,20191001,123.02,517,9010466702
9010466706C,4,20181001,64.72,517,9010466706
9010466706C,4,20191001,67.32,517,9010466706
9010466706C,4,20201001,70.03,517,9010466706
9010466706C,4,20211001,72.69,517,9010466706
9010466706C,4,20221001,75.46,517,9010466706
9010466706C,4,20231001,78.24,517,9010466706
9010466706C,4,20241001,81.01,517,9010466706
9010466706C,4,20251001,83.78,517,9010466706
9010466978C,4,20181015,148.57,517,9010466978
9010466978C,4,20191015,153.21,517,9010466978
9010466978C,4,20201015,157.86,517,9010466978
9010466978C,4,20211015,162.50,517,9010466978
9010466978C,4,20221015,167.15,517,9010466978
9010466978C,4,20231015,171.79,517,9010466978
9010466978C,4,20241015,176.36,517,9010466978
9010466978C,4,20251015,180.84,517,9010466978
9010467025C,4,20181015,64.38,517,9010467025
9010467025C,4,20191015,66.97,517,9010467025
9010467025C,4,20201015,69.55,517,9010467025
9010467025C,4,20211015,72.20,517,9010467025
9010467025C,4,20221015,74.84,517,9010467025
9010467025C,4,20231015,77.54,517,9010467025
9010467025C,4,20241015,80.24,517,9010467025
9010467025C,4,20251015,82.99,517,9010467025
9010467173C,4,20181015,111.17,517,9010467173
9010467173C,4,20191015,113.62,517,9010467173
9010467185C,4,20181015,67.83,517,9010467185
9010467185C,4,20191015,70.30,517,9010467185
9010467185C,4,20201015,72.77,517,9010467185
9010467185C,4,20211015,75.29,517,9010467185
9010467185C,4,20221015,77.80,517,9010467185
9010467185C,4,20231015,80.32,517,9010467185
9010467185C,4,20241015,82.84,517,9010467185
9010467185C,4,20251015,85.35,517,9010467185
9010467771C,1,20181115,134.51,515,9010467771
9010467771C,1,20191115,137.86,515,9010467771
9010467771C,1,20201115,141.16,515,9010467771
9010467771C,1,20211115,144.33,515,9010467771
9010467771C,1,20221115,147.45,515,9010467771
9010467771C,1,20231115,150.63,515,9010467771
9010467771C,1,20241115,153.75,515,9010467771
9010467771C,1,20251115,156.93,515,9010467771
9010468945C,4,20180101,185.26,517,9010468945
9010468945C,4,20190101,189.67,517,9010468945
9010468945C,4,20200101,194.08,517,9010468945
9010468945C,4,20210101,198.49,517,9010468945
9010468945C,4,20220101,202.90,517,9010468945
9010468945C,4,20230101,207.16,517,9010468945
9010468945C,4,20240101,211.42,517,9010468945
9010468945C,4,20250101,215.53,517,9010468945
9010468945C,4,20260101,219.50,517,9010468945
9010468946C,4,20180101,200.34,517,9010468946
9010468946C,4,20190101,205.37,517,9010468946
9010468946C,4,20200101,210.31,517,9010468946
9010468946C,4,20210101,215.25,517,9010468946
9010468946C,4,20220101,220.02,517,9010468946
9010469579C,4,20180115,65.23,517,9010469579
9010469579C,4,20190115,67.31,517,9010469579
9010469579C,4,20200115,69.43,517,9010469579
9010469579C,4,20210115,71.59,517,9010469579
9010469579C,4,20220115,73.71,517,9010469579
9010469579C,4,20230115,75.87,517,9010469579
9010469579C,4,20240115,77.99,517,9010469579
9010469579C,4,20250115,80.15,517,9010469579
9010469579C,4,20260115,82.23,517,9010469579
9010472182C,4,20180401,346.75,517,9010472182
9010472182C,4,20190401,354.70,517,9010472182
9010472182C,4,20200401,362.53,517,9010472182
9010472183C,4,20180401,113.31,517,9010472183
9010472183C,4,20190401,116.00,517,9010472183
9010472183C,4,20200401,118.66,517,9010472183
9010473866C,4,20180515,214.11,517,9010473866
9010473866C,4,20190515,218.83,517,9010473866
9010473866C,4,20240423,5289.21,517,9010473866
9010473867C,4,20180515,65.31,517,9010473867
9010473867C,4,20190515,67.49,517,9010473867
9010473867C,4,20200515,69.64,517,9010473867
9010473867C,4,20210515,71.78,517,9010473867
9010473867C,4,20220515,73.99,517,9010473867
9010473867C,4,20230515,76.14,517,9010473867
9010473867C,4,20240515,78.32,517,9010473867
9010473867C,4,20250515,80.50,517,9010473867
9010473867C,4,20260515,82.67,517,9010473867
9010473868C,4,20180515,65.60,517,9010473868
9010473868C,4,20190515,67.98,517,9010473868
9010473868C,4,20200515,70.35,517,9010473868
9010473868C,4,20210515,72.72,517,9010473868
9010473868C,4,20220515,75.09,517,9010473868
9010473868C,4,20230515,77.47,517,9010473868
9010473868C,4,20240515,79.88,517,9010473868
9010473868C,4,20250515,82.21,517,9010473868
9010473868C,4,20260515,84.63,517,9010473868
9010474317C,4,20180601,124.84,517,9010474317
9010474317C,4,20190601,127.82,517,9010474317
9010474317C,4,20200601,130.84,517,9010474317
9010474317C,4,20210601,133.82,517,9010474317
9010474317C,4,20220601,136.79,517,9010474317
9010474317C,4,20230601,139.76,517,9010474317
9010474317C,4,20240601,142.74,517,9010474317
9010474317C,4,20250601,145.61,517,9010474317
9010474317C,4,20260601,148.48,517,9010474317
9010474318C,4,20180601,142.53,517,9010474318
9010474318C,4,20190601,146.98,517,9010474318
9010474318C,4,20200601,151.43,517,9010474318
9010474318C,4,20210601,155.96,517,9010474318
9010474318C,4,20220601,160.41,517,9010474318
9010474318C,4,20230601,164.78,517,9010474318
9010474318C,4,20240601,169.16,517,9010474318
9010474318C,4,20250601,173.38,517,9010474318
9010474318C,4,20260601,177.61,517,9010474318
9010474522C,4,20180601,219.41,517,9010474522
9010474522C,4,20190601,226.08,517,9010474522
9010474522C,4,20200601,232.86,517,9010474522
9010474522C,4,20210601,239.64,517,9010474522
9010474522C,4,20220601,246.31,517,9010474522
9010474522C,4,20230601,252.87,517,9010474522
9010474522C,4,20240601,259.31,517,9010474522
9010475571C,1,20180701,122.09,515,9010475571
9010475571C,1,20190701,125.00,515,9010475571
9010477512C,4,20180815,223.16,517,9010477512
9010477512C,4,20190815,228.18,517,9010477512
9010477512C,4,20200815,233.13,517,9010477512
9010477513C,4,20180815,246.05,517,9010477513
9010477513C,4,20190815,251.91,517,9010477513
9010477989C,4,20180901,181.74,517,9010477989
9010477989C,4,20190901,186.06,517,9010477989
9010478285C,4,20180901,210.12,517,9010478285
9010478285C,4,20190901,215.98,517,9010478285
9010479749C,4,20181001,108.67,517,9010479749
9010479749C,4,20191001,111.17,517,9010479749
9010479749C,4,20201001,113.62,517,9010479749
9010479749C,4,20211001,116.03,517,9010479749
9010479749C,4,20221001,118.37,517,9010479749
9010483386C,4,20180101,171.12,517,9010483386
9010483386C,4,20190101,175.36,517,9010483386
9010483386C,4,20200101,179.53,517,9010483386
9010483386C,4,20210101,183.63,517,9010483386
9010483386C,4,20220101,187.67,517,9010483386
9010483386C,4,20230101,191.57,517,9010483386
9010483386C,4,20240101,195.41,517,9010483386
9010483386C,4,20250101,199.18,517,9010483386
9010486961C,4,20180401,312.17,517,9010486961
9010486961C,4,20190401,319.21,517,9010486961
9010487125C,4,20180401,139.30,517,9010487125
9010487125C,4,20190401,144.47,517,9010487125
9010487125C,4,20200401,149.56,517,9010487125
9010487125C,4,20210401,154.64,517,9010487125
9010487125C,4,20220401,159.82,517,9010487125
9010487125C,4,20230401,164.99,517,9010487125
9010487125C,4,20240401,170.07,517,9010487125
9010487125C,4,20250401,175.25,517,9010487125
9010487125C,4,20260401,180.33,517,9010487125
9010487396C,4,20180415,184.40,517,9010487396
9010487396C,4,20190415,188.98,517,9010487396
9010487396C,4,20200415,193.48,517,9010487396
9010487396C,4,20210415,197.98,517,9010487396
9010487396C,4,20220415,202.49,517,9010487396
9010487396C,4,20230415,206.99,517,9010487396
9010487396C,4,20240415,211.49,517,9010487396
9010487396C,4,20250415,215.84,517,9010487396
9010487396C,4,20260415,220.19,517,9010487396
9010488273C,4,20180415,201.26,517,9010488273
9010488273C,4,20190415,206.93,517,9010488273
9010488273C,4,20200415,212.51,517,9010488273
9010488273C,4,20210415,217.99,517,9010488273
9010488273C,4,20220415,223.29,517,9010488273
9010488273C,4,20230415,228.40,517,9010488273
9010488273C,4,20240415,233.52,517,9010488273
9010488273C,4,20250415,238.54,517,9010488273
9010488273C,4,20260415,243.46,517,9010488273
9010488274C,4,20180415,207.08,517,9010488274
9010489508C,4,20180515,119.13,517,9010489508
9010489508C,4,20190515,122.09,517,9010489508
9010495120C,4,20180901,205.02,517,9010495120
9010495120C,4,20190901,209.64,517,9010495120
9010495122C,4,20180901,139.41,517,9010495122
9010495122C,4,20190901,144.18,517,9010495122
9010495122C,4,20200901,148.79,517,9010495122
9010495122C,4,20210901,153.48,517,9010495122
9010495122C,4,20220901,158.25,517,9010495122
9010495122C,4,20230901,162.94,517,9010495122
9010495122C,4,20240901,167.71,517,9010495122
9010495122C,4,20250901,172.40,517,9010495122
9010497768C,1,20181015,106.10,515,9010497768
9010497768C,1,20191015,108.67,515,9010497768
9010497768C,1,20201015,111.17,515,9010497768
9010497768C,1,20211015,88.72,515,9010497768
9010497768C,3,20211015,24.90,514,9010497768
9010497768C,3,20221015,116.03,514,9010497768
9010497768C,3,20231015,118.37,514,9010497768
9010501836C,4,20180115,311.29,517,9010501836
9010502820C,4,20180304,178.20,517,9010502820
9010503391C,3,20180128,104.90,514,9010503391
9010505481C,4,20180401,119.55,517,9010505481
9010505481C,4,20190401,124.86,517,9010505481
9010505481C,4,20200401,130.16,517,9010505481
9010505481C,4,20210401,135.59,517,9010505481
9010505481C,4,20220401,141.27,517,9010505481
9010505481C,4,20230401,146.82,517,9010505481
9010505481C,4,20240401,152.50,517,9010505481
9010505549C,1,20180608,91.35,515,9010505549
9010506408C,4,20180415,113.96,517,9010506408
9010506408C,4,20190415,116.85,517,9010506408
9010506408C,4,20200415,119.70,517,9010506408
9010506408C,4,20210415,122.55,517,9010506408
9010506408C,4,20220415,125.40,517,9010506408
9010506408C,4,20230415,128.25,517,9010506408
9010506408C,4,20240415,131.10,517,9010506408
9010506408C,4,20250415,133.86,517,9010506408
9010506408C,4,20260415,136.61,517,9010506408
9010506497C,4,20180415,206.81,517,9010506497
9010506497C,4,20190415,213.70,517,9010506497
9010506497C,4,20200415,220.59,517,9010506497
9010506497C,4,20210415,227.48,517,9010506497
9010506497C,4,20220415,234.37,517,9010506497
9010506497C,4,20230415,241.38,517,9010506497
9010506497C,4,20240415,248.27,517,9010506497
9010506497C,4,20250415,255.04,517,9010506497
9010506497C,4,20260415,261.81,517,9010506497
9010507004C,3,20180410,65.85,514,9010507004
9010507005C,3,20180410,25.82,514,9010507005
9010510671C,3,20180621,26.80,514,9010510671
9010510671C,3,20190621,27.63,514,9010510671
9010510671C,3,20200621,28.50,514,9010510671
9010510671C,3,20210621,29.30,514,9010510671
9010510671C,3,20220621,30.20,514,9010510671
9010510979C,4,20180715,208.68,517,9010510979
9010510979C,4,20190715,216.14,517,9010510979
9010510979C,4,20200715,223.46,517,9010510979
9010510979C,4,20210715,230.92,517,9010510979
9010510979C,4,20220715,238.25,517,9010510979
9010510979C,4,20230715,245.57,517,9010510979
9010510979C,4,20240715,253.16,517,9010510979
9010510979C,4,20250715,260.49,517,9010510979
9010511203C,3,20180720,10.72,514,9010511203
9010511203C,3,20190720,11.07,514,9010511203
9010511203C,3,20200720,11.38,514,9010511203
9010511203C,3,20210720,11.73,514,9010511203
9010511203C,3,20220720,11.99,514,9010511203
9010511203C,3,20230720,12.23,514,9010511203
9010511203C,3,20240720,12.54,514,9010511203
9010511203C,3,20250720,12.88,514,9010511203
9010511355C,4,20180715,105.79,517,9010511355
9010511795C,4,20180801,59.18,517,9010511795
9010511795C,4,20190801,61.65,517,9010511795
9010511795C,4,20200801,64.17,517,9010511795
9010511795C,4,20210801,66.73,517,9010511795
9010511795C,4,20220801,69.30,517,9010511795
9010511795C,4,20230801,71.82,517,9010511795
9010511795C,4,20240801,74.44,517,9010511795
9010511795C,4,20250801,77.06,517,9010511795
9010512061C,4,20250819,1872.87,517,9010512061
9010513607C,4,20180915,204.43,517,9010513607
9010513607C,4,20190915,209.30,517,9010513607
9010513607C,4,20200915,214.11,517,9010513607
9010513607C,4,20210915,218.83,517,9010513607
9010513627C,4,20180815,22.72,517,9010513627
9010513848C,3,20180821,232.05,514,9010513848
9010513848C,3,20190821,239.70,514,9010513848
9010513848C,3,20200821,247.20,514,9010513848
9010513848C,3,20210821,254.55,514,9010513848
9010513848C,3,20220821,261.60,514,9010513848
9010513848C,3,20230821,268.50,514,9010513848
9010513848C,3,20240821,275.10,514,9010513848
9010513848C,3,20250821,281.70,514,9010513848
9010513849C,3,20180821,130.80,514,9010513849
9010514051C,3,20180824,88.35,514,9010514051
9010514052C,4,20180824,40.62,517,9010514052
9010516211C,2,20181127,95.50,516,9010516211
9010516211C,2,20191127,104.50,516,9010516211
9010517231C,4,20181015,109.74,517,9010517231
9010517231C,4,20191015,112.48,517,9010517231
9010517231C,4,20201015,115.27,517,9010517231
9010517231C,4,20211015,118.02,517,9010517231
9010517231C,4,20221015,120.76,517,9010517231
9010517231C,4,20231015,123.41,517,9010517231
9010517231C,4,20241015,126.07,517,9010517231
9010518048C,4,20181101,238.77,517,9010518048
9010518048C,4,20191101,244.84,517,9010518048
9010518048C,4,20201101,250.82,517,9010518048
9010518048C,4,20211101,256.79,517,9010518048
9010518048C,4,20221101,262.76,517,9010518048
9010518048C,4,20231101,268.73,517,9010518048
9010518048C,4,20241101,274.70,517,9010518048
9010518048C,4,20251101,280.47,517,9010518048
9010518049C,4,20181101,128.07,517,9010518049
9010518049C,4,20191101,131.92,517,9010518049
9010518049C,4,20201101,135.77,517,9010518049
9010518049C,4,20211101,139.56,517,9010518049
9010518049C,4,20221101,143.22,517,9010518049
9010518049C,4,20231101,146.83,517,9010518049
9010518049C,4,20241101,150.30,517,9010518049
9010518049C,4,20251101,153.72,517,9010518049
9010518050C,4,20181101,157.11,517,9010518050
9010518050C,4,20191101,161.00,517,9010518050
9010518050C,4,20201101,164.83,517,9010518050
9010518051C,4,20181101,176.36,517,9010518051
9010518051C,4,20191101,180.85,517,9010518051
9010518051C,4,20201101,185.26,517,9010518051
9010518051C,4,20211101,189.67,517,9010518051
9010518051C,4,20221101,194.08,517,9010518051
9010518051C,4,20231101,198.49,517,9010518051
9010518051C,4,20241101,202.90,517,9010518051
9010518051C,4,20251101,207.17,517,9010518051
9010520217C,4,20181115,153.20,517,9010520217
9010520451C,3,20181120,39.10,514,9010520451
9010521160C,3,20180106,39.36,514,9010521160
9010521160C,3,20190106,40.44,514,9010521160
9010521213C,4,20180101,203.40,517,9010521213
9010521213C,4,20190101,208.56,517,9010521213
9010521213C,4,20200101,213.71,517,9010521213
9010521213C,4,20210101,218.71,517,9010521213
9010521213C,4,20220101,223.55,517,9010521213
9010521213C,4,20230101,228.31,517,9010521213
9010521756C,4,20181218,75.90,517,9010521756
9010523058C,4,20180201,105.17,517,9010523058
9010523058C,4,20190201,107.86,517,9010523058
9010523058C,4,20200201,110.56,517,9010523058
9010523058C,4,20210201,113.30,517,9010523058
9010523058C,4,20220201,115.99,517,9010523058
9010523058C,4,20230201,118.65,517,9010523058
9010523058C,4,20240201,121.26,517,9010523058
9010523058C,4,20250201,123.78,517,9010523058
9010523097C,3,20180205,150.99,514,9010523097
9010523097C,3,20190205,155.93,514,9010523097
9010524282C,4,20180125,45.65,517,9010524282
9010524282C,4,20190125,46.99,517,9010524282
9010526524C,4,20180415,130.17,517,9010526524
9010526524C,4,20190415,134.95,517,9010526524
9010526524C,4,20200415,139.82,517,9010526524
9010526524C,4,20210415,144.78,517,9010526524
9010526524C,4,20220415,149.56,517,9010526524
9010526524C,4,20230415,154.51,517,9010526524
9010526524C,4,20240415,159.30,517,9010526524
9010526526C,4,20180415,297.68,517,9010526526
9010527102C,4,20180415,56.18,517,9010527102
9010527102C,4,20190415,58.67,517,9010527102
9010527102C,4,20200415,61.10,517,9010527102
9010527102C,4,20210415,63.70,517,9010527102
9010527102C,4,20220415,66.24,517,9010527102
9010527102C,4,20230415,68.89,517,9010527102
9010527102C,4,20240415,71.48,517,9010527102
9010527102C,4,20250415,74.13,517,9010527102
9010527102C,4,20260415,76.83,517,9010527102
9010527103C,4,20180415,53.69,517,9010527103
9010527103C,4,20190415,56.10,517,9010527103
9010527103C,4,20200415,58.62,517,9010527103
9010527103C,4,20210415,61.15,517,9010527103
9010527103C,4,20220415,63.73,517,9010527103
9010527103C,4,20230415,66.37,517,9010527103
9010527103C,4,20240415,68.95,517,9010527103
9010527103C,4,20250415,71.70,517,9010527103
9010527103C,4,20260415,74.40,517,9010527103
9010527336C,3,20180404,14.62,514,9010527336
9010527336C,3,20190404,15.18,514,9010527336
9010529613C,4,20180601,260.14,517,9010529613
9010529613C,4,20190601,268.34,517,9010529613
9010529613C,4,20200601,276.41,517,9010529613
9010529613C,4,20210601,284.48,517,9010529613
9010529613C,4,20220601,292.42,517,9010529613
9010529613C,4,20230601,300.09,517,9010529613
9010529613C,4,20240601,307.64,517,9010529613
9010529613C,4,20250601,314.93,517,9010529613
9010529613C,4,20260601,322.09,517,9010529613
9010529993C,4,20180601,122.47,517,9010529993
9010529993C,4,20190601,126.26,517,9010529993
9010529993C,4,20200601,130.04,517,9010529993
9010529993C,4,20210601,133.71,517,9010529993
9010529993C,4,20220601,137.31,517,9010529993
9010529993C,4,20230601,140.85,517,9010529993
9010529993C,4,20240601,144.28,517,9010529993
9010529993C,4,20250601,147.58,517,9010529993
9010529993C,4,20260601,150.89,517,9010529993
9010530033C,1,20180516,128.50,515,9010530033
9010530033C,1,20190516,131.70,515,9010530033
9010539198C,4,20181101,129.21,517,9010539198
9010539198C,4,20191101,133.70,517,9010539198
9010539198C,4,20201101,138.11,517,9010539198
9010539198C,4,20211101,142.68,517,9010539198
9010540774C,4,20181115,55.59,517,9010540774
9010540774C,4,20191115,58.04,517,9010540774
9010540774C,4,20201115,60.61,517,9010540774
9010540774C,4,20211115,63.18,517,9010540774
9010540774C,4,20221115,65.75,517,9010540774
9010540774C,4,20231115,68.42,517,9010540774
9010540774C,4,20241115,71.10,517,9010540774
9010540774C,4,20251115,73.84,517,9010540774
9010540781C,1,20181115,56.18,515,9010540781
9010540781C,1,20191115,58.67,515,9010540781
9010540781C,1,20201115,61.10,515,9010540781
9010540781C,1,20211115,63.70,515,9010540781
9010540781C,1,20221115,66.24,515,9010540781
9010540781C,1,20231115,68.89,515,9010540781
9010540781C,1,20241115,71.48,515,9010540781
9010540781C,1,20251115,74.13,515,9010540781
9010542288C,3,20181112,224.25,514,9010542288
9010542288C,3,20191112,232.05,514,9010542288
9010542288C,3,20201112,239.70,514,9010542288
9010542288C,3,20211112,247.20,514,9010542288
9010542288C,3,20221112,254.55,514,9010542288
9010542288C,3,20231112,261.60,514,9010542288
9010542288C,3,20241112,268.50,514,9010542288
9010542288C,3,20251112,275.10,514,9010542288
9010543558C,4,20180101,378.50,517,9010543558
9010543558C,4,20190101,390.76,517,9010543558
9010543558C,4,20200101,402.84,517,9010543558
9010543558C,4,20210101,414.91,517,9010543558
9010543558C,4,20220101,426.60,517,9010543558
9010543558C,4,20230101,438.10,517,9010543558
9010543558C,4,20240101,449.41,517,9010543558
9010543558C,4,20250101,460.33,517,9010543558
9010543558C,4,20260101,470.87,517,9010543558
9010543559C,4,20180101,390.93,517,9010543559
9010543559C,4,20190101,404.02,517,9010543559
9010543559C,4,20200101,417.11,517,9010543559
9010543559C,4,20210101,430.20,517,9010543559
9010543559C,4,20220101,443.07,517,9010543559
9010543559C,4,20230101,455.95,517,9010543559
9010543559C,4,20240101,468.82,517,9010543559
9010543559C,4,20250101,481.28,517,9010543559
9010543559C,4,20260101,493.52,517,9010543559
9010544183C,3,20181214,44.35,514,9010544183
9010544183C,3,20191214,45.95,514,9010544183
9010545196C,4,20180107,8.66,517,9010545196
9010545196C,4,20190107,8.71,517,9010545196
9010545196C,4,20200107,8.48,517,9010545196
9010545196C,4,20210107,8.09,517,9010545196
9010545196C,4,20220107,7.51,517,9010545196
9010545196C,4,20230107,7.13,517,9010545196
9010545623C,4,20180215,92.73,517,9010545623
9010545623C,4,20190215,95.17,517,9010545623
9010545623C,4,20200215,97.57,517,9010545623
9010545623C,4,20210215,99.89,517,9010545623
9010545623C,4,20220215,102.18,517,9010545623
9010545623C,4,20230215,104.44,517,9010545623
9010546961C,4,20180301,56.16,517,9010546961
9010546961C,4,20190301,58.46,517,9010546961
9010546961C,4,20200301,60.72,517,9010546961
9010546961C,4,20210301,63.01,517,9010546961
9010546964C,4,20180301,262.68,517,9010546964
9010546964C,4,20190301,272.60,517,9010546964
9010546964C,4,20200301,282.52,517,9010546964
9010546964C,4,20210301,292.62,517,9010546964
9010546964C,4,20220301,302.54,517,9010546964
9010546964C,4,20230301,312.63,517,9010546964
9010546964C,4,20240301,322.55,517,9010546964
9010546964C,4,20250301,332.47,517,9010546964
9010546964C,4,20260301,342.75,517,9010546964
9010547021C,4,20180301,261.50,517,9010547021
9010547021C,4,20190301,270.82,517,9010547021
9010547021C,4,20200301,279.99,517,9010547021
9010547021C,4,20210301,289.32,517,9010547021
9010547021C,4,20220301,298.65,517,9010547021
9010547021C,4,20230301,307.98,517,9010547021
9010547021C,4,20240301,317.31,517,9010547021
9010547021C,4,20250301,326.79,517,9010547021
9010547021C,4,20260301,336.12,517,9010547021
9010547488C,4,20180212,84.70,517,9010547488
9010547488C,4,20190212,86.95,517,9010547488
9010547488C,4,20200212,88.35,517,9010547488
9010547892C,4,20180315,123.79,517,9010547892
9010547892C,4,20190315,128.03,517,9010547892
9010547892C,4,20200315,132.35,517,9010547892
9010547892C,4,20210315,136.60,517,9010547892
9010547892C,4,20220315,140.91,517,9010547892
9010547892C,4,20230315,145.16,517,9010547892
9010547892C,4,20240315,149.41,517,9010547892
9010547892C,4,20250315,153.65,517,9010547892
9010547892C,4,20241001,153.65,517,9010547892
9010547892C,4,20260315,157.83,517,9010547892
9010548366C,4,20180225,84.49,517,9010548366
9010548366C,4,20190225,87.33,517,9010548366
9010550088C,4,20180415,56.65,517,9010550088
9010550088C,4,20190415,58.83,517,9010550088
9010550088C,4,20200415,61.06,517,9010550088
9010550088C,4,20210415,63.33,517,9010550088
9010550088C,4,20220415,65.55,517,9010550088
9010550088C,4,20230415,67.82,517,9010550088
9010550088C,4,20240415,70.05,517,9010550088
9010550088C,4,20250415,72.32,517,9010550088
9010550088C,4,20260415,74.54,517,9010550088
9010550564C,4,20180415,290.09,517,9010550564
9010550564C,4,20190415,297.68,517,9010550564
9010552856C,4,20180505,57.55,517,9010552856
9010552856C,4,20190505,59.25,517,9010552856
9010552856C,4,20200505,60.95,517,9010552856
9010555054C,4,20180613,70.40,517,9010555054
9010555054C,4,20190613,73.10,517,9010555054
9010555054C,4,20200613,75.90,517,9010555054
9010555714C,3,20180626,57.55,514,9010555714
9010555714C,3,20190626,59.25,514,9010555714
9010555714C,3,20200626,60.95,514,9010555714
9010556634C,1,20180815,96.37,515,9010556634
9010556634C,1,20190815,98.96,515,9010556634
9010556634C,1,20200815,101.51,515,9010556634
9010556634C,1,20210815,104.03,515,9010556634
9010556634C,1,20220815,106.50,515,9010556634
9010556634C,1,20230815,108.90,515,9010556634
9010556634C,1,20240815,111.26,515,9010556634
9010556634C,1,20250815,113.58,515,9010556634
9010557142C,4,20180815,96.37,517,9010557142
9010557142C,4,20190815,98.96,517,9010557142
9010557142C,4,20200815,101.51,517,9010557142
9010557142C,4,20210815,104.03,517,9010557142
9010557142C,4,20220815,106.50,517,9010557142
9010557142C,4,20230815,108.90,517,9010557142
9010557142C,4,20240815,111.26,517,9010557142
9010560185C,4,20181001,55.61,517,9010560185
9010560185C,4,20191001,58.01,517,9010560185
9010560185C,4,20201001,60.45,517,9010560185
9010560185C,4,20211001,62.84,517,9010560185
9010560185C,4,20221001,65.28,517,9010560185
9010560185C,4,20231001,67.77,517,9010560185
9010560185C,4,20241001,70.26,517,9010560185
9010560185C,4,20251001,72.79,517,9010560185
9010565013C,4,20181215,121.71,517,9010565013
9010565013C,4,20191215,125.76,517,9010565013
9010565013C,4,20201215,129.75,517,9010565013
9010565013C,4,20211215,133.80,517,9010565013
9010565013C,4,20221215,137.72,517,9010565013
9010565013C,4,20231215,141.71,517,9010565013
9010565013C,4,20241215,145.50,517,9010565013
9010565013C,4,20251215,149.29,517,9010565013
9010567983C,4,20180110,14.00,517,9010567983
9010567983C,4,20190110,14.52,517,9010567983
9010567983C,4,20200110,15.08,517,9010567983
9010567983C,4,20210110,15.64,517,9010567983
9010578323C,4,20180527,37.10,517,9010578323
