mpolicy,mphase,claimnum,family,lifecycle,before_claimstat,after_claimstat,reason,has_payment,mpaid,pddate,origsttus
010809361C,0,PS-010809361-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,141.31,20220915,22
010809361C,0,PS-010809361-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,141.31,20230915,22
010809361C,0,PS-010809361-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,141.31,20240916,22
010809361C,0,PS-010809361-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,141.31,20250915,22
010809739C,0,PS-010809739-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,386.44,20180910,22
010809739C,0,PS-010809739-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,386.44,20190909,22
010809739C,0,PS-010809739-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,386.44,20200908,22
010809739C,0,PS-010809739-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,386.44,20210908,22
010809739C,0,PS-010809739-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,386.44,20220908,22
010809739C,0,PS-010809739-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,386.44,20230908,22
010809977C,0,PS-010809977-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20181026,22
010809977C,0,PS-010809977-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20190903,22
010809977C,0,PS-010809977-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20200903,22
010809977C,0,PS-010809977-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20210903,22
010809977C,0,PS-010809977-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20220906,22
010809977C,0,PS-010809977-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20230905,22
010809977C,0,PS-010809977-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20240903,22
010809977C,0,PS-010809977-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,138.25,20250903,22
010810228C,0,PS-010810228-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,163.20,20180821,22
010810228C,0,PS-010810228-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,163.20,20190821,22
010810228C,0,PS-010810228-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,163.20,20200821,22
010810228C,0,PS-010810228-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,163.20,20210823,22
010810228C,0,PS-010810228-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,163.20,20220822,22
010810228C,0,PS-010810228-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,163.20,20230821,22
010810228C,0,PS-010810228-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,163.20,20240821,22
010810691C,0,PS-010810691-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20191011,22
010810691C,0,PS-010810691-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20201020,22
010810691C,0,PS-010810691-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20211020,22
010810691C,0,PS-010810691-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20221020,22
010810691C,0,PS-010810691-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20231020,22
010810691C,0,PS-010810691-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,179.35,20241021,22
010811306C,0,PS-010811306-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.48,20180924,22
010811306C,0,PS-010811306-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.48,20190923,22
010811306C,0,PS-010811306-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.48,20200922,22
010811382C,0,PS-010811382-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20180924,22
010811382C,0,PS-010811382-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20190923,22
010811382C,0,PS-010811382-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20200922,22
010811382C,0,PS-010811382-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20210922,22
010811382C,0,PS-010811382-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20220922,22
010811382C,0,PS-010811382-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20230922,22
010811382C,0,PS-010811382-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20240923,22
010811382C,0,PS-010811382-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,269.65,20250922,22
010811385C,0,PS-010811385-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20180924,22
010811385C,0,PS-010811385-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20190923,22
010811385C,0,PS-010811385-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20200922,22
010811385C,0,PS-010811385-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20210922,22
010811385C,0,PS-010811385-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20220922,22
010811385C,0,PS-010811385-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20230922,22
010811385C,0,PS-010811385-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20240923,22
010811385C,0,PS-010811385-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,321.50,20250922,22
010811386C,0,PS-010811386-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20180924,22
010811386C,0,PS-010811386-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20190923,22
010811386C,0,PS-010811386-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20200922,22
010811386C,0,PS-010811386-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20210922,22
010811386C,0,PS-010811386-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20220922,22
010811386C,0,PS-010811386-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20230922,22
010811386C,0,PS-010811386-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20240923,22
010811386C,0,PS-010811386-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,265.40,20250922,22
010811998C,0,PS-010811998-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,548.00,20180917,22
010811998C,0,PS-010811998-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,548.00,20190916,22
010811998C,0,PS-010811998-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,548.00,20200915,22
010811998C,0,PS-010811998-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,548.00,20210915,22
010811998C,0,PS-010811998-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,548.00,20220915,22
010812079C,0,PS-010812079-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20180911,22
010812079C,0,PS-010812079-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,188.10,20190911,22
010812225C,0,PS-010812225-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20181112,22
010812225C,0,PS-010812225-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20191112,22
010812225C,0,PS-010812225-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20201112,22
010812225C,0,PS-010812225-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20211112,22
010812225C,0,PS-010812225-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20221114,22
010812225C,0,PS-010812225-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20231113,22
010812225C,0,PS-010812225-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20241112,22
010812225C,0,PS-010812225-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,488.50,20251112,22
010813196C,0,PS-010813196-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20180917,22
010813196C,0,PS-010813196-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20190916,22
010813286C,0,PS-010813286-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,326.32,20181001,22
010813286C,0,PS-010813286-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,326.32,20191001,22
010813286C,0,PS-010813286-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,326.32,20201001,22
010813286C,0,PS-010813286-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,326.32,20211001,22
010813286C,0,PS-010813286-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,326.32,20221003,22
010813286C,0,PS-010813286-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,326.32,20231002,22
010813286C,0,PS-010813286-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,326.32,20241001,22
010813387C,0,PS-010813387-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20181002,22
010813387C,0,PS-010813387-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20191002,22
010813387C,0,PS-010813387-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20201002,22
010813387C,0,PS-010813387-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20211004,22
010813387C,0,PS-010813387-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20221003,22
010813387C,0,PS-010813387-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20231002,22
010813387C,0,PS-010813387-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20241002,22
010813387C,0,PS-010813387-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,689.80,20251002,22
010813388C,0,PS-010813388-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20181002,22
010813388C,0,PS-010813388-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20191002,22
010813388C,0,PS-010813388-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20201002,22
010813388C,0,PS-010813388-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20211004,22
010813388C,0,PS-010813388-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20221003,22
010813388C,0,PS-010813388-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20231002,22
010813388C,0,PS-010813388-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20241002,22
010813388C,0,PS-010813388-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,406.90,20251002,22
010813391C,0,PS-010813391-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,332.52,20181101,22
010813391C,0,PS-010813391-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,332.52,20191101,22
010813391C,0,PS-010813391-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,332.52,20201102,22
010813391C,0,PS-010813391-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,332.52,20211101,22
010813392C,0,PS-010813392-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20181001,22
010813392C,0,PS-010813392-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20191001,22
010813392C,0,PS-010813392-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20201001,22
010813392C,0,PS-010813392-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20211001,22
010813392C,0,PS-010813392-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20221003,22
010813392C,0,PS-010813392-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20231002,22
010813392C,0,PS-010813392-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20241001,22
010813392C,0,PS-010813392-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,373.75,20251001,22
010813427C,0,PS-010813427-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20210525,22
010813955C,0,PS-010813955-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20181008,22
010813955C,0,PS-010813955-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20191007,22
010813955C,0,PS-010813955-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20201007,22
010813955C,0,PS-010813955-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20211007,22
010813955C,0,PS-010813955-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20221007,22
010813955C,0,PS-010813955-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20231009,22
010813955C,0,PS-010813955-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20241008,22
010813955C,0,PS-010813955-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,505.50,20251007,22
010814115C,0,PS-010814115-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20181001,22
010814115C,0,PS-010814115-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20191001,22
010814115C,0,PS-010814115-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20201001,22
010814115C,0,PS-010814115-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20211001,22
010814115C,0,PS-010814115-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20221003,22
010814115C,0,PS-010814115-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20231002,22
010814115C,0,PS-010814115-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20241001,22
010814115C,0,PS-010814115-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,230.50,20251001,22
010814362C,0,PS-010814362-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20181010,22
010814362C,0,PS-010814362-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20191010,22
010814362C,0,PS-010814362-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20201012,22
010814362C,0,PS-010814362-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20211011,22
010814362C,0,PS-010814362-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20221010,22
010814362C,0,PS-010814362-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20231010,22
010814362C,0,PS-010814362-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20241010,22
010814362C,0,PS-010814362-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,254.75,20251010,22
010814389C,0,PS-010814389-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20181008,22
010814389C,0,PS-010814389-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20191007,22
010814390C,0,PS-010814390-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20181008,22
010814390C,0,PS-010814390-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20191007,22
010814390C,0,PS-010814390-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20201006,22
010814390C,0,PS-010814390-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20211006,22
010814390C,0,PS-010814390-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20221006,22
010814390C,0,PS-010814390-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20231006,22
010814390C,0,PS-010814390-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20241008,22
010814390C,0,PS-010814390-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,263.00,20251006,22
010814693C,0,PS-010814693-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20181010,22
010814693C,0,PS-010814693-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20191010,22
010814693C,0,PS-010814693-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20201012,22
010814693C,0,PS-010814693-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20211011,22
010814693C,0,PS-010814693-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20221010,22
010814693C,0,PS-010814693-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20231010,22
010814693C,0,PS-010814693-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20241010,22
010814693C,0,PS-010814693-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,424.15,20251010,22
010814931C,0,PS-010814931-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20181005,22
010814931C,0,PS-010814931-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20191007,22
010814931C,0,PS-010814931-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20201005,22
010814931C,0,PS-010814931-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20211005,22
010814931C,0,PS-010814931-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20221005,22
010814931C,0,PS-010814931-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20231005,22
010814931C,0,PS-010814931-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20241008,22
010814931C,0,PS-010814931-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,112.75,20251006,22
010814933C,0,PS-010814933-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,411.96,20181015,22
010815236C,0,PS-010815236-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,174.51,20181002,22
010815236C,0,PS-010815236-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,174.51,20191002,22
010815236C,0,PS-010815236-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,174.51,20201002,22
010815236C,0,PS-010815236-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,174.51,20211004,22
010815236C,0,PS-010815236-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,174.51,20221201,22
010815236C,0,PS-010815236-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,176.67,20231212,22
010815236C,0,PS-010815236-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,176.67,20241002,22
010815236C,0,PS-010815236-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,176.67,20251002,22
010815523C,0,PS-010815523-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20181001,22
010815523C,0,PS-010815523-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20191001,22
010815523C,0,PS-010815523-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20201001,22
010815523C,0,PS-010815523-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20211001,22
010815523C,0,PS-010815523-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20221003,22
010815523C,0,PS-010815523-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20231002,22
010815523C,0,PS-010815523-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20241001,22
010815523C,0,PS-010815523-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,164.50,20251001,22
010815524C,0,PS-010815524-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20181001,22
010815524C,0,PS-010815524-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20191001,22
010815524C,0,PS-010815524-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20201001,22
010815524C,0,PS-010815524-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20211001,22
010815524C,0,PS-010815524-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20221003,22
010815524C,0,PS-010815524-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20231002,22
010815524C,0,PS-010815524-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20241001,22
010815524C,0,PS-010815524-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,181.00,20251001,22
010815642C,0,PS-010815642-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20181017,22
010815642C,0,PS-010815642-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20191017,22
010815642C,0,PS-010815642-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20201019,22
010815642C,0,PS-010815642-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20211018,22
010815642C,0,PS-010815642-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20221017,22
010815642C,0,PS-010815642-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20231017,22
010815642C,0,PS-010815642-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20241017,22
010815642C,0,PS-010815642-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,315.18,20251017,22
010815680C,0,PS-010815680-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20180109,22
010815680C,0,PS-010815680-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20181015,22
010815680C,0,PS-010815680-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20191015,22
010815680C,0,PS-010815680-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20201015,22
010815680C,0,PS-010815680-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20211015,22
010815680C,0,PS-010815680-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20221017,22
010815680C,0,PS-010815680-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20231016,22
010815680C,0,PS-010815680-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20241015,22
010815680C,0,PS-010815680-009,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,358.00,20251015,22
010815681C,0,PS-010815681-001,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20180109,22
010815681C,0,PS-010815681-002,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20181101,22
010815681C,0,PS-010815681-003,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20191101,22
010815681C,0,PS-010815681-004,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20201102,22
010815681C,0,PS-010815681-005,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20211101,22
010815681C,0,PS-010815681-006,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20221101,22
010815681C,0,PS-010815681-007,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20231101,22
010815681C,0,PS-010815681-008,PARTIAL_SURRENDER,,99,99,FAMILY_SURRENDER_BUCKET,True,298.75,20241101,22
