SCOPE,MPOLICY,MPHASE,MPLAN,FIELD,BASELINE,CURRENT
PHASE1,9011093878C,1,1659C2,MLASTANN,32,31
PHASE1,9011093883C,1,5667AT,MLASTANN,32,31
PHASE1,9011094013C,1,1659C2,MLASTANN,32,31
PHASE1,9011094013C,1,1659C2,MPREM,23.14,11.1072
PHASE1,9011094544C,1,1L10SO,MLASTANN,32,31
PHASE1,9011094545C,1,1L10SO,MLASTANN,32,31
PHASE1,9011094955C,1,1L10SO,MLASTANN,32,31
PHASE1,9011095159C,1,5L0110,MLASTANN,32,31
PHASE1,9011095161C,1,5L0110,MLASTANN,32,31
PHASE1,9011095330C,1,1L10OD,MLASTANN,32,31
PHASE1,9011095600C,1,5L01MA,MLASTANN,32,31
PHASE1,9011095851C,1,1L10SO,MLASTANN,32,31
PHASE1,9011096068C,1,1L10OD,MLASTANN,32,31
PHASE1,9011096190C,1,1L10SO,MLASTANN,32,31
PHASE1,9011096290C,1,5L0510,MLASTANN,32,31
PHASE1,9011096291C,1,5L0510,MLASTANN,32,31
PHASE1,9011096643C,1,1L10SO,MLASTANN,32,31
PHASE1,9011096649C,1,1L10OD,MLASTANN,32,31
PHASE1,9011096868C,1,1L10SO,MLASTANN,32,31
PHASE1,9011097128C,1,5L0110,MLASTANN,32,31
PHASE1,9011097228C,1,1L10SO,MLASTANN,32,31
PHASE1,9011097343C,1,1L10SO,MLASTANN,32,31
PHASE1,9011097526C,1,5L0110,MLASTANN,32,31
PHASE1,9011097649C,1,1L10OD,MLASTANN,32,31
PHASE1,9011097650C,1,5L0510,MLASTANN,32,31
PHASE1,9011097702C,1,5L0510,MLASTANN,32,31
PHASE1,9011098063C,1,1659C2,MLASTANN,32,31
PHASE1,9011098063C,1,1659C2,MPREM,111.03,613.688181
PHASE1,9011098198C,1,1L10SO,MLASTANN,32,31
PHASE1,9011098238C,1,5L0110,MLASTANN,32,31
PHASE1,9011098597C,1,1L10SO,MLASTANN,32,31
PHASE1,9011098620C,1,1L10SO,MLASTANN,32,31
PHASE1,9011098649C,1,1L10SO,MLASTANN,32,31
PHASE1,9011098652C,1,1L10SO,MLASTANN,32,31
PHASE1,9011098654C,1,1L10OD,MLASTANN,32,31
PHASE1,9011098913C,1,1L10SO,MLASTANN,32,31
PHASE1,9011099771C,1,1L10SO,MLASTANN,31,30
PHASE1,9011099899C,1,1L10SO,MLASTANN,32,31
PHASE1,9011100026C,1,1L10SO,MLASTANN,32,31
PHASE1,9011100027C,1,1L10SO,MLASTANN,32,31
PHASE1,9011100080C,1,1L10SO,MLASTANN,32,31
PHASE1,9011100498C,1,5L0510,MLASTANN,32,31
PHASE1,9011100907C,1,1L10SO,MLASTANN,31,30
PHASE1,9011101252C,1,5L0110,MLASTANN,32,31
PHASE1,9011101266C,1,1L10SO,MLASTANN,32,31
PHASE1,9011101315C,1,1L10SO,MLASTANN,32,31
PHASE1,9011101548C,1,1L10SO,MLASTANN,32,31
PHASE1,9011101578C,1,1L10SO,MLASTANN,32,31
PHASE1,9011101607C,1,1659C2,MLASTANN,31,30
PHASE1,9011101663C,1,578STR,MLASTANN,39,38
PHASE1,9011101914C,1,5L0510,MLASTANN,32,31
PHASE1,9011101925C,1,5L0110,MLASTANN,31,30
PHASE1,9011102270C,1,1L10OD,MLASTANN,32,31
PHASE1,9011102405C,1,5L0110,MLASTANN,31,30
PHASE1,9011102532C,1,1L10SO,MLASTANN,31,30
PHASE1,9011102551C,1,1659C2,MLASTANN,31,30
PHASE1,9011102586C,1,5L075Y,MLASTANN,31,30
PHASE1,9011102787C,1,1L10OD,MLASTANN,32,31
PHASE1,9011102788C,1,1L10SO,MLASTANN,31,30
PHASE1,9011102977C,1,1L10SO,MLASTANN,31,30
PHASE1,9011103062C,1,1L10SO,MLASTANN,31,30
PHASE1,9011103066C,1,5L0510,MLASTANN,31,30
PHASE1,9011103126C,1,1L10SO,MLASTANN,31,30
PHASE1,9011103130C,1,1L10SO,MLASTANN,31,30
PHASE1,9011103202C,1,5L0110,MLASTANN,31,30
PHASE1,9011103507C,1,1L10OD,MLASTANN,31,30
PHASE1,9011103598C,1,7619DT,MLASTANN,31,30
PHASE1,9011103641C,1,1L10OD,MLASTANN,31,30
PHASE1,9011103642C,1,1L10OD,MLASTANN,31,30
PHASE1,9011103665C,1,1L10SO,MLASTANN,31,30
PHASE1,9011103728C,1,1L10SO,MLASTANN,31,30
PHASE1,9011103788C,1,1L10SO,MLASTANN,31,30
PHASE1,9011103996C,1,1L10SO,MLASTANN,31,30
PHASE1,9011104064C,1,1L10SO,MLASTANN,31,30
PHASE1,9011104096C,1,1L10SO,MLASTANN,31,30
PHASE1,9011104342C,1,1L10SO,MLASTANN,31,30
PHASE1,9011104570C,1,1L10SO,MLASTANN,31,30
PHASE1,9011104572C,1,1L10SO,MLASTANN,31,30
PHASE1,9011104828C,1,1L10SO,MLASTANN,31,30
PHASE1,9011105008C,1,1L10OD,MLASTANN,31,30
PHASE1,9011105059C,1,1L10SO,MLASTANN,31,30
PHASE1,9011105232C,1,1L10OD,MLASTANN,31,30
PHASE1,9011105332C,1,1L10SO,MLASTANN,31,30
PHASE1,9011105385C,1,1L10OD,MLASTANN,31,30
PHASE1,9011105386C,1,1L10OD,MLASTANN,31,30
PHASE1,9011105387C,1,1L10OD,MLASTANN,31,30
PHASE1,9011105523C,1,1L10SO,MLASTANN,31,30
PHASE1,9011105666C,1,1L10SO,MLASTANN,31,30
PHASE1,9011105839C,1,1L10SO,MLASTANN,31,30
PHASE1,9011105951C,1,1L10OD,MLASTANN,31,30
PHASE1,9011106029C,1,5L0110,MLASTANN,31,30
PHASE1,9011106030C,1,5L0110,MLASTANN,31,30
PHASE1,9011106176C,1,1L10SO,MLASTANN,31,30
PHASE1,9011106177C,1,1L10SO,MLASTANN,31,30
PHASE1,9011106214C,1,1L10SO,MLASTANN,31,30
PHASE1,9011106246C,1,5L0110,MLASTANN,31,30
PHASE1,9011106317C,1,1L10SO,MLASTANN,31,30
PHASE1,9011106422C,1,1L10OD,MLASTANN,31,30
PHASE1,9011106491C,1,1L10OD,MLASTANN,31,30
PHASE1,9011106598C,1,1658C1,MLASTANN,31,30
PHASE1,9011106598C,1,1658C1,MPREM,44.69,7.1504
PHASE1,9011106727C,1,1L10SO,MLASTANN,31,30
PHASE1,9011106738C,1,1L10SO,MLASTANN,31,30
PHASE1,9011107129C,1,1L10SO,MLASTANN,31,30
PHASE1,9011107137C,1,1L10OD,MLASTANN,31,30
PHASE1,9011107138C,1,5L075Y,MLASTANN,31,30
PHASE1,9011107331C,1,5L0510,MLASTANN,31,30
PHASE1,9011107641C,1,1L10SO,MLASTANN,31,30
PHASE1,9011107796C,1,1659C2,MLASTANN,31,30
PHASE1,9011107848C,1,1L10SO,MLASTANN,31,30
PHASE1,9011107863C,1,1L10SO,MLASTANN,31,30
PHASE1,9011107879C,1,1L10SO,MLASTANN,31,30
PHASE1,9011107893C,1,1L10SO,MLASTANN,31,30
PHASE1,9011108310C,1,1L10SO,MLASTANN,31,30
PHASE1,9011108515C,1,1L10SO,MLASTANN,31,30
PHASE1,9011108572C,1,1658C1,MLASTANN,31,30
PHASE1,9011108572C,1,1658C1,MPREM,39.64,3.1712
PHASE1,9011108587C,1,1L10SO,MLASTANN,31,30
PHASE1,9011108606C,1,1L10SO,MLASTANN,31,30
PHASE1,9011109124C,1,1L10SO,MLASTANN,31,30
PHASE1,9011109255C,1,1658C1,MLASTANN,31,30
PHASE1,9011109256C,1,1658C1,MLASTANN,31,30
PHASE1,9011109256C,1,1658C1,MPREM,8.69,4.1712
PHASE1,9011109257C,1,1658C1,MLASTANN,31,30
PHASE1,9011109257C,1,1658C1,MPREM,6.31,3.0288
PHASE1,9011109258C,1,1658C1,MLASTANN,31,30
PHASE1,9011109258C,1,1658C1,MPREM,9.22,4.4256
PHASE1,9011109259C,1,1L10SO,MLASTANN,31,30
PHASE1,9011109433C,1,1L10SO,MLASTANN,31,30
PHASE1,9011109446C,1,1L10OD,MLASTANN,31,30
PHASE1,9011109852C,1,1659C2,MLASTANN,31,30
PHASE1,9011109852C,1,1659C2,MPREM,63.01,30.2448
PHASE1,9011109861C,1,1L10SO,MLASTANN,31,30
PHASE1,9011109881C,1,1L10SO,MLASTANN,31,30
PHASE1,9011109967C,1,1659C2,MLASTANN,31,30
PHASE1,9011109967C,1,1659C2,MPREM,38.37,9.2088
PHASE1,9011109994C,1,1L10SO,MLASTANN,31,30
PHASE1,9011109996C,1,5L0110,MLASTANN,31,30
PHASE1,9011110116C,1,1L10SO,MLASTANN,31,30
PHASE1,9011110239C,1,5L0110,MLASTANN,31,30
PHASE1,9011110240C,1,5L0110,MLASTANN,31,30
PHASE1,9011110270C,1,1658C1,MLASTANN,31,30
PHASE1,9011110270C,1,1658C1,MPREM,64.68,31.0464
PHASE1,9011110271C,1,1658C1,MLASTANN,31,30
PHASE1,9011110271C,1,1658C1,MPREM,57.22,27.4656
PHASE1,9011110299C,1,1L10SO,MLASTANN,31,30
PHASE1,9011110339C,1,1L10SO,MLASTANN,31,30
PHASE1,9011110362C,1,1L10SO,MLASTANN,31,30
PHASE1,9011110363C,1,5L0110,MLASTANN,31,30
PHASE1,9011110458C,1,578STR,MLASTANN,39,38
PHASE1,9011110498C,1,5L0110,MLASTANN,31,30
PHASE1,9011110635C,1,1L10OD,MLASTANN,31,30
PHASE1,9011110698C,1,1L10SO,MLASTANN,31,30
PHASE1,9011110945C,1,5L0110,MLASTANN,31,30
PHASE1,9011110946C,1,1659C2,MLASTANN,31,30
PHASE1,9011110946C,1,1659C2,MPREM,755.50,15.11
PHASE1,9011110968C,1,1659C2,MLASTANN,31,30
PHASE1,9011110968C,1,1659C2,MPREM,2026.00,20.26
PHASE1,9011111218C,1,1L10SO,MLASTANN,31,30
PHASE1,9011111284C,1,5L0110,MLASTANN,31,30
PHASE1,9011111635C,1,1L10SO,MLASTANN,31,30
PHASE1,9011111930C,1,1L10SO,MLASTANN,31,30
PHASE1,9011112366C,1,1659C2,MLASTANN,31,30
PHASE1,9011112366C,1,1659C2,MPREM,20.28,9.7344
PHASE1,9011112641C,1,1L10SO,MLASTANN,31,30
PHASE1,9011112743C,1,1L10SO,MLASTANN,31,30
PHASE1,9011112744C,1,1L10SO,MLASTANN,31,30
PHASE1,9011112762C,1,1L10SO,MLASTANN,31,30
PHASE1,9011112998C,1,1L10SO,MLASTANN,31,30
PHASE1,9011113046C,1,5L0110,MLASTANN,31,30
PHASE1,9011113093C,1,5L0110,MLASTANN,31,30
PHASE1,9011113236C,1,1L10SO,MLASTANN,31,30
PHASE1,9011113250C,1,1L10SO,MLASTANN,31,30
PHASE1,9011113309C,1,1L10SO,MLASTANN,31,30
PHASE1,9011114096C,1,1L10SO,MLASTANN,31,30
PHASE1,9011114119C,1,1L10SO,MLASTANN,31,30
PHASE1,9011114139C,1,1L10SO,MLASTANN,31,30
PHASE1,9011114289C,1,1666WL,MLASTANN,48,47
PHASE1,9011114950C,1,1L10SO,MLASTANN,31,30
PHASE1,9011114994C,1,1659C2,MLASTANN,31,30
PHASE1,9011114994C,1,1659C2,MPREM,11.24,5.3952
PHASE1,9011115295C,1,1L10SO,MLASTANN,31,30
PHASE1,9011115534C,1,1L10SO,MLASTANN,31,30
PHASE1,9011115690C,1,1L10SO,MLASTANN,31,30
PHASE1,9011115707C,1,1659C2,MLASTANN,31,30
PHASE1,9011115707C,1,1659C2,MPREM,28.29,13.5792
PHASE1,9011115797C,1,1L10SO,MLASTANN,31,30
PHASE1,9011115885C,1,1L10SO,MLASTANN,31,30
PHASE1,9011116003C,1,1L10OD,MLASTANN,31,30
PHASE1,9011116180C,1,1L10SO,MLASTANN,31,30
PHASE1,9011116227C,1,5L0510,MLASTANN,31,30
PHASE1,9011116459C,1,5L0110,MLASTANN,31,30
PHASE1,9011116525C,1,1L10SO,MLASTANN,31,30
PHASE1,9011116585C,1,1L10OD,MLASTANN,31,30
PHASE1,9011116597C,1,1L10OD,MLASTANN,31,30
PHASE1,9011116770C,1,1L10SO,MLASTANN,31,30
PHASE1,9011117286C,1,1L10SO,MLASTANN,31,30
PHASE1,9011117500C,1,1L10OD,MLASTANN,31,30
PHASE1,9011117818C,1,1L10OD,MLASTANN,31,30
PHASE1,9011118170C,1,1L10SO,MLASTANN,31,30
PHASE1,9011118183C,1,1L10SO,MLASTANN,31,30
PHASE1,9011118229C,1,1659C2,MLASTANN,31,30
PHASE1,9011118229C,1,1659C2,MPREM,121.00,4.84
PHASE1,9011118400C,1,5L0110,MLASTANN,31,30
PHASE1,9011118463C,1,1L10SO,MLASTANN,31,30
PHASE1,9011118536C,1,1L10SO,MLASTANN,31,30
PHASE1,9011118555C,1,1L10OD,MLASTANN,31,30
PHASE1,9011118615C,1,1L10OD,MLASTANN,31,30
PHASE1,9011118704C,1,5L0510,MLASTANN,31,30
PHASE1,9011119026C,1,1L10SO,MLASTANN,31,30
PHASE1,9011119820C,1,1L10SO,MLASTANN,31,30
PHASE1,9011120163C,1,1L10OD,MLASTANN,31,30
PHASE1,9011120243C,1,5L0110,MLASTANN,31,30
PHASE1,9011120297C,1,1L10OD,MLASTANN,31,30
PHASE1,9011120375C,1,1L10SO,MLASTANN,31,30
PHASE1,9011120482C,1,1L10OD,MLASTANN,31,30
PHASE1,9011121071C,1,5L0110,MLASTANN,31,30
PHASE1,9011121309C,1,7619DT,MLASTANN,31,30
PHASE1,9011121713C,1,1L10SO,MLASTANN,31,30
PHASE1,9011121984C,1,5L0110,MLASTANN,31,30
PHASE1,9011122141C,1,1L10SO,MLASTANN,31,30
PHASE1,9011122230C,1,1L10SO,MLASTANN,31,30
PHASE1,9011122507C,1,1L10OD,MLASTANN,31,30
PHASE1,9011122680C,1,1L10OD,MLASTANN,31,30
PHASE1,9011122810C,1,1L10SO,MLASTANN,31,30
PHASE1,9011123322C,1,5L0110,MLASTANN,31,30
PHASE1,9011124169C,1,1L10SO,MLASTANN,31,30
PHASE1,9011124205C,1,5L0110,MLASTANN,31,30
PHASE1,9011124280C,1,5L0110,MLASTANN,31,30
PHASE1,9011124301C,1,1L10OD,MLASTANN,31,30
PHASE1,9011124501C,1,1L10SO,MLASTANN,31,30
PHASE1,9011124666C,1,1L10SO,MLASTANN,30,29
PHASE1,9011124755C,1,7619DT,MLASTANN,31,30
PHASE1,9011124924C,1,1L10SO,MLASTANN,31,30
PHASE1,9011124987C,1,1L10SO,MLASTANN,31,30
PHASE1,9011125076C,1,5L0510,MLASTANN,31,30
PHASE1,9011125619C,1,1L10SO,MLASTANN,31,30
PHASE1,9011126217C,1,5L0510,MLASTANN,31,30
PHASE1,9011126218C,1,5L0510,MLASTANN,31,30
PHASE1,9011126367C,1,1L10SO,MLASTANN,31,30
PHASE1,9011127439C,1,5L0110,MLASTANN,31,30
PHASE1,9011128643C,1,5L0510,MLASTANN,31,30
PHASE1,9011128980C,1,1L10SO,MLASTANN,30,29
PHASE1,9011129184C,1,1L10SO,MLASTANN,31,30
PHASE1,9011129276C,1,1659C2,MLASTANN,31,30
PHASE1,9011129591C,1,1L10SO,MLASTANN,30,29
PHASE1,9011129663C,1,1L10OD,MLASTANN,30,29
PHASE1,9011129665C,1,1L10OD,MLASTANN,30,29
PHASE1,9011129666C,1,1L10OD,MLASTANN,30,29
PHASE1,9011129667C,1,1L10OD,MLASTANN,30,29
PHASE1,9011129883C,1,1659C2,MLASTANN,30,29
PHASE1,9011129952C,1,5L0110,MLASTANN,30,29
PHASE1,9011129996C,1,5L075Y,MLASTANN,30,29
PHASE1,9011129997C,1,5L075Y,MLASTANN,30,29
PHASE1,9011130019C,1,5L0110,MLASTANN,30,29
PHASE1,9011130433C,1,5L0110,MLASTANN,30,29
PHASE1,9011130487C,1,1L10OD,MLASTANN,30,29
PHASE1,9011130547C,1,1L10OD,MLASTANN,30,29
PHASE1,9011130666C,1,1L10SO,MLASTANN,30,29
PHASE1,9011130752C,1,1L10SO,MLASTANN,30,29
PHASE1,9011130753C,1,5L0110,MLASTANN,30,29
PHASE1,9011130778C,1,1L10SO,MLASTANN,30,29
PHASE1,9011130902C,1,1L10OD,MLASTANN,30,29
PHASE1,9011131138C,1,1L10OD,MLASTANN,30,29
PHASE1,9011131139C,1,1L10OD,MLASTANN,30,29
PHASE1,9011131163C,1,1L10SO,MLASTANN,30,29
PHASE1,9011131381C,1,1L10SO,MLASTANN,31,30
PHASE1,9011131443C,1,1L10SO,MLASTANN,30,29
PHASE1,9011132389C,1,1L10SO,MLASTANN,30,29
PHASE1,9011132480C,1,5L0110,MLASTANN,30,29
PHASE1,9011132516C,1,1L10SO,MLASTANN,31,30
PHASE1,9011132834C,1,5L0110,MLASTANN,30,29
PHASE1,9011132969C,1,5L0110,MLASTANN,30,29
PHASE1,9011133146C,1,1L10SO,MLASTANN,30,29
PHASE1,9011133663C,1,1L10SO,MLASTANN,30,29
PHASE1,9011133747C,1,1L10OD,MLASTANN,30,29
PHASE1,9011133942C,1,1L10SO,MLASTANN,30,29
PHASE1,9011134001C,1,1659C2,MLASTANN,30,29
PHASE1,9011134002C,1,1659C2,MLASTANN,30,29
PHASE1,9011134051C,1,1L10SO,MLASTANN,30,29
PHASE1,9011134770C,1,1L10SO,MLASTANN,30,29
PHASE1,9011134933C,1,1L10SO,MLASTANN,30,29
PHASE1,9011135085C,1,1L10SO,MLASTANN,30,29
PHASE1,9011135494C,1,1L10SO,MLASTANN,30,29
PHASE1,9011135811C,1,1L10SO,MLASTANN,30,29
PHASE1,9011136025C,1,1L10SO,MLASTANN,30,29
PHASE1,9011136147C,1,5L0110,MLASTANN,30,29
PHASE1,9011136476C,1,1L10SO,MLASTANN,30,29
PHASE1,9011136508C,1,1L10SO,MLASTANN,30,29
PHASE1,9011136510C,1,5L075Y,MLASTANN,30,29
PHASE1,9011136536C,1,1L10SO,MLASTANN,30,29
PHASE1,9011136667C,1,1L10SO,MLASTANN,30,29
PHASE1,9011136689C,1,5L075Y,MLASTANN,30,29
PHASE1,9011136690C,1,5L075Y,MLASTANN,30,29
PHASE1,9011136704C,1,1L10SO,MLASTANN,30,29
PHASE1,9011136932C,1,1L10SO,MLASTANN,30,29
PHASE1,9011137089C,1,5L075Y,MLASTANN,30,29
PHASE1,9011137432C,1,1659C2,MLASTANN,30,29
PHASE1,9011137567C,1,5L0510,MLASTANN,30,29
PHASE1,9011137768C,1,1L10SO,MLASTANN,30,29
PHASE1,9011137858C,1,1L10SO,MLASTANN,30,29
PHASE1,9011137922C,1,1L10SO,MLASTANN,30,29
PHASE1,9011138044C,1,1659C2,MLASTANN,30,29
PHASE1,9011138044C,1,1659C2,MPREM,31.30,15.024
PHASE1,9011138126C,1,5L0510,MLASTANN,30,29
PHASE1,9011138259C,1,1L10SO,MLASTANN,30,29
PHASE1,9011138486C,1,1L10SO,MLASTANN,30,29
PHASE1,9011138599C,1,1L10SO,MLASTANN,30,29
PHASE1,9011138666C,1,1L10SO,MLASTANN,30,29
PHASE1,9011138880C,1,1L10OD,MLASTANN,30,29
PHASE1,9011138884C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139002C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139254C,1,5L0510,MLASTANN,30,29
PHASE1,9011139256C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139272C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139409C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139421C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139474C,1,1L10OD,MLASTANN,30,29
PHASE1,9011139777C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139937C,1,1L10SO,MLASTANN,30,29
PHASE1,9011139998C,1,1L10SO,MLASTANN,30,29
PHASE1,9011140025C,1,1L10SO,MLASTANN,30,29
PHASE1,9011140100C,1,1L10SO,MLASTANN,30,29
PHASE1,9011140185C,1,1L10SO,MLASTANN,30,29
PHASE1,9011140409C,1,1L10OD,MLASTANN,30,29
PHASE1,9011140516C,1,1659C2,MLASTANN,30,29
PHASE1,9011140516C,1,1659C2,MPREM,12.10,5.808
PHASE1,9011140521C,1,1L10SO,MLASTANN,30,29
PHASE1,9011140523C,1,5L0110,MLASTANN,30,29
PHASE1,9011140652C,1,1659C2,MLASTANN,30,29
PHASE1,9011140652C,1,1659C2,MPREM,11.34,5.4432
PHASE1,9011140826C,1,1L10SO,MLASTANN,30,29
PHASE1,9011140913C,1,1L10SO,MLASTANN,30,29
PHASE1,9011140970C,1,1L10SO,MLASTANN,30,29
PHASE1,9011141382C,1,1L10SO,MLASTANN,30,29
PHASE1,9011141741C,1,1L10SO,MLASTANN,30,29
PHASE1,9011141812C,1,1L10SO,MLASTANN,30,29
PHASE1,9011141863C,1,5L0110,MLASTANN,30,29
PHASE1,9011141895C,1,1L10SO,MLASTANN,30,29
PHASE1,9011141942C,1,1L10SO,MLASTANN,30,29
PHASE1,9011142178C,1,1L10SO,MLASTANN,30,29
PHASE1,9011142296C,1,1L10SO,MLASTANN,30,29
PHASE1,9011142354C,1,1L10SO,MLASTANN,30,29
PHASE1,9011142605C,1,1L10SO,MLASTANN,30,29
PHASE1,9011142643C,1,1L10OD,MLASTANN,30,29
PHASE1,9011142695C,1,1L10SO,MLASTANN,30,29
PHASE1,9011143147C,1,1L10SO,MLASTANN,30,29
PHASE1,9011143472C,1,1L10SO,MLASTANN,30,29
PHASE1,9011143473C,1,1L10SO,MLASTANN,30,29
PHASE1,9011143630C,1,1L10SO,MLASTANN,30,29
PHASE1,9011143825C,1,1L10SO,MLASTANN,30,29
PHASE1,9011144050C,1,1L10SO,MLASTANN,30,29
PHASE1,9011144173C,1,1L10SO,MLASTANN,30,29
PHASE1,9011144583C,1,1L10SO,MLASTANN,30,29
PHASE1,9011145429C,1,1L10OD,MLASTANN,30,29
PHASE1,9011145520C,1,5L0110,MLASTANN,30,29
PHASE1,9011145521C,1,5L0110,MLASTANN,30,29
PHASE1,9011145527C,1,1L10SO,MLASTANN,30,29
PHASE1,9011145715C,1,1L10SO,MLASTANN,30,29
PHASE1,9011145881C,1,5L0110,MLASTANN,30,29
PHASE1,9011145926C,1,1L10SO,MLASTANN,30,29
PHASE1,9011146240C,1,1L10SO,MLASTANN,30,29
PHASE1,9011146243C,1,5L0110,MLASTANN,30,29
PHASE1,9011146268C,1,1L10SO,MLASTANN,30,29
PHASE1,9011146520C,1,1L10SO,MLASTANN,30,29
PHASE1,9011146845C,1,1L10SO,MLASTANN,30,29
PHASE1,9011146915C,1,1L10SO,MLASTANN,30,29
PHASE1,9011146916C,1,1L10SO,MLASTANN,30,29
PHASE1,9011146946C,1,1L10SO,MLASTANN,30,29
PHASE1,9011147343C,1,1L10SO,MLASTANN,30,29
PHASE1,9011147430C,1,5L0110,MLASTANN,30,29
PHASE1,9011147572C,1,5L0110,MLASTANN,30,29
PHASE1,9011147665C,1,1L10OD,MLASTANN,30,29
PHASE1,9011147666C,1,1L10OD,MLASTANN,30,29
PHASE1,9011147689C,1,1L10SO,MLASTANN,30,29
PHASE1,9011147759C,1,1L10SO,MLASTANN,30,29
PHASE1,9011147930C,1,1L10SO,MLASTANN,30,29
PHASE1,9011147951C,1,1L10SO,MLASTANN,30,29
PHASE1,9011148184C,1,1L10SO,MLASTANN,30,29
PHASE1,9011148336C,1,1L10SO,MLASTANN,30,29
PHASE1,9011148532C,1,1L10SO,MLASTANN,30,29
PHASE1,9011148693C,1,7619DT,MLASTANN,30,29
PHASE1,9011148694C,1,7619DT,MLASTANN,30,29
PHASE1,9011148847C,1,1L10SO,MLASTANN,30,29
PHASE1,9011149067C,1,1L10SO,MLASTANN,30,29
PHASE1,9011149370C,1,1L10SO,MLASTANN,30,29
PHASE1,9011149711C,1,5L0110,MLASTANN,30,29
PHASE1,9011149903C,1,1L10SO,MLASTANN,30,29
PHASE1,9011149905C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150003C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150263C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150309C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150314C,1,5L0110,MLASTANN,30,29
PHASE1,9011150316C,1,5L0110,MLASTANN,30,29
PHASE1,9011150430C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150435C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150801C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150820C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150947C,1,1L10OD,MLASTANN,30,29
PHASE1,9011150948C,1,1L10OD,MLASTANN,30,29
PHASE1,9011150969C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150971C,1,1L10SO,MLASTANN,30,29
PHASE1,9011150973C,1,1L10SO,MLASTANN,30,29
PHASE1,9011151041C,1,1L10SO,MLASTANN,30,29
PHASE1,9011151209C,1,1659C2,MLASTANN,30,29
PHASE1,9011151285C,1,1L10SO,MLASTANN,30,29
PHASE1,9011151293C,1,1L10SO,MLASTANN,30,29
PHASE1,9011151378C,1,1L10SO,MLASTANN,30,29
PHASE1,9011151436C,1,1659C2,MLASTANN,30,29
PHASE1,9011151486C,1,1L10SO,MLASTANN,30,29
PHASE1,9011151540C,1,5L0110,MLASTANN,30,29
PHASE1,9011151886C,1,1L10SO,MLASTANN,30,29
PHASE1,9011151909C,1,1L10SO,MLASTANN,30,29
PHASE1,9011152039C,1,1L10SO,MLASTANN,30,29
PHASE1,9011152065C,1,5L0510,MLASTANN,30,29
PHASE1,9011152181C,1,1L10SO,MLASTANN,30,29
PHASE1,9011152369C,1,1L10SO,MLASTANN,30,29
PHASE1,9011152459C,1,1L10SO,MLASTANN,30,29
PHASE1,9011152698C,1,5L0110,MLASTANN,30,29
PHASE1,9011152870C,1,1659C2,MLASTANN,30,29
PHASE1,9011152870C,1,1659C2,MPREM,112.75,4.51
PHASE1,9011152874C,1,1L10SO,MLASTANN,30,29
PHASE1,9011152961C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153148C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153183C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153243C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153424C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153546C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153547C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153789C,1,1L10OD,MLASTANN,30,29
PHASE1,9011153790C,1,1L10OD,MLASTANN,30,29
PHASE1,9011153873C,1,1L10SO,MLASTANN,30,29
PHASE1,9011153921C,1,1L10OD,MLASTANN,30,29
PHASE1,9011154270C,1,1L10SO,MLASTANN,30,29
PHASE1,9011154271C,1,1L10SO,MLASTANN,30,29
PHASE1,9011154281C,1,1L10OD,MLASTANN,30,29
PHASE1,9011154282C,1,1L10OD,MLASTANN,30,29
PHASE1,9011154364C,1,5L0110,MLASTANN,30,29
PHASE1,9011154479C,1,1L10OD,MLASTANN,30,29
PHASE1,9011154621C,1,5L0110,MLASTANN,30,29
PHASE1,9011154622C,1,1L10SO,MLASTANN,30,29
PHASE1,9011154752C,1,1L10SO,MLASTANN,30,29
PHASE1,9011154852C,1,1659C2,MLASTANN,30,29
PHASE1,9011154856C,1,1659C2,MLASTANN,30,29
PHASE1,9011154856C,1,1659C2,MPREM,19.02,9.1296
PHASE1,9011154868C,1,1L10SO,MLASTANN,30,29
PHASE1,9011155011C,1,1L10SO,MLASTANN,30,29
PHASE1,9011155232C,1,1L10SO,MLASTANN,30,29
PHASE1,9011155273C,1,5L0110,MLASTANN,30,29
PHASE1,9011155354C,1,1L10SO,MLASTANN,30,29
PHASE1,9011155357C,1,1L10SO,MLASTANN,30,29
PHASE1,9011155359C,1,1L10SO,MLASTANN,30,29
