POLICY_NUMBER,MPOLICY,CONTRACT_CODE,CONTRACT_REASON,PAID_UP_TYPE,CURRENT_KEY,PROPOSED_KEY,CURRENT_MSTATUS,PROPOSED_MSTATUS,EMITTED_MSTATUS,WOULD_CHANGE,PROPOSED_UNMAPPED
9011103996,011103996C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011104064,011104064C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011104096,011104096C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011104342,011104342C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011104570,011104570C,T,DC,RU,ST_PUT_RU,ST_T_DC,45,53,45,True,False
9011104572,011104572C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011104828,011104828C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011105008,011105008C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011105059,011105059C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9011105332,011105332C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011105385,011105385C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011105523,011105523C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9011105666,011105666C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011105839,011105839C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011105951,011105951C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011106029,011106029C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011106030,011106030C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011106177,011106177C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9011106214,011106214C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011106317,011106317C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011106491,011106491C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011106738,011106738C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011107129,011107129C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011107331,011107331C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011107641,011107641C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011107848,011107848C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011107863,011107863C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011107879,011107879C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011107893,011107893C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011108310,011108310C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011108515,011108515C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9011108587,011108587C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011108606,011108606C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011109124,011109124C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011109256,011109256C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011109259,011109259C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011109433,011109433C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011109446,011109446C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011109852,011109852C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011109861,011109861C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011109881,011109881C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011109994,011109994C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011110116,011110116C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011110239,011110239C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011110240,011110240C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011110270,011110270C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011110271,011110271C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011110299,011110299C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011110339,011110339C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011110362,011110362C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011110363,011110363C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011110458,011110458C,T,EX,PU,ST_PUT_PU,ST_T_EX,41,56,41,True,False
9011110498,011110498C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011110698,011110698C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9011110946,011110946C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011110968,011110968C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011111635,011111635C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011111930,011111930C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011112366,011112366C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011112641,011112641C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011112743,011112743C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011112744,011112744C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011112762,011112762C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011113236,011113236C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011113309,011113309C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011114096,011114096C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011114119,011114119C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011114139,011114139C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011114289,011114289C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9011114950,011114950C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011115295,011115295C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011115534,011115534C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011115690,011115690C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011115885,011115885C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011116003,011116003C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011116180,011116180C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011116459,011116459C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011116525,011116525C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011116770,011116770C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011117286,011117286C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011118170,011118170C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011118183,011118183C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011118229,011118229C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011118536,011118536C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011118704,011118704C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011119820,011119820C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011120297,011120297C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9011120375,011120375C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011120482,011120482C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011121713,011121713C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9011121984,011121984C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011122141,011122141C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011122230,011122230C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011122810,011122810C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011123322,011123322C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011124169,011124169C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011124301,011124301C,T,SR,LP,ST_PUT_LP,ST_T_SR,54,55,54,True,False
9011124501,011124501C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011124666,011124666C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011124755,011124755C,T,EX,,ST_T_EX,ST_T_EX,56,56,56,False,False
9011124924,011124924C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9011124987,011124987C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011125076,011125076C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011125619,011125619C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011126217,011126217C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011126218,011126218C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011126367,011126367C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011128643,011128643C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011128980,011128980C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011129663,011129663C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011129996,011129996C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011129997,011129997C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011130433,011130433C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011130547,011130547C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9011130666,011130666C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9011130752,011130752C,T,MA,PU,ST_PUT_PU,ST_T_MA,41,57,41,True,False
9011130753,011130753C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011130778,011130778C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011130902,011130902C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011131163,011131163C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011131381,011131381C,T,MA,PU,ST_PUT_PU,ST_T_MA,41,57,41,True,False
9011131443,011131443C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011132389,011132389C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011132480,011132480C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011132516,011132516C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011132834,011132834C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011133146,011133146C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011133663,011133663C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011134051,011134051C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9011134933,011134933C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011135085,011135085C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011135494,011135494C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011135811,011135811C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011136025,011136025C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011136476,011136476C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011136508,011136508C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011136667,011136667C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011136690,011136690C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011136704,011136704C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011136932,011136932C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011137768,011137768C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011137858,011137858C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011138259,011138259C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011138486,011138486C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011138599,011138599C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011138666,011138666C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011138880,011138880C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011138884,011138884C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011139254,011139254C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011139256,011139256C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011139272,011139272C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011139409,011139409C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011139421,011139421C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011139777,011139777C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9011139937,011139937C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011139998,011139998C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011140025,011140025C,T,MA,PU,ST_PUT_PU,ST_T_MA,41,57,41,True,False
9011140100,011140100C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011140409,011140409C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011140516,011140516C,T,SR,ET,ST_PUT_ET,ST_T_SR,44,55,44,True,False
9011140521,011140521C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011140652,011140652C,T,SR,ET,ST_PUT_ET,ST_T_SR,44,55,44,True,False
9011140826,011140826C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011140913,011140913C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011141382,011141382C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011141741,011141741C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011141812,011141812C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011141895,011141895C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011141942,011141942C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011142178,011142178C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011142354,011142354C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011142605,011142605C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011142695,011142695C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011143472,011143472C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011143473,011143473C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011143630,011143630C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011143825,011143825C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011144050,011144050C,T,SR,ET,ST_PUT_ET,ST_T_SR,44,55,44,True,False
9011144173,011144173C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011144583,011144583C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011145429,011145429C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011145527,011145527C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011145715,011145715C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011145926,011145926C,T,MA,PU,ST_PUT_PU,ST_T_MA,41,57,41,True,False
9011146240,011146240C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9011146268,011146268C,T,MA,PU,ST_PUT_PU,ST_T_MA,41,57,41,True,False
9011146520,011146520C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011146845,011146845C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011146915,011146915C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011146916,011146916C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011146946,011146946C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011147689,011147689C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011147930,011147930C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011147951,011147951C,T,DC,RU,ST_PUT_RU,ST_T_DC,45,53,45,True,False
9011148336,011148336C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011148532,011148532C,T,MA,PU,ST_PUT_PU,ST_T_MA,41,57,41,True,False
9011148693,011148693C,T,EX,,ST_T_EX,ST_T_EX,56,56,56,False,False
9011148694,011148694C,T,EX,,ST_T_EX,ST_T_EX,56,56,56,False,False
9011148847,011148847C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011149067,011149067C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011149370,011149370C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011149903,011149903C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011149905,011149905C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011150003,011150003C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011150263,011150263C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011150309,011150309C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011150435,011150435C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011150801,011150801C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011150820,011150820C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011150971,011150971C,T,MA,PU,ST_PUT_PU,ST_T_MA,41,57,41,True,False
9011150973,011150973C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011151041,011151041C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011151209,011151209C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011151285,011151285C,T,DC,RU,ST_PUT_RU,ST_T_DC,45,53,45,True,False
9011151293,011151293C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011151378,011151378C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011151486,011151486C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011151909,011151909C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011152039,011152039C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011152181,011152181C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011152369,011152369C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011152459,011152459C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011152874,011152874C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011152961,011152961C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011153148,011153148C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011153183,011153183C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011153243,011153243C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011153424,011153424C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011153546,011153546C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011153547,011153547C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011153790,011153790C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011153873,011153873C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011154271,011154271C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011154364,011154364C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011154479,011154479C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011154621,011154621C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011154622,011154622C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011154752,011154752C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011154852,011154852C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011154856,011154856C,T,SR,RU,ST_PUT_RU,ST_T_SR,45,55,45,True,False
9011154868,011154868C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011155011,011155011C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011155232,011155232C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011155273,011155273C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011155357,011155357C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011155635,011155635C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011155653,011155653C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011156062,011156062C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011156098,011156098C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011156655,011156655C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011156964,011156964C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011157086,011157086C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011157087,011157087C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011157291,011157291C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011157373,011157373C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011158068,011158068C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011158069,011158069C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011158071,011158071C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011158164,011158164C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011158551,011158551C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011158638,011158638C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011159178,011159178C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011159289,011159289C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011159295,011159295C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011159476,011159476C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011159843,011159843C,T,DC,ET,ST_PUT_ET,ST_T_DC,44,53,44,True,False
9011159916,011159916C,T,MA,ET,ST_PUT_ET,ST_T_MA,44,57,44,True,False
9011160018,011160018C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011160019,011160019C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011160075,011160075C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011160346,011160346C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011160408,011160408C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9011160440,011160440C,T,SR,RU,ST_PUT_RU,ST_T_SR,45,55,45,True,False
9011160990,011160990C,T,SR,PU,ST_PUT_PU,ST_T_SR,41,55,41,True,False
9011161110,011161110C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011161880,011161880C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011162200,011162200C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011162203,011162203C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011162252,011162252C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011162328,011162328C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011162387,011162387C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011162391,011162391C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011162541,011162541C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011163001,011163001C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011163078,011163078C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011163083,011163083C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011163086,011163086C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011174191,011174191C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011174518,011174518C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011174519,011174519C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011174600,011174600C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011174928,011174928C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011175086,011175086C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011175088,011175088C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011175414,011175414C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011175485,011175485C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011175626,011175626C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011175682,011175682C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011176023,011176023C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011176029,011176029C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011176237,011176237C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011176239,011176239C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011176406,011176406C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011176438,011176438C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011176782,011176782C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011177102,011177102C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011177241,011177241C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011177441,011177441C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011177577,011177577C,T,LP,,ST_T_LP,ST_T_LP,54,54,54,False,False
9011177817,011177817C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011177870,011177870C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011178240,011178240C,T,DC,PU,ST_PUT_PU,ST_T_DC,41,53,41,True,False
9011178435,011178435C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011178449,011178449C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011178455,011178455C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011178457,011178457C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011178618,011178618C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011178660,011178660C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011178930,011178930C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011179371,011179371C,T,DC,,ST_T_DC,ST_T_DC,53,53,53,False,False
9011179609,011179609C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
9011179610,011179610C,T,SR,,ST_T_SR,ST_T_SR,55,55,55,False,False
