RECONCILIATION_ID,SOURCE_PLAN_CODE,NORMALIZED_PLAN_CODE,SOURCE_PLAN_NAME,NORMALIZED_PLAN_NAME,PRODUCT_FAMILY,BASE_OR_RIDER,ACTIVE_OR_HISTORICAL,ISSUE_DATE_FROM,ISSUE_DATE_TO,IN_TRACKER,IN_PLAN_DBF,IN_CROSSWALK,IN_RATE_REQUIREMENTS,IN_RESERVE_STAGING,IN_DRAFT_QUIK_OUTPUT,IN_ACCESS_EXTRACT,IN_PRODUCT_DOCUMENTS,IN_CASH_VALUE_ARCHIVES,IN_GROSS_PREMIUM_SOURCE,HAS_POLICY_POPULATION_EVIDENCE,HAS_RATE_REQUIREMENT,HAS_RATE_SOURCE,HAS_QLADMIN_MAPPING,POSSIBLE_ALIAS,POSSIBLE_PARENT_PLAN,POSSIBLE_RIDER_RELATIONSHIP,POSSIBLE_STATE_VARIATION,POSSIBLE_ISSUE_ERA_VARIATION,POSSIBLE_DUPLICATE,POSSIBLE_TYPO,PROPOSED_SCOPE_STATUS,PROPOSED_AUTHORITY_STATUS,RECONCILIATION_STATUS,CONFIDENCE,REQUIRED_DECISION,RELATED_DECISION_ID,NOTES
CIT-PR-0204,FF15,FF15,SINGLE PREMIUM ANNUITY SSLI,SINGLE PREMIUM ANNUITY SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0205,FF24,FF24,TWO YEAR ANNUITY  SSLI,TWO YEAR ANNUITY  SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0206,FF25,FF25,TWO YEAR ANNUITY   SSLI,TWO YEAR ANNUITY   SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0207,FF44,FF44,FOUR YEAR ANNUITY SSLI,FOUR YEAR ANNUITY SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0208,FF45,FF45,FOUR YEAR ANNUITY SSLI,FOUR YEAR ANNUITY SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0209,FF54,FF54,FIVE YEAR ANNUITY   SSLI,FIVE YEAR ANNUITY   SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0210,FF55,FF55,FIVE YEAR ANNUITY  SSLI,FIVE YEAR ANNUITY  SSLI,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0211,FFAA,FFAA,FIVE YEAR ANNUITY,FIVE YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0212,FFAB,FFAB,TEN YEAR ANNUITY,TEN YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0213,FFAC,FFAC,FIFTEEN YEAR ANNUITY,FIFTEEN YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0214,FFAD,FFAD,TWENTY YEAR ANNUITY,TWENTY YEAR ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0215,FFAP,FFAP,PAID UP OR MATURED PAID UP,PAID UP OR MATURED PAID UP,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0216,FFAS,FFAS,SINGLE PREMIUM ANNUITY,SINGLE PREMIUM ANNUITY,Annuity,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0217,FS4,FS4,SINGLE BURIAL,SINGLE BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0218,FW,FW,STIPULATED,STIPULATED,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0219,FW4,FW4,MERCHANDISE/SERVICE BURIAL,MERCHANDISE/SERVICE BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0220,FW5,FW5,MERCHANDISE/SERVICE BURIAL,MERCHANDISE/SERVICE BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0221,FW5C,FW5C,MERCHANDISE/SERVICE BURIAL,MERCHANDISE/SERVICE BURIAL,Merchandise / Burial Service,BASE,UNKNOWN,,,Y,Y,Y,Y,N,N,N,N,N,N,UNKNOWN,Y,N,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0222,GDB,GDB,GRADED DEATH BENEFIT,GRADED DEATH BENEFIT,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0223,GLI,GLI,GUARANTY LIFE,GUARANTY LIFE,External Servicing,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0224,GS28,GS28,20 YEAR PAY CASH,20 YEAR PAY CASH,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0225,HIV,HIV,GROUP ACCIDENTIAL,GROUP ACCIDENTIAL,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0226,HPFN,HPFN,PERMA LIFE FEMALE N,PERMA LIFE FEMALE N,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:HP,HP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0227,HPFS,HPFS,PERMAN LIFE FEMALE S,PERMAN LIFE FEMALE S,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:HP,HP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0228,HPMN,HPMN,PERMAN LIFE MALE N,PERMAN LIFE MALE N,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:HP,HP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0229,HPMS,HPMS,PERMAN LIFE MALE S,PERMAN LIFE MALE S,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:HP,HP,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0230,HR2G,HR2G,20 YEAR PAY CASH POLICY,20 YEAR PAY CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0231,HR6G,HR6G,WHOLE LIFE CASH PD UP AT 65,WHOLE LIFE CASH PD UP AT 65,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0232,HRWG,HRWG,WHOLE LIFE CASH POLICY,WHOLE LIFE CASH POLICY,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0233,IFF1,IFF1,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0234,IFF5,IFF5,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0235,IFFS,IFFS,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,SEX_SMOKER_FAMILY:IF,IF,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0236,LBR,LBR,,,,BASE,UNKNOWN,,,N,N,N,N,Y,Y,N,N,N,N,UNKNOWN,N,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_PENDING_SOURCE,PENDING_REVIEW,RESERVE_STAGING_ONLY,LOW,,,
CIT-PR-0237,LPI2,LPI2,20 PAY LIFE,20 PAY LIFE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0238,LPI6,LPI6,LIFE PAID UP AT 65,LIFE PAID UP AT 65,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0239,LPIS,LPIS,SINGLE PREMIUM,SINGLE PREMIUM,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0240,M10,M10,MORTGAGE CANCEL 10 YR,MORTGAGE CANCEL 10 YR,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0241,M15,M15,MORTGAGE CANCEL 15 YR,MORTGAGE CANCEL 15 YR,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0242,M20,M20,MORTGAGE CANCEL 20 YR,MORTGAGE CANCEL 20 YR,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0243,M25,M25,MORTGAGE CANCEL 25 YR,MORTGAGE CANCEL 25 YR,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0244,M30,M30,MORTGAGE CANCEL 30 YR,MORTGAGE CANCEL 30 YR,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,Y,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0245,MEB,MEB,ESTATE BUILDER - SP AGE 21 TO,ESTATE BUILDER - SP AGE 21 TO,,BASE,UNKNOWN,,,N,Y,N,N,N,N,N,N,N,N,UNKNOWN,N,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,DBF_ONLY,MEDIUM,CIT-DEC-003,CIT-DEC-003,
CIT-PR-0246,MIC,MIC,STIPULATED,STIPULATED,External Servicing,BASE,UNKNOWN,,,Y,Y,N,Y,N,N,N,N,N,N,UNKNOWN,Y,N,N,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0247,P7FN,P7FN,PERMA LIFE 7N FEMALE,PERMA LIFE 7N FEMALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P7,P7,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0248,P7FS,P7FS,PERMA LIFE 7S FEMALE,PERMA LIFE 7S FEMALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P7,P7,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0249,P7MN,P7MN,PERMA LIFE 7N MALE,PERMA LIFE 7N MALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P7,P7,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0250,P7MS,P7MS,PERMA LIFE 7S MALE,PERMA LIFE 7S MALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P7,P7,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0251,P8FJ,P8FJ,PERMA LIFE 8 FEMALE JUVENILE,PERMA LIFE 8 FEMALE JUVENILE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P8,P8,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0252,P8FN,P8FN,PERMA LIFE 8N FEMALE,PERMA LIFE 8N FEMALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P8,P8,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0253,P8FS,P8FS,PERMA LIFE 8S FEMALE,PERMA LIFE 8S FEMALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P8,P8,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0254,P8MJ,P8MJ,PERMA LIFE 8 MALE JUVENILE,PERMA LIFE 8 MALE JUVENILE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P8,P8,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0255,P8MN,P8MN,PERMA LIFE 8N MALE,PERMA LIFE 8N MALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P8,P8,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0256,P8MS,P8MS,PERMA LIFE 8S MALE,PERMA LIFE 8S MALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P8,P8,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0257,P9FJ,P9FJ,PERMA LIFE 9 FEMALE JUVENILE,PERMA LIFE 9 FEMALE JUVENILE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P9,P9,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0258,P9FN,P9FN,PERMA LIFE 9N FEMALE,PERMA LIFE 9N FEMALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P9,P9,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0259,P9FS,P9FS,PERMA LIFE 9S FEMALE,PERMA LIFE 9S FEMALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P9,P9,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0260,P9MJ,P9MJ,PERMA LIFE 9 MALE JUVENILE,PERMA LIFE 9 MALE JUVENILE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P9,P9,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0261,P9MN,P9MN,PERMA LIFE 9N MALE,PERMA LIFE 9N MALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P9,P9,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0262,P9MS,P9MS,PERMA LIFE 9S MALE,PERMA LIFE 9S MALE,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,N,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:P9,P9,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0263,PLP,PLP,INCREASING DEATH BENEFIT PLAN,INCREASING DEATH BENEFIT PLAN,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0264,PLP6,PLP6,INCREASING DEATH BENEFIT PLAN,INCREASING DEATH BENEFIT PLAN,Traditional Permanent Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,Y,N,UNKNOWN,Y,Y,Y,,,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0265,Q1FN,Q1FN,10 YR TERM FEMALE NON-TOBACCO,10 YR TERM FEMALE NON-TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:Q1,Q1,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0266,Q1FS,Q1FS,10 YEAR TERM FEMALE TOBACCO,10 YEAR TERM FEMALE TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,N,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,N,SEX_SMOKER_FAMILY:Q1,Q1,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,MISSING_MAPPING,HIGH,CIT-DEC-004,CIT-DEC-004,
CIT-PR-0267,Q1MN,Q1MN,10 YEAR TERM MALE NON-TOBACCO,10 YEAR TERM MALE NON-TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:Q1,Q1,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0268,Q1MS,Q1MS,10 YEAR TERM MALE -TOBACCO,10 YEAR TERM MALE -TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:Q1,Q1,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
CIT-PR-0269,Q2FN,Q2FN,20 YR TERM FEMALE NON-TOBACCO,20 YR TERM FEMALE NON-TOBACCO,Term Life,BASE,UNKNOWN,,,Y,Y,Y,Y,Y,Y,N,N,N,Y,UNKNOWN,Y,Y,Y,SEX_SMOKER_FAMILY:Q2,Q2,N,UNKNOWN,UNKNOWN,N,N,IN_SCOPE_BASE_PLAN,PENDING_REVIEW,FULLY_MATCHED,HIGH,,,
