SOURCE_PLAN_CODE,PRODUCT_FAMILY,BASE_OR_RIDER,PROPOSED_SCOPE_STATUS,GROSS_PREMIUM,CASH_VALUE,NET_PREMIUM,RESERVE,DIVIDEND_PUA,LOAN_VALUES,LOAN_INTEREST,COI,EXPENSE,INTEREST_CREDITING,OTHER,EXTENDED_TERM,PAID_UP,MODAL_FACTOR,GUIDELINE_PREMIUM,SETTLEMENT_FACTOR
BA6,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA6B,,BASE,IN_SCOPE_PENDING_SOURCE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA6N,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA7,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA7N,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA8,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA8N,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA9,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BA9N,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BAC,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BACN,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BAY,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BAYN,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BLFN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BLFS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BLMN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BLMS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BPU,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BS6N,,BASE,IN_SCOPE_PENDING_SOURCE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BW,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BWB,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
BWS,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CFA0,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CFA3,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CFA4,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CFA7,Annuity,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CP05,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CP10,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CP20,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CPSP,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CSPB,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CTR,Rider,RIDER,IN_SCOPE_RIDER,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CTRP,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CW,Merchandise / Burial Service,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CW58,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
CW80,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_AUTHORITY_PENDING,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DPFN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DPFS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DPMN,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DPMS,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DR1F,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DR1M,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DR2G,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DR5F,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DR5M,Term Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,NOT_APPLICABLE,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DR6G,,BASE,IN_SCOPE_BASE_PLAN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,REQUIRES_ACTUARIAL_REVIEW,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
DRWG,Traditional Permanent Life,BASE,IN_SCOPE_BASE_PLAN,REQUIRED_AUTHORITY_PENDING,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,REQUIRED_CONVERTED_DRAFT,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRED_AUTHORITY_PENDING,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,REQUIRED_AUTHORITY_PENDING,REQUIRES_ACTUARIAL_REVIEW,REQUIRED_CONVERTED_DRAFT,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN,APPLICABILITY_UNKNOWN
