zip,product,filename,path_in_zip,size_bytes,naming_pattern,skip_extraction
R28G_CV.zip,R28G,48.pdf,R28G/48.pdf,1236352,age_pdf,False
R28G_CV.zip,R28G,49.pdf,R28G/49.pdf,1299248,age_pdf,False
R28G_CV.zip,R28G,50.pdf,R28G/50.pdf,1156277,age_pdf,False
R28G_CV.zip,R28G,51.pdf,R28G/51.pdf,1375653,age_pdf,False
R28G_CV.zip,R28G,52.pdf,R28G/52.pdf,1279149,age_pdf,False
R28G_CV.zip,R28G,53.pdf,R28G/53.pdf,1293415,age_pdf,False
R28G_CV.zip,R28G,54.pdf,R28G/54.pdf,1245883,age_pdf,False
R28G_CV.zip,R28G,55.pdf,R28G/55.pdf,1356968,age_pdf,False
R28G_CV.zip,R28G,56.pdf,R28G/56.pdf,1331901,age_pdf,False
R28G_CV.zip,R28G,57.pdf,R28G/57.pdf,1316601,age_pdf,False
R28G_CV.zip,R28G,58.pdf,R28G/58.pdf,1272866,age_pdf,False
R28G_CV.zip,R28G,59.pdf,R28G/59.pdf,1265397,age_pdf,False
R28G_CV.zip,R28G,60.pdf,R28G/60.pdf,1318220,age_pdf,False
R28G_CV.zip,R28G,61.pdf,R28G/61.pdf,1367376,age_pdf,False
R28G_CV.zip,R28G,62.pdf,R28G/62.pdf,1314155,age_pdf,False
R28G_CV.zip,R28G,63.pdf,R28G/63.pdf,1304127,age_pdf,False
R28G_CV.zip,R28G,64.pdf,R28G/64.pdf,1245608,age_pdf,False
R28G_CV.zip,R28G,65.pdf,R28G/65.pdf,1339760,age_pdf,False
R28G_CV.zip,R28G,66.pdf,R28G/66.pdf,1252581,age_pdf,False
R28G_CV.zip,R28G,67.pdf,R28G/67.pdf,1290712,age_pdf,False
R28G_CV.zip,R28G,68.pdf,R28G/68.pdf,1260162,age_pdf,False
R28G_CV.zip,R28G,69.pdf,R28G/69.pdf,1253851,age_pdf,False
R28G_CV.zip,R28G,70.pdf,R28G/70.pdf,1354826,age_pdf,False
R28G_CV.zip,R28G,71.pdf,R28G/71.pdf,1278891,age_pdf,False
R28G_CV.zip,R28G,72.pdf,R28G/72.pdf,1340303,age_pdf,False
R28G_CV.zip,R28G,73.pdf,R28G/73.pdf,1248011,age_pdf,False
R28G_CV.zip,R28G,74.pdf,R28G/74.pdf,1294875,age_pdf,False
R28G_CV.zip,R28G,75.pdf,R28G/75.pdf,1247779,age_pdf,False
R28G_CV.zip,R28G,76.pdf,R28G/76.pdf,1272897,age_pdf,False
R28G_CV.zip,R28G,77.pdf,R28G/77.pdf,1285413,age_pdf,False
R28G_CV.zip,R28G,78.pdf,R28G/78.pdf,1362201,age_pdf,False
R28G_CV.zip,R28G,79.pdf,R28G/79.pdf,1284373,age_pdf,False
R28G_CV.zip,R28G,80.pdf,R28G/80.pdf,1249719,age_pdf,False
R28G_CV.zip,R28G,81.pdf,R28G/81.pdf,1205832,age_pdf,False
R28G_CV.zip,R28G,Cash Value Sheets.pdf,R28G/Cash Value Sheets.pdf,19543749,consolidated,False
R68G_CV.zip,R68G,0.pdf,R68G/0.pdf,2945363,age_pdf,False
R68G_CV.zip,R68G,01.pdf,R68G/01.pdf,2611420,age_pdf,False
R68G_CV.zip,R68G,02.pdf,R68G/02.pdf,2705926,age_pdf,False
R68G_CV.zip,R68G,03.pdf,R68G/03.pdf,2730532,age_pdf,False
R68G_CV.zip,R68G,04.pdf,R68G/04.pdf,2595270,age_pdf,False
R68G_CV.zip,R68G,05.pdf,R68G/05.pdf,2588218,age_pdf,False
R68G_CV.zip,R68G,06.pdf,R68G/06.pdf,2614898,age_pdf,False
R68G_CV.zip,R68G,07.pdf,R68G/07.pdf,2651052,age_pdf,False
R68G_CV.zip,R68G,08.pdf,R68G/08.pdf,2599890,age_pdf,False
R68G_CV.zip,R68G,09.pdf,R68G/09.pdf,2696025,age_pdf,False
R68G_CV.zip,R68G,10.pdf,R68G/10.pdf,2535882,age_pdf,False
R68G_CV.zip,R68G,11.pdf,R68G/11.pdf,2551198,age_pdf,False
R68G_CV.zip,R68G,12.pdf,R68G/12.pdf,2607800,age_pdf,False
R68G_CV.zip,R68G,13.pdf,R68G/13.pdf,2587990,age_pdf,False
R68G_CV.zip,R68G,14.pdf,R68G/14.pdf,2589651,age_pdf,False
R68G_CV.zip,R68G,15.pdf,R68G/15.pdf,2521282,age_pdf,False
R68G_CV.zip,R68G,16.pdf,R68G/16.pdf,2588259,age_pdf,False
R68G_CV.zip,R68G,17.pdf,R68G/17.pdf,2586741,age_pdf,False
R68G_CV.zip,R68G,18.pdf,R68G/18.pdf,2459791,age_pdf,False
R68G_CV.zip,R68G,19.pdf,R68G/19.pdf,2530248,age_pdf,False
R68G_CV.zip,R68G,20.pdf,R68G/20.pdf,2675719,age_pdf,False
R68G_CV.zip,R68G,21.pdf,R68G/21.pdf,2612352,age_pdf,False
R68G_CV.zip,R68G,22.pdf,R68G/22.pdf,2582736,age_pdf,False
R68G_CV.zip,R68G,23.pdf,R68G/23.pdf,2606472,age_pdf,False
R68G_CV.zip,R68G,24.pdf,R68G/24.pdf,2663699,age_pdf,False
R68G_CV.zip,R68G,25.pdf,R68G/25.pdf,1393955,age_pdf,False
R68G_CV.zip,R68G,26.pdf,R68G/26.pdf,1313580,age_pdf,False
R68G_CV.zip,R68G,27.pdf,R68G/27.pdf,1290595,age_pdf,False
R68G_CV.zip,R68G,28.pdf,R68G/28.pdf,1244752,age_pdf,False
R68G_CV.zip,R68G,29.pdf,R68G/29.pdf,1396032,age_pdf,False
R68G_CV.zip,R68G,30.pdf,R68G/30.pdf,1290674,age_pdf,False
R68G_CV.zip,R68G,31.pdf,R68G/31.pdf,1319674,age_pdf,False
R68G_CV.zip,R68G,32.pdf,R68G/32.pdf,1299841,age_pdf,False
R68G_CV.zip,R68G,33.pdf,R68G/33.pdf,1307003,age_pdf,False
R68G_CV.zip,R68G,34.pdf,R68G/34.pdf,1265302,age_pdf,False
R68G_CV.zip,R68G,35.pdf,R68G/35.pdf,1353437,age_pdf,False
R68G_CV.zip,R68G,36.pdf,R68G/36.pdf,1329392,age_pdf,False
R68G_CV.zip,R68G,37.pdf,R68G/37.pdf,1362189,age_pdf,False
R68G_CV.zip,R68G,38.pdf,R68G/38.pdf,1285872,age_pdf,False
R68G_CV.zip,R68G,39.pdf,R68G/39.pdf,1305815,age_pdf,False
R68G_CV.zip,R68G,40.pdf,R68G/40.pdf,1298757,age_pdf,False
R68G_CV.zip,R68G,41.pdf,R68G/41.pdf,1348311,age_pdf,False
R68G_CV.zip,R68G,42.pdf,R68G/42.pdf,1249889,age_pdf,False
R68G_CV.zip,R68G,43.pdf,R68G/43.pdf,1198052,age_pdf,False
R68G_CV.zip,R68G,44.pdf,R68G/44.pdf,1330756,age_pdf,False
R68G_CV.zip,R68G,45.pdf,R68G/45.pdf,1236138,age_pdf,False
R68G_CV.zip,R68G,Cash Value Sheets.pdf,R68G/Cash Value Sheets.pdf,19450285,consolidated,False
RW8_CV.zip,RW8,0.pdf,RW8/0.pdf,4199037,age_pdf,False
RW8_CV.zip,RW8,01.pdf,RW8/01.pdf,4046857,age_pdf,False
RW8_CV.zip,RW8,02.pdf,RW8/02.pdf,4009315,age_pdf,False
RW8_CV.zip,RW8,03.pdf,RW8/03.pdf,3992125,age_pdf,False
RW8_CV.zip,RW8,04.pdf,RW8/04.pdf,4087436,age_pdf,False
RW8_CV.zip,RW8,05.pdf,RW8/05.pdf,3938612,age_pdf,False
RW8_CV.zip,RW8,06.pdf,RW8/06.pdf,3776290,age_pdf,False
RW8_CV.zip,RW8,07.pdf,RW8/07.pdf,4036556,age_pdf,False
RW8_CV.zip,RW8,08.pdf,RW8/08.pdf,3946992,age_pdf,False
RW8_CV.zip,RW8,09.pdf,RW8/09.pdf,4037386,age_pdf,False
RW8_CV.zip,RW8,10.pdf,RW8/10.pdf,3845372,age_pdf,False
RW8_CV.zip,RW8,11.pdf,RW8/11.pdf,4051528,age_pdf,False
RW8_CV.zip,RW8,12.pdf,RW8/12.pdf,3799551,age_pdf,False
RW8_CV.zip,RW8,13.pdf,RW8/13.pdf,3705270,age_pdf,False
RW8_CV.zip,RW8,14.pdf,RW8/14.pdf,3737518,age_pdf,False
RW8_CV.zip,RW8,15.pdf,RW8/15.pdf,3996809,age_pdf,False
RW8_CV.zip,RW8,16.pdf,RW8/16.pdf,3925608,age_pdf,False
RW8_CV.zip,RW8,17.pdf,RW8/17.pdf,4009321,age_pdf,False
RW8_CV.zip,RW8,18.pdf,RW8/18.pdf,3817961,age_pdf,False
RW8_CV.zip,RW8,19.pdf,RW8/19.pdf,2584971,age_pdf,False
RW8_CV.zip,RW8,20.pdf,RW8/20.pdf,2729283,age_pdf,False
RW8_CV.zip,RW8,21.pdf,RW8/21.pdf,2768975,age_pdf,False
RW8_CV.zip,RW8,22.pdf,RW8/22.pdf,2664225,age_pdf,False
RW8_CV.zip,RW8,23.pdf,RW8/23.pdf,2548656,age_pdf,False
RW8_CV.zip,RW8,24.pdf,RW8/24.pdf,2852139,age_pdf,False
RW8_CV.zip,RW8,25.pdf,RW8/25.pdf,2747917,age_pdf,False
RW8_CV.zip,RW8,26.pdf,RW8/26.pdf,2750356,age_pdf,False
RW8_CV.zip,RW8,27.pdf,RW8/27.pdf,2759543,age_pdf,False
RW8_CV.zip,RW8,28.pdf,RW8/28.pdf,2691112,age_pdf,False
RW8_CV.zip,RW8,29.pdf,RW8/29.pdf,2577516,age_pdf,False
RW8_CV.zip,RW8,30.pdf,RW8/30.pdf,2713530,age_pdf,False
RW8_CV.zip,RW8,31.pdf,RW8/31.pdf,2750291,age_pdf,False
RW8_CV.zip,RW8,32.pdf,RW8/32.pdf,2693777,age_pdf,False
RW8_CV.zip,RW8,33.pdf,RW8/33.pdf,2857687,age_pdf,False
RW8_CV.zip,RW8,34.pdf,RW8/34.pdf,2769397,age_pdf,False
RW8_CV.zip,RW8,35.pdf,RW8/35.pdf,2744260,age_pdf,False
RW8_CV.zip,RW8,36.pdf,RW8/36.pdf,2761507,age_pdf,False
RW8_CV.zip,RW8,37.pdf,RW8/37.pdf,2657390,age_pdf,False
RW8_CV.zip,RW8,38.pdf,RW8/38.pdf,2794288,age_pdf,False
RW8_CV.zip,RW8,39.pdf,RW8/39.pdf,2669420,age_pdf,False
RW8_CV.zip,RW8,40.pdf,RW8/40.pdf,2726237,age_pdf,False
RW8_CV.zip,RW8,41.pdf,RW8/41.pdf,2701415,age_pdf,False
RW8_CV.zip,RW8,42.pdf,RW8/42.pdf,2743167,age_pdf,False
RW8_CV.zip,RW8,43.pdf,RW8/43.pdf,2625518,age_pdf,False
RW8_CV.zip,RW8,44.pdf,RW8/44.pdf,2704653,age_pdf,False
RW8_CV.zip,RW8,45.pdf,RW8/45.pdf,2646524,age_pdf,False
RW8_CV.zip,RW8,46.pdf,RW8/46.pdf,2663548,age_pdf,False
RW8_CV.zip,RW8,47.pdf,RW8/47.pdf,2757757,age_pdf,False
RW8_CV.zip,RW8,48.pdf,RW8/48.pdf,2660899,age_pdf,False
RW8_CV.zip,RW8,49.pdf,RW8/49.pdf,2622059,age_pdf,False
RW8_CV.zip,RW8,50.pdf,RW8/50.pdf,2522361,age_pdf,False
RW8_CV.zip,RW8,51.pdf,RW8/51.pdf,2602412,age_pdf,False
RW8_CV.zip,RW8,52.pdf,RW8/52.pdf,2632053,age_pdf,False
RW8_CV.zip,RW8,53.pdf,RW8/53.pdf,2538177,age_pdf,False
RW8_CV.zip,RW8,54.pdf,RW8/54.pdf,2598968,age_pdf,False
RW8_CV.zip,RW8,55.pdf,RW8/55.pdf,2617637,age_pdf,False
RW8_CV.zip,RW8,56.pdf,RW8/56.pdf,2482215,age_pdf,False
RW8_CV.zip,RW8,57.pdf,RW8/57.pdf,2411361,age_pdf,False
RW8_CV.zip,RW8,58.pdf,RW8/58.pdf,2457707,age_pdf,False
RW8_CV.zip,RW8,59.pdf,RW8/59.pdf,2537862,age_pdf,False
RW8_CV.zip,RW8,60.pdf,RW8/60.pdf,1341155,age_pdf,False
RW8_CV.zip,RW8,61.pdf,RW8/61.pdf,1379718,age_pdf,False
RW8_CV.zip,RW8,62.pdf,RW8/62.pdf,1271171,age_pdf,False
RW8_CV.zip,RW8,63.pdf,RW8/63.pdf,1347459,age_pdf,False
RW8_CV.zip,RW8,64.pdf,RW8/64.pdf,1388549,age_pdf,False
RW8_CV.zip,RW8,65.pdf,RW8/65.pdf,1364008,age_pdf,False
RW8_CV.zip,RW8,66.pdf,RW8/66.pdf,1384625,age_pdf,False
RW8_CV.zip,RW8,67.pdf,RW8/67.pdf,1305963,age_pdf,False
RW8_CV.zip,RW8,68.pdf,RW8/68.pdf,1361591,age_pdf,False
RW8_CV.zip,RW8,69.pdf,RW8/69.pdf,1302759,age_pdf,False
RW8_CV.zip,RW8,70.pdf,RW8/70.pdf,1351353,age_pdf,False
RW8_CV.zip,RW8,71.pdf,RW8/71.pdf,1332583,age_pdf,False
RW8_CV.zip,RW8,72.pdf,RW8/72.pdf,1216230,age_pdf,False
RW8_CV.zip,RW8,73.pdf,RW8/73.pdf,1264652,age_pdf,False
RW8_CV.zip,RW8,74.pdf,RW8/74.pdf,1252597,age_pdf,False
RW8_CV.zip,RW8,75.pdf,RW8/75.pdf,1291287,age_pdf,False
RW8_CV.zip,RW8,76.pdf,RW8/76.pdf,1310058,age_pdf,False
RW8_CV.zip,RW8,77.pdf,RW8/77.pdf,1258494,age_pdf,False
RW8_CV.zip,RW8,78.pdf,RW8/78.pdf,1204533,age_pdf,False
RW8_CV.zip,RW8,79.pdf,RW8/79.pdf,1314041,age_pdf,False
RW8_CV.zip,RW8,80.pdf,RW8/80.pdf,1147290,age_pdf,False
RW8_CV.zip,RW8,81.pdf,RW8/81.pdf,1293934,age_pdf,False
RW8_CV.zip,RW8,82.pdf,RW8/82.pdf,1333817,age_pdf,False
RW8_CV.zip,RW8,83.pdf,RW8/83.pdf,1235152,age_pdf,False
RW8_CV.zip,RW8,84.pdf,RW8/84.pdf,1297634,age_pdf,False
RW8_CV.zip,RW8,85.pdf,RW8/85.pdf,1260668,age_pdf,False
RW8_CV.zip,RW8,86.pdf,RW8/86.pdf,1252215,age_pdf,False
RW8_CV.zip,RW8,87.pdf,RW8/87.pdf,1236345,age_pdf,False
RW8_CV.zip,RW8,88.pdf,RW8/88.pdf,1177979,age_pdf,False
RW8_CV.zip,RW8,89.pdf,RW8/89.pdf,1215047,age_pdf,False
RW8_CV.zip,RW8,90.pdf,RW8/90.pdf,1296208,age_pdf,False
RW8_CV.zip,RW8,91.pdf,RW8/91.pdf,1259489,age_pdf,False
RW8_CV.zip,RW8,92.pdf,RW8/92.pdf,1286610,age_pdf,False
RW8_CV.zip,RW8,93.pdf,RW8/93.pdf,1280515,age_pdf,False
RW8_CV.zip,RW8,94.pdf,RW8/94.pdf,1242272,age_pdf,False
RW8_CV.zip,RW8,95.pdf,RW8/95.pdf,1322431,age_pdf,False
RW8_CV.zip,RW8,Cash Value Sheets.pdf,RW8/Cash Value Sheets.pdf,23888266,consolidated,False
