reconstructed_claim_id,policy_number,claim_family,settlement_chain_id,chain_status,confidence_level,confidence_rationale,funding_total,payout_total,effective_payout_total,offset_total,lifecycle_only_total,lag_days,cross_claim_linked_id,cross_claim_lag_days,first_activity_date,latest_activity_date,original_balancing_status,revised_balancing_status,balancing_impact_observation,settlement_notes
RC-9011134001-3-SURRENDER_CLAIM-C5-20260126,9011134001,SURRENDER_CLAIM,RC-9011134001-3-SURRENDER_CLAIM-C5-20260126-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,238.5,0.0,0.0,0.0,0.0,0,,,20260126,20260126,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011134002-1-DISBURSEMENT_CLAIM-C0-20220329,9011134002,DISBURSEMENT_CLAIM,RC-9011134002-1-DISBURSEMENT_CLAIM-C0-20220329-SC,PAYOUT_ONLY,HIGH_CONFIDENCE,Disbursement payout-only profile; semantic alignment confirmed,0.0,47.79,47.79,0.0,0.0,0,,,20220329,20220329,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Payout-only event chain; no gross funding reconstruction required.
RC-9011134002-3-SURRENDER_CLAIM-C0-20220126,9011134002,SURRENDER_CLAIM,RC-9011134002-3-SURRENDER_CLAIM-C0-20220126-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,181.0,0.0,0.0,0.0,0.0,0,,,20220126,20220126,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011134002-3-SURRENDER_CLAIM-C1-20230126,9011134002,SURRENDER_CLAIM,RC-9011134002-3-SURRENDER_CLAIM-C1-20230126-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,181.0,0.0,0.0,0.0,0.0,0,,,20230126,20230126,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011134002-3-SURRENDER_CLAIM-C2-20240126,9011134002,SURRENDER_CLAIM,RC-9011134002-3-SURRENDER_CLAIM-C2-20240126-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,181.0,0.0,0.0,0.0,0.0,0,,,20240126,20240126,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011134002-3-SURRENDER_CLAIM-C3-20250126,9011134002,SURRENDER_CLAIM,RC-9011134002-3-SURRENDER_CLAIM-C3-20250126-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,181.0,0.0,0.0,0.0,0.0,0,,,20250126,20250126,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011134002-3-SURRENDER_CLAIM-C4-20260126,9011134002,SURRENDER_CLAIM,RC-9011134002-3-SURRENDER_CLAIM-C4-20260126-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,181.0,0.0,0.0,0.0,0.0,0,,,20260126,20260126,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011134051-1-DEATH_CLAIM-C0-20230121,9011134051,DEATH_CLAIM,RC-9011134051-1-DEATH_CLAIM-C0-20230121-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,30019.8,30019.8,30019.8,0.0,0.0,58,,,20230121,20230320,BALANCED,BALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011134051-1-DISBURSEMENT_CLAIM-C0-20181210,9011134051,DISBURSEMENT_CLAIM,RC-9011134051-1-DISBURSEMENT_CLAIM-C0-20181210-SC,PAYOUT_ONLY,HIGH_CONFIDENCE,Disbursement payout-only profile; semantic alignment confirmed,0.0,9.9,9.9,0.0,0.0,0,,,20181210,20181210,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Payout-only event chain; no gross funding reconstruction required.
RC-9011134051-1-DISBURSEMENT_CLAIM-C1-20190305,9011134051,DISBURSEMENT_CLAIM,RC-9011134051-1-DISBURSEMENT_CLAIM-C1-20190305-SC,PAYOUT_ONLY,HIGH_CONFIDENCE,Disbursement payout-only profile; semantic alignment confirmed,0.0,10.0,10.0,0.0,0.0,0,,,20190305,20190305,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Payout-only event chain; no gross funding reconstruction required.
RC-9011134051-1-DISBURSEMENT_CLAIM-C2-20210607,9011134051,DISBURSEMENT_CLAIM,RC-9011134051-1-DISBURSEMENT_CLAIM-C2-20210607-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,0.0,27.52,27.52,0.0,0.0,45,,,20210607,20210722,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Payout-only event chain; no gross funding reconstruction required.
RC-9011134933-1-DEATH_CLAIM-C0-20201225,9011134933,DEATH_CLAIM,RC-9011134933-1-DEATH_CLAIM-C0-20201225-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,5000.0,5000.0,5000.0,0.0,0.0,0,,,20201225,20201225,BALANCED,BALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011135085-1-DEATH_CLAIM-C0-20230218,9011135085,DEATH_CLAIM,RC-9011135085-1-DEATH_CLAIM-C0-20230218-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,5000.0,5054.23,5054.23,0.0,54.23,0,,,20230218,20230218,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011135494-1-SURRENDER_CLAIM-C0-20180405,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C0-20180405-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,488.15,0.0,0,,,20180405,20180405,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C1-20180608,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C1-20180608-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,780.91,0.0,0,,,20180608,20180608,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C10-20210405,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C10-20210405-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1523.5,0.0,0,,,20210405,20210405,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C11-20210707,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C11-20210707-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,759.45,0.0,0,,,20210707,20210707,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C12-20211013,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C12-20211013-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,489.28,0.0,0,,,20211013,20211013,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C13-20220105,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C13-20220105-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,7180.0,0.0,0.0,127.46,0.0,0,,,20220105,20220105,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C2-20190405,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C2-20190405-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,488.67,0.0,0,,,20190405,20190405,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C3-20190627,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C3-20190627-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,734.53,0.0,0,,,20190627,20190627,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C4-20190930,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C4-20190930-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,470.19,0.0,0,,,20190930,20190930,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C5-20200106,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C5-20200106-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,225.04,0.0,0,,,20200106,20200106,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C6-20200405,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C6-20200405-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1414.78,0.0,8,,,20200405,20200413,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C7-20200713,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C7-20200713-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,700.19,0.0,0,,,20200713,20200713,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C8-20201106,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C8-20201106-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,398.19,0.0,0,,,20201106,20201106,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135494-1-SURRENDER_CLAIM-C9-20210111,9011135494,SURRENDER_CLAIM,RC-9011135494-1-SURRENDER_CLAIM-C9-20210111-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,223.79,0.0,0,,,20210111,20210111,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011135811-1-SURRENDER_CLAIM-C0-20200601,9011135811,SURRENDER_CLAIM,RC-9011135811-1-SURRENDER_CLAIM-C0-20200601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,3348.33,0.0,0.0,0.0,0.0,0,,,20200601,20200601,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011136025-1-DEATH_CLAIM-C0-20211126,9011136025,DEATH_CLAIM,RC-9011136025-1-DEATH_CLAIM-C0-20211126-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,5000.0,5029.91,5029.91,0.0,29.91,0,,,20211126,20211126,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011136476-1-DEATH_CLAIM-C0-20181108,9011136476,DEATH_CLAIM,RC-9011136476-1-DEATH_CLAIM-C0-20181108-SC,PARTIAL_CHAIN,MODERATE_CONFIDENCE,Funding and payout linked but amounts diverge beyond tolerance,5000.0,1116.83,1116.83,0.0,3938.93,0,,,20181108,20181108,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011136476-1-SURRENDER_CLAIM-C0-20171231,9011136476,SURRENDER_CLAIM,RC-9011136476-1-SURRENDER_CLAIM-C0-20171231-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,3733.16,0.0,0,,,20171231,20171231,UNBALANCED,BALANCED,UNBALANCED -> BALANCED,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011136476-1-SURRENDER_CLAIM-C1-20180401,9011136476,SURRENDER_CLAIM,RC-9011136476-1-SURRENDER_CLAIM-C1-20180401-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,298.33,0.0,0,,,20180401,20180401,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011136476-1-SURRENDER_CLAIM-C2-20181108,9011136476,SURRENDER_CLAIM,RC-9011136476-1-SURRENDER_CLAIM-C2-20181108-SC,ORPHAN_CHAIN,LOW_CONFIDENCE,Insufficient semantic chain linkage,0.0,0.0,1116.83,120.44,0.0,0,RC-9011136476-1-DEATH_CLAIM-C0-20181108,0,20181108,20181108,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011136508-1-DEATH_CLAIM-C0-20180409,9011136508,DEATH_CLAIM,RC-9011136508-1-DEATH_CLAIM-C0-20180409-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,5000.0,5048.36,5048.36,0.0,48.36,0,,,20180409,20180409,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011136667-1-DEATH_CLAIM-C0-20240203,9011136667,DEATH_CLAIM,RC-9011136667-1-DEATH_CLAIM-C0-20240203-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,5005.83,5021.02,5021.02,0.0,15.19,0,,,20240203,20240203,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011136690-1-DEATH_CLAIM-C0-20230728,9011136690,DEATH_CLAIM,RC-9011136690-1-DEATH_CLAIM-C0-20230728-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,119000.0,119795.38,119795.38,0.0,795.38,0,,,20230728,20230728,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011136704-1-DEATH_CLAIM-C0-20180208,9011136704,DEATH_CLAIM,RC-9011136704-1-DEATH_CLAIM-C0-20180208-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,5000.0,5020.9,5020.9,0.0,20.9,0,,,20180208,20180208,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011136932-1-DEATH_CLAIM-C0-20200712,9011136932,DEATH_CLAIM,RC-9011136932-1-DEATH_CLAIM-C0-20200712-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,5000.0,5053.46,5053.46,0.0,53.46,0,,,20200712,20200712,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011137768-1-DEATH_CLAIM-C0-20241005,9011137768,DEATH_CLAIM,RC-9011137768-1-DEATH_CLAIM-C0-20241005-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,3000.0,3000.0,3000.0,0.0,0.0,0,,,20241005,20241005,BALANCED,BALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011137858-1-SURRENDER_CLAIM-C0-20190404,9011137858,SURRENDER_CLAIM,RC-9011137858-1-SURRENDER_CLAIM-C0-20190404-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,2013.23,0.0,0.0,0.0,0.0,0,,,20190404,20190404,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011138044-1-DISBURSEMENT_CLAIM-C0-20240508,9011138044,DISBURSEMENT_CLAIM,RC-9011138044-1-DISBURSEMENT_CLAIM-C0-20240508-SC,PAYOUT_ONLY,HIGH_CONFIDENCE,Disbursement payout-only profile; semantic alignment confirmed,0.0,12.72,12.72,0.0,0.0,0,,,20240508,20240508,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Payout-only event chain; no gross funding reconstruction required.
RC-9011138259-1-SURRENDER_CLAIM-C0-20230911,9011138259,SURRENDER_CLAIM,RC-9011138259-1-SURRENDER_CLAIM-C0-20230911-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,3593.14,0.0,0.0,0.0,0.0,0,,,20230911,20230911,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011138486-1-SURRENDER_CLAIM-C0-20231108,9011138486,SURRENDER_CLAIM,RC-9011138486-1-SURRENDER_CLAIM-C0-20231108-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,3558.69,0.0,0.0,0.0,0.0,0,,,20231108,20231108,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011138599-1-DEATH_CLAIM-C0-20190424,9011138599,DEATH_CLAIM,RC-9011138599-1-DEATH_CLAIM-C0-20190424-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,5012.79,5033.01,5033.01,0.0,20.22,0,,,20190424,20190424,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011138666-1-DEATH_CLAIM-C0-20190124,9011138666,DEATH_CLAIM,RC-9011138666-1-DEATH_CLAIM-C0-20190124-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,5000.0,5024.54,5024.54,0.0,24.54,0,,,20190124,20190124,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011138880-1-DEATH_CLAIM-C0-20200823,9011138880,DEATH_CLAIM,RC-9011138880-1-DEATH_CLAIM-C0-20200823-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,10000.0,10012.39,10012.39,0.0,12.39,0,,,20200823,20200823,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011138884-1-DEATH_CLAIM-C0-20190430,9011138884,DEATH_CLAIM,RC-9011138884-1-DEATH_CLAIM-C0-20190430-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,15000.0,15146.13,15146.13,0.0,97.42,31,,,20190430,20190531,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011139002-1-DISBURSEMENT_CLAIM-C0-20200210,9011139002,DISBURSEMENT_CLAIM,RC-9011139002-1-DISBURSEMENT_CLAIM-C0-20200210-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,0.0,50.0,50.0,0.0,0.0,1,,,20200210,20200211,MINOR_VARIANCE,BALANCED,MINOR_VARIANCE -> BALANCED,Payout-only event chain; no gross funding reconstruction required.
RC-9011139254-1-DEATH_CLAIM-C0-20250214,9011139254,DEATH_CLAIM,RC-9011139254-1-DEATH_CLAIM-C0-20250214-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,55000.0,55057.72,55057.72,0.0,57.72,0,,,20250214,20250214,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011139256-1-DEATH_CLAIM-C0-20200906,9011139256,DEATH_CLAIM,RC-9011139256-1-DEATH_CLAIM-C0-20200906-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,5000.0,5124.43,5124.43,0.0,124.43,0,,,20200906,20200906,UNBALANCED,UNBALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011139272-1-DEATH_CLAIM-C0-20180325,9011139272,DEATH_CLAIM,RC-9011139272-1-DEATH_CLAIM-C0-20180325-SC,IMMEDIATE_CHAIN,HIGH_CONFIDENCE,Same-day funding/payout with amount alignment,3000.0,3028.17,3028.17,0.0,28.17,0,,,20180325,20180325,MINOR_VARIANCE,MINOR_VARIANCE,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011139409-1-DEATH_CLAIM-C0-20220601,9011139409,DEATH_CLAIM,RC-9011139409-1-DEATH_CLAIM-C0-20220601-SC,MULTI_PAYOUT_CHAIN,MODERATE_CONFIDENCE,Multiple payout events in settlement chain,10000.0,10000.0,10000.0,0.0,0.0,0,,,20220601,20220601,BALANCED,BALANCED,No change,Clearing 0038 supports lifecycle linkage only; payout expected same settlement group.
RC-9011139421-1-SURRENDER_CLAIM-C0-20190401,9011139421,SURRENDER_CLAIM,RC-9011139421-1-SURRENDER_CLAIM-C0-20190401-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,1932.0,0.0,0.0,0.0,0.0,0,,,20190401,20190401,UNBALANCED,UNBALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C0-20180601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C0-20180601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,955.82,0.0,0,,,20180601,20180601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C1-20190601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C1-20190601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1032.2,0.0,0,,,20190601,20190601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C2-20200601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C2-20200601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1114.69,0.0,0,,,20200601,20200601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C3-20210601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C3-20210601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1203.77,0.0,0,,,20210601,20210601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C4-20220601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C4-20220601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1299.96,0.0,0,,,20220601,20220601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C5-20230601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C5-20230601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1403.85,0.0,0,,,20230601,20230601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C6-20240601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C6-20240601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1516.04,0.0,0,,,20240601,20240601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139474-1-SURRENDER_CLAIM-C7-20250601,9011139474,SURRENDER_CLAIM,RC-9011139474-1-SURRENDER_CLAIM-C7-20250601-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,1637.19,0.0,0,,,20250601,20250601,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139778-1-SURRENDER_CLAIM-C0-20180314,9011139778,SURRENDER_CLAIM,RC-9011139778-1-SURRENDER_CLAIM-C0-20180314-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,31.95,0.0,0,,,20180314,20180314,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139778-1-SURRENDER_CLAIM-C1-20190314,9011139778,SURRENDER_CLAIM,RC-9011139778-1-SURRENDER_CLAIM-C1-20190314-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,34.51,0.0,0,,,20190314,20190314,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
RC-9011139778-1-SURRENDER_CLAIM-C2-20200314,9011139778,SURRENDER_CLAIM,RC-9011139778-1-SURRENDER_CLAIM-C2-20200314-SC,FUNDED_NO_DISBURSEMENT,INFERRED,Funded-only chain; delayed disbursement allowed by family profile,0.0,0.0,0.0,37.26,0.0,0,,,20200314,20200314,BALANCED,BALANCED,No change,Funded-only chains common; delayed 0090 disbursement may appear in separate reconstruction group.
