reconstructed_claim_id,policy_number,claim_family,payout_event_count,payout_total,funding_total,staged_settlement_flag,beneficiary_distribution_ready,confidence_level,notes
RC-9010150910-1-DEATH_CLAIM-C0-20200423,9010150910,DEATH_CLAIM,4,1134.57,1000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011192744-1-DEATH_CLAIM-C0-20220912,9011192744,DEATH_CLAIM,2,25011.17,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011193336-1-DEATH_CLAIM-C0-20180830,9011193336,DEATH_CLAIM,3,5065.06,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011193421-1-DEATH_CLAIM-C0-20230824,9011193421,DEATH_CLAIM,3,8099.86,12004.96,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011194064-1-DEATH_CLAIM-C0-20220123,9011194064,DEATH_CLAIM,4,21277.76,15000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011194542-1-DEATH_CLAIM-C0-20220318,9011194542,DEATH_CLAIM,3,5011.58,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011194751-1-DEATH_CLAIM-C0-20230209,9011194751,DEATH_CLAIM,2,6012.14,6000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011194752-1-DEATH_CLAIM-C0-20180730,9011194752,DEATH_CLAIM,4,9072.04,9067.33,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011195139-1-DISBURSEMENT_CLAIM-C0-20201105,9011195139,DISBURSEMENT_CLAIM,2,25476.1,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011195589-1-DEATH_CLAIM-C0-20180803,9011195589,DEATH_CLAIM,2,25027.38,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011196134-1-DEATH_CLAIM-C0-20200314,9011196134,DEATH_CLAIM,3,76963.55,150000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011197222-1-DEATH_CLAIM-C0-20190610,9011197222,DEATH_CLAIM,6,45266.15,44938.71,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011197709-1-DEATH_CLAIM-C0-20220920,9011197709,DEATH_CLAIM,5,10065.98,10052.04,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011198344-1-DEATH_CLAIM-C0-20210315,9011198344,DEATH_CLAIM,2,105244.48,103176.92,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011198366-1-DEATH_CLAIM-C0-20220923,9011198366,DEATH_CLAIM,3,10121.7,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011198532-1-DEATH_CLAIM-C1-20230926,9011198532,DEATH_CLAIM,2,10000.0,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011199527-1-DEATH_CLAIM-C0-20191010,9011199527,DEATH_CLAIM,2,20001.21,40007.78,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011199527-1-DISBURSEMENT_CLAIM-C0-20191025,9011199527,DISBURSEMENT_CLAIM,2,20001.21,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011199632-1-DEATH_CLAIM-C0-20211216,9011199632,DEATH_CLAIM,2,12276.81,12163.53,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011200251-1-DEATH_CLAIM-C0-20200811,9011200251,DEATH_CLAIM,2,16320.68,16060.76,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011201212-1-DEATH_CLAIM-C0-20190919,9011201212,DEATH_CLAIM,2,7525.41,7500.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011201312-1-DEATH_CLAIM-C0-20190922,9011201312,DEATH_CLAIM,2,10029.81,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011201896-1-DEATH_CLAIM-C0-20250127,9011201896,DEATH_CLAIM,2,2114.71,2114.71,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011202381-1-DEATH_CLAIM-C0-20200514,9011202381,DEATH_CLAIM,2,3041.31,5002.01,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011204042-1-DEATH_CLAIM-C0-20210727,9011204042,DEATH_CLAIM,4,5035.81,5016.58,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011204292-1-DEATH_CLAIM-C0-20231213,9011204292,DEATH_CLAIM,2,8013.5,8007.55,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011206462-1-DEATH_CLAIM-C0-20230114,9011206462,DEATH_CLAIM,5,17615.12,25157.38,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011207210-1-DEATH_CLAIM-C0-20210612,9011207210,DEATH_CLAIM,2,25085.96,25033.08,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011207222-1-DISBURSEMENT_CLAIM-C0-20191212,9011207222,DISBURSEMENT_CLAIM,2,16.8,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011207733-1-DEATH_CLAIM-C0-20251023,9011207733,DEATH_CLAIM,2,5052.44,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011208787-1-DEATH_CLAIM-C0-20210624,9011208787,DEATH_CLAIM,2,36660.0,50000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011208817-1-DEATH_CLAIM-C0-20180805,9011208817,DEATH_CLAIM,2,7032.61,7000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011209469-1-DEATH_CLAIM-C0-20190417,9011209469,DEATH_CLAIM,4,57899.33,100119.99,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011212602-1-DEATH_CLAIM-C0-20201022,9011212602,DEATH_CLAIM,2,13665.61,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011212602-1-DEATH_CLAIM-C1-20210119,9011212602,DEATH_CLAIM,2,6077.68,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011214181-1-DEATH_CLAIM-C0-20250228,9011214181,DEATH_CLAIM,2,5121.11,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011216545-1-DEATH_CLAIM-C0-20220130,9011216545,DEATH_CLAIM,2,25080.72,25073.17,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011217112-1-DEATH_CLAIM-C0-20240113,9011217112,DEATH_CLAIM,2,2566.44,2500.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011217970-1-DEATH_CLAIM-C0-20190301,9011217970,DEATH_CLAIM,2,7988.35,24000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011217970-1-DISBURSEMENT_CLAIM-C0-20190326,9011217970,DISBURSEMENT_CLAIM,2,15976.7,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011219517-1-DISBURSEMENT_CLAIM-C1-20211026,9011219517,DISBURSEMENT_CLAIM,2,1581.5,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011220582-1-DEATH_CLAIM-C0-20190913,9011220582,DEATH_CLAIM,2,50178.53,50047.27,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011220928-1-DISBURSEMENT_CLAIM-C0-20180130,9011220928,DISBURSEMENT_CLAIM,2,283.19,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011222530-1-DEATH_CLAIM-C0-20230409,9011222530,DEATH_CLAIM,2,25072.37,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011223517-1-DEATH_CLAIM-C0-20250602,9011223517,DEATH_CLAIM,2,10051.97,10051.97,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011223520-1-DEATH_CLAIM-C0-20230721,9011223520,DEATH_CLAIM,2,25036.81,25000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011225329-1-DEATH_CLAIM-C0-20260227,9011225329,DEATH_CLAIM,2,5065.47,5022.39,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011227429-1-DISBURSEMENT_CLAIM-C0-20220525,9011227429,DISBURSEMENT_CLAIM,2,1371.98,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011227528-1-DEATH_CLAIM-C0-20210131,9011227528,DEATH_CLAIM,2,20037.69,20000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011233828-1-DEATH_CLAIM-C0-20200814,9011233828,DEATH_CLAIM,2,9992.58,10000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011237657-1-DEATH_CLAIM-C0-20250503,9011237657,DEATH_CLAIM,3,7068.54,7000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011243725-1-DEATH_CLAIM-C0-20200303,9011243725,DEATH_CLAIM,2,50203.51,50047.29,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011246246-1-DEATH_CLAIM-C0-20221227,9011246246,DEATH_CLAIM,2,17040.7,45073.88,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011253004-1-DEATH_CLAIM-C0-20231025,9011253004,DEATH_CLAIM,2,10117.83,10087.09,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011253007-1-DEATH_CLAIM-C0-20180415,9011253007,DEATH_CLAIM,5,9800.65,10013.88,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011257022-1-DEATH_CLAIM-C0-20200526,9011257022,DEATH_CLAIM,3,11415.05,15000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011257863-1-DEATH_CLAIM-C0-20230514,9011257863,DEATH_CLAIM,2,8853.11,8853.11,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011261439-1-DEATH_CLAIM-C0-20240317,9011261439,DEATH_CLAIM,2,25105.73,25072.1,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011261538-1-DEATH_CLAIM-C0-20180602,9011261538,DEATH_CLAIM,4,15125.38,30012.92,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011261618-1-DEATH_CLAIM-C0-20210924,9011261618,DEATH_CLAIM,2,10107.84,15174.82,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011262631-1-DEATH_CLAIM-C0-20201126,9011262631,DEATH_CLAIM,2,11746.31,15037.58,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011263511-1-DEATH_CLAIM-C0-20251221,9011263511,DEATH_CLAIM,2,25090.88,25179.6,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011273881-1-DEATH_CLAIM-C0-20250202,9011273881,DEATH_CLAIM,2,11505.55,15042.21,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9011273882-1-DEATH_CLAIM-C0-20230413,9011273882,DEATH_CLAIM,2,11580.89,15075.07,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9012FG8217-1-DEATH_CLAIM-C0-20210712,9012FG8217,DEATH_CLAIM,4,1186.63,1077.51,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9015000544-1-DEATH_CLAIM-C0-20220908,9015000544,DEATH_CLAIM,2,5026.84,5000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9015000602-1-DEATH_CLAIM-C0-20200720,9015000602,DEATH_CLAIM,5,7513.69,22513.69,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9015000602-1-DISBURSEMENT_CLAIM-C0-20200820,9015000602,DISBURSEMENT_CLAIM,4,6010.96,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-9018163-1-DEATH_CLAIM-C0-20250105,9018163,DEATH_CLAIM,4,1077.77,5.28,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901FG8302B-1-DEATH_CLAIM-C0-20220424,901FG8302B,DEATH_CLAIM,5,2553.8,13.15,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML4134-1-DEATH_CLAIM-C0-20200523,901ML4134,DEATH_CLAIM,3,1125.48,5.72,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8123-1-DEATH_CLAIM-C0-20220623,901ML8123,DEATH_CLAIM,2,1104.22,9.28,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8209-1-DEATH_CLAIM-C1-20240528,901ML8209,DEATH_CLAIM,2,1360.11,175.06,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8211-1-DEATH_CLAIM-C0-20200807,901ML8211,DEATH_CLAIM,2,1013.96,8.29,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8378A-1-DEATH_CLAIM-C1-20191219,901ML8378A,DEATH_CLAIM,2,287.12,287.12,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8570-1-DEATH_CLAIM-C0-20181101,901ML8570,DEATH_CLAIM,4,2835.72,28.22,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8791-1-DEATH_CLAIM-C1-20230522,901ML8791,DEATH_CLAIM,2,4212.82,2000.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8804-1-DEATH_CLAIM-C0-20241011,901ML8804,DEATH_CLAIM,2,1400.0,0.03,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
RC-901ML8804-1-DEATH_CLAIM-C1-20250903,901ML8804,DEATH_CLAIM,2,1400.02,0.0,Y,FUTURE,MODERATE_CONFIDENCE,Future-ready multi-payout analysis; no production DBF generation
