MPOLICY,LIFEPRO,LP_CODE,TYPE_CODE,SOURCE_FIELD,PAID_UP_TYPE,BEFORE_MNFOPT,PRED_BEFORE,AFTER_MNFOPT,CHANGED,MDIVOPT,MSTATUS
011176406C,9011176406,4,BA,NF,,0,0,2,Y,0,53
011176412C,9011176412,0,BA,NF,,0,0,0,N,0,22
011176413C,9011176413,0,BA,NF,,0,0,0,N,0,22
011176438C,9011176438,4,BA,NF,,0,0,2,Y,0,53
011176525C,9011176525,4,BA,NF,,0,0,2,Y,0,22
011176692C,9011176692,1,BA,NF,,1,1,1,N,0,22
011176782C,9011176782,1,BA,NF,,1,1,1,N,0,53
011176837C,9011176837,0,BA,NF,,0,0,0,N,0,22
011176902C,9011176902,0,BA,NF,,0,0,0,N,0,22
011177102C,9011177102,4,BA,NF,,0,0,2,Y,0,53
011177241C,9011177241,4,BA,NF,,0,0,2,Y,0,53
011177441C,9011177441,4,BA,NF,,0,0,2,Y,0,53
011177459C,9011177459,4,BA,NF,,0,0,2,Y,0,22
011177464C,9011177464,1,BA,NF,,1,1,1,N,0,22
011177577C,9011177577,0,BA,NF,,0,0,0,N,0,54
011177817C,9011177817,4,BA,NF,,0,0,2,Y,0,53
011177866C,9011177866,4,BA,NF,,0,0,2,Y,0,50
011177870C,9011177870,4,BA,NF,,0,0,2,Y,0,53
011177896C,9011177896,1,BA,NF,,1,1,1,N,0,22
011177899C,9011177899,1,BA,NF,,1,1,1,N,0,22
011178240C,9011178240,4,BA,NF,PU,0,0,0,N,0,53
011178435C,9011178435,4,BA,NF,,0,0,2,Y,0,53
011178449C,9011178449,4,BA,NF,,0,0,2,Y,0,53
011178455C,9011178455,4,BA,NF,,0,0,2,Y,0,53
011178457C,9011178457,4,BA,NF,,0,0,2,Y,0,53
011178618C,9011178618,4,BA,NF,,0,0,2,Y,0,53
011178660C,9011178660,4,BA,NF,,0,0,2,Y,0,55
011178930C,9011178930,1,BA,NF,,1,1,1,N,0,53
011179151C,9011179151,4,BA,NF,ET,2,2,2,N,0,44
011179153C,9011179153,1,BA,NF,,1,1,1,N,0,22
011179371C,9011179371,1,BA,NF,,1,1,1,N,0,53
011179609C,9011179609,4,BA,NF,,0,0,2,Y,0,55
011179610C,9011179610,4,BA,NF,,0,0,2,Y,0,55
011179738C,9011179738,0,BA,NF,,0,0,0,N,0,54
011179739C,9011179739,0,BA,NF,,0,0,0,N,0,54
011179948C,9011179948,4,BA,NF,,0,0,2,Y,0,55
011179951C,9011179951,4,BA,NF,,0,0,2,Y,0,53
011180194C,9011180194,4,BA,NF,ET,2,2,2,N,0,57
011180292C,9011180292,0,BA,NF,,0,0,0,N,0,22
011180300C,9011180300,4,BA,NF,,0,0,2,Y,0,53
011180363C,9011180363,1,BA,NF,PU,0,0,0,N,0,57
011180368C,9011180368,4,BA,NF,,0,0,2,Y,0,22
011180496C,9011180496,1,BA,NF,,1,1,1,N,0,53
011180586C,9011180586,1,BA,NF,RU,3,3,3,N,0,53
011180646C,9011180646,1,BA,NF,,1,1,1,N,0,53
011180707C,9011180707,1,BA,NF,,1,1,1,N,0,53
011180715C,9011180715,0,BA,NF,,0,0,0,N,0,22
011180732C,9011180732,4,BA,NF,,0,0,2,Y,0,53
011180733C,9011180733,4,BA,NF,PU,0,0,0,N,0,55
011180816C,9011180816,1,BA,NF,,1,1,1,N,0,53
011180823C,9011180823,1,BA,NF,,1,1,1,N,0,53
011180887C,9011180887,4,BA,NF,,0,0,2,Y,0,53
011180907C,9011180907,4,BA,NF,,0,0,2,Y,0,53
011180927C,9011180927,4,BA,NF,,0,0,2,Y,0,55
011180968C,9011180968,1,BA,NF,,1,1,1,N,0,53
011181001C,9011181001,0,BA,NF,,0,0,0,N,0,54
011181014C,9011181014,0,BA,NF,,0,0,0,N,0,22
011181053C,9011181053,1,BA,NF,,1,1,1,N,0,53
011181080C,9011181080,4,BA,NF,,0,0,2,Y,0,53
011181208C,9011181208,4,BA,NF,,0,0,2,Y,0,53
011181335C,9011181335,4,BA,NF,,0,0,2,Y,0,22
011181417C,9011181417,4,BA,NF,,0,0,2,Y,0,22
011181432C,9011181432,1,BA,NF,,1,1,1,N,0,22
011181499C,9011181499,0,BA,NF,,0,0,0,N,0,22
011181544C,9011181544,1,BA,NF,PU,0,0,0,N,0,53
011181565C,9011181565,0,BA,NF,,0,0,0,N,0,22
011181680C,9011181680,4,BA,NF,,0,0,2,Y,0,53
011181683C,9011181683,0,BA,NF,,0,0,0,N,0,53
011181920C,9011181920,0,BA,NF,,0,0,0,N,0,54
011181952C,9011181952,4,BA,NF,,0,0,2,Y,0,53
011182070C,9011182070,4,BA,NF,,0,0,2,Y,0,53
011182104C,9011182104,4,BA,NF,,0,0,2,Y,0,53
011182373C,9011182373,4,BA,NF,PU,0,0,0,N,0,53
011182732C,9011182732,4,BA,NF,,0,0,2,Y,0,22
011182763C,9011182763,4,BA,NF,,0,0,2,Y,0,53
011182823C,9011182823,4,BA,NF,,0,0,2,Y,0,53
011182857C,9011182857,0,BA,NF,,0,0,0,N,0,53
011182954C,9011182954,5,BA,NF,RU,3,3,3,N,0,53
011182957C,9011182957,0,BA,NF,,0,0,0,N,0,56
011183020C,9011183020,4,BA,NF,,0,0,2,Y,0,22
011183055C,9011183055,4,BA,NF,,0,0,2,Y,0,53
011183074C,9011183074,4,BA,NF,,0,0,2,Y,0,53
011183101C,9011183101,1,BA,NF,,1,1,1,N,0,22
011183288C,9011183288,0,BA,NF,,0,0,0,N,0,22
011183329C,9011183329,1,BA,NF,,1,1,1,N,0,53
011183334C,9011183334,4,BA,NF,RU,3,3,3,N,0,55
011183505C,9011183505,5,BA,NF,,0,0,3,Y,0,53
011183532C,9011183532,1,BA,NF,,1,1,1,N,0,53
011183653C,9011183653,1,BA,NF,,1,1,1,N,0,55
011183936C,9011183936,1,BA,NF,,1,1,1,N,0,22
011184051C,9011184051,1,BA,NF,,1,1,1,N,0,53
011184065C,9011184065,0,BA,NF,,0,0,0,N,0,53
011184139C,9011184139,1,BA,NF,,1,1,1,N,0,55
011184199C,9011184199,4,BA,NF,,0,0,2,Y,0,22
011184248C,9011184248,4,BA,NF,ET,2,2,2,N,0,57
011184291C,9011184291,4,BA,NF,,0,0,2,Y,0,53
011184373C,9011184373,0,BA,NF,,0,0,0,N,0,22
011184467C,9011184467,0,BA,NF,,0,0,0,N,0,22
011184470C,9011184470,4,BA,NF,,0,0,2,Y,0,55
011184576C,9011184576,4,BA,NF,,0,0,2,Y,0,53
011184643C,9011184643,1,BA,NF,,1,1,1,N,0,55
011184644C,9011184644,1,BA,NF,,1,1,1,N,0,55
011184745C,9011184745,4,BA,NF,,0,0,2,Y,0,53
011184752C,9011184752,4,BA,NF,,0,0,2,Y,0,55
011184753C,9011184753,1,BA,NF,,1,1,1,N,0,22
011184813C,9011184813,4,BA,NF,,0,0,2,Y,0,22
011184817C,9011184817,4,BA,NF,ET,2,2,2,N,0,53
011184821C,9011184821,4,BA,NF,PU,0,0,0,N,0,41
011184934C,9011184934,4,BA,NF,,0,0,2,Y,0,53
011184993C,9011184993,4,BA,NF,,0,0,2,Y,0,53
011185002C,9011185002,4,BA,NF,ET,2,2,2,N,0,57
011185059C,9011185059,1,BA,NF,,1,1,1,N,0,53
011185375C,9011185375,1,BA,NF,,1,1,1,N,0,53
011185531C,9011185531,1,BA,NF,,1,1,1,N,0,55
011185537C,9011185537,0,BA,NF,,0,0,0,N,0,22
011185539C,9011185539,4,BA,NF,RU,3,3,3,N,0,45
011185552C,9011185552,4,BA,NF,,0,0,2,Y,0,53
011185623C,9011185623,4,BA,NF,RU,3,3,3,N,0,45
011185638C,9011185638,1,BA,NF,,1,1,1,N,0,55
011185893C,9011185893,4,BA,NF,RU,3,3,3,N,0,53
011185943C,9011185943,1,BA,NF,,1,1,1,N,0,55
011185944C,9011185944,1,BA,NF,,1,1,1,N,0,55
011185948C,9011185948,0,BA,NF,,0,0,0,N,0,22
011186130C,9011186130,0,BA,NF,,0,0,0,N,0,22
011186216C,9011186216,4,BA,NF,,0,0,2,Y,0,53
011186243C,9011186243,4,BA,NF,,0,0,2,Y,0,53
011186328C,9011186328,4,BA,NF,,0,0,2,Y,0,22
011186457C,9011186457,4,BA,NF,RU,3,3,3,N,0,45
011186460C,9011186460,4,BA,NF,,0,0,2,Y,0,53
011186462C,9011186462,4,BA,NF,,0,0,2,Y,0,53
011186895C,9011186895,0,BA,NF,,0,0,0,N,0,22
011186904C,9011186904,4,BA,NF,,0,0,2,Y,0,53
011187006C,9011187006,5,BA,NF,,0,0,3,Y,0,53
011187013C,9011187013,4,BA,NF,,0,0,2,Y,0,22
011187097C,9011187097,1,BA,NF,,1,1,1,N,0,22
011187167C,9011187167,4,BA,NF,,0,0,2,Y,0,55
011187172C,9011187172,4,BA,NF,,0,0,2,Y,0,53
011187175C,9011187175,4,BA,NF,,0,0,2,Y,0,22
011187202C,9011187202,4,BA,NF,PU,0,0,0,N,0,41
011187300C,9011187300,4,BA,NF,,0,0,2,Y,0,53
011187405C,9011187405,1,BA,NF,,1,1,1,N,0,53
011187557C,9011187557,0,BA,NF,,0,0,0,N,0,22
011187601C,9011187601,4,BA,NF,,0,0,2,Y,0,53
011187687C,9011187687,0,BA,NF,,0,0,0,N,0,54
011187904C,9011187904,4,BA,NF,,0,0,2,Y,0,53
011188136C,9011188136,4,BA,NF,ET,2,2,2,N,0,44
011188277C,9011188277,4,BA,NF,,0,0,2,Y,0,22
011188279C,9011188279,4,BA,NF,,0,0,2,Y,0,53
011188288C,9011188288,1,BA,NF,,1,1,1,N,0,22
011188377C,9011188377,4,BA,NF,,0,0,2,Y,0,55
011188426C,9011188426,4,BA,NF,RU,3,3,3,N,0,53
011188556C,9011188556,1,BA,NF,,1,1,1,N,0,22
011188722C,9011188722,0,BA,NF,,0,0,0,N,0,54
011188724C,9011188724,1,BA,NF,,1,1,1,N,0,22
011188773C,9011188773,4,BA,NF,,0,0,2,Y,0,22
011188865C,9011188865,4,BA,NF,,0,0,2,Y,0,22
011188870C,9011188870,4,BA,NF,,0,0,2,Y,0,53
011188927C,9011188927,4,BA,NF,PU,0,0,0,N,0,53
011189170C,9011189170,0,BA,NF,,0,0,0,N,0,22
011189172C,9011189172,1,BA,NF,,1,1,1,N,0,22
011189249C,9011189249,1,BA,NF,,1,1,1,N,0,22
011189250C,9011189250,4,BA,NF,PU,0,0,0,N,0,41
011189255C,9011189255,0,BA,NF,,0,0,0,N,0,22
011189325C,9011189325,4,BA,NF,,0,0,2,Y,0,55
011189420C,9011189420,4,BA,NF,,0,0,2,Y,0,53
011189530C,9011189530,1,BA,NF,,1,1,1,N,0,22
011189535C,9011189535,4,BA,NF,,0,0,2,Y,0,53
011189575C,9011189575,1,BA,NF,,1,1,1,N,0,22
011189620C,9011189620,4,BA,NF,,0,0,2,Y,0,53
011189657C,9011189657,4,BA,NF,,0,0,2,Y,0,53
011189746C,9011189746,4,BA,NF,PU,0,0,0,N,0,53
011189753C,9011189753,4,BA,NF,,0,0,2,Y,0,22
011189754C,9011189754,4,BA,NF,RU,3,3,3,N,0,53
011189757C,9011189757,4,BA,NF,PU,0,0,0,N,0,53
011189786C,9011189786,4,BA,NF,,0,0,2,Y,0,53
011189788C,9011189788,0,BA,NF,,0,0,0,N,0,22
011189789C,9011189789,0,BA,NF,,0,0,0,N,0,22
011189791C,9011189791,4,BA,NF,,0,0,2,Y,0,53
011189851C,9011189851,1,BA,NF,,1,1,1,N,0,22
011189855C,9011189855,4,BA,NF,ET,2,2,2,N,0,53
011189885C,9011189885,4,BA,NF,,0,0,2,Y,0,53
011189913C,9011189913,4,BA,NF,,0,0,2,Y,0,55
011189929C,9011189929,1,BA,NF,,1,1,1,N,0,22
011189930C,9011189930,1,BA,NF,,1,1,1,N,0,22
011189940C,9011189940,4,BA,NF,,0,0,2,Y,0,22
011189989C,9011189989,4,BA,NF,,0,0,2,Y,0,22
011190048C,9011190048,1,BA,NF,,1,1,1,N,0,53
011190049C,9011190049,4,BA,NF,,0,0,2,Y,0,53
011190136C,9011190136,0,BA,NF,,0,0,0,N,0,22
011190146C,9011190146,5,BA,NF,,0,0,3,Y,0,55
011190239C,9011190239,1,BA,NF,,1,1,1,N,0,55
011190297C,9011190297,0,BA,NF,,0,0,0,N,0,22
011190380C,9011190380,4,BA,NF,,0,0,2,Y,0,53
011190388C,9011190388,1,BA,NF,,1,1,1,N,0,22
011190410C,9011190410,4,BA,NF,,0,0,2,Y,0,53
011190411C,9011190411,4,BA,NF,,0,0,2,Y,0,53
011190416C,9011190416,4,BA,NF,,0,0,2,Y,0,50
011190417C,9011190417,4,BA,NF,,0,0,2,Y,0,53
011190448C,9011190448,0,BA,NF,,0,0,0,N,0,22
011190459C,9011190459,0,BA,NF,,0,0,0,N,0,22
011190516C,9011190516,1,BA,NF,,1,1,1,N,0,55
011190599C,9011190599,4,BA,NF,,0,0,2,Y,0,53
011190613C,9011190613,4,BA,NF,,0,0,2,Y,0,53
011190668C,9011190668,1,BA,NF,,1,1,1,N,0,22
011190669C,9011190669,4,BA,NF,PU,0,0,0,N,0,53
011190670C,9011190670,4,BA,NF,PU,0,0,0,N,0,41
011190722C,9011190722,4,BA,NF,,0,0,2,Y,0,55
011190724C,9011190724,0,BA,NF,,0,0,0,N,0,22
011190873C,9011190873,4,BA,NF,,0,0,2,Y,0,22
011190905C,9011190905,1,BA,NF,,1,1,1,N,0,22
011190907C,9011190907,1,BA,NF,,1,1,1,N,0,22
011190908C,9011190908,0,BA,NF,,0,0,0,N,0,22
011190912C,9011190912,0,BA,NF,,0,0,0,N,0,22
011191041C,9011191041,4,BA,NF,,0,0,2,Y,0,53
011191042C,9011191042,4,BA,NF,,0,0,2,Y,0,53
011191043C,9011191043,4,BA,NF,,0,0,2,Y,0,22
011191045C,9011191045,4,BA,NF,,0,0,2,Y,0,22
011191055C,9011191055,0,BA,NF,,0,0,0,N,0,22
011191189C,9011191189,4,BA,NF,,0,0,2,Y,0,53
011191287C,9011191287,4,BA,NF,RU,3,3,3,N,0,45
011191288C,9011191288,4,BA,NF,RU,3,3,3,N,0,45
011191289C,9011191289,4,BA,NF,,0,0,2,Y,0,53
011191362C,9011191362,4,BA,NF,,0,0,2,Y,0,22
011191390C,9011191390,4,BA,NF,,0,0,2,Y,0,22
011191392C,9011191392,4,BA,NF,PU,0,0,0,N,0,53
011191414C,9011191414,4,BA,NF,,0,0,2,Y,0,22
011191513C,9011191513,4,BA,NF,,0,0,2,Y,0,53
011191578C,9011191578,4,BA,NF,,0,0,2,Y,0,53
011191579C,9011191579,4,BA,NF,,0,0,2,Y,0,22
011191584C,9011191584,4,BA,NF,,0,0,2,Y,0,53
011191586C,9011191586,4,BA,NF,,0,0,2,Y,0,22
011191662C,9011191662,4,BA,NF,,0,0,2,Y,0,53
011191664C,9011191664,4,BA,NF,PU,0,0,0,N,0,41
011191702C,9011191702,4,BA,NF,,0,0,2,Y,0,53
011191779C,9011191779,1,BA,NF,,1,1,1,N,0,22
011191782C,9011191782,4,BA,NF,,0,0,2,Y,0,22
011191804C,9011191804,4,BA,NF,,0,0,2,Y,0,22
011191806C,9011191806,0,BA,NF,,0,0,0,N,0,22
011191829C,9011191829,4,BA,NF,,0,0,2,Y,0,22
011191886C,9011191886,1,BA,NF,,1,1,1,N,0,22
011191889C,9011191889,4,BA,NF,,0,0,2,Y,0,53
011191890C,9011191890,4,BA,NF,,0,0,2,Y,0,53
011191892C,9011191892,1,BA,NF,,1,1,1,N,0,22
011191896C,9011191896,4,BA,NF,,0,0,2,Y,0,55
011191940C,9011191940,4,BA,NF,PU,0,0,0,N,0,53
011192032C,9011192032,4,BA,NF,,0,0,2,Y,0,53
011192047C,9011192047,4,BA,NF,,0,0,2,Y,0,53
011192065C,9011192065,4,BA,NF,,0,0,2,Y,0,53
011192106C,9011192106,4,BA,NF,,0,0,2,Y,0,53
011192121C,9011192121,1,BA,NF,,1,1,1,N,0,22
011192151C,9011192151,4,BA,NF,,0,0,2,Y,0,22
011192184C,9011192184,1,BA,NF,,1,1,1,N,0,55
011192239C,9011192239,4,BA,NF,,0,0,2,Y,0,53
011192240C,9011192240,4,BA,NF,PU,0,0,0,N,0,53
011192253C,9011192253,4,BA,NF,,0,0,2,Y,0,53
011192322C,9011192322,4,BA,NF,,0,0,2,Y,0,55
011192391C,9011192391,4,BA,NF,,0,0,2,Y,0,22
011192392C,9011192392,4,BA,NF,PU,0,0,0,N,0,53
011192400C,9011192400,4,BA,NF,ET,2,2,2,N,0,57
011192476C,9011192476,4,BA,NF,,0,0,2,Y,0,55
011192477C,9011192477,4,BA,NF,ET,2,2,2,N,0,44
011192586C,9011192586,1,BA,NF,,1,1,1,N,0,55
011192690C,9011192690,0,BA,NF,,0,0,0,N,0,54
011192744C,9011192744,0,BA,NF,,0,0,0,N,0,53
011192827C,9011192827,0,BA,NF,,0,0,0,N,0,54
011192949C,9011192949,4,BA,NF,PU,0,0,0,N,0,53
011193040C,9011193040,4,BA,NF,,0,0,2,Y,0,22
011193041C,9011193041,0,BA,NF,,0,0,0,N,0,22
011193156C,9011193156,4,BA,NF,ET,2,2,2,N,0,44
011193157C,9011193157,4,BA,NF,ET,2,2,2,N,0,44
011193165C,9011193165,4,BA,NF,,0,0,2,Y,0,22
011193169C,9011193169,4,BA,NF,,0,0,2,Y,0,22
011193211C,9011193211,1,BA,NF,,1,1,1,N,0,53
011193218C,9011193218,1,BA,NF,,1,1,1,N,0,22
011193243C,9011193243,5,BA,NF,,0,0,3,Y,0,22
011193336C,9011193336,4,BA,NF,,0,0,2,Y,0,53
011193367C,9011193367,1,BA,NF,,1,1,1,N,0,22
011193421C,9011193421,4,BA,NF,,0,0,2,Y,0,53
011193461C,9011193461,0,BA,NF,,0,0,0,N,0,22
011193585C,9011193585,4,BA,NF,PU,0,0,0,N,0,41
011193674C,9011193674,1,BA,NF,,1,1,1,N,0,53
011193692C,9011193692,1,BA,NF,,1,1,1,N,0,22
011193709C,9011193709,4,BA,NF,PU,0,0,0,N,0,41
011193836C,9011193836,4,BA,NF,PU,0,0,0,N,0,53
011193872C,9011193872,4,BA,NF,,0,0,2,Y,0,53
011193876C,9011193876,4,BA,NF,ET,2,2,2,N,0,44
011194064C,9011194064,4,BA,NF,,0,0,2,Y,0,53
011194070C,9011194070,4,BA,NF,,0,0,2,Y,0,53
011194088C,9011194088,4,BA,NF,,0,0,2,Y,0,22
011194111C,9011194111,4,BA,NF,,0,0,2,Y,0,53
011194146C,9011194146,4,BA,NF,,0,0,2,Y,0,50
011194161C,9011194161,4,BA,NF,,0,0,2,Y,0,53
011194186C,9011194186,4,BA,NF,,0,0,2,Y,0,22
011194190C,9011194190,4,BA,NF,,0,0,2,Y,0,22
011194191C,9011194191,4,BA,NF,,0,0,2,Y,0,22
011194208C,9011194208,4,BA,NF,,0,0,2,Y,0,55
011194225C,9011194225,4,BA,NF,,0,0,2,Y,0,53
011194273C,9011194273,4,BA,NF,,0,0,2,Y,0,53
011194346C,9011194346,4,BA,NF,,0,0,2,Y,0,22
011194381C,9011194381,1,BA,NF,,1,1,1,N,0,22
011194385C,9011194385,1,BA,NF,,1,1,1,N,0,22
011194386C,9011194386,1,BA,NF,,1,1,1,N,0,22
011194387C,9011194387,1,BA,NF,,1,1,1,N,0,22
011194436C,9011194436,4,BA,NF,,0,0,2,Y,0,53
011194438C,9011194438,0,BA,NF,,0,0,0,N,0,22
011194498C,9011194498,4,BA,NF,,0,0,2,Y,0,55
011194499C,9011194499,4,BA,NF,,0,0,2,Y,0,53
011194542C,9011194542,4,BA,NF,,0,0,2,Y,0,53
011194617C,9011194617,1,BA,NF,,1,1,1,N,0,53
011194618C,9011194618,0,BA,NF,,0,0,0,N,0,53
011194622C,9011194622,4,BA,NF,,0,0,2,Y,0,55
011194623C,9011194623,4,BA,NF,,0,0,2,Y,0,55
011194626C,9011194626,1,BA,NF,,1,1,1,N,0,55
011194641C,9011194641,1,BA,NF,,1,1,1,N,0,22
011194642C,9011194642,1,BA,NF,,1,1,1,N,0,22
011194728C,9011194728,1,BA,NF,,1,1,1,N,0,22
011194729C,9011194729,1,BA,NF,,1,1,1,N,0,22
011194751C,9011194751,4,BA,NF,,0,0,2,Y,0,53
011194752C,9011194752,4,BA,NF,,0,0,2,Y,0,53
011194768C,9011194768,1,BA,NF,,1,1,1,N,0,53
011194789C,9011194789,4,BA,NF,,0,0,2,Y,0,22
011194799C,9011194799,4,BA,NF,PU,0,0,0,N,0,53
011194803C,9011194803,4,BA,NF,,0,0,2,Y,0,22
011194873C,9011194873,4,BA,NF,ET,2,2,2,N,0,44
011194874C,9011194874,4,BA,NF,ET,2,2,2,N,0,44
011194875C,9011194875,4,BA,NF,ET,2,2,2,N,0,44
011194958C,9011194958,1,BA,NF,,1,1,1,N,0,22
011195087C,9011195087,1,BA,NF,,1,1,1,N,0,53
011195093C,9011195093,4,BA,NF,,0,0,2,Y,0,53
011195138C,9011195138,1,BA,NF,,1,1,1,N,0,22
011195139C,9011195139,4,BA,NF,,0,0,2,Y,0,53
011195144C,9011195144,4,BA,NF,,0,0,2,Y,0,53
011195187C,9011195187,0,BA,NF,,0,0,0,N,0,54
011195201C,9011195201,4,BA,NF,,0,0,2,Y,0,22
011195295C,9011195295,4,BA,NF,,0,0,2,Y,0,53
011195296C,9011195296,4,BA,NF,,0,0,2,Y,0,53
011195373C,9011195373,4,BA,NF,,0,0,2,Y,0,22
011195395C,9011195395,1,BA,NF,,1,1,1,N,0,22
011195437C,9011195437,1,BA,NF,,1,1,1,N,0,55
011195486C,9011195486,4,BA,NF,,0,0,2,Y,0,53
011195533C,9011195533,4,BA,NF,,0,0,2,Y,0,55
011195567C,9011195567,0,BA,NF,,0,0,0,N,0,22
011195589C,9011195589,0,BA,NF,,0,0,0,N,0,53
011195599C,9011195599,1,BA,NF,PU,0,0,0,N,0,53
011195601C,9011195601,1,BA,NF,,1,1,1,N,0,55
011195602C,9011195602,1,BA,NF,,1,1,1,N,0,55
011195603C,9011195603,4,BA,NF,PU,0,0,0,N,0,41
011195642C,9011195642,4,BA,NF,,0,0,2,Y,0,53
011195673C,9011195673,4,BA,NF,,0,0,2,Y,0,53
011195801C,9011195801,4,BA,NF,,0,0,2,Y,0,22
011195829C,9011195829,1,BA,NF,,1,1,1,N,0,55
011195904C,9011195904,4,BA,NF,,0,0,2,Y,0,22
011195913C,9011195913,1,BA,NF,,1,1,1,N,0,53
011195919C,9011195919,4,BA,NF,,0,0,2,Y,0,53
011195954C,9011195954,1,BA,NF,,1,1,1,N,0,22
011196010C,9011196010,4,BA,NF,,0,0,2,Y,0,22
011196031C,9011196031,4,BA,NF,,0,0,2,Y,0,22
011196063C,9011196063,1,BA,NF,RU,3,3,3,N,0,45
011196064C,9011196064,1,BA,NF,RU,3,3,3,N,0,45
011196104C,9011196104,0,BA,NF,,0,0,0,N,0,56
011196109C,9011196109,4,BA,NF,,0,0,2,Y,0,22
011196111C,9011196111,4,BA,NF,,0,0,2,Y,0,53
011196134C,9011196134,1,BA,NF,,1,1,1,N,0,53
011196163C,9011196163,4,BA,NF,,0,0,2,Y,0,22
011196168C,9011196168,4,BA,NF,,0,0,2,Y,0,55
011196169C,9011196169,1,BA,NF,,1,1,1,N,0,55
011196170C,9011196170,1,BA,NF,,1,1,1,N,0,55
011196182C,9011196182,4,BA,NF,,0,0,2,Y,0,53
011196276C,9011196276,4,BA,NF,ET,2,2,2,N,0,57
011196281C,9011196281,1,BA,NF,,1,1,1,N,0,55
011196295C,9011196295,0,BA,NF,,0,0,0,N,0,54
011196296C,9011196296,4,BA,NF,LP,0,0,0,N,0,55
011196297C,9011196297,4,BA,NF,,0,0,2,Y,0,55
011196355C,9011196355,1,BA,NF,,1,1,1,N,0,22
011196356C,9011196356,4,BA,NF,,0,0,2,Y,0,22
011196420C,9011196420,4,BA,NF,ET,2,2,2,N,0,57
011196444C,9011196444,1,BA,NF,,1,1,1,N,0,55
011196445C,9011196445,1,BA,NF,,1,1,1,N,0,55
011196495C,9011196495,0,BA,NF,,0,0,0,N,0,22
011196496C,9011196496,0,BA,NF,,0,0,0,N,0,22
011196510C,9011196510,4,BA,NF,PU,0,0,0,N,0,41
011196511C,9011196511,1,BA,NF,,1,1,1,N,0,22
011196512C,9011196512,1,BA,NF,,1,1,1,N,0,22
011196513C,9011196513,1,BA,NF,,1,1,1,N,0,55
011196521C,9011196521,1,BA,NF,PU,0,0,0,N,0,53
011196525C,9011196525,4,BA,NF,,0,0,2,Y,0,22
011196569C,9011196569,4,BA,NF,,0,0,2,Y,0,53
011196570C,9011196570,4,BA,NF,,0,0,2,Y,0,55
011196571C,9011196571,4,BA,NF,,0,0,2,Y,0,55
011196751C,9011196751,4,BA,NF,ET,2,2,2,N,0,57
011196775C,9011196775,4,BA,NF,,0,0,2,Y,0,53
011196776C,9011196776,4,BA,NF,,0,0,2,Y,0,22
011196777C,9011196777,1,BA,NF,,1,1,1,N,0,55
011196778C,9011196778,1,BA,NF,,1,1,1,N,0,55
011196779C,9011196779,1,BA,NF,,1,1,1,N,0,55
011196821C,9011196821,1,BA,NF,,1,1,1,N,0,55
011196852C,9011196852,4,BA,NF,,0,0,2,Y,0,53
011196869C,9011196869,0,BA,NF,,0,0,0,N,0,54
011196897C,9011196897,1,BA,NF,,1,1,1,N,0,22
011196903C,9011196903,1,BA,NF,,1,1,1,N,0,55
011196932C,9011196932,4,BA,NF,RU,3,3,3,N,0,45
011196933C,9011196933,4,BA,NF,RU,3,3,3,N,0,45
011196975C,9011196975,4,BA,NF,,0,0,2,Y,0,22
011196980C,9011196980,1,BA,NF,,1,1,1,N,0,22
011196981C,9011196981,4,BA,NF,,0,0,2,Y,0,22
011197039C,9011197039,4,BA,NF,,0,0,2,Y,0,53
011197062C,9011197062,4,BA,NF,,0,0,2,Y,0,53
011197186C,9011197186,1,BA,NF,,1,1,1,N,0,22
011197220C,9011197220,1,BA,NF,,1,1,1,N,0,22
011197222C,9011197222,4,BA,NF,,0,0,2,Y,0,53
011197244C,9011197244,1,BA,NF,,1,1,1,N,0,22
011197288C,9011197288,4,BA,NF,,0,0,2,Y,0,55
011197343C,9011197343,1,BA,NF,,1,1,1,N,0,22
011197430C,9011197430,4,BA,NF,ET,2,2,2,N,0,57
011197461C,9011197461,4,BA,NF,,0,0,2,Y,0,22
011197462C,9011197462,4,BA,NF,ET,2,2,2,N,0,44
011197492C,9011197492,4,BA,NF,,0,0,2,Y,0,53
011197533C,9011197533,4,BA,NF,,0,0,2,Y,0,53
011197559C,9011197559,0,BA,NF,,0,0,0,N,0,53
011197560C,9011197560,4,BA,NF,,0,0,2,Y,0,22
011197578C,9011197578,4,BA,NF,,0,0,2,Y,0,53
011197646C,9011197646,4,BA,NF,,0,0,2,Y,0,22
011197647C,9011197647,4,BA,NF,,0,0,2,Y,0,55
011197709C,9011197709,4,BA,NF,,0,0,2,Y,0,53
011197712C,9011197712,1,BA,NF,,1,1,1,N,0,22
011197713C,9011197713,1,BA,NF,,1,1,1,N,0,22
011197714C,9011197714,1,BA,NF,,1,1,1,N,0,22
011197715C,9011197715,1,BA,NF,,1,1,1,N,0,53
011197716C,9011197716,1,BA,NF,,1,1,1,N,0,22
011197743C,9011197743,4,BA,NF,PU,0,0,0,N,0,55
011197810C,9011197810,4,BA,NF,,0,0,2,Y,0,22
011197815C,9011197815,4,BA,NF,,0,0,2,Y,0,22
011197938C,9011197938,1,BA,NF,,1,1,1,N,0,22
011197939C,9011197939,1,BA,NF,,1,1,1,N,0,22
011198043C,9011198043,1,BA,NF,,1,1,1,N,0,22
011198051C,9011198051,1,BA,NF,,1,1,1,N,0,22
011198073C,9011198073,0,BA,NF,,0,0,0,N,0,22
