reconstructed_claim_id,settlement_chain_id,lifecycle_event_count,first_activity_date,last_activity_date,settlement_duration_days,payout_detected_flag,offset_detected_flag,withholding_detected_flag,interest_detected_flag,settlement_completion_status,chain_confidence_level
RC-9011036041-3-SURRENDER_CLAIM-C4-20220305,RC-9011036041-3-SURRENDER_CLAIM-C4-20220305-SC1,1,20220305,20220305,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036041-3-SURRENDER_CLAIM-C5-20230305,RC-9011036041-3-SURRENDER_CLAIM-C5-20230305-SC1,1,20230305,20230305,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036041-3-SURRENDER_CLAIM-C6-20240305,RC-9011036041-3-SURRENDER_CLAIM-C6-20240305-SC1,1,20240305,20240305,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036041-3-SURRENDER_CLAIM-C7-20250305,RC-9011036041-3-SURRENDER_CLAIM-C7-20250305-SC1,1,20250305,20250305,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036041-3-SURRENDER_CLAIM-C8-20260305,RC-9011036041-3-SURRENDER_CLAIM-C8-20260305-SC1,1,20260305,20260305,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036054-1-DEATH_CLAIM-C0-20240505,RC-9011036054-1-DEATH_CLAIM-C0-20240505-SC1,4,20240505,20240505,0,Y,N,N,N,COMPLETE,HIGH
RC-9011036054-1-DISBURSEMENT_CLAIM-C0-20190214,RC-9011036054-1-DISBURSEMENT_CLAIM-C0-20190214-SC1,2,20190214,20190214,0,Y,N,N,N,COMPLETE,HIGH
RC-9011036054-2-SURRENDER_CLAIM-C0-20180308,RC-9011036054-2-SURRENDER_CLAIM-C0-20180308-SC1,1,20180308,20180308,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036054-2-SURRENDER_CLAIM-C1-20190308,RC-9011036054-2-SURRENDER_CLAIM-C1-20190308-SC1,1,20190308,20190308,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036054-2-SURRENDER_CLAIM-C2-20200308,RC-9011036054-2-SURRENDER_CLAIM-C2-20200308-SC1,1,20200308,20200308,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036054-2-SURRENDER_CLAIM-C3-20210308,RC-9011036054-2-SURRENDER_CLAIM-C3-20210308-SC1,1,20210308,20210308,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036054-2-SURRENDER_CLAIM-C4-20220308,RC-9011036054-2-SURRENDER_CLAIM-C4-20220308-SC1,1,20220308,20220308,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036054-2-SURRENDER_CLAIM-C5-20230308,RC-9011036054-2-SURRENDER_CLAIM-C5-20230308-SC1,1,20230308,20230308,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011036054-2-SURRENDER_CLAIM-C6-20240308,RC-9011036054-2-SURRENDER_CLAIM-C6-20240308-SC1,1,20240308,20240308,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038065-1-DISBURSEMENT_CLAIM-C0-20230511,RC-9011038065-1-DISBURSEMENT_CLAIM-C0-20230511-SC1,2,20230511,20230511,0,Y,N,N,N,COMPLETE,HIGH
RC-9011038065-2-SURRENDER_CLAIM-C0-20230620,RC-9011038065-2-SURRENDER_CLAIM-C0-20230620-SC1,2,20230620,20230620,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038386-1-DISBURSEMENT_CLAIM-C0-20210420,RC-9011038386-1-DISBURSEMENT_CLAIM-C0-20210420-SC1,2,20210420,20210420,0,Y,N,N,N,COMPLETE,HIGH
RC-9011038386-2-SURRENDER_CLAIM-C0-20180418,RC-9011038386-2-SURRENDER_CLAIM-C0-20180418-SC1,1,20180418,20180418,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038386-2-SURRENDER_CLAIM-C1-20190418,RC-9011038386-2-SURRENDER_CLAIM-C1-20190418-SC1,1,20190418,20190418,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038386-2-SURRENDER_CLAIM-C2-20200418,RC-9011038386-2-SURRENDER_CLAIM-C2-20200418-SC1,1,20200418,20200418,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038645-1-DISBURSEMENT_CLAIM-C0-20210526,RC-9011038645-1-DISBURSEMENT_CLAIM-C0-20210526-SC1,2,20210526,20210526,0,Y,N,N,N,COMPLETE,HIGH
RC-9011038645-2-SURRENDER_CLAIM-C0-20210422,RC-9011038645-2-SURRENDER_CLAIM-C0-20210422-SC1,1,20210422,20210422,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038645-2-SURRENDER_CLAIM-C1-20220422,RC-9011038645-2-SURRENDER_CLAIM-C1-20220422-SC1,1,20220422,20220422,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038645-2-SURRENDER_CLAIM-C2-20230422,RC-9011038645-2-SURRENDER_CLAIM-C2-20230422-SC1,1,20230422,20230422,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038645-2-SURRENDER_CLAIM-C3-20240422,RC-9011038645-2-SURRENDER_CLAIM-C3-20240422-SC1,1,20240422,20240422,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038645-2-SURRENDER_CLAIM-C4-20250422,RC-9011038645-2-SURRENDER_CLAIM-C4-20250422-SC1,1,20250422,20250422,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011038645-2-SURRENDER_CLAIM-C5-20260422,RC-9011038645-2-SURRENDER_CLAIM-C5-20260422-SC1,1,20260422,20260422,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039701-1-DEATH_CLAIM-C0-20230414,RC-9011039701-1-DEATH_CLAIM-C0-20230414-SC1,3,20230414,20230414,0,Y,N,N,N,COMPLETE,HIGH
RC-9011039701-1-SURRENDER_CLAIM-C0-20230523,RC-9011039701-1-SURRENDER_CLAIM-C0-20230523-SC1,1,20230523,20230523,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039701-2-SURRENDER_CLAIM-C0-20180514,RC-9011039701-2-SURRENDER_CLAIM-C0-20180514-SC1,1,20180514,20180514,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039701-2-SURRENDER_CLAIM-C1-20190514,RC-9011039701-2-SURRENDER_CLAIM-C1-20190514-SC1,1,20190514,20190514,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039701-2-SURRENDER_CLAIM-C2-20200514,RC-9011039701-2-SURRENDER_CLAIM-C2-20200514-SC1,1,20200514,20200514,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039701-2-SURRENDER_CLAIM-C3-20210514,RC-9011039701-2-SURRENDER_CLAIM-C3-20210514-SC1,1,20210514,20210514,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039701-2-SURRENDER_CLAIM-C4-20220514,RC-9011039701-2-SURRENDER_CLAIM-C4-20220514-SC1,1,20220514,20220514,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039701-2-SURRENDER_CLAIM-C5-20230514,RC-9011039701-2-SURRENDER_CLAIM-C5-20230514-SC1,2,20230514,20230514,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011039772-2-SURRENDER_CLAIM-C0-20240108,RC-9011039772-2-SURRENDER_CLAIM-C0-20240108-SC1,2,20240108,20240108,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011040022-1-DEATH_CLAIM-C0-20251205,RC-9011040022-1-DEATH_CLAIM-C0-20251205-SC1,4,20251205,20251205,0,Y,N,N,N,COMPLETE,HIGH
RC-9011040023-3-SURRENDER_CLAIM-C0-20240729,RC-9011040023-3-SURRENDER_CLAIM-C0-20240729-SC1,2,20240729,20240729,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011040294-1-SURRENDER_CLAIM-C0-20251201,RC-9011040294-1-SURRENDER_CLAIM-C0-20251201-SC1,2,20251201,20251201,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011040294-1-SURRENDER_CLAIM-C1-20260220,RC-9011040294-1-SURRENDER_CLAIM-C1-20260220-SC1,1,20260220,20260220,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011040527-2-SURRENDER_CLAIM-C0-20181228,RC-9011040527-2-SURRENDER_CLAIM-C0-20181228-SC1,2,20181228,20181228,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011040826-1-DEATH_CLAIM-C0-20200323,RC-9011040826-1-DEATH_CLAIM-C0-20200323-SC1,9,20200323,20200323,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011040826-1-DEATH_CLAIM-C1-20201228,RC-9011040826-1-DEATH_CLAIM-C1-20201228-SC1,2,20201228,20201228,0,Y,N,N,N,PARTIAL,MEDIUM
RC-9011040826-2-SURRENDER_CLAIM-C0-20180607,RC-9011040826-2-SURRENDER_CLAIM-C0-20180607-SC1,1,20180607,20180607,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011040826-2-SURRENDER_CLAIM-C1-20190607,RC-9011040826-2-SURRENDER_CLAIM-C1-20190607-SC1,1,20190607,20190607,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011040826-2-SURRENDER_CLAIM-C2-20200607,RC-9011040826-2-SURRENDER_CLAIM-C2-20200607-SC1,3,20200607,20200607,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011041120-1-DEATH_CLAIM-C0-20211015,RC-9011041120-1-DEATH_CLAIM-C0-20211015-SC1,7,20211015,20211015,0,Y,N,N,N,COMPLETE,HIGH
RC-9011041220-1-SURRENDER_CLAIM-C0-20190114,RC-9011041220-1-SURRENDER_CLAIM-C0-20190114-SC1,5,20190114,20190214,31,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011041220-1-SURRENDER_CLAIM-C1-20190614,RC-9011041220-1-SURRENDER_CLAIM-C1-20190614-SC1,1,20190614,20190614,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011041220-1-SURRENDER_CLAIM-C2-20200614,RC-9011041220-1-SURRENDER_CLAIM-C2-20200614-SC1,2,20200614,20200716,32,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011041480-2-SURRENDER_CLAIM-C0-20180625,RC-9011041480-2-SURRENDER_CLAIM-C0-20180625-SC1,1,20180625,20180625,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011041480-2-SURRENDER_CLAIM-C1-20181031,RC-9011041480-2-SURRENDER_CLAIM-C1-20181031-SC1,2,20181031,20181031,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042400-1-SURRENDER_CLAIM-C0-20180116,RC-9011042400-1-SURRENDER_CLAIM-C0-20180116-SC1,3,20180116,20180116,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042400-1-SURRENDER_CLAIM-C1-20180716,RC-9011042400-1-SURRENDER_CLAIM-C1-20180716-SC1,2,20180716,20180716,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042400-1-SURRENDER_CLAIM-C2-20190116,RC-9011042400-1-SURRENDER_CLAIM-C2-20190116-SC1,3,20190116,20190116,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042625-1-SURRENDER_CLAIM-C0-20220101,RC-9011042625-1-SURRENDER_CLAIM-C0-20220101-SC1,2,20220101,20220101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042625-1-SURRENDER_CLAIM-C1-20220701,RC-9011042625-1-SURRENDER_CLAIM-C1-20220701-SC1,2,20220701,20220701,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042625-1-SURRENDER_CLAIM-C2-20230101,RC-9011042625-1-SURRENDER_CLAIM-C2-20230101-SC1,3,20230101,20230101,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042625-1-SURRENDER_CLAIM-C3-20230614,RC-9011042625-1-SURRENDER_CLAIM-C3-20230614-SC1,3,20230614,20230701,17,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042625-1-SURRENDER_CLAIM-C4-20240621,RC-9011042625-1-SURRENDER_CLAIM-C4-20240621-SC1,3,20240621,20240701,10,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042625-1-SURRENDER_CLAIM-C5-20250701,RC-9011042625-1-SURRENDER_CLAIM-C5-20250701-SC1,3,20250701,20250702,1,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011042637-1-DEATH_CLAIM-C0-20190421,RC-9011042637-1-DEATH_CLAIM-C0-20190421-SC1,5,20190421,20190421,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011042946-2-SURRENDER_CLAIM-C0-20180815,RC-9011042946-2-SURRENDER_CLAIM-C0-20180815-SC1,1,20180815,20180815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042946-2-SURRENDER_CLAIM-C1-20190815,RC-9011042946-2-SURRENDER_CLAIM-C1-20190815-SC1,1,20190815,20190815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042946-2-SURRENDER_CLAIM-C2-20200815,RC-9011042946-2-SURRENDER_CLAIM-C2-20200815-SC1,1,20200815,20200815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042946-2-SURRENDER_CLAIM-C3-20210815,RC-9011042946-2-SURRENDER_CLAIM-C3-20210815-SC1,1,20210815,20210815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042946-2-SURRENDER_CLAIM-C4-20220815,RC-9011042946-2-SURRENDER_CLAIM-C4-20220815-SC1,1,20220815,20220815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042946-2-SURRENDER_CLAIM-C5-20230815,RC-9011042946-2-SURRENDER_CLAIM-C5-20230815-SC1,1,20230815,20230815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042946-2-SURRENDER_CLAIM-C6-20240815,RC-9011042946-2-SURRENDER_CLAIM-C6-20240815-SC1,1,20240815,20240815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011042946-2-SURRENDER_CLAIM-C7-20250815,RC-9011042946-2-SURRENDER_CLAIM-C7-20250815-SC1,1,20250815,20250815,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011043749-1-DEATH_CLAIM-C0-20230707,RC-9011043749-1-DEATH_CLAIM-C0-20230707-SC1,4,20230707,20230707,0,Y,N,N,N,COMPLETE,HIGH
RC-9011044131-1-DEATH_CLAIM-C0-20201122,RC-9011044131-1-DEATH_CLAIM-C0-20201122-SC1,7,20201122,20201122,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011044132-1-DEATH_CLAIM-C0-20200430,RC-9011044132-1-DEATH_CLAIM-C0-20200430-SC1,5,20200430,20200430,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011045128-1-DEATH_CLAIM-C0-20220814,RC-9011045128-1-DEATH_CLAIM-C0-20220814-SC1,5,20220814,20220814,0,Y,N,N,N,COMPLETE,HIGH
RC-9011045129-1-DEATH_CLAIM-C0-20220626,RC-9011045129-1-DEATH_CLAIM-C0-20220626-SC1,4,20220626,20220626,0,Y,N,N,N,COMPLETE,HIGH
RC-9011045350-2-SURRENDER_CLAIM-C0-20181101,RC-9011045350-2-SURRENDER_CLAIM-C0-20181101-SC1,1,20181101,20181101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045350-2-SURRENDER_CLAIM-C1-20191101,RC-9011045350-2-SURRENDER_CLAIM-C1-20191101-SC1,1,20191101,20191101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045350-2-SURRENDER_CLAIM-C2-20201101,RC-9011045350-2-SURRENDER_CLAIM-C2-20201101-SC1,1,20201101,20201101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045350-2-SURRENDER_CLAIM-C3-20211101,RC-9011045350-2-SURRENDER_CLAIM-C3-20211101-SC1,1,20211101,20211101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045350-2-SURRENDER_CLAIM-C4-20221101,RC-9011045350-2-SURRENDER_CLAIM-C4-20221101-SC1,1,20221101,20221101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045350-2-SURRENDER_CLAIM-C5-20231101,RC-9011045350-2-SURRENDER_CLAIM-C5-20231101-SC1,1,20231101,20231101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045350-2-SURRENDER_CLAIM-C6-20241101,RC-9011045350-2-SURRENDER_CLAIM-C6-20241101-SC1,1,20241101,20241101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045350-2-SURRENDER_CLAIM-C7-20251101,RC-9011045350-2-SURRENDER_CLAIM-C7-20251101-SC1,1,20251101,20251101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011045407-1-DEATH_CLAIM-C0-20210319,RC-9011045407-1-DEATH_CLAIM-C0-20210319-SC1,3,20210319,20210319,0,Y,N,N,N,COMPLETE,HIGH
RC-9011045618-1-DEATH_CLAIM-C0-20220124,RC-9011045618-1-DEATH_CLAIM-C0-20220124-SC1,5,20220124,20220124,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011045768-1-SURRENDER_CLAIM-C0-20180918,RC-9011045768-1-SURRENDER_CLAIM-C0-20180918-SC1,1,20180918,20180918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045768-1-SURRENDER_CLAIM-C1-20190918,RC-9011045768-1-SURRENDER_CLAIM-C1-20190918-SC1,1,20190918,20190918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045768-1-SURRENDER_CLAIM-C2-20200918,RC-9011045768-1-SURRENDER_CLAIM-C2-20200918-SC1,1,20200918,20200918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045768-1-SURRENDER_CLAIM-C3-20210918,RC-9011045768-1-SURRENDER_CLAIM-C3-20210918-SC1,1,20210918,20210918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045768-1-SURRENDER_CLAIM-C4-20220918,RC-9011045768-1-SURRENDER_CLAIM-C4-20220918-SC1,1,20220918,20220918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045768-1-SURRENDER_CLAIM-C5-20230918,RC-9011045768-1-SURRENDER_CLAIM-C5-20230918-SC1,63,20230918,20260401,926,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045769-1-SURRENDER_CLAIM-C0-20180918,RC-9011045769-1-SURRENDER_CLAIM-C0-20180918-SC1,1,20180918,20180918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045769-1-SURRENDER_CLAIM-C1-20190918,RC-9011045769-1-SURRENDER_CLAIM-C1-20190918-SC1,1,20190918,20190918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045769-1-SURRENDER_CLAIM-C2-20200918,RC-9011045769-1-SURRENDER_CLAIM-C2-20200918-SC1,1,20200918,20200918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045769-1-SURRENDER_CLAIM-C3-20210918,RC-9011045769-1-SURRENDER_CLAIM-C3-20210918-SC1,1,20210918,20210918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045769-1-SURRENDER_CLAIM-C4-20220118,RC-9011045769-1-SURRENDER_CLAIM-C4-20220118-SC1,2,20220118,20220118,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045769-1-SURRENDER_CLAIM-C5-20220918,RC-9011045769-1-SURRENDER_CLAIM-C5-20220918-SC1,1,20220918,20220918,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045769-1-SURRENDER_CLAIM-C6-20230918,RC-9011045769-1-SURRENDER_CLAIM-C6-20230918-SC1,63,20230918,20260401,926,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011045847-1-DEATH_CLAIM-C0-20200731,RC-9011045847-1-DEATH_CLAIM-C0-20200731-SC1,4,20200731,20200731,0,Y,N,N,N,COMPLETE,HIGH
RC-9011046104-1-DEATH_CLAIM-C0-20240220,RC-9011046104-1-DEATH_CLAIM-C0-20240220-SC1,4,20240220,20240220,0,Y,N,N,N,COMPLETE,HIGH
RC-9011046268-5-SURRENDER_CLAIM-C0-20200227,RC-9011046268-5-SURRENDER_CLAIM-C0-20200227-SC1,2,20200227,20200227,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011047402-1-DEATH_CLAIM-C0-20240121,RC-9011047402-1-DEATH_CLAIM-C0-20240121-SC1,5,20240121,20240121,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011047403-1-DEATH_CLAIM-C0-20200415,RC-9011047403-1-DEATH_CLAIM-C0-20200415-SC1,5,20200415,20200415,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011047600-2-SURRENDER_CLAIM-C0-20220601,RC-9011047600-2-SURRENDER_CLAIM-C0-20220601-SC1,2,20220601,20220601,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C0-20181104,RC-9011047682-1-SURRENDER_CLAIM-C0-20181104-SC1,1,20181104,20181104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C1-20191104,RC-9011047682-1-SURRENDER_CLAIM-C1-20191104-SC1,1,20191104,20191104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C2-20201104,RC-9011047682-1-SURRENDER_CLAIM-C2-20201104-SC1,1,20201104,20201104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C3-20211104,RC-9011047682-1-SURRENDER_CLAIM-C3-20211104-SC1,1,20211104,20211104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C4-20221104,RC-9011047682-1-SURRENDER_CLAIM-C4-20221104-SC1,1,20221104,20221104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C5-20231104,RC-9011047682-1-SURRENDER_CLAIM-C5-20231104-SC1,1,20231104,20231104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C6-20241104,RC-9011047682-1-SURRENDER_CLAIM-C6-20241104-SC1,1,20241104,20241104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047682-1-SURRENDER_CLAIM-C7-20250310,RC-9011047682-1-SURRENDER_CLAIM-C7-20250310-SC1,25,20250310,20260407,393,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C0-20181104,RC-9011047683-1-SURRENDER_CLAIM-C0-20181104-SC1,1,20181104,20181104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C1-20191104,RC-9011047683-1-SURRENDER_CLAIM-C1-20191104-SC1,1,20191104,20191104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C2-20201104,RC-9011047683-1-SURRENDER_CLAIM-C2-20201104-SC1,1,20201104,20201104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C3-20211104,RC-9011047683-1-SURRENDER_CLAIM-C3-20211104-SC1,1,20211104,20211104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C4-20221104,RC-9011047683-1-SURRENDER_CLAIM-C4-20221104-SC1,1,20221104,20221104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C5-20231104,RC-9011047683-1-SURRENDER_CLAIM-C5-20231104-SC1,1,20231104,20231104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C6-20241104,RC-9011047683-1-SURRENDER_CLAIM-C6-20241104-SC1,1,20241104,20241104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C7-20251104,RC-9011047683-1-SURRENDER_CLAIM-C7-20251104-SC1,1,20251104,20251104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047683-1-SURRENDER_CLAIM-C8-20260323,RC-9011047683-1-SURRENDER_CLAIM-C8-20260323-SC1,2,20260323,20260323,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C0-20181104,RC-9011047684-1-SURRENDER_CLAIM-C0-20181104-SC1,1,20181104,20181104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C1-20191104,RC-9011047684-1-SURRENDER_CLAIM-C1-20191104-SC1,1,20191104,20191104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C2-20201104,RC-9011047684-1-SURRENDER_CLAIM-C2-20201104-SC1,1,20201104,20201104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C3-20211104,RC-9011047684-1-SURRENDER_CLAIM-C3-20211104-SC1,1,20211104,20211104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C4-20221104,RC-9011047684-1-SURRENDER_CLAIM-C4-20221104-SC1,1,20221104,20221104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C5-20231104,RC-9011047684-1-SURRENDER_CLAIM-C5-20231104-SC1,1,20231104,20231104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C6-20241104,RC-9011047684-1-SURRENDER_CLAIM-C6-20241104-SC1,1,20241104,20241104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011047684-1-SURRENDER_CLAIM-C7-20251104,RC-9011047684-1-SURRENDER_CLAIM-C7-20251104-SC1,1,20251104,20251104,0,N,Y,N,N,INCOMPLETE,MEDIUM
RC-9011048440-3-SURRENDER_CLAIM-C0-20240129,RC-9011048440-3-SURRENDER_CLAIM-C0-20240129-SC1,2,20240129,20240129,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011048543-2-SURRENDER_CLAIM-C0-20181215,RC-9011048543-2-SURRENDER_CLAIM-C0-20181215-SC1,1,20181215,20181215,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011048543-2-SURRENDER_CLAIM-C1-20191215,RC-9011048543-2-SURRENDER_CLAIM-C1-20191215-SC1,1,20191215,20191215,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011048543-2-SURRENDER_CLAIM-C2-20201215,RC-9011048543-2-SURRENDER_CLAIM-C2-20201215-SC1,1,20201215,20201215,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011048543-2-SURRENDER_CLAIM-C3-20211215,RC-9011048543-2-SURRENDER_CLAIM-C3-20211215-SC1,1,20211215,20211215,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011048882-1-DEATH_CLAIM-C0-20211113,RC-9011048882-1-DEATH_CLAIM-C0-20211113-SC1,5,20211113,20211113,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011048886-1-DEATH_CLAIM-C0-20200210,RC-9011048886-1-DEATH_CLAIM-C0-20200210-SC1,10,20200210,20200210,0,Y,N,N,Y,COMPLETE,HIGH
RC-9011048886-2-SURRENDER_CLAIM-C0-20180101,RC-9011048886-2-SURRENDER_CLAIM-C0-20180101-SC1,1,20180101,20180101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011048886-2-SURRENDER_CLAIM-C1-20190101,RC-9011048886-2-SURRENDER_CLAIM-C1-20190101-SC1,1,20190101,20190101,0,N,N,N,N,INCOMPLETE,MEDIUM
RC-9011048886-2-SURRENDER_CLAIM-C2-20200101,RC-9011048886-2-SURRENDER_CLAIM-C2-20200101-SC1,1,20200101,20200101,0,N,N,N,N,INCOMPLETE,MEDIUM
