policy_number,name_id,relationship_roles,role_count,individual_or_business,overlap_type,potential_resolution_risk
9010900145,604777,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010900150,604779,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010900152,604636,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010900355,604781,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010900517,604785,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010900519,604786,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010900623,591512,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010901824,604691,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010901830,604824,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010901832,604825,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010902761,604842,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010902968,604852,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010903411,604865,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010903917,604877,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010903919,604878,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010903927,604883,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010904097,604888,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010904649,604897,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010904654,604900,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010904805,604912,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010905337,604925,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010905677,604940,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010906254,590950,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010907385,591521,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010907726,604963,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010908068,604966,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010908075,604971,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010908285,604977,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010908667,604988,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010909669,605002,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010909687,605003,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010909767,605006,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010911627,605031,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010913059,605072,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010913060,605074,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010913101,605080,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010913253,605087,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010913261,605093,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010913589,605097,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010914301,605104,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010914384,196639,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010915533,605124,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010915620,591539,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010915810,605131,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010916282,591541,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010917522,605167,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010917531,605171,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010918786,605197,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010919258,589869,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010920793,605229,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010920798,605232,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010921853,590599,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010921865,605243,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010922553,605254,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010924474,605229,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010924475,605201,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010924487,591571,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010924488,591572,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010926346,591586,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010926349,591587,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010926969,591590,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010926970,591591,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010927885,591594,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010927989,605333,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010928016,605334,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010928495,605340,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010929367,605363,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010929982,605366,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010933370,590446,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010934017,591617,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010934894,605424,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010934895,605426,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010935366,605428,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010935377,605429,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010935469,605433,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010935470,605434,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010936183,605443,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010936381,605444,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010936709,591624,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010937092,591625,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010937739,591627,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010939731,605480,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010942232,605517,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010942233,605518,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010942239,605520,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010943851,605553,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010946394,605591,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010946647,605594,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010947226,605600,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010947867,605608,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010948241,605616,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010948270,605621,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010949295,605639,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010950970,591653,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010952064,605659,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010955021,591666,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010956610,591669,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010957789,591671,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010957790,591672,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010958111,605699,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010958268,605702,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010958446,605704,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010960586,591686,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010960590,591687,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010961713,591694,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010963046,605746,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010963588,605751,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010965143,605768,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010966767,605789,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010968283,605798,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010968811,591711,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010968814,591714,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010968815,591715,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010969227,605804,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010969231,605805,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010969329,595751,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010971482,605822,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010971527,605825,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010971528,605826,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010971529,605827,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010971538,605829,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010974140,605851,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010974489,605856,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010974838,605857,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010975712,591737,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010975742,605870,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010977876,605878,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010978024,591748,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010979005,605890,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010979722,605898,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010980832,605902,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010983356,605935,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010983357,605936,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010983389,591761,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010983828,605947,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010984316,605954,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010985217,591770,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010986434,605975,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010987414,590058,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010987464,591779,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010988454,591784,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010988538,591785,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010988862,591787,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010989913,606026,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010990850,606047,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010992127,606069,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010993014,606079,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010993098,606083,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010993201,591805,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010993841,606093,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010996389,606141,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010998652,591832,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010998890,606173,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9010999694,591840,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011000026,606189,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011000854,606199,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011001302,591845,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011001984,606212,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011001990,606217,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011002664,606243,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011003162,606256,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011003325,591867,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011004112,606267,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011004272,606270,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011005041,591872,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011005964,591876,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011006631,606305,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011008137,606323,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011008198,606324,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011008665,606328,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011008707,606329,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011011155,591887,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011011703,606354,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011013020,606369,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011013545,606378,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011014276,606388,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011014739,606400,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011015419,606414,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011015985,591896,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011016867,606433,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011017167,606438,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011017289,591903,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011018697,591908,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011018772,606448,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011019414,606457,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011019552,606460,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011023481,591914,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011024459,606509,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011025088,606514,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011025405,606517,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011026337,606525,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011029895,591923,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011033416,606588,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011034306,606593,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011034609,591943,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011038778,606650,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011038780,606651,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011038794,606653,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011040022,606675,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011041120,606686,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011041375,606687,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011041479,606690,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011042316,314670,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011042328,317695,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011042491,592010,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011042637,606707,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011044127,589601,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
9011044131,589507,IN|PA|PO,3,INDIVIDUAL,INSURED_OWNER_SAME|INSURED_PAYOR_OWNER_SAME,LOW
