mpolicy,claimstat,mpaid,mface,dividends,loan,netdb,premium,suspense,mintrate,mintamt,adjust,pddate_blank,payee_rows,payee_sum,mpaid_payee_delta,recon_class
010796356C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010796356C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796707C,99,246.6,246.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1972.8,-1726.2,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796912C,99,179.25,179.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1434.0,-1254.75,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010796916C,99,112.75,112.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,902.0,-789.25,MISMATCH
010797766C,99,1357.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,4071.0,-2714.0,MISMATCH
010797766C,99,1357.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,4071.0,-2714.0,MISMATCH
010797766C,99,1357.0,1357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,4071.0,-2714.0,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797831C,99,123.25,123.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,986.0,-862.75,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010797832C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798029C,99,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1908.0,-1669.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010798030C,99,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1316.0,-1151.5,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799487C,99,198.7,198.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1589.6,-1390.9,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799590C,99,458.75,458.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3670.0,-3211.25,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010799675C,99,934.5,934.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,7476.0,-6541.5,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800286C,99,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,968.0,-847.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010800881C,99,501.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,4008.0,-3507.0,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010801256C,99,210.55,210.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1684.4,-1473.85,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802045C,99,411.25,411.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3290.0,-2878.75,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802626C,99,407.5,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3260.0,-2852.5,MISMATCH
010802627C,99,157.28,157.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,1,157.28,0.0,MATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010802649C,99,409.4,409.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3275.2,-2865.8,MISMATCH
010803044C,99,329.25,329.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1975.5,-1646.25,MISMATCH
010803044C,99,329.25,329.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1975.5,-1646.25,MISMATCH
010803044C,99,329.25,329.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1975.5,-1646.25,MISMATCH
010803044C,99,329.25,329.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1975.5,-1646.25,MISMATCH
010803044C,99,329.25,329.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1975.5,-1646.25,MISMATCH
010803044C,99,329.25,329.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,6,1975.5,-1646.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803649C,99,388.75,388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,3110.0,-2721.25,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803672C,99,230.5,230.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1844.0,-1613.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803676C,99,128.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1028.0,-899.5,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010803776C,99,196.75,196.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1574.0,-1377.25,MISMATCH
010804327C,99,321.5,321.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,964.5,-643.0,MISMATCH
010804327C,99,321.5,321.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,964.5,-643.0,MISMATCH
010804327C,99,321.5,321.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,3,964.5,-643.0,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804588C,99,287.25,287.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2298.0,-2010.75,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804616C,99,314.75,314.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,2518.0,-2203.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010804853C,99,134.75,134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,1078.0,-943.25,MISMATCH
010805041C,99,642.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,5140.0,-4497.5,MISMATCH
010805041C,99,642.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,5140.0,-4497.5,MISMATCH
010805041C,99,642.5,642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N,8,5140.0,-4497.5,MISMATCH
