prototype_claimnum,reconstructed_claim_id,claim_family,failure_category,reconciliation_status,quikclms_mpaycount,quikclmp_payment_count,mpaid_variance,net_payment_variance,mresidual,residual_preserved,linked_rejected_payment_count,linked_rejected_payment_causes,severity,remediability,governance_status,recommended_remediation,production_dbf_flag
CLM0003762,RC-9011140652-1-SURRENDER_CLAIM-C3-20210401,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003763,RC-9011140652-1-SURRENDER_CLAIM-C4-20210601,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003764,RC-9011140826-1-DEATH_CLAIM-C0-20181215,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003765,RC-9011140913-1-DISBURSEMENT_CLAIM-C0-20191213,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003766,RC-9011141382-1-SURRENDER_CLAIM-C0-20180105,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003767,RC-9011141741-1-DEATH_CLAIM-C0-20240228,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003768,RC-9011141812-1-DEATH_CLAIM-C0-20200330,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-24.6,-24.6,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003769,RC-9011141895-0-DEATH_CLAIM-C0-20180419,DEATH_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003770,RC-9011141895-1-DEATH_CLAIM-C0-20180328,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,3,0,15073.52,0.0,-44.19,Y,3,INFERRED_PAYEE:3,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003771,RC-9011141942-1-DEATH_CLAIM-C0-20191127,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003772,RC-9011142354-1-DEATH_CLAIM-C0-20250823,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003773,RC-9011142605-1-DEATH_CLAIM-C0-20221002,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-42.19,-42.19,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003774,RC-9011142695-1-DEATH_CLAIM-C0-20190101,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003775,RC-9011143472-1-DEATH_CLAIM-C0-20200321,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,2,2,0.0,-10.68,-10.68,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003776,RC-9011143473-1-DEATH_CLAIM-C0-20180304,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,2,2,0.0,-25.64,-25.64,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003777,RC-9011143630-1-DEATH_CLAIM-C0-20240126,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,3000.0,0.0,0.0,N,1,GATING_FAILURE:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003778,RC-9011143825-1-DEATH_CLAIM-C0-20230208,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-17.87,-17.87,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003779,RC-9011144173-1-DEATH_CLAIM-C0-20200601,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,10053.34,0.0,-53.34,Y,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003780,RC-9011144583-1-DEATH_CLAIM-C0-20220709,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003781,RC-9011145429-1-SURRENDER_CLAIM-C0-20180520,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003782,RC-9011145881-1-DISBURSEMENT_CLAIM-C0-20220422,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003783,RC-9011145881-1-DISBURSEMENT_CLAIM-C1-20221123,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003784,RC-9011145926-1-DISBURSEMENT_CLAIM-C0-20210514,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003785,RC-9011146268-1-DISBURSEMENT_CLAIM-C0-20220602,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003786,RC-9011146268-1-DISBURSEMENT_CLAIM-C1-20221028,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003787,RC-9011146520-1-DEATH_CLAIM-C0-20181107,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-22.34,-22.34,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003788,RC-9011146845-1-DEATH_CLAIM-C0-20190901,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,3000.0,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003789,RC-9011146915-1-DEATH_CLAIM-C0-20190515,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-11.21,-11.21,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003790,RC-9011146916-1-DEATH_CLAIM-C0-20220316,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-17.96,-17.96,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003791,RC-9011146946-1-DEATH_CLAIM-C0-20200403,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-33.4,-33.4,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003792,RC-9011147689-1-DEATH_CLAIM-C0-20190913,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-11.22,-11.22,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003793,RC-9011147930-1-DEATH_CLAIM-C0-20220708,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5017.89,0.0,-17.89,Y,1,GATING_FAILURE:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003794,RC-9011147951-1-DEATH_CLAIM-C0-20180426,DEATH_CLAIM,PASS,PASS,2,2,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003795,RC-9011148336-1-DEATH_CLAIM-C0-20180216,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-22.01,-22.01,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003796,RC-9011148532-1-DISBURSEMENT_CLAIM-C0-20200422,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003797,RC-9011148532-1-DISBURSEMENT_CLAIM-C1-20250604,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003798,RC-9011148847-1-DEATH_CLAIM-C0-20200118,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,4967.12,0.0,32.88,Y,1,GATING_FAILURE:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003799,RC-9011148847-1-SURRENDER_CLAIM-C0-20180628,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003800,RC-9011148847-1-SURRENDER_CLAIM-C1-20190618,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003801,RC-9011148847-1-SURRENDER_CLAIM-C2-20200118,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003802,RC-9011149067-1-DEATH_CLAIM-C0-20220510,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,2,2,0.0,-75.86,-75.86,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003803,RC-9011149903-1-DEATH_CLAIM-C0-20230418,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-29.31,-29.31,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003804,RC-9011149905-1-DEATH_CLAIM-C0-20220707,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003805,RC-9011150003-1-DEATH_CLAIM-C0-20251109,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003806,RC-9011150309-1-DEATH_CLAIM-C0-20220421,DEATH_CLAIM,PASS,PASS,2,2,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003807,RC-9011150801-1-DEATH_CLAIM-C0-20221230,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5027.29,0.0,-27.29,Y,1,GATING_FAILURE:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003808,RC-9011150820-1-DEATH_CLAIM-C0-20180217,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003809,RC-9011150971-1-DISBURSEMENT_CLAIM-C0-20200804,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003810,RC-9011150973-1-DEATH_CLAIM-C0-20210601,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5000.0,0.0,0.0,N,1,GATING_FAILURE:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003811,RC-9011151041-1-DEATH_CLAIM-C0-20230222,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-7.53,-7.53,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003812,RC-9011151209-1-SURRENDER_CLAIM-C0-20180805,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003813,RC-9011151209-1-SURRENDER_CLAIM-C1-20190805,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003814,RC-9011151209-1-SURRENDER_CLAIM-C2-20200805,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003815,RC-9011151209-1-SURRENDER_CLAIM-C3-20210805,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003816,RC-9011151209-1-SURRENDER_CLAIM-C4-20220805,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003817,RC-9011151209-1-SURRENDER_CLAIM-C5-20230805,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003818,RC-9011151209-1-SURRENDER_CLAIM-C6-20240805,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003819,RC-9011151285-1-DEATH_CLAIM-C0-20221112,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,4201.38,0.0,0.0,N,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003820,RC-9011151293-1-DEATH_CLAIM-C0-20200613,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003821,RC-9011151378-1-DEATH_CLAIM-C0-20180305,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5073.18,0.0,-73.18,Y,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003822,RC-9011151436-1-DISBURSEMENT_CLAIM-C0-20191203,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003823,RC-9011151436-1-DISBURSEMENT_CLAIM-C1-20200720,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003824,RC-9011151436-1-SURRENDER_CLAIM-C0-20180808,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003825,RC-9011151436-1-SURRENDER_CLAIM-C1-20190808,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003826,RC-9011151436-1-SURRENDER_CLAIM-C2-20191125,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003827,RC-9011151436-1-SURRENDER_CLAIM-C3-20220808,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003828,RC-9011151486-1-DEATH_CLAIM-C0-20231204,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-24.81,-24.81,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003829,RC-9011151909-1-DISBURSEMENT_CLAIM-C0-20190515,DISBURSEMENT_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003830,RC-9011152039-1-DEATH_CLAIM-C0-20181230,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-11.53,-11.53,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003831,RC-9011152181-1-DEATH_CLAIM-C0-20180523,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-61.24,-61.24,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003832,RC-9011152369-1-DEATH_CLAIM-C0-20220707,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-16.49,-16.49,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003833,RC-9011152459-1-SURRENDER_CLAIM-C0-20180901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003834,RC-9011152459-1-SURRENDER_CLAIM-C1-20190901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003835,RC-9011152459-1-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003836,RC-9011152459-1-SURRENDER_CLAIM-C3-20210901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003837,RC-9011152459-1-SURRENDER_CLAIM-C4-20220901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003838,RC-9011152459-1-SURRENDER_CLAIM-C5-20230901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003839,RC-9011152870-1-SURRENDER_CLAIM-C0-20190901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003840,RC-9011152870-1-SURRENDER_CLAIM-C1-20191104,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003841,RC-9011152870-1-SURRENDER_CLAIM-C2-20200901,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003842,RC-9011152961-1-DEATH_CLAIM-C0-20180926,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-7.98,-7.98,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003843,RC-9011153148-1-DEATH_CLAIM-C0-20190301,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5012.77,0.0,-12.77,Y,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003844,RC-9011153183-1-DEATH_CLAIM-C0-20260204,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003845,RC-9011153424-1-DEATH_CLAIM-C0-20201118,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-63.55,-63.55,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003846,RC-9011153546-1-DEATH_CLAIM-C0-20180630,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-61.61,-61.61,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003847,RC-9011153547-1-DEATH_CLAIM-C0-20210119,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-30.47,-30.47,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003848,RC-9011153873-1-DEATH_CLAIM-C0-20190613,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-36.93,-36.93,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003849,RC-9011154271-1-DEATH_CLAIM-C0-20190812,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-19.44,-19.44,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003850,RC-9011154622-1-DEATH_CLAIM-C0-20210410,DEATH_CLAIM,PAYMENT_COUNT_MISMATCH,REVIEW,1,0,5031.81,0.0,-31.81,Y,1,TRUSTEE_ROUTING:1,HIGH,PARTIALLY_RECOVERABLE,QA_REVIEW_REQUIRED,Rejected or unstaged payments exist for claim; review payment gating and orphan linkage,N
CLM0003851,RC-9011154752-1-SURRENDER_CLAIM-C0-20181001,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003852,RC-9011154752-1-SURRENDER_CLAIM-C1-20191001,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003853,RC-9011154752-1-SURRENDER_CLAIM-C2-20200219,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003854,RC-9011154852-1-SURRENDER_CLAIM-C0-20180129,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003855,RC-9011155011-1-DEATH_CLAIM-C0-20230809,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003856,RC-9011155357-1-DEATH_CLAIM-C0-20220907,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-11.22,-11.22,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003857,RC-9011155635-1-DEATH_CLAIM-C0-20190107,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,2,2,0.0,-74.17,-74.17,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003858,RC-9011155653-1-DEATH_CLAIM-C0-20180226,DEATH_CLAIM,PASS,PASS,2,2,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003859,RC-9011156062-1-DEATH_CLAIM-C0-20220118,DEATH_CLAIM,PASS,PASS,1,1,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
CLM0003860,RC-9011157086-1-DEATH_CLAIM-C0-20260106,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,3,3,0.0,-17.15,-17.15,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003861,RC-9011157087-1-DEATH_CLAIM-C0-20200608,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-19.66,-19.66,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003862,RC-9011157373-1-DEATH_CLAIM-C0-20251029,DEATH_CLAIM,NET_BALANCING_VARIANCE,PASS,1,1,0.0,-30.79,-30.79,Y,0,,MEDIUM,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review MNETAMT vs payment totals; preserve residual visibility,N
CLM0003863,RC-9011158068-1-SURRENDER_CLAIM-C0-20181101,SURRENDER_CLAIM,PASS,PASS,0,0,0.0,0.0,0.0,N,0,,INFORMATIONAL,INFORMATIONAL,AUTO_APPROVED,No action required,N
