reconstructed_claim_id,prototype_claimnum,claim_family,derivation_candidate_id,enhanced_settlement_group_id,root_cause,rejection_rationale,rejection_severity,remediability,governance_status,recommended_remediation,balancing_status,balancing_confidence,residual_amount,production_dbf_flag
RC-9010958446-2-SURRENDER_CLAIM-C1-20200101,,,QDC-RC-9010958446-2-SURRENDER_CLAIM-C1-20200101,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010958446-2-SURRENDER_CLAIM-C2-20210101,,,QDC-RC-9010958446-2-SURRENDER_CLAIM-C2-20210101,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010958446-2-SURRENDER_CLAIM-C3-20220101,,,QDC-RC-9010958446-2-SURRENDER_CLAIM-C3-20220101,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010958446-2-SURRENDER_CLAIM-C4-20230101,,,QDC-RC-9010958446-2-SURRENDER_CLAIM-C4-20230101,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010958446-2-SURRENDER_CLAIM-C5-20240101,,,QDC-RC-9010958446-2-SURRENDER_CLAIM-C5-20240101,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010961712-2-SURRENDER_CLAIM-C0-20220501,,,QDC-RC-9010961712-2-SURRENDER_CLAIM-C0-20220501,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010963046-2-SURRENDER_CLAIM-C0-20180301,,,QDC-RC-9010963046-2-SURRENDER_CLAIM-C0-20180301,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010965145-2-SURRENDER_CLAIM-C0-20220404,,,QDC-RC-9010965145-2-SURRENDER_CLAIM-C0-20220404,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010965984-2-SURRENDER_CLAIM-C0-20221003,,,QDC-RC-9010965984-2-SURRENDER_CLAIM-C0-20221003,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010968689-2-SURRENDER_CLAIM-C0-20180227,,,QDC-RC-9010968689-2-SURRENDER_CLAIM-C0-20180227,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010968811-1-DEATH_CLAIM-C0-20230904,,,QDC-RC-9010968811-1-DEATH_CLAIM-C0-20230904,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=184.04,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,184.04,N
RC-9010968814-1-DEATH_CLAIM-C0-20250814,,,QDC-RC-9010968814-1-DEATH_CLAIM-C0-20250814,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=370.66,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,370.66,N
RC-9010969153-2-SURRENDER_CLAIM-C0-20180401,,,QDC-RC-9010969153-2-SURRENDER_CLAIM-C0-20180401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969153-2-SURRENDER_CLAIM-C1-20190401,,,QDC-RC-9010969153-2-SURRENDER_CLAIM-C1-20190401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969153-2-SURRENDER_CLAIM-C2-20200401,,,QDC-RC-9010969153-2-SURRENDER_CLAIM-C2-20200401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969153-2-SURRENDER_CLAIM-C3-20210401,,,QDC-RC-9010969153-2-SURRENDER_CLAIM-C3-20210401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969153-2-SURRENDER_CLAIM-C4-20220401,,,QDC-RC-9010969153-2-SURRENDER_CLAIM-C4-20220401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969153-2-SURRENDER_CLAIM-C5-20230401,,,QDC-RC-9010969153-2-SURRENDER_CLAIM-C5-20230401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C0-20180221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C0-20180221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C1-20190221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C1-20190221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C2-20200221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C2-20200221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C3-20210221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C3-20210221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C4-20220221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C4-20220221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C5-20230221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C5-20230221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C6-20240221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C6-20240221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010969231-2-SURRENDER_CLAIM-C7-20250221,,,QDC-RC-9010969231-2-SURRENDER_CLAIM-C7-20250221,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010970211-2-SURRENDER_CLAIM-C0-20180306,,,QDC-RC-9010970211-2-SURRENDER_CLAIM-C0-20180306,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010970211-2-SURRENDER_CLAIM-C1-20190306,,,QDC-RC-9010970211-2-SURRENDER_CLAIM-C1-20190306,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010970211-2-SURRENDER_CLAIM-C2-20200306,,,QDC-RC-9010970211-2-SURRENDER_CLAIM-C2-20200306,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C0-20180310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C0-20180310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C1-20190310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C1-20190310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C2-20200310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C2-20200310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C3-20210310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C3-20210310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C4-20220310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C4-20220310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C5-20230310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C5-20230310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C6-20240310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C6-20240310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C7-20250310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C7-20250310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010971570-3-SURRENDER_CLAIM-C8-20260310,,,QDC-RC-9010971570-3-SURRENDER_CLAIM-C8-20260310,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010974048-2-SURRENDER_CLAIM-C0-20230313,,,QDC-RC-9010974048-2-SURRENDER_CLAIM-C0-20230313,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010974048-2-SURRENDER_CLAIM-C1-20231020,,,QDC-RC-9010974048-2-SURRENDER_CLAIM-C1-20231020,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010975741-2-SURRENDER_CLAIM-C0-20200914,,,QDC-RC-9010975741-2-SURRENDER_CLAIM-C0-20200914,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C0-20190401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C0-20190401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C1-20200401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C1-20200401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C2-20210401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C2-20210401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C3-20220401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C3-20220401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C4-20230401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C4-20230401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C5-20240401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C5-20240401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C6-20250401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C6-20250401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010978232-2-SURRENDER_CLAIM-C7-20260401,,,QDC-RC-9010978232-2-SURRENDER_CLAIM-C7-20260401,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010979717-1-SURRENDER_CLAIM-C0-20210112,,,QDC-RC-9010979717-1-SURRENDER_CLAIM-C0-20210112,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010981739-2-SURRENDER_CLAIM-C0-20180414,,,QDC-RC-9010981739-2-SURRENDER_CLAIM-C0-20180414,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010981739-2-SURRENDER_CLAIM-C1-20190414,,,QDC-RC-9010981739-2-SURRENDER_CLAIM-C1-20190414,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010981739-2-SURRENDER_CLAIM-C2-20200414,,,QDC-RC-9010981739-2-SURRENDER_CLAIM-C2-20200414,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010981739-2-SURRENDER_CLAIM-C3-20210414,,,QDC-RC-9010981739-2-SURRENDER_CLAIM-C3-20210414,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010983828-1-DEATH_CLAIM-C0-20190525,,,QDC-RC-9010983828-1-DEATH_CLAIM-C0-20190525,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED; residual_amount=142.5,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,142.5,N
RC-9010985184-2-SURRENDER_CLAIM-C0-20180426,,,QDC-RC-9010985184-2-SURRENDER_CLAIM-C0-20180426,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010985184-2-SURRENDER_CLAIM-C1-20190426,,,QDC-RC-9010985184-2-SURRENDER_CLAIM-C1-20190426,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010985184-2-SURRENDER_CLAIM-C2-20200426,,,QDC-RC-9010985184-2-SURRENDER_CLAIM-C2-20200426,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010985184-2-SURRENDER_CLAIM-C3-20210426,,,QDC-RC-9010985184-2-SURRENDER_CLAIM-C3-20210426,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
RC-9010985184-2-SURRENDER_CLAIM-C4-20220426,,,QDC-RC-9010985184-2-SURRENDER_CLAIM-C4-20220426,,UNBALANCED,validation_issues=UNBALANCED; rejection_reason=derivation_status=NEEDS_MANUAL_REVIEW; balancing_status=UNBALANCED,HIGH,PARTIALLY_RECOVERABLE,BUSINESS_REVIEW_REQUIRED,Review Phase 6 family balancing profile; validate offset and lifecycle exclusions before re-gating,UNBALANCED,LOW,0.0,N
