MSP B2 -2,-2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
FRT B2 14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,139.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,131.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,122.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,115.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,107.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,95.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,89.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,84.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,79.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,75.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,71.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,67.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,63.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,60.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,57.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRT B2 54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37,6.58,6.8,7.04,7.28,7.54,7.81,8.08,8.37,8.68,9,9.34,9.69,10.06,10.44,10.85,11.27,11.71,12.17,12.65,13.15,13.67,14.22,14.79,15.4,16.03,16.71,17.42,18.84,19.67,20.54,21.47,22.44,23.21,24.28,25.42,26.62,27.89,28.91,30.32,31.81,33.38,35.05,36.81,38.68,40.66,42.75,44.96,46.81,49.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
