QLA,MPHASE,MPLAN,MPHSTAT,BENEFIT_TYPE,BENEFIT_SEQ,MODE_PREMIUM,ANN_PREM_PER_UNIT,MPREM_CURRENT
010782822C,1,1659CR,53,BF          ,1,197.35,0.0,197.35
010783086C,1,1659CR,53,BF          ,1,53.61,0.0,53.61
010783087C,1,1659C2,22,BF          ,1,138.08,0.0,138.08
010783101C,1,1659C2,22,BF          ,1,343.25,0.0,343.25
010783102C,1,1659C2,53,BF          ,1,279.25,0.0,279.25
010783138C,1,1659CR,22,BF          ,1,38.37,0.0,38.37
010783269C,1,1658C1,22,BF          ,1,124.69,0.0,124.69
010783278C,1,1659C2,22,BF          ,1,296.0,0.0,296.0
010783502C,1,1659CR,53,BF          ,1,239.15,0.0,239.15
010783747C,1,1659C2,22,BF          ,1,121.16,0.0,121.16
010783867C,1,1659C2,22,BF          ,1,321.5,0.0,321.5
010783883C,1,1659CR,53,BF          ,1,667.45,0.0,667.45
010784045C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
010784054C,1,1659CR,56,BF          ,1,453.3,0.0,453.3
010784074C,1,1659C2,53,BF          ,1,361.5,0.0,361.5
010784179C,1,1659CR,56,BF          ,1,582.2,0.0,582.2
010784248C,1,1659C2,55,BF          ,1,15.42,0.0,15.42
010784249C,1,1659C2,55,BF          ,1,17.41,0.0,17.41
010784250C,1,1659CR,45,BF          ,1,471.38,0.0,471.38
010784251C,1,1659CR,22,BF          ,1,38.08,0.0,38.08
010784261C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
010784370C,1,1659C2,22,BF          ,1,427.25,0.0,427.25
010784372C,1,1659CR,53,BF          ,1,226.41,0.0,226.41
010784379C,1,1659CR,55,BF          ,1,317.1,0.0,317.1
010784529C,1,1659CR,53,BF          ,1,338.8,0.0,338.8
010784592C,1,1659CR,57,BF          ,1,171.63,0.0,171.63
010784596C,1,1659CR,45,BF          ,1,27.9,0.0,27.9
010784732C,1,1658C1,22,BF          ,1,56.98,0.0,56.98
010784732C,2,1658C1,22,SL          ,2,0.0,0.0,0.0
010784756C,1,1658C1,22,BF          ,1,29.16,0.0,29.16
010784757C,1,1658C1,22,BF          ,1,18.85,0.0,18.85
010784767C,1,1659CR,53,BF          ,1,20.06,0.0,20.06
010784914C,1,1659C2,22,BF          ,1,353.8,0.0,353.8
010784922C,1,1659CR,53,BF          ,1,315.6,0.0,315.6
010784946C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010784950C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
010785049C,1,1659C2,53,BF          ,1,111.04,0.0,111.04
010785059C,1,1659C2,44,BF          ,1,142.0,0.0,142.0
010785061C,1,1659C2,22,BF          ,1,117.25,0.0,117.25
010785099C,1,1659C2,44,BF          ,1,14.24,0.0,14.24
010785163C,1,1659C2,22,BF          ,1,879.0,0.0,879.0
010785164C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
010785284C,1,1659C2,55,BF          ,1,40.37,0.0,40.37
010785298C,1,1659CR,53,BF          ,1,44.06,0.0,44.06
010785310C,1,1659C2,55,BF          ,1,30.41,0.0,30.41
010785320C,1,1659CR,54,BF          ,1,236.64,0.0,236.64
010785324C,1,1659C2,22,BF          ,1,128.5,0.0,128.5
010785777C,1,1659CR,53,BF          ,1,352.51,0.0,352.51
010785834C,1,1659CR,22,BF          ,1,63.36,0.0,63.36
010785921C,1,1659C2,55,BF          ,1,121.0,0.0,121.0
010785932C,1,1659CR,53,BF          ,1,20.8,0.0,20.8
010786015C,1,1659CR,53,BF          ,1,388.9,0.0,388.9
010786057C,1,1659C2,45,BF          ,1,12.85,0.0,12.85
010786152C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010786153C,1,1659CR,53,BF          ,1,155.75,0.0,155.75
010786237C,1,1659CR,53,BF          ,1,142.1,0.0,142.1
010786240C,1,1659CR,53,BF          ,1,299.58,0.0,299.58
010786243C,1,1659C2,45,BF          ,1,35.86,0.0,35.86
010786316C,1,1659C2,22,BF          ,1,254.75,0.0,254.75
010786321C,1,1659C2,55,BF          ,1,63.73,0.0,63.73
010786324C,1,1659CR,54,BF          ,1,217.2,0.0,217.2
010786490C,1,1659CR,53,BF          ,1,688.07,0.0,688.07
010786823C,1,1659CR,55,BF          ,1,47.7,0.0,47.7
010786824C,1,1659C2,53,BF          ,1,30.21,0.0,30.21
010786872C,1,1658C1,22,BF          ,1,117.75,0.0,117.75
010786878C,1,1659CR,53,BF          ,1,59.25,0.0,59.25
010786878C,2,1659CR,56,SL          ,2,0.0,0.0,0.0
010786886C,1,1659CR,53,BF          ,1,170.16,0.0,170.16
010786896C,1,1659C2,22,BF          ,1,28.97,0.0,28.97
010786945C,1,1658C1,22,BF          ,1,8.12,0.0,8.12
010787147C,1,1659C2,53,BF          ,1,479.75,0.0,479.75
010787151C,1,1659C2,22,BF          ,1,39.03,0.0,39.03
010787237C,1,1659C2,22,BF          ,1,373.75,0.0,373.75
010787351C,1,1659C2,45,BF          ,1,75.83,0.0,75.83
010787390C,1,1658C1,53,BF          ,1,92.91,0.0,92.91
010787511C,1,1659C2,53,BF          ,1,39.03,0.0,39.03
010787513C,1,1659C2,22,BF          ,1,279.25,0.0,279.25
010787639C,1,1659CR,22,BF          ,1,548.0,0.0,548.0
010787668C,1,1659C2,22,BF          ,1,204.0,0.0,204.0
010787761C,1,1659C2,22,BF          ,1,155.4,0.0,155.4
010787762C,1,1659C2,55,BF          ,1,123.25,0.0,123.25
010787952C,1,1659C2,22,BF          ,1,214.25,0.0,214.25
010788086C,1,1659C2,22,BF          ,1,11.31,0.0,11.31
010788102C,1,1659C2,22,BF          ,1,29.8,0.0,29.8
010788188C,1,1659C2,22,BF          ,1,17.01,0.0,17.01
010788197C,1,1658C1,53,BF          ,1,127.85,0.0,127.85
010788421C,1,1659CR,53,BF          ,1,17.37,0.0,17.37
010788426C,1,1659CR,56,BF          ,1,928.6,0.0,928.6
010788679C,1,1659CR,22,BF          ,1,148.7,0.0,148.7
010788886C,1,1658C1,22,BF          ,1,77.0,0.0,77.0
010789095C,1,1659CR,53,BF          ,1,142.1,0.0,142.1
010789213C,1,1659C2,22,BF          ,1,304.0,0.0,304.0
010789351C,1,1659C2,53,BF          ,1,1409.5,0.0,1409.5
010789375C,1,1659CR,53,BF          ,1,148.7,0.0,148.7
010789384C,1,1659CR,53,BF          ,1,60.55,0.0,60.55
010789525C,1,1659CR,53,BF          ,1,23.63,0.0,23.63
010789546C,1,1659C2,22,BF          ,1,298.75,0.0,298.75
010789876C,1,1658C1,22,BF          ,1,7.79,0.0,7.79
010789992C,1,1659C2,53,BF          ,1,252.25,0.0,252.25
010790002C,1,1658C1,22,BF          ,1,38.46,0.0,38.46
010790054C,1,1659C2,22,BF          ,1,19.1,0.0,19.1
010790077C,1,1659C2,22,BF          ,1,113.5,0.0,113.5
010790170C,1,1659C2,22,BF          ,1,62.24,0.0,62.24
010790176C,1,1659CR,53,BF          ,1,642.4,0.0,642.4
010790531C,1,1659C2,22,BF          ,1,18.74,0.0,18.74
010790532C,1,1659C2,22,BF          ,1,20.42,0.0,20.42
010790754C,1,1659C2,22,BF          ,1,169.75,0.0,169.75
010790755C,1,1659C2,45,BF          ,1,13.26,0.0,13.26
010790758C,1,1659C2,22,BF          ,1,433.5,0.0,433.5
010790759C,1,1659C2,22,BF          ,1,50.78,0.0,50.78
010790782C,1,1659C2,55,BF          ,1,20.99,0.0,20.99
010791078C,1,1659CR,53,BF          ,1,148.7,0.0,148.7
010791176C,1,1659CR,53,BF          ,1,440.35,0.0,440.35
010791323C,1,1659C2,22,BF          ,1,117.25,0.0,117.25
010791405C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010791457C,1,1659C2,22,BF          ,1,35.9,0.0,35.9
010791462C,1,1659CR,53,BF          ,1,276.1,0.0,276.1
010791466C,1,1659CR,53,BF          ,1,358.33,0.0,358.33
010791497C,1,1659CR,50,BF          ,1,41.27,0.0,41.27
010791498C,1,1659C2,22,BF          ,1,17.02,0.0,17.02
010791597C,1,1659C2,22,BF          ,1,38.15,0.0,38.15
010791789C,1,1659C2,44,BF          ,1,206.75,0.0,206.75
010792037C,1,1659CR,54,BF          ,1,276.1,0.0,276.1
010792038C,1,1659CR,53,BF          ,1,263.2,0.0,263.2
010792068C,1,1659C2,45,BF          ,1,16.61,0.0,16.61
010792082C,1,1659C2,45,BF          ,1,48.42,0.0,48.42
010792296C,1,1659CR,53,BF          ,1,14.36,0.0,14.36
010792420C,1,1659C2,55,BF          ,1,26.86,0.0,26.86
010792607C,1,1659C2,22,BF          ,1,305.25,0.0,305.25
010792609C,1,1659C2,22,BF          ,1,21.71,0.0,21.71
010792701C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010792705C,1,1658C1,54,BF          ,1,13.31,0.0,13.31
010792706C,1,1658C1,54,BF          ,1,8.49,0.0,8.49
010792713C,1,1658C1,22,BF          ,1,31.28,0.0,31.28
010792884C,1,1659C2,22,BF          ,1,484.5,0.0,484.5
010792961C,1,1659C2,22,BF          ,1,193.25,0.0,193.25
010792979C,1,1659C2,55,BF          ,1,61.26,0.0,61.26
010792997C,1,1659CR,53,BF          ,1,294.33,0.0,294.33
010793204C,1,1659C2,22,BF          ,1,32.89,0.0,32.89
010793292C,1,1658C1,22,BF          ,1,20.39,0.0,20.39
010793353C,1,1658C1,22,BF          ,1,557.5,0.0,557.5
010793451C,1,1658C1,22,BF          ,1,82.5,0.0,82.5
010793582C,1,1659C2,54,BF          ,1,716.0,0.0,716.0
010793598C,1,1658C1,22,BF          ,1,85.25,0.0,85.25
010793722C,1,1659CR,53,BF          ,1,27.76,0.0,27.76
010793727C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
010793830C,1,1659C2,22,BF          ,1,206.75,0.0,206.75
010793836C,1,1659C2,44,BF          ,1,53.93,0.0,53.93
010793968C,1,1658C1,22,BF          ,1,9.61,0.0,9.61
010793970C,1,1659C2,55,BF          ,1,9.92,0.0,9.92
010794095C,1,1659CR,53,BF          ,1,26.38,0.0,26.38
010794098C,1,1659C2,22,BF          ,1,448.75,0.0,448.75
010794099C,1,1659C2,22,BF          ,1,314.75,0.0,314.75
010794116C,1,1659C2,55,BF          ,1,448.75,0.0,448.75
010794372C,1,1659C2,22,BF          ,1,53.72,0.0,53.72
010794435C,1,1658C1,22,BF          ,1,30.65,0.0,30.65
010794518C,1,1659CR,53,BF          ,1,318.25,0.0,318.25
010794520C,1,1659CR,53,BF          ,1,171.05,0.0,171.05
010794629C,1,1658C1,22,BF          ,1,87.81,0.0,87.81
010794730C,1,1659C2,22,BF          ,1,187.0,0.0,187.0
010794731C,1,1659C2,22,BF          ,1,230.5,0.0,230.5
010794751C,1,1659C2,22,BF          ,1,150.25,0.0,150.25
010795047C,1,1659CR,53,BF          ,1,64.4,0.0,64.4
010795121C,1,1659C2,22,BF          ,1,48.42,0.0,48.42
010795213C,1,1658C1,22,BF          ,1,23.65,0.0,23.65
010795215C,1,1659C2,22,BF          ,1,29.94,0.0,29.94
010795361C,1,1659C2,22,BF          ,1,934.5,0.0,934.5
010795562C,1,1659CR,55,BF          ,1,26.59,0.0,26.59
010795564C,1,1659C2,55,BF          ,1,298.75,0.0,298.75
010795565C,1,1659C2,55,BF          ,1,218.6,0.0,218.6
010795609C,1,1659C2,55,BF          ,1,164.5,0.0,164.5
010795612C,1,1659CR,53,BF          ,1,287.24,0.0,287.24
010795618C,1,1659CR,57,BF          ,1,0.0,0.0,0.0
010795840C,1,1659C2,22,BF          ,1,10.53,0.0,10.53
010795890C,1,1659CR,53,BF          ,1,171.63,0.0,171.63
010795898C,1,1659C2,22,BF          ,1,164.5,0.0,164.5
010796058C,1,1659C2,44,BF          ,1,12.79,0.0,12.79
010796459C,1,1659C2,55,BF          ,1,20.71,0.0,20.71
010796464C,1,1659C2,55,BF          ,1,74.55,0.0,74.55
010796483C,1,1659C2,22,BF          ,1,28.29,0.0,28.29
010796535C,1,1659C2,22,BF          ,1,28.97,0.0,28.97
010796554C,1,1659CR,53,BF          ,1,20.06,0.0,20.06
010796707C,1,1659CR,22,BF          ,1,246.6,0.0,246.6
010796767C,1,1659C2,22,BF          ,1,25.28,0.0,25.28
010796821C,1,1659CR,53,BF          ,1,71.06,0.0,71.06
010796908C,1,1659C2,22,BF          ,1,260.75,0.0,260.75
010796912C,2,1659C2,22,SL          ,2,0.0,0.0,0.0
010796913C,1,1659C2,22,BF          ,1,21.71,0.0,21.71
010796916C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
010796917C,1,1659C2,45,BF          ,1,11.57,0.0,11.57
010797196C,1,1658C1,22,BF          ,1,114.08,0.0,114.08
010797197C,1,1658C1,50,BF          ,1,41.51,0.0,41.51
010797854C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010797922C,1,1659CR,53,BF          ,1,300.76,0.0,300.76
010798024C,1,1659C2,53,BF          ,1,39.9,0.0,39.9
010798029C,1,1659C2,22,BF          ,1,238.5,0.0,238.5
010798030C,1,1659C2,22,BF          ,1,164.5,0.0,164.5
010798031C,1,1659C2,53,BF          ,1,473.4,0.0,473.4
010798045C,1,1659CR,54,BF          ,1,164.3,0.0,164.3
010798438C,1,1659C2,44,BF          ,1,30.44,0.0,30.44
010798462C,1,1659CR,55,BF          ,1,318.25,0.0,318.25
010798517C,1,1658C1,53,BF          ,1,14.74,0.0,14.74
010799173C,1,1659CR,53,BF          ,1,315.18,0.0,315.18
010799270C,1,1659C2,22,BF          ,1,57.85,0.0,57.85
010799472C,1,1659CR,53,BF          ,1,38.08,0.0,38.08
010799487C,1,1659C2,22,BF          ,1,198.7,0.0,198.7
010799590C,1,1659C2,22,BF          ,1,458.75,0.0,458.75
010799675C,1,1659C2,22,BF          ,1,934.5,0.0,934.5
010799703C,1,1659C2,22,BF          ,1,18.19,0.0,18.19
010799821C,1,1659CR,53,BF          ,1,501.4,0.0,501.4
010799895C,1,1659CR,53,BF          ,1,179.35,0.0,179.35
010800097C,1,1658C1,22,BF          ,1,23.72,0.0,23.72
010800286C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010800350C,1,1659CR,22,BF          ,1,15.05,0.0,15.05
010800475C,1,1659C2,45,BF          ,1,112.05,0.0,112.05
010800667C,1,1659CR,53,BF          ,1,197.35,0.0,197.35
010800881C,1,1659C2,22,BF          ,1,501.0,0.0,501.0
010801178C,1,1659C2,55,BF          ,1,10.65,0.0,10.65
010801256C,1,1659CR,22,BF          ,1,210.55,0.0,210.55
010801272C,1,1659C2,22,BF          ,1,47.01,0.0,47.01
010801398C,1,1659CR,53,BF          ,1,131.77,0.0,131.77
010801399C,1,1659C2,53,BF          ,1,28.29,0.0,28.29
010801730C,1,1659C2,22,BF          ,1,14.48,0.0,14.48
010801734C,2,1659CR,56,SL          ,2,0.0,0.0,0.0
010801893C,1,1659C2,45,BF          ,1,10.19,0.0,10.19
010801948C,1,1659C2,22,BF          ,1,58.21,0.0,58.21
010801956C,1,1659C2,22,BF          ,1,23.85,0.0,23.85
010802045C,1,1659C2,22,BF          ,1,411.25,0.0,411.25
010802494C,1,1659CR,54,BF          ,1,250.9,0.0,250.9
010802626C,1,1659C2,22,BF          ,1,407.5,0.0,407.5
010802643C,1,1659C2,22,BF          ,1,39.42,0.0,39.42
010802644C,1,1659C2,22,BF          ,1,48.87,0.0,48.87
010802646C,1,1659CR,53,BF          ,1,388.9,0.0,388.9
010802647C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010802649C,1,1659CR,22,BF          ,1,409.4,0.0,409.4
010802656C,1,1659C2,22,BF          ,1,16.46,0.0,16.46
010802911C,1,1659C2,22,BF          ,1,305.25,0.0,305.25
010803025C,1,1659C2,53,BF          ,1,260.75,0.0,260.75
010803026C,1,1659C2,53,BF          ,1,39.49,0.0,39.49
010803044C,1,1659C2,55,BF          ,1,329.25,0.0,329.25
010803048C,1,1659C2,22,BF          ,1,14.04,0.0,14.04
010803049C,1,1659C2,22,BF          ,1,117.05,0.0,117.05
010803050C,1,1659CR,53,BF          ,1,53.28,0.0,53.28
010803051C,1,1659CR,53,BF          ,1,256.66,0.0,256.66
010803244C,1,1659CR,53,BF          ,1,21.05,0.0,21.05
010803417C,1,1659CR,55,BF          ,1,40.75,0.0,40.75
010803644C,1,1658C1,22,BF          ,1,88.5,0.0,88.5
010803659C,1,1659C2,22,BF          ,1,12.5,0.0,12.5
010803660C,1,1659C2,22,BF          ,1,358.0,0.0,358.0
010803673C,1,1659C2,53,BF          ,1,252.25,0.0,252.25
010803676C,1,1659C2,22,BF          ,1,128.5,0.0,128.5
010803680C,1,1659C2,55,BF          ,1,175.25,0.0,175.25
010803681C,1,1659C2,55,BF          ,1,433.5,0.0,433.5
010803682C,1,1659CR,55,BF          ,1,303.6,0.0,303.6
010803770C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010803775C,1,1659CR,22,BF          ,1,376.3,0.0,376.3
010803776C,1,1659C2,22,BF          ,1,196.75,0.0,196.75
010803776C,2,1659C2,22,SL          ,2,0.0,0.0,0.0
010803964C,1,1659C2,53,BF          ,1,43.38,0.0,43.38
010804004C,1,1658C1,22,BF          ,1,7.81,0.0,7.81
010804005C,1,1658C1,53,BF          ,1,6.45,0.0,6.45
010804327C,1,1659C2,22,BF          ,1,321.5,0.0,321.5
010804488C,1,1659CR,55,BF          ,1,239.15,0.0,239.15
010804489C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010804520C,1,1659C2,22,BF          ,1,26.86,0.0,26.86
010804616C,1,1659C2,22,BF          ,1,314.75,0.0,314.75
010804617C,1,1659C2,22,BF          ,1,251.87,0.0,251.87
010804710C,1,1658C1,44,BF          ,1,26.06,0.0,26.06
010804711C,1,1658C1,22,BF          ,1,48.43,0.0,48.43
010804850C,1,1659CR,45,BF          ,1,250.9,0.0,250.9
010805039C,1,1659CR,53,BF          ,1,294.08,0.0,294.08
010805041C,1,1659C2,22,BF          ,1,642.5,0.0,642.5
010805048C,1,1659CR,57,BF          ,1,34.61,0.0,34.61
010805141C,1,1658C1,22,BF          ,1,16.48,0.0,16.48
010805370C,1,1659C2,53,BF          ,1,28.97,0.0,28.97
010805394C,1,1659C2,45,BF          ,1,32.69,0.0,32.69
010805448C,1,1658C1,22,BF          ,1,68.75,0.0,68.75
010806155C,1,1659CR,53,BF          ,1,420.93,0.0,420.93
010806362C,1,1659CR,22,BF          ,1,85.62,0.0,85.62
010806412C,1,1659CR,55,BF          ,1,17.37,0.0,17.37
010806596C,1,1659C2,53,BF          ,1,28.08,0.0,28.08
010806606C,1,1658C1,54,BF          ,1,7.24,0.0,7.24
010806651C,1,1659C2,53,BF          ,1,36.19,0.0,36.19
010806873C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010806912C,1,1659C2,22,BF          ,1,88.46,0.0,88.46
010806913C,1,1659C2,55,BF          ,1,31.3,0.0,31.3
010807372C,1,1658C1,22,BF          ,1,77.44,0.0,77.44
010807373C,1,1658C1,22,BF          ,1,57.36,0.0,57.36
010807378C,1,1659C2,53,BF          ,1,10.85,0.0,10.85
010807493C,1,1659C2,55,BF          ,1,608.75,0.0,608.75
010807516C,1,1659SR,53,BF          ,1,46.18,0.0,46.18
010807518C,1,1659C2,22,BF          ,1,168.5,0.0,168.5
010807566C,1,1659C2,22,BF          ,1,38.15,0.0,38.15
010807604C,1,1659C2,22,BF          ,1,10.85,0.0,10.85
010807605C,1,1659C2,22,BF          ,1,10.32,0.0,10.32
010807698C,1,1659CR,53,BF          ,1,179.35,0.0,179.35
010807722C,1,1659C2,22,BF          ,1,125.0,0.0,125.0
010807792C,1,1659CR,45,BF          ,1,34.86,0.0,34.86
010807844C,1,1659CR,53,BF          ,1,246.6,0.0,246.6
010807868C,1,1659CR,53,BF          ,1,227.9,0.0,227.9
010807941C,1,1659C2,22,BF          ,1,411.25,0.0,411.25
010807946C,1,1659C2,22,BF          ,1,246.75,0.0,246.75
010807963C,1,1659C2,22,BF          ,1,678.5,0.0,678.5
010808074C,1,1659C2,22,BF          ,1,112.75,0.0,112.75
010808257C,1,1659C2,55,BF          ,1,393.5,0.0,393.5
010808257C,2,1659C2,56,SL          ,2,0.0,0.0,0.0
010808361C,1,1659CR,53,BF          ,1,17.37,0.0,17.37
010808545C,1,1659C2,22,BF          ,1,577.0,0.0,577.0
010808548C,1,1659C2,22,BF          ,1,28.29,0.0,28.29
010808553C,1,1659C2,22,BF          ,1,401.65,0.0,401.65
010808721C,1,1659CR,53,BF          ,1,22.08,0.0,22.08
010808895C,1,1658C1,22,BF          ,1,472.0,0.0,472.0
010808970C,1,1658C1,22,BF          ,1,7.26,0.0,7.26
010808976C,1,1658C1,22,BF          ,1,19.05,0.0,19.05
010808977C,1,1658C1,22,BF          ,1,12.23,0.0,12.23
010809282C,1,1659CS,44,BF          ,1,13.0,0.0,13.0
010809294C,1,1658CS,22,BF          ,1,17.33,0.0,17.33
010809296C,1,1659CS,22,BF          ,1,38.15,0.0,38.15
010809300C,1,1659CS,22,BF          ,1,38.15,0.0,38.15
010809309C,1,1658CS,53,BF          ,1,21.67,0.0,21.67
010809311C,1,1659CS,45,BF          ,1,8.43,0.0,8.43
010809331C,1,1659CS,22,BF          ,1,38.15,0.0,38.15
010809333C,1,1658CS,53,BF          ,1,30.33,0.0,30.33
010809581C,1,1658C1,55,BF          ,1,46.46,0.0,46.46
010809734C,1,1658C1,53,BF          ,1,10.74,0.0,10.74
010809930C,1,1659CR,53,BF          ,1,239.15,0.0,239.15
010809932C,1,1659C2,53,BF          ,1,1490.25,0.0,1490.25
010810194C,1,1659C2,22,BF          ,1,13.82,0.0,13.82
010810221C,1,1658C1,22,BF          ,1,6.53,0.0,6.53
010810228C,1,1659CR,22,BF          ,1,163.2,0.0,163.2
010810271C,1,1659C2,55,BF          ,1,19.96,0.0,19.96
010810275C,1,1659C2,22,BF          ,1,148.37,0.0,148.37
010810504C,1,1659C2,53,BF          ,1,15.13,0.0,15.13
010810612C,1,1659CR,53,BF          ,1,217.2,0.0,217.2
010810912C,1,1659C2,54,BF          ,1,11.07,0.0,11.07
010811059C,1,1659CR,53,BF          ,1,17.62,0.0,17.62
010811157C,1,1659CR,45,BF          ,1,21.04,0.0,21.04
010811204C,1,1658C1,53,BF          ,1,12.96,0.0,12.96
010811249C,1,1659C2,45,BF          ,1,30.69,0.0,30.69
010811260C,1,1659C2,22,BF          ,1,48.36,0.0,48.36
010811306C,1,1659CR,53,BF          ,1,358.48,0.0,358.48
010811318C,1,1659C2,22,BF          ,1,21.51,0.0,21.51
010811319C,1,1659C2,22,BF          ,1,17.71,0.0,17.71
010811343C,1,1658C1,22,BF          ,1,44.53,0.0,44.53
010811385C,1,1659C2,22,BF          ,1,321.5,0.0,321.5
010811517C,1,1659C2,44,BF          ,1,296.0,0.0,296.0
010811652C,1,1659SR,53,BF          ,1,542.05,0.0,542.05
010811700C,1,1659CR,53,BF          ,1,25.29,0.0,25.29
010811998C,1,1659CR,22,BF          ,1,548.0,0.0,548.0
010812079C,1,1659CR,53,BF          ,1,188.1,0.0,188.1
010812225C,1,1659C2,22,BF          ,1,488.5,0.0,488.5
010812235C,1,1659C2,22,BF          ,1,31.5,0.0,31.5
010812360C,1,1658C1,22,BF          ,1,8.12,0.0,8.12
010812930C,1,1659C2,45,BF          ,1,33.03,0.0,33.03
010813120C,1,1658C1,22,BF          ,1,71.25,0.0,71.25
010813155C,1,1659CR,53,BF          ,1,30.14,0.0,30.14
010813156C,1,1659CR,22,BF          ,1,35.57,0.0,35.57
010813164C,1,1659C2,22,BF          ,1,337.0,0.0,337.0
010813171C,1,1659CR,55,BF          ,1,26.93,0.0,26.93
010813172C,1,1659C2,22,BF          ,1,17.78,0.0,17.78
010813185C,1,1659C2,45,BF          ,1,50.56,0.0,50.56
010813188C,1,1659C2,22,BF          ,1,66.62,0.0,66.62
010813196C,1,1659C2,22,BF          ,1,254.75,0.0,254.75
010813276C,1,1659C2,45,BF          ,1,18.55,0.0,18.55
010813286C,1,1659CR,53,BF          ,1,326.32,0.0,326.32
010813387C,2,976659,56,SU          ,2,0.0,0.0,0.0
010813392C,1,1659C2,22,BF          ,1,373.75,0.0,373.75
010813414C,1,1659C2,44,BF          ,1,14.37,0.0,14.37
010813426C,1,1659C2,44,BF          ,1,121.0,0.0,121.0
010813683C,1,1659CR,53,BF          ,1,16.55,0.0,16.55
010813955C,1,1659CR,22,BF          ,1,505.5,0.0,505.5
010814115C,1,1659C2,22,BF          ,1,230.5,0.0,230.5
010814167C,1,1659C2,53,BF          ,1,287.25,0.0,287.25
010814172C,1,1659C2,22,BF          ,1,121.0,0.0,121.0
010814362C,1,1659C2,22,BF          ,1,254.75,0.0,254.75
010814389C,1,1659C2,53,BF          ,1,263.0,0.0,263.0
010814552C,1,1659CR,53,BF          ,1,94.82,0.0,94.82
010814559C,1,1659CR,53,BF          ,1,64.57,0.0,64.57
010814606C,1,1658C1,22,BF          ,1,17.64,0.0,17.64
010814693C,1,1659C2,22,BF          ,1,424.15,0.0,424.15
010814696C,1,1659CR,53,BF          ,1,188.1,0.0,188.1
010814761C,1,1658C1,22,BF          ,1,13.35,0.0,13.35
010814836C,1,1659C2,55,BF          ,1,22.95,0.0,22.95
010814933C,1,1659CR,53,BF          ,1,411.96,0.0,411.96
010814935C,1,1659CR,22,BF          ,1,20.19,0.0,20.19
010814963C,1,1659CR,22,BF          ,1,25.88,0.0,25.88
010814971C,1,1659CR,53,BF          ,1,197.35,0.0,197.35
010815003C,1,1659C2,55,BF          ,1,121.0,0.0,121.0
010815026C,1,1659CR,44,BF          ,1,69.98,0.0,69.98
010815117C,1,1658C1,22,BF          ,1,80.75,0.0,80.75
010815118C,1,1658C1,22,BF          ,1,79.25,0.0,79.25
010815150C,1,1659C2,22,BF          ,1,10.85,0.0,10.85
010815416C,1,1659C2,22,BF          ,1,74.55,0.0,74.55
010815417C,1,1659C2,22,BF          ,1,70.74,0.0,70.74
010815522C,1,1658C1,22,BF          ,1,11.48,0.0,11.48
010815643C,1,1659C2,55,BF          ,1,34.39,0.0,34.39
010815680C,1,1659C2,22,BF          ,1,358.0,0.0,358.0
010815681C,1,1659C2,22,BF          ,1,298.75,0.0,298.75
010815768C,1,1659C2,22,BF          ,1,175.3,0.0,175.3
010815945C,1,1659CR,55,BF          ,1,39.89,0.0,39.89
010815946C,1,1659C2,22,BF          ,1,314.5,0.0,314.5
010816070C,1,1659CR,53,BF          ,1,317.1,0.0,317.1
010816156C,1,1659CR,53,BF          ,1,206.95,0.0,206.95
010816224C,1,1659CR,53,BF          ,1,42.05,0.0,42.05
010816326C,1,1659CR,55,BF          ,1,228.74,0.0,228.74
010816590C,1,1659CR,45,BF          ,1,202.41,0.0,202.41
010816803C,1,1659C2,22,BF          ,1,388.75,0.0,388.75
010816898C,1,1659C2,55,BF          ,1,82.11,0.0,82.11
010816969C,1,1659CR,22,BF          ,1,181.9,0.0,181.9
010816990C,1,1659CR,22,BF          ,1,148.7,0.0,148.7
010816991C,1,1659CR,22,BF          ,1,239.15,0.0,239.15
010817091C,1,1659CR,53,BF          ,1,239.15,0.0,239.15
010817116C,1,1658C1,22,BF          ,1,32.94,0.0,32.94
010817130C,1,1658C1,22,BF          ,1,27.28,0.0,27.28
010817132C,1,1658C1,22,BF          ,1,13.35,0.0,13.35
010817242C,1,1659C2,22,BF          ,1,20.83,0.0,20.83
010817415C,1,1659CR,53,BF          ,1,149.61,0.0,149.61
010817419C,1,1659C2,22,BF          ,1,43.65,0.0,43.65
010817477C,1,1659CR,53,BF          ,1,75.75,0.0,75.75
010817500C,1,1659CR,53,BF          ,1,333.7,0.0,333.7
010817649C,1,1659C2,45,BF          ,1,24.32,0.0,24.32
