reconstructed_claim_id,policy_number,benefit_seq,claim_family,claim_subtype,reconstructed_lifecycle_status,first_activity_date,latest_activity_date,claim_activity_row_count,claim_relevant_transaction_codes,possible_reversal_flag,confidence_level,reconstruction_notes
RC-9011057904-1-SURRENDER_CLAIM-C4-20220524,9011057904,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220524,20220524,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011057904-1-SURRENDER_CLAIM-C5-20230524,9011057904,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20230524,20230524,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011057904-1-SURRENDER_CLAIM-C6-20231024,9011057904,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20231024,20231024,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011057904-2-SURRENDER_CLAIM-C0-20231024,9011057904,2,SURRENDER_CLAIM,SURRENDER_CHARGE|TOTAL_CASH,FUNDED,20231024,20231024,4,0560|1020,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011058069-1-DEATH_CLAIM-C0-20191201,9011058069,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20191201,20191201,4,0038|0094|0530|0630,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011058905-1-DEATH_CLAIM-C0-20220210,9011058905,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20220210,20220210,3,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011059202-2-SURRENDER_CLAIM-C0-20190903,9011059202,2,SURRENDER_CLAIM,SURRENDER_CHARGE|TOTAL_CASH,FUNDED,20190903,20190903,3,0560|1020,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059421-1-SURRENDER_CLAIM-C0-20180717,9011059421,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180717,20180717,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059421-1-SURRENDER_CLAIM-C1-20190717,9011059421,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190717,20190717,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059421-1-SURRENDER_CLAIM-C2-20200717,9011059421,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200717,20200717,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059421-1-SURRENDER_CLAIM-C3-20210717,9011059421,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20210717,20210717,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059421-1-SURRENDER_CLAIM-C4-20220717,9011059421,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220717,20220717,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059421-1-SURRENDER_CLAIM-C5-20220917,9011059421,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220917,20220917,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059421-2-SURRENDER_CLAIM-C0-20220917,9011059421,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20220917,20220917,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011059456-1-DEATH_CLAIM-C0-20180626,9011059456,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20180626,20180626,2,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C0-20180819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180819,20180819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C1-20190819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190819,20190819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C2-20200819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200819,20200819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C3-20210819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210819,20210819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C4-20220819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220819,20220819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C5-20230819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230819,20230819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C6-20240819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240819,20240819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060621-2-SURRENDER_CLAIM-C7-20250819,9011060621,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250819,20250819,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060710-1-SURRENDER_CLAIM-C0-20180714,9011060710,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180714,20180714,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060710-1-SURRENDER_CLAIM-C1-20190714,9011060710,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190714,20190714,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060710-1-SURRENDER_CLAIM-C2-20200714,9011060710,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200714,20200714,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060710-1-SURRENDER_CLAIM-C3-20210714,9011060710,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20210714,20210714,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060710-1-SURRENDER_CLAIM-C4-20220714,9011060710,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220714,20220714,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060710-1-SURRENDER_CLAIM-C5-20230714,9011060710,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20230714,20230714,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011060710-1-SURRENDER_CLAIM-C6-20231003,9011060710,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20231003,20260403,66,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C0-20180715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180715,20180715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C1-20190715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190715,20190715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C2-20200715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200715,20200715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C3-20210715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210715,20210715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C4-20220715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220715,20220715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C5-20230715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230715,20230715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C6-20240715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240715,20240715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061046-2-SURRENDER_CLAIM-C7-20250715,9011061046,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250715,20250715,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C0-20180202,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180202,20180202,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C1-20180514,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180514,20180514,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C2-20180810,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180810,20180813,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C3-20181115,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20181115,20181115,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C4-20190214,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190214,20190214,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C5-20190516,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190516,20190516,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C6-20190810,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190810,20190813,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-1-SURRENDER_CLAIM-C7-20191113,9011061607,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20191113,20200110,3,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061607-2-SURRENDER_CLAIM-C0-20200110,9011061607,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20200110,20200110,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011061723-1-SURRENDER_CLAIM-C0-20250301,9011061723,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET|LOAN_PRINCIPAL_OFFSET,INFERRED,20250301,20260201,34,0411|0412,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011062307-1-DEATH_CLAIM-C0-20190422,9011062307,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20190422,20190422,3,0038|0094|0530,N,LOW,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011062607-1-DEATH_CLAIM-C0-20250701,9011062607,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20250701,20250701,4,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011062815-1-DEATH_CLAIM-C0-20231008,9011062815,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20231008,20231008,3,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011063691-1-DEATH_CLAIM-C0-20200614,9011063691,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20200614,20200614,4,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011063691-2-SURRENDER_CLAIM-C0-20180917,9011063691,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180917,20180917,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011063691-2-SURRENDER_CLAIM-C1-20190917,9011063691,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190917,20190917,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011064372-1-DEATH_CLAIM-C0-20240918,9011064372,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20240918,20240918,7,0038|0094|0530|0630,N,LOW,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011064567-1-DEATH_CLAIM-C0-20250521,9011064567,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20250521,20250521,3,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011064568-1-DEATH_CLAIM-C0-20190930,9011064568,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20190930,20190930,3,0038|0094|0530,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011065199-2-SURRENDER_CLAIM-C0-20220528,9011065199,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20220528,20220528,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011065353-1-DISBURSEMENT_CLAIM-C0-20230511,9011065353,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20230511,20230511,1,0090,N,MEDIUM,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9011065353-1-DISBURSEMENT_CLAIM-C1-20230713,9011065353,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20230713,20230713,1,0090,N,MEDIUM,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9011066023-1-DISBURSEMENT_CLAIM-C0-20180129,9011066023,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20180129,20180129,1,0090,N,MEDIUM,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9011066023-1-SURRENDER_CLAIM-C0-20180101,9011066023,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180101,20180126,2,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011066252-1-DEATH_CLAIM-C0-20190806,9011066252,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_CLAIM_PAYOUT,SETTLED,20190806,20190806,2,0094|0530,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011066252-2-SURRENDER_CLAIM-C0-20181201,9011066252,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20181201,20181201,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067410-1-DEATH_CLAIM-C0-20230721,9011067410,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_PAYOUT,SETTLED,20230721,20230721,3,0094|0530|0630,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011067410-2-SURRENDER_CLAIM-C0-20180104,9011067410,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180104,20180104,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067410-2-SURRENDER_CLAIM-C1-20190104,9011067410,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190104,20190104,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067410-2-SURRENDER_CLAIM-C2-20200104,9011067410,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200104,20200104,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067410-2-SURRENDER_CLAIM-C3-20210104,9011067410,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210104,20210104,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067410-2-SURRENDER_CLAIM-C4-20220104,9011067410,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220104,20220104,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067410-2-SURRENDER_CLAIM-C5-20230104,9011067410,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230104,20230104,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067441-2-SURRENDER_CLAIM-C0-20180708,9011067441,2,SURRENDER_CLAIM,TOTAL_CASH,FUNDED,20180708,20180708,2,0560,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067789-2-SURRENDER_CLAIM-C0-20180118,9011067789,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20180118,20180118,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067789-2-SURRENDER_CLAIM-C1-20190118,9011067789,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20190118,20190118,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067789-2-SURRENDER_CLAIM-C2-20200118,9011067789,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20200118,20200118,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067789-2-SURRENDER_CLAIM-C3-20210118,9011067789,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210118,20210118,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067789-2-SURRENDER_CLAIM-C4-20220118,9011067789,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220118,20220118,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011067789-2-SURRENDER_CLAIM-C5-20230118,9011067789,2,SURRENDER_CLAIM,PARTIAL_SURRENDER|TOTAL_CASH,FUNDED,20230118,20230221,3,0560|0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068375-1-DEATH_CLAIM-C0-20200322,9011068375,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_CLEARING|DEATH_CLAIM_PAYOUT,SETTLED,20200322,20200322,5,0038|0094|0530|0630,N,MEDIUM,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011068652-1-DEATH_CLAIM-C0-20250712,9011068652,1,DEATH_CLAIM,DEATH_BENEFIT|DEATH_BENEFIT_INTEREST|DEATH_CLAIM_PAYOUT,SETTLED,20250712,20250712,4,0094|0530|0630,N,HIGH,Prototype grouping by policy/benefit_seq/DEATH_CLAIM with 60-day date cluster window
RC-9011068652-1-DISBURSEMENT_CLAIM-C0-20211007,9011068652,1,DISBURSEMENT_CLAIM,CASH_DISBURSEMENT,PAID,20211007,20211007,1,0090,N,LOW,Prototype grouping by policy/benefit_seq/DISBURSEMENT_CLAIM with 60-day date cluster window
RC-9011068652-2-SURRENDER_CLAIM-C0-20210202,9011068652,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20210202,20210202,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068652-2-SURRENDER_CLAIM-C1-20220202,9011068652,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20220202,20220202,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068652-2-SURRENDER_CLAIM-C2-20230202,9011068652,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20230202,20230202,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068652-2-SURRENDER_CLAIM-C3-20240202,9011068652,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20240202,20240202,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068652-2-SURRENDER_CLAIM-C4-20250202,9011068652,2,SURRENDER_CLAIM,PARTIAL_SURRENDER,FUNDED,20250202,20250202,1,0561,N,LOW,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C0-20180301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180301,20180301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C1-20190301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190301,20190301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C2-20200301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200301,20200301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C3-20210301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20210301,20210301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C4-20220301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220301,20220301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C5-20230301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20230301,20230301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C6-20240301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20240301,20240301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C7-20250301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20250301,20250301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068750-1-SURRENDER_CLAIM-C8-20260301,9011068750,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20260301,20260301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068751-1-SURRENDER_CLAIM-C0-20180301,9011068751,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20180301,20180301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068751-1-SURRENDER_CLAIM-C1-20190301,9011068751,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20190301,20190301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068751-1-SURRENDER_CLAIM-C2-20200301,9011068751,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20200301,20200301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068751-1-SURRENDER_CLAIM-C3-20210301,9011068751,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20210301,20210301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
RC-9011068751-1-SURRENDER_CLAIM-C4-20220301,9011068751,1,SURRENDER_CLAIM,LOAN_INTEREST_OFFSET,INFERRED,20220301,20220301,1,0412,N,MEDIUM,Prototype grouping by policy/benefit_seq/SURRENDER_CLAIM with 60-day date cluster window
