reconstructed_claim_id,policy_number,likely_payee_name_id,likely_payee_relationship,payee_resolution_method,fallback_strategy_used,address_available_flag,tax_id_available_flag,trust_indicator,business_indicator,confidence_level,resolution_notes
RC-9010969153-2-SURRENDER_CLAIM-C5-20230401,9010969153,605803,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969227-1-DEATH_CLAIM-C0-20230406,9010969227,712295,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010969231-2-SURRENDER_CLAIM-C0-20180221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969231-2-SURRENDER_CLAIM-C1-20190221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969231-2-SURRENDER_CLAIM-C2-20200221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969231-2-SURRENDER_CLAIM-C3-20210221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969231-2-SURRENDER_CLAIM-C4-20220221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969231-2-SURRENDER_CLAIM-C5-20230221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969231-2-SURRENDER_CLAIM-C6-20240221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969231-2-SURRENDER_CLAIM-C7-20250221,9010969231,605805,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C0-20180221,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C1-20190222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C10-20240222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C11-20240822,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C12-20250222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C13-20250822,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C14-20260222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C2-20200222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C3-20200822,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C4-20210222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C5-20210822,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C6-20220222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C7-20220822,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C8-20230222,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010969329-1-SURRENDER_CLAIM-C9-20230822,9010969329,595751,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010970211-1-DEATH_CLAIM-C0-20200508,9010970211,701756,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,Y,HIGH,death_claim_payment
RC-9010970211-2-SURRENDER_CLAIM-C0-20180306,9010970211,701756,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010970211-2-SURRENDER_CLAIM-C1-20190306,9010970211,701756,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010970211-2-SURRENDER_CLAIM-C2-20200306,9010970211,701756,PE,PRELSA_PRIORITY,PE,Y,Y,N,Y,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C0-20180310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C1-20190310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C2-20200310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C3-20210310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C4-20220310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C5-20230310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C6-20240310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C7-20250310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010971570-3-SURRENDER_CLAIM-C8-20260310,9010971570,605830,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010974048-2-SURRENDER_CLAIM-C0-20230313,9010974048,605848,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010974048-2-SURRENDER_CLAIM-C1-20231020,9010974048,605848,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010974140-1-DEATH_CLAIM-C0-20201112,9010974140,710742,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010974838-1-DEATH_CLAIM-C0-20240915,9010974838,713003,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010975741-2-SURRENDER_CLAIM-C0-20200914,9010975741,605869,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010977876-1-DEATH_CLAIM-C0-20210621,9010977876,710972,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,N,N,Y,HIGH,death_claim_payment
RC-9010978232-1-DISBURSEMENT_CLAIM-C0-20191203,9010978232,605885,PE,PACTG_PAYEE_RELA_CODE,PO|B1|IN|PE,Y,Y,N,N,HIGH,missing_payee_relationship
RC-9010978232-2-SURRENDER_CLAIM-C0-20190401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010978232-2-SURRENDER_CLAIM-C1-20200401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010978232-2-SURRENDER_CLAIM-C2-20210401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010978232-2-SURRENDER_CLAIM-C3-20220401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010978232-2-SURRENDER_CLAIM-C4-20230401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010978232-2-SURRENDER_CLAIM-C5-20240401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010978232-2-SURRENDER_CLAIM-C6-20250401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010978232-2-SURRENDER_CLAIM-C7-20260401,9010978232,605885,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C0-20180404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C1-20190404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C2-20200404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C3-20210404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C4-20220404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C5-20230404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C6-20240404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C7-20250404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979005-1-SURRENDER_CLAIM-C8-20260404,9010979005,605890,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979717-1-SURRENDER_CLAIM-C0-20210112,9010979717,605895,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979717-2-SURRENDER_CLAIM-C0-20201003,9010979717,605895,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010979722-1-DEATH_CLAIM-C0-20191231,9010979722,627639,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,Y,HIGH,death_claim_payment
RC-9010981739-1-DEATH_CLAIM-C0-20211114,9010981739,705226,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,N,N,Y,HIGH,death_claim_payment
RC-9010981739-2-SURRENDER_CLAIM-C0-20180414,9010981739,705226,PE,PRELSA_PRIORITY,PE,Y,N,N,Y,MEDIUM,surrender_payment
RC-9010981739-2-SURRENDER_CLAIM-C1-20190414,9010981739,705226,PE,PRELSA_PRIORITY,PE,Y,N,N,Y,MEDIUM,surrender_payment
RC-9010981739-2-SURRENDER_CLAIM-C2-20200414,9010981739,705226,PE,PRELSA_PRIORITY,PE,Y,N,N,Y,MEDIUM,surrender_payment
RC-9010981739-2-SURRENDER_CLAIM-C3-20210414,9010981739,705226,PE,PRELSA_PRIORITY,PE,Y,N,N,Y,MEDIUM,surrender_payment
RC-9010983828-1-DEATH_CLAIM-C0-20190525,9010983828,709583,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,Y,HIGH,death_claim_payment
RC-9010984316-1-DEATH_CLAIM-C0-20200401,9010984316,710142,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,N,N,Y,HIGH,death_claim_payment
RC-9010985184-2-SURRENDER_CLAIM-C0-20180426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985184-2-SURRENDER_CLAIM-C1-20190426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985184-2-SURRENDER_CLAIM-C2-20200426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985184-2-SURRENDER_CLAIM-C3-20210426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985184-2-SURRENDER_CLAIM-C4-20220426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985184-2-SURRENDER_CLAIM-C5-20230426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985184-2-SURRENDER_CLAIM-C6-20240426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985184-2-SURRENDER_CLAIM-C7-20250426,9010985184,605957,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985597-1-SURRENDER_CLAIM-C0-20180501,9010985597,605963,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985597-1-SURRENDER_CLAIM-C1-20181101,9010985597,605963,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985597-1-SURRENDER_CLAIM-C2-20190201,9010985597,605963,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010985597-4-SURRENDER_CLAIM-C0-20190501,9010985597,605963,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010986137-1-DEATH_CLAIM-C0-20190409,9010986137,709398,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010986137-2-SURRENDER_CLAIM-C0-20180501,9010986137,709398,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010986434-1-DEATH_CLAIM-C0-20200129,9010986434,695388,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,N,N,Y,HIGH,death_claim_payment
RC-9010986434-2-SURRENDER_CLAIM-C0-20180505,9010986434,695388,PE,PRELSA_PRIORITY,PE,Y,N,N,Y,MEDIUM,surrender_payment
RC-9010986434-2-SURRENDER_CLAIM-C1-20190505,9010986434,695388,PE,PRELSA_PRIORITY,PE,Y,N,N,Y,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C0-20180509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C1-20190509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C10-20260209,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C2-20200509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C3-20200821,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C4-20210509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C5-20220509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C6-20230509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C7-20240509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C8-20250509,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010987089-1-SURRENDER_CLAIM-C9-20251109,9010987089,605994,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010988454-1-DEATH_CLAIM-C0-20240919,9010988454,713181,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010989073-2-SURRENDER_CLAIM-C0-20190617,9010989073,606022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010989913-1-DEATH_CLAIM-C0-20190112,9010989913,709212,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010990148-1-DEATH_CLAIM-C0-20190326,9010990148,709368,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010990148-2-SURRENDER_CLAIM-C0-20180701,9010990148,709368,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C0-20180528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C1-20190528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C2-20200528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C3-20210528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C4-20220528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C5-20230528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C6-20240528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010990850-2-SURRENDER_CLAIM-C7-20250528,9010990850,606047,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C0-20180527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C1-20190527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C2-20200527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C3-20210527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C4-20220527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C5-20230527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C6-20240527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991108-2-SURRENDER_CLAIM-C7-20250527,9010991108,606050,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991641-2-SURRENDER_CLAIM-C0-20200608,9010991641,606055,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010991643-2-SURRENDER_CLAIM-C0-20200608,9010991643,606055,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C0-20180618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C1-20190618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C2-20200618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C3-20210618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C4-20220618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C5-20230618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C6-20240618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992126-2-SURRENDER_CLAIM-C7-20250618,9010992126,684070,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010992950-2-SURRENDER_CLAIM-C0-20260323,9010992950,606076,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993014-1-DEATH_CLAIM-C0-20180204,9010993014,708598,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010993841-2-SURRENDER_CLAIM-C0-20180701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993841-2-SURRENDER_CLAIM-C1-20190701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993841-2-SURRENDER_CLAIM-C2-20200701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993841-2-SURRENDER_CLAIM-C3-20210701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993841-2-SURRENDER_CLAIM-C4-20220701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993841-2-SURRENDER_CLAIM-C5-20230701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993841-2-SURRENDER_CLAIM-C6-20240701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010993841-2-SURRENDER_CLAIM-C7-20250701,9010993841,606093,PO,PRELSA_PRIORITY,PE|PO,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994236-1-DEATH_CLAIM-C0-20190805,9010994236,709680,PE,PACTG_PAYEE_RELA_CODE,PO|B1|TR|PE|B2|IN,Y,Y,N,N,HIGH,death_claim_payment
RC-9010994236-4-SURRENDER_CLAIM-C0-20180701,9010994236,709680,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994236-4-SURRENDER_CLAIM-C1-20190701,9010994236,709680,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994968-1-SURRENDER_CLAIM-C0-20180113,9010994968,606114,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994968-1-SURRENDER_CLAIM-C1-20180410,9010994968,606114,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994968-1-SURRENDER_CLAIM-C2-20180713,9010994968,606114,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994968-1-SURRENDER_CLAIM-C3-20190713,9010994968,606114,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994968-1-SURRENDER_CLAIM-C4-20200421,9010994968,606114,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010994968-2-SURRENDER_CLAIM-C0-20200421,9010994968,606114,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C0-20180801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C1-20190801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C2-20200801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C3-20210801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C4-20220801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C5-20230801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C6-20240801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995983-1-SURRENDER_CLAIM-C7-20250801,9010995983,606129,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995984-1-SURRENDER_CLAIM-C0-20180801,9010995984,590022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995984-1-SURRENDER_CLAIM-C1-20190801,9010995984,590022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995984-1-SURRENDER_CLAIM-C2-20200801,9010995984,590022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995984-1-SURRENDER_CLAIM-C3-20210801,9010995984,590022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995984-1-SURRENDER_CLAIM-C4-20220801,9010995984,590022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995984-1-SURRENDER_CLAIM-C5-20230801,9010995984,590022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
RC-9010995984-1-SURRENDER_CLAIM-C6-20240801,9010995984,590022,PE,PRELSA_PRIORITY,PE,Y,Y,N,N,MEDIUM,surrender_payment
