old_value,new_value,mapping_class,mapping_subtype,is_policy_number,quarantine_candidate,governance_action
9011184248,011184248C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184291,011184291C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184373,011184373C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184467,011184467C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184470,011184470C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184576,011184576C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184643,011184643C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184644,011184644C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184745,011184745C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184752,011184752C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184753,011184753C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184813,011184813C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184817,011184817C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184821,011184821C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184934,011184934C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011184993,011184993C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185002,011185002C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185059,011185059C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185375,011185375C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185531,011185531C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185537,011185537C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185539,011185539C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185552,011185552C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185623,011185623C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185638,011185638C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185893,011185893C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185943,011185943C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185944,011185944C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011185948,011185948C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186130,011186130C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186216,011186216C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186243,011186243C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186328,011186328C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186457,011186457C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186460,011186460C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186462,011186462C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186895,011186895C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011186904,011186904C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187006,011187006C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187013,011187013C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187097,011187097C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187167,011187167C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187172,011187172C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187175,011187175C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187202,011187202C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187300,011187300C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187405,011187405C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187557,011187557C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187601,011187601C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187687,011187687C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011187904,011187904C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188136,011188136C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188277,011188277C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188279,011188279C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188288,011188288C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188377,011188377C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188426,011188426C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188556,011188556C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188722,011188722C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188724,011188724C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188773,011188773C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188865,011188865C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188870,011188870C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011188927,011188927C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189170,011189170C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189172,011189172C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189249,011189249C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189250,011189250C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189255,011189255C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189325,011189325C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189420,011189420C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189530,011189530C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189535,011189535C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189575,011189575C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189620,011189620C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189657,011189657C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189746,011189746C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189753,011189753C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189754,011189754C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189757,011189757C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189786,011189786C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189788,011189788C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189789,011189789C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189791,011189791C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189851,011189851C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189855,011189855C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189885,011189885C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189913,011189913C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189929,011189929C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189930,011189930C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189940,011189940C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011189989,011189989C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190048,011190048C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190049,011190049C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190136,011190136C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190146,011190146C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190239,011190239C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190297,011190297C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190380,011190380C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190388,011190388C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190410,011190410C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190411,011190411C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190416,011190416C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190417,011190417C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190448,011190448C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190459,011190459C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190516,011190516C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190599,011190599C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190613,011190613C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190668,011190668C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190669,011190669C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190670,011190670C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190722,011190722C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190724,011190724C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190873,011190873C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190905,011190905C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190907,011190907C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190908,011190908C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011190912,011190912C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191041,011191041C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191042,011191042C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191043,011191043C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191045,011191045C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191055,011191055C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191189,011191189C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191287,011191287C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191288,011191288C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191289,011191289C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191362,011191362C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191390,011191390C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191392,011191392C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191414,011191414C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191513,011191513C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191578,011191578C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191579,011191579C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191584,011191584C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191586,011191586C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191662,011191662C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191664,011191664C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191702,011191702C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191779,011191779C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191782,011191782C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191804,011191804C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191806,011191806C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191829,011191829C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191886,011191886C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191889,011191889C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191890,011191890C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191892,011191892C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191896,011191896C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011191940,011191940C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192032,011192032C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192047,011192047C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192065,011192065C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192106,011192106C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192121,011192121C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192151,011192151C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192184,011192184C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192239,011192239C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192240,011192240C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192253,011192253C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192322,011192322C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192391,011192391C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192392,011192392C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192400,011192400C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192476,011192476C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192477,011192477C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192586,011192586C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192690,011192690C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192744,011192744C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192827,011192827C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011192949,011192949C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193040,011193040C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193041,011193041C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193156,011193156C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193157,011193157C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193165,011193165C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193169,011193169C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193211,011193211C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193218,011193218C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193243,011193243C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193336,011193336C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193367,011193367C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193421,011193421C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193461,011193461C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193585,011193585C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193674,011193674C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193692,011193692C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193709,011193709C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193836,011193836C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193872,011193872C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011193876,011193876C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194064,011194064C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194070,011194070C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194088,011194088C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194111,011194111C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194146,011194146C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194161,011194161C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194186,011194186C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194190,011194190C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194191,011194191C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194208,011194208C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194225,011194225C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194273,011194273C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194346,011194346C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194381,011194381C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194385,011194385C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194386,011194386C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194387,011194387C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194436,011194436C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194438,011194438C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194498,011194498C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194499,011194499C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194542,011194542C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194617,011194617C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194618,011194618C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194622,011194622C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194623,011194623C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194626,011194626C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194641,011194641C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194642,011194642C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194728,011194728C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194729,011194729C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194751,011194751C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194752,011194752C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194768,011194768C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194789,011194789C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194799,011194799C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194803,011194803C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194873,011194873C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194874,011194874C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
9011194875,011194875C,POLICY_NUMBER,POLICY_RENUMBER,Y,N,RETAIN_IN_MASTER_CROSSWALK
