mpolicy,mseq,effective_date,date_added,record_sequence,claimnum,payee_source
010872331C,18,20260120,20260120,0,PS-010872331-018,OWNR
010873140C,9,20190125,20190125,0,PS-010873140-009,OWNR
010873140C,10,20200125,20200127,0,PS-010873140-010,OWNR
010873140C,11,20210125,20210125,0,PS-010873140-011,OWNR
010873140C,12,20220125,20220125,0,PS-010873140-012,OWNR
010873140C,13,20230125,20230125,0,PS-010873140-013,OWNR
010873140C,14,20240125,20240125,0,PS-010873140-014,OWNR
010873140C,15,20250125,20250127,0,PS-010873140-015,OWNR
010873140C,16,20260125,20260126,0,PS-010873140-016,OWNR
010873154C,8,20200125,20200319,0,PS-010873154-008,OWNR
010873154C,9,20210125,20210125,0,PS-010873154-009,OWNR
010873154C,10,20220125,20220125,0,PS-010873154-010,OWNR
010873154C,11,20230125,20230125,0,PS-010873154-011,OWNR
010873154C,12,20240125,20240125,0,PS-010873154-012,OWNR
010873154C,13,20250125,20250127,0,PS-010873154-013,OWNR
010873154C,14,20260125,20260126,0,PS-010873154-014,OWNR
010876417C,6,20180401,20180402,0,PS-010876417-006,OWNR
010876417C,7,20190401,20190401,0,PS-010876417-007,OWNR
010876417C,8,20200401,20200401,0,PS-010876417-008,OWNR
010876417C,9,20210401,20210401,0,PS-010876417-009,OWNR
010876417C,10,20220401,20220401,0,PS-010876417-010,OWNR
010877890C,7,20180408,20180409,0,PS-010877890-007,OWNR
010877890C,8,20190408,20190408,0,PS-010877890-008,OWNR
010877890C,9,20200408,20200408,0,PS-010877890-009,OWNR
010877890C,10,20210408,20210408,0,PS-010877890-010,OWNR
010877890C,11,20220408,20220408,0,PS-010877890-011,OWNR
010877890C,12,20230408,20230410,0,PS-010877890-012,OWNR
010878592C,10,20180401,20180402,0,PS-010878592-010,OWNR
010878592C,11,20190401,20190401,0,PS-010878592-011,OWNR
010878592C,12,20200401,20200401,0,PS-010878592-012,OWNR
010878592C,13,20210401,20210401,0,PS-010878592-013,OWNR
010878592C,14,20220401,20220401,0,PS-010878592-014,OWNR
010878592C,15,20230401,20230403,0,PS-010878592-015,OWNR
010878592C,16,20240401,20240401,0,PS-010878592-016,OWNR
010878592C,17,20250401,20250401,0,PS-010878592-017,OWNR
010878592C,18,20260401,20260401,0,PS-010878592-018,OWNR
010881096C,7,20180304,20180305,0,PS-010881096-007,OWNR
010881096C,8,20190304,20190304,0,PS-010881096-008,OWNR
010881096C,9,20200304,20200304,0,PS-010881096-009,OWNR
010881096C,10,20210304,20210304,0,PS-010881096-010,OWNR
010881096C,11,20220304,20220304,0,PS-010881096-011,OWNR
010881096C,12,20230304,20230306,0,PS-010881096-012,OWNR
010881301C,10,20180301,20180301,0,PS-010881301-010,OWNR
010881301C,11,20190301,20190301,0,PS-010881301-011,OWNR
010881301C,12,20200301,20200302,0,PS-010881301-012,OWNR
010881301C,13,20210301,20210301,0,PS-010881301-013,OWNR
010881301C,14,20220301,20220301,0,PS-010881301-014,OWNR
010881301C,15,20230301,20230301,0,PS-010881301-015,OWNR
010881301C,16,20240301,20240301,0,PS-010881301-016,OWNR
010881301C,17,20250301,20250303,0,PS-010881301-017,OWNR
010881301C,18,20260301,20260302,0,PS-010881301-018,OWNR
010883245C,5,20180317,20180319,0,PS-010883245-005,OWNR
010883245C,6,20190317,20190318,0,PS-010883245-006,OWNR
010883245C,7,20200317,20200317,0,PS-010883245-007,OWNR
010883245C,8,20210317,20210317,0,PS-010883245-008,OWNR
010883246C,8,20180408,20180409,0,PS-010883246-008,OWNR
010883246C,9,20190408,20190408,0,PS-010883246-009,OWNR
010883246C,10,20200408,20200408,0,PS-010883246-010,OWNR
010883246C,11,20210408,20210408,0,PS-010883246-011,OWNR
010883246C,12,20220408,20220408,0,PS-010883246-012,OWNR
010883246C,13,20230408,20230410,0,PS-010883246-013,OWNR
010883246C,14,20240408,20240408,0,PS-010883246-014,OWNR
010883731C,10,20180324,20180326,0,PS-010883731-010,OWNR
010883731C,11,20190324,20190325,0,PS-010883731-011,OWNR
010883731C,12,20200324,20200324,0,PS-010883731-012,OWNR
010883731C,13,20210324,20210324,0,PS-010883731-013,OWNR
010883731C,14,20220324,20220324,0,PS-010883731-014,OWNR
010883731C,15,20230324,20230324,0,PS-010883731-015,OWNR
010883731C,16,20240324,20240325,0,PS-010883731-016,OWNR
010883731C,17,20250324,20250324,0,PS-010883731-017,OWNR
010883731C,18,20260324,20260324,0,PS-010883731-018,OWNR
010884052C,3,20180321,20180321,0,PS-010884052-003,OWNR
010884052C,4,20190321,20190321,0,PS-010884052-004,OWNR
010885441C,10,20180322,20180322,0,PS-010885441-010,OWNR
010885441C,11,20190322,20190322,0,PS-010885441-011,OWNR
010885441C,12,20200322,20200323,0,PS-010885441-012,OWNR
010885441C,13,20210322,20210322,0,PS-010885441-013,OWNR
010885441C,14,20220322,20220322,0,PS-010885441-014,OWNR
010885441C,15,20230322,20230322,0,PS-010885441-015,OWNR
010885441C,16,20240322,20240322,0,PS-010885441-016,OWNR
010885441C,17,20250322,20250324,0,PS-010885441-017,OWNR
010885441C,18,20260322,20260323,0,PS-010885441-018,OWNR
010886805C,2,20180404,20180404,0,PS-010886805-002,OWNR
010886812C,7,20180401,20180402,0,PS-010886812-007,OWNR
010886812C,8,20190401,20190401,0,PS-010886812-008,OWNR
010886812C,9,20200401,20200401,0,PS-010886812-009,OWNR
010886812C,10,20210401,20210401,0,PS-010886812-010,OWNR
010886812C,11,20220401,20220401,0,PS-010886812-011,OWNR
010886812C,12,20230401,20230403,0,PS-010886812-012,OWNR
010886851C,4,20190404,20191022,0,PS-010886851-004,OWNR
010886851C,5,20200404,20200406,0,PS-010886851-005,OWNR
010886851C,6,20210404,20210405,0,PS-010886851-006,OWNR
010887780C,3,20180405,20180405,0,PS-010887780-003,OWNR
010887780C,4,20190405,20190405,0,PS-010887780-004,OWNR
010888232C,2,20180411,20180411,0,PS-010888232-002,OWNR
010888338C,6,20180523,20180523,0,PS-010888338-006,OWNR
010888338C,7,20190523,20190523,0,PS-010888338-007,OWNR
010888338C,8,20200523,20200526,0,PS-010888338-008,OWNR
010888338C,9,20210523,20210524,0,PS-010888338-009,OWNR
010888338C,10,20220523,20220523,0,PS-010888338-010,OWNR
010889364C,8,20180413,20180413,0,PS-010889364-008,OWNR
010889364C,9,20190413,20190415,0,PS-010889364-009,OWNR
010889364C,10,20200413,20200413,0,PS-010889364-010,OWNR
010889364C,11,20210413,20210413,0,PS-010889364-011,OWNR
010889364C,12,20220413,20220413,0,PS-010889364-012,OWNR
010889364C,13,20230413,20230413,0,PS-010889364-013,OWNR
010889364C,14,20240413,20240415,0,PS-010889364-014,OWNR
010889785C,10,20180414,20180416,0,PS-010889785-010,OWNR
010889785C,11,20190414,20190415,0,PS-010889785-011,OWNR
010889785C,12,20200414,20200414,0,PS-010889785-012,OWNR
010889785C,13,20210414,20210414,0,PS-010889785-013,OWNR
010889785C,14,20220414,20220414,0,PS-010889785-014,OWNR
010889785C,15,20230414,20230414,0,PS-010889785-015,OWNR
010889785C,16,20240414,20240415,0,PS-010889785-016,OWNR
010889785C,17,20250414,20250414,0,PS-010889785-017,OWNR
010889785C,18,20260414,20260414,0,PS-010889785-018,OWNR
010891079C,3,20180421,20180423,0,PS-010891079-003,OWNR
010891079C,4,20190421,20190422,0,PS-010891079-004,OWNR
010891087C,10,20180525,20180525,0,PS-010891087-010,OWNR
010891087C,11,20190525,20190528,0,PS-010891087-011,OWNR
010891087C,12,20200525,20200526,0,PS-010891087-012,OWNR
010891087C,13,20210525,20210525,0,PS-010891087-013,OWNR
010891087C,14,20220525,20220525,0,PS-010891087-014,OWNR
010891087C,15,20230525,20230525,0,PS-010891087-015,OWNR
010891087C,16,20240525,20240528,0,PS-010891087-016,OWNR
010891087C,17,20250525,20250527,0,PS-010891087-017,OWNR
010891087C,18,20260525,20260526,0,PS-010891087-018,OWNR
010891309C,10,20180518,20180518,0,PS-010891309-010,OWNR
010891309C,11,20190518,20190520,0,PS-010891309-011,OWNR
010891309C,12,20200518,20200518,0,PS-010891309-012,OWNR
010891309C,13,20210518,20210518,0,PS-010891309-013,OWNR
010891309C,14,20220518,20220518,0,PS-010891309-014,OWNR
010891309C,15,20230518,20230518,0,PS-010891309-015,OWNR
010891309C,16,20240518,20240520,0,PS-010891309-016,OWNR
010891309C,17,20250518,20250519,0,PS-010891309-017,OWNR
010891309C,18,20260518,20260518,0,PS-010891309-018,OWNR
010891328C,10,20180501,20190325,0,PS-010891328-010,OWNR
010891328C,11,20190501,20190501,0,PS-010891328-011,OWNR
010891328C,12,20200501,20200501,0,PS-010891328-012,OWNR
010891328C,13,20210501,20210503,0,PS-010891328-013,OWNR
010891328C,14,20220501,20220502,0,PS-010891328-014,OWNR
010891328C,15,20230501,20230501,0,PS-010891328-015,OWNR
010891328C,16,20240501,20240501,0,PS-010891328-016,OWNR
010891328C,17,20250501,20250501,0,PS-010891328-017,OWNR
010891328C,18,20260501,20260501,0,PS-010891328-018,OWNR
010892016C,10,20180425,20180425,0,PS-010892016-010,OWNR
010892016C,11,20190425,20190425,0,PS-010892016-011,OWNR
010892016C,12,20200425,20200427,0,PS-010892016-012,OWNR
010892016C,13,20210425,20210426,0,PS-010892016-013,OWNR
010892016C,14,20220425,20220425,0,PS-010892016-014,OWNR
010892016C,15,20230425,20230425,0,PS-010892016-015,OWNR
010892016C,16,20240425,20240425,0,PS-010892016-016,OWNR
010892016C,17,20250425,20250425,0,PS-010892016-017,OWNR
010892016C,18,20260425,20260427,0,PS-010892016-018,OWNR
010893115C,10,20180426,20180426,0,PS-010893115-010,OWNR
010893115C,11,20190426,20190426,0,PS-010893115-011,OWNR
010893115C,12,20200426,20200427,0,PS-010893115-012,OWNR
010893115C,13,20210426,20210426,0,PS-010893115-013,OWNR
010893115C,14,20220426,20220426,0,PS-010893115-014,OWNR
010893115C,15,20230426,20230426,0,PS-010893115-015,OWNR
010893115C,16,20240426,20240426,0,PS-010893115-016,OWNR
010893115C,17,20250426,20250428,0,PS-010893115-017,OWNR
010893115C,18,20260426,20260427,0,PS-010893115-018,OWNR
010893950C,6,20180504,20180504,0,PS-010893950-006,OWNR
010893950C,7,20190504,20190506,0,PS-010893950-007,OWNR
010893950C,8,20200504,20200504,0,PS-010893950-008,OWNR
010893950C,9,20210504,20210504,0,PS-010893950-009,OWNR
010893950C,10,20220504,20220504,0,PS-010893950-010,OWNR
010895689C,10,20180507,20180507,0,PS-010895689-010,OWNR
010895689C,11,20190507,20190507,0,PS-010895689-011,OWNR
010895689C,12,20200507,20200507,0,PS-010895689-012,OWNR
010895689C,13,20210507,20210507,0,PS-010895689-013,OWNR
010895689C,14,20220507,20220509,0,PS-010895689-014,OWNR
010895689C,15,20230507,20230508,0,PS-010895689-015,OWNR
010895689C,16,20240507,20240507,0,PS-010895689-016,OWNR
010895689C,17,20250507,20250507,0,PS-010895689-017,OWNR
010895689C,18,20260507,20260507,0,PS-010895689-018,OWNR
010897521C,10,20180520,20180521,0,PS-010897521-010,OWNR
010897521C,11,20190520,20190520,0,PS-010897521-011,OWNR
010897521C,12,20200520,20200520,0,PS-010897521-012,OWNR
010897521C,13,20210520,20210520,0,PS-010897521-013,OWNR
010897521C,14,20220520,20220520,0,PS-010897521-014,OWNR
010897521C,15,20230520,20230522,0,PS-010897521-015,OWNR
010897521C,16,20240520,20240520,0,PS-010897521-016,OWNR
010897521C,17,20250520,20250520,0,PS-010897521-017,OWNR
010897521C,18,20260520,20260520,0,PS-010897521-018,OWNR
010898542C,8,20180601,20180601,0,PS-010898542-008,OWNR
010898542C,9,20190601,20190603,0,PS-010898542-009,OWNR
010898542C,10,20200601,20200601,0,PS-010898542-010,OWNR
010898542C,11,20210601,20210601,0,PS-010898542-011,OWNR
010898542C,12,20220601,20220601,0,PS-010898542-012,OWNR
010898542C,13,20230601,20230601,0,PS-010898542-013,OWNR
010898542C,14,20240601,20240603,0,PS-010898542-014,OWNR
010898692C,5,20180523,20180523,0,PS-010898692-005,OWNR
010898692C,6,20190523,20190523,0,PS-010898692-006,OWNR
010898692C,7,20200523,20200526,0,PS-010898692-007,OWNR
010898692C,8,20210523,20210524,0,PS-010898692-008,OWNR
010900519C,4,20180601,20180601,0,PS-010900519-004,OWNR
010900519C,5,20190601,20190603,0,PS-010900519-005,OWNR
010900519C,6,20200601,20200601,0,PS-010900519-006,OWNR
010900620C,3,20180714,20180716,0,PS-010900620-003,OWNR
010900620C,4,20190714,20190715,0,PS-010900620-004,OWNR
010901787C,9,20180606,20180606,0,PS-010901787-009,OWNR
010901787C,10,20190606,20190606,0,PS-010901787-010,OWNR
010901787C,11,20200606,20200608,0,PS-010901787-011,OWNR
010901787C,12,20210606,20210607,0,PS-010901787-012,OWNR
010901787C,13,20220606,20220606,0,PS-010901787-013,OWNR
010901787C,14,20230606,20230606,0,PS-010901787-014,OWNR
010901787C,15,20240606,20240606,0,PS-010901787-015,OWNR
010901787C,16,20250606,20250606,0,PS-010901787-016,OWNR
010901833C,6,20180627,20180627,0,PS-010901833-006,OWNR
010901833C,7,20190627,20190627,0,PS-010901833-007,OWNR
010901833C,8,20200627,20200629,0,PS-010901833-008,OWNR
010901833C,9,20210627,20210628,0,PS-010901833-009,OWNR
010901833C,10,20220627,20220627,0,PS-010901833-010,OWNR
010902972C,9,20180607,20180607,0,PS-010902972-009,OWNR
010902972C,10,20190607,20190607,0,PS-010902972-010,OWNR
010902972C,11,20200607,20200608,0,PS-010902972-011,OWNR
010902972C,12,20210607,20210607,0,PS-010902972-012,OWNR
010902972C,13,20220607,20220607,0,PS-010902972-013,OWNR
010902972C,14,20230607,20230607,0,PS-010902972-014,OWNR
010902972C,15,20240607,20240607,0,PS-010902972-015,OWNR
010902972C,16,20250607,20250609,0,PS-010902972-016,OWNR
010902973C,9,20180607,20180607,0,PS-010902973-009,OWNR
010902973C,10,20190607,20190607,0,PS-010902973-010,OWNR
010902973C,11,20200607,20200608,0,PS-010902973-011,OWNR
010902973C,12,20210607,20210607,0,PS-010902973-012,OWNR
010902973C,13,20220607,20220607,0,PS-010902973-013,OWNR
010902973C,14,20230607,20230607,0,PS-010902973-014,OWNR
010902973C,15,20240607,20240607,0,PS-010902973-015,OWNR
010902973C,16,20250607,20250609,0,PS-010902973-016,OWNR
010904097C,6,20180615,20180615,0,PS-010904097-006,OWNR
010904097C,7,20190615,20190617,0,PS-010904097-007,OWNR
010904097C,8,20200615,20200615,0,PS-010904097-008,OWNR
010904097C,9,20210615,20210615,0,PS-010904097-009,OWNR
010904097C,10,20220615,20220615,0,PS-010904097-010,OWNR
010905200C,4,20230617,20230817,0,PS-010905200-004,OWNR
010905200C,5,20240617,20240617,0,PS-010905200-005,OWNR
010905200C,6,20250617,20250617,0,PS-010905200-006,OWNR
010905677C,5,20190615,20190611,0,PS-010905677-005,OWNR
010905677C,6,20200615,20200615,0,PS-010905677-006,OWNR
010905677C,7,20210615,20210615,0,PS-010905677-007,OWNR
010905677C,8,20220615,20220615,0,PS-010905677-008,OWNR
010911853C,9,20180714,20180716,0,PS-010911853-009,OWNR
010911853C,10,20190714,20190715,0,PS-010911853-010,OWNR
010911853C,11,20200714,20200714,0,PS-010911853-011,OWNR
010911853C,12,20210714,20210714,0,PS-010911853-012,OWNR
010911853C,13,20220714,20220714,0,PS-010911853-013,OWNR
010911853C,14,20230714,20230714,0,PS-010911853-014,OWNR
010911853C,15,20240714,20240715,0,PS-010911853-015,OWNR
010911853C,16,20250714,20250714,0,PS-010911853-016,OWNR
010914384C,2,20180724,20180724,0,PS-010914384-002,OWNR
010915030C,4,20180727,20200310,0,PS-010915030-004,OWNR
010915030C,5,20190727,20200310,0,PS-010915030-005,OWNR
010915030C,6,20200727,20200727,0,PS-010915030-006,OWNR
010916260C,6,20180728,20180730,0,PS-010916260-006,OWNR
010916260C,7,20190728,20190729,0,PS-010916260-007,OWNR
010916260C,8,20200728,20200728,0,PS-010916260-008,OWNR
010916260C,9,20210728,20210728,0,PS-010916260-009,OWNR
010916260C,10,20220728,20220728,0,PS-010916260-010,OWNR
010917172C,6,20180801,20180801,0,PS-010917172-006,OWNR
010917172C,7,20190801,20190801,0,PS-010917172-007,OWNR
010917172C,8,20200801,20200803,0,PS-010917172-008,OWNR
010917172C,9,20210801,20210802,0,PS-010917172-009,OWNR
010917172C,10,20220801,20220801,0,PS-010917172-010,OWNR
010919431C,4,20180908,20180910,0,PS-010919431-004,OWNR
010919431C,5,20190908,20190909,0,PS-010919431-005,OWNR
010919431C,6,20200908,20200908,0,PS-010919431-006,OWNR
010924513C,9,20180828,20180828,0,PS-010924513-009,OWNR
010924513C,10,20190828,20190828,0,PS-010924513-010,OWNR
010924513C,11,20200828,20200828,0,PS-010924513-011,OWNR
010924513C,12,20210828,20210830,0,PS-010924513-012,OWNR
010924513C,13,20220828,20220829,0,PS-010924513-013,OWNR
010924513C,14,20230828,20230828,0,PS-010924513-014,OWNR
010924513C,15,20240828,20240828,0,PS-010924513-015,OWNR
010924513C,16,20250828,20250828,0,PS-010924513-016,OWNR
010926357C,9,20180906,20180906,0,PS-010926357-009,OWNR
010926357C,10,20190906,20190906,0,PS-010926357-010,OWNR
010926357C,11,20200906,20200908,0,PS-010926357-011,OWNR
010926357C,12,20210906,20210907,0,PS-010926357-012,OWNR
010926357C,13,20220906,20220906,0,PS-010926357-013,OWNR
010926357C,14,20230906,20230906,0,PS-010926357-014,OWNR
010926357C,15,20240906,20240906,0,PS-010926357-015,OWNR
010926357C,16,20250906,20250908,0,PS-010926357-016,OWNR
010927989C,9,20180910,20180910,0,PS-010927989-009,OWNR
010927989C,10,20190910,20190910,0,PS-010927989-010,OWNR
010927989C,11,20200910,20200910,0,PS-010927989-011,OWNR
010927989C,12,20210910,20210910,0,PS-010927989-012,OWNR
010927989C,13,20220910,20220912,0,PS-010927989-013,OWNR
010927989C,14,20230910,20230911,0,PS-010927989-014,OWNR
010927989C,15,20240910,20240910,0,PS-010927989-015,OWNR
010927989C,16,20250910,20250910,0,PS-010927989-016,OWNR
010928261C,9,20171005,20180702,0,PS-010928261-009,OWNR
010928261C,10,20181005,20181005,0,PS-010928261-010,OWNR
010928261C,11,20191005,20191007,0,PS-010928261-011,OWNR
010928261C,12,20201005,20201005,0,PS-010928261-012,OWNR
010928261C,13,20211005,20211005,0,PS-010928261-013,OWNR
010928261C,14,20221005,20221005,0,PS-010928261-014,OWNR
010928261C,15,20231005,20231005,0,PS-010928261-015,OWNR
010928261C,16,20241005,20241008,0,PS-010928261-016,OWNR
010938321C,10,20171025,20180327,0,PS-010938321-010,OWNR
010938321C,11,20181025,20181025,0,PS-010938321-011,OWNR
010938321C,12,20191025,20191025,0,PS-010938321-012,OWNR
010938321C,13,20201025,20201026,0,PS-010938321-013,OWNR
010938321C,14,20211025,20211025,0,PS-010938321-014,OWNR
010938321C,15,20221025,20221025,0,PS-010938321-015,OWNR
010938321C,16,20231025,20231025,0,PS-010938321-016,OWNR
010938321C,17,20241025,20241025,0,PS-010938321-017,OWNR
010938321C,18,20251025,20251027,0,PS-010938321-018,OWNR
010940594C,2,20181017,20181017,0,PS-010940594-002,OWNR
010941103C,5,20181201,20181203,0,PS-010941103-005,OWNR
010941103C,6,20191201,20191202,0,PS-010941103-006,OWNR
010941103C,7,20201201,20201201,0,PS-010941103-007,OWNR
010941103C,8,20220915,20220915,0,PS-010941103-008,OWNR
010943847C,9,20181119,20181119,0,PS-010943847-009,OWNR
010943847C,10,20191119,20191119,0,PS-010943847-010,OWNR
010943847C,11,20201119,20201119,0,PS-010943847-011,OWNR
010943847C,12,20211119,20211119,0,PS-010943847-012,OWNR
010943847C,13,20221119,20221121,0,PS-010943847-013,OWNR
010943847C,14,20231119,20231120,0,PS-010943847-014,OWNR
010943847C,15,20241119,20241119,0,PS-010943847-015,OWNR
010943847C,16,20251119,20251119,0,PS-010943847-016,OWNR
010943849C,8,20181101,20181101,0,PS-010943849-008,OWNR
010943849C,9,20191101,20191101,0,PS-010943849-009,OWNR
010943849C,10,20201101,20201102,0,PS-010943849-010,OWNR
010943849C,11,20211101,20211101,0,PS-010943849-011,OWNR
010943849C,12,20221101,20221101,0,PS-010943849-012,OWNR
010943849C,13,20231101,20231101,0,PS-010943849-013,OWNR
010943849C,14,20241101,20241101,0,PS-010943849-014,OWNR
010945534C,4,20181001,20181001,0,PS-010945534-004,OWNR
010945534C,5,20191001,20191001,0,PS-010945534-005,OWNR
010945534C,6,20201001,20201001,0,PS-010945534-006,OWNR
010946649C,2,20181215,20181217,0,PS-010946649-002,OWNR
010947021C,2,20171215,20180419,0,PS-010947021-002,OWNR
010947245C,9,20181206,20181227,0,PS-010947245-009,OWNR
010947245C,10,20191206,20191206,0,PS-010947245-010,OWNR
010947245C,11,20201206,20201207,0,PS-010947245-011,OWNR
010947245C,12,20211206,20211206,0,PS-010947245-012,OWNR
010947245C,13,20221206,20221206,0,PS-010947245-013,OWNR
010947245C,14,20231206,20231206,0,PS-010947245-014,OWNR
010947245C,15,20241206,20241206,0,PS-010947245-015,OWNR
010947245C,16,20251206,20251208,0,PS-010947245-016,OWNR
010947866C,7,20181201,20181203,0,PS-010947866-007,OWNR
010947866C,8,20191201,20191202,0,PS-010947866-008,OWNR
010947866C,9,20201201,20201201,0,PS-010947866-009,OWNR
010947866C,10,20211201,20211201,0,PS-010947866-010,OWNR
010947866C,11,20221201,20221201,0,PS-010947866-011,OWNR
010947866C,12,20231201,20231201,0,PS-010947866-012,OWNR
010947870C,9,20181215,20181217,0,PS-010947870-009,OWNR
010947870C,10,20191215,20191216,0,PS-010947870-010,OWNR
010947870C,11,20201215,20201215,0,PS-010947870-011,OWNR
010947870C,12,20211215,20211215,0,PS-010947870-012,OWNR
010947870C,13,20221215,20221215,0,PS-010947870-013,OWNR
010947870C,14,20231215,20231215,0,PS-010947870-014,OWNR
010947870C,15,20241215,20241216,0,PS-010947870-015,OWNR
010947870C,16,20251215,20251215,0,PS-010947870-016,OWNR
010948195C,7,20181207,20181207,0,PS-010948195-007,OWNR
010948195C,8,20191207,20191209,0,PS-010948195-008,OWNR
010948195C,9,20201207,20201207,0,PS-010948195-009,OWNR
010948195C,10,20211207,20211207,0,PS-010948195-010,OWNR
010948195C,11,20221207,20221207,0,PS-010948195-011,OWNR
010948195C,12,20231207,20231207,0,PS-010948195-012,OWNR
010948241C,9,20181201,20181203,0,PS-010948241-009,OWNR
010948241C,10,20191201,20191202,0,PS-010948241-010,OWNR
010948241C,11,20201201,20201201,0,PS-010948241-011,OWNR
010948241C,12,20211201,20211201,0,PS-010948241-012,OWNR
010948241C,13,20221201,20221201,0,PS-010948241-013,OWNR
010948241C,14,20231201,20231201,0,PS-010948241-014,OWNR
010948241C,15,20241201,20241202,0,PS-010948241-015,OWNR
010948241C,16,20251201,20251201,0,PS-010948241-016,OWNR
010951456C,9,20181216,20181217,0,PS-010951456-009,OWNR
010951456C,10,20191216,20191216,0,PS-010951456-010,OWNR
010951456C,11,20201216,20201216,0,PS-010951456-011,OWNR
010951456C,12,20211216,20211216,0,PS-010951456-012,OWNR
010951456C,13,20221216,20221216,0,PS-010951456-013,OWNR
010951456C,14,20231216,20231218,0,PS-010951456-014,OWNR
010951456C,15,20241216,20241216,0,PS-010951456-015,OWNR
010951456C,16,20251216,20251216,0,PS-010951456-016,OWNR
010952369C,4,20171211,20180307,0,PS-010952369-004,OWNR
010952369C,5,20181211,20181211,0,PS-010952369-005,OWNR
010952369C,6,20191211,20191211,0,PS-010952369-006,OWNR
010954823C,3,20180104,20180104,0,PS-010954823-003,OWNR
010954823C,4,20190104,20190104,0,PS-010954823-004,OWNR
010955783C,10,20180120,20180122,0,PS-010955783-010,OWNR
010955783C,11,20190120,20190121,0,PS-010955783-011,OWNR
010955783C,12,20200120,20200120,0,PS-010955783-012,OWNR
010955783C,13,20210120,20210120,0,PS-010955783-013,OWNR
010955783C,14,20220120,20220120,0,PS-010955783-014,OWNR
010955783C,15,20230120,20230120,0,PS-010955783-015,OWNR
010955783C,16,20240120,20240122,0,PS-010955783-016,OWNR
010955783C,17,20250120,20250120,0,PS-010955783-017,OWNR
010955783C,18,20260120,20260120,0,PS-010955783-018,OWNR
010958446C,7,20190101,20190305,0,PS-010958446-007,OWNR
010958446C,8,20200101,20200102,0,PS-010958446-008,OWNR
010958446C,9,20210101,20210104,0,PS-010958446-009,OWNR
010958446C,10,20220101,20220103,0,PS-010958446-010,OWNR
010958446C,11,20230101,20230103,0,PS-010958446-011,OWNR
010958446C,12,20240101,20240102,0,PS-010958446-012,OWNR
010963046C,2,20180301,20180301,0,PS-010963046-002,OWNR
010968689C,2,20180227,20180227,0,PS-010968689-002,OWNR
010969153C,7,20180401,20180702,0,PS-010969153-007,OWNR
010969153C,8,20190401,20190401,0,PS-010969153-008,OWNR
010969153C,9,20200401,20200401,0,PS-010969153-009,OWNR
010969153C,10,20210401,20210401,0,PS-010969153-010,OWNR
010969153C,11,20220401,20220401,0,PS-010969153-011,OWNR
010969153C,12,20230401,20230403,0,PS-010969153-012,OWNR
010969231C,9,20180221,20180221,0,PS-010969231-009,OWNR
010969231C,10,20190221,20190221,0,PS-010969231-010,OWNR
010969231C,11,20200221,20200221,0,PS-010969231-011,OWNR
010969231C,12,20210221,20210222,0,PS-010969231-012,OWNR
010969231C,13,20220221,20220221,0,PS-010969231-013,OWNR
010969231C,14,20230221,20230221,0,PS-010969231-014,OWNR
010969231C,15,20240221,20240221,0,PS-010969231-015,OWNR
010969231C,16,20250221,20250221,0,PS-010969231-016,OWNR
010970211C,4,20180306,20180306,0,PS-010970211-004,OWNR
010970211C,5,20190306,20190306,0,PS-010970211-005,OWNR
010970211C,6,20200306,20200306,0,PS-010970211-006,OWNR
010971570C,10,20180310,20180312,0,PS-010971570-010,OWNR
010971570C,11,20190310,20190311,0,PS-010971570-011,OWNR
010971570C,12,20200310,20200310,0,PS-010971570-012,OWNR
010971570C,13,20210310,20210310,0,PS-010971570-013,OWNR
010971570C,14,20220310,20220310,0,PS-010971570-014,OWNR
010971570C,15,20230310,20230310,0,PS-010971570-015,OWNR
010971570C,16,20240310,20240311,0,PS-010971570-016,OWNR
010971570C,17,20250310,20250310,0,PS-010971570-017,OWNR
010971570C,18,20260310,20260310,0,PS-010971570-018,OWNR
010974048C,2,20230313,20230313,0,PS-010974048-002,OWNR
010978232C,9,20190401,20191203,0,PS-010978232-009,OWNR
010978232C,10,20200401,20200401,0,PS-010978232-010,OWNR
010978232C,11,20210401,20210401,0,PS-010978232-011,OWNR
010978232C,12,20220401,20220401,0,PS-010978232-012,OWNR
010978232C,13,20230401,20230403,0,PS-010978232-013,OWNR
010978232C,14,20240401,20240401,0,PS-010978232-014,OWNR
010978232C,15,20250401,20250401,0,PS-010978232-015,OWNR
010978232C,16,20260401,20260401,0,PS-010978232-016,OWNR
010981739C,5,20180414,20180416,0,PS-010981739-005,OWNR
010981739C,6,20190414,20190415,0,PS-010981739-006,OWNR
010981739C,7,20200414,20200414,0,PS-010981739-007,OWNR
010981739C,8,20210414,20210414,0,PS-010981739-008,OWNR
010985184C,7,20180426,20180426,0,PS-010985184-007,OWNR
010985184C,8,20190426,20190426,0,PS-010985184-008,OWNR
010985184C,9,20200426,20200427,0,PS-010985184-009,OWNR
010985184C,10,20210426,20210426,0,PS-010985184-010,OWNR
010985184C,11,20220426,20220426,0,PS-010985184-011,OWNR
010985184C,12,20230426,20230426,0,PS-010985184-012,OWNR
010986137C,2,20180501,20180501,0,PS-010986137-002,OWNR
010986434C,3,20180505,20180507,0,PS-010986434-003,OWNR
010986434C,4,20190505,20190506,0,PS-010986434-004,OWNR
010990148C,2,20180701,20180702,0,PS-010990148-002,OWNR
010990850C,10,20180528,20180529,0,PS-010990850-010,OWNR
