reconstructed_claim_id,policy_number,claim_family,baseline_balancing_status,enhanced_balancing_status,baseline_balancing_difference,enhanced_balancing_difference,linked_payout_added,in_group_payout,enhanced_payout_total,balancing_impact,cross_claim_linkage_applied
RC-9011150820-1-DEATH_CLAIM-C0-20180217,9011150820,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,3000.0,3000.0,No change,N
RC-9011150971-1-DISBURSEMENT_CLAIM-C0-20200804,9011150971,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011150973-1-DEATH_CLAIM-C0-20210601,9011150973,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011151041-1-DEATH_CLAIM-C0-20230222,9011151041,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-7.53,-7.53,0.0,5007.53,5007.53,No change,N
RC-9011151209-1-SURRENDER_CLAIM-C0-20180805,9011151209,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151209-1-SURRENDER_CLAIM-C1-20190805,9011151209,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151209-1-SURRENDER_CLAIM-C2-20200805,9011151209,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151209-1-SURRENDER_CLAIM-C3-20210805,9011151209,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151209-1-SURRENDER_CLAIM-C4-20220805,9011151209,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151209-1-SURRENDER_CLAIM-C5-20230805,9011151209,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151209-1-SURRENDER_CLAIM-C6-20240805,9011151209,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151209-3-SURRENDER_CLAIM-C0-20240805,9011151209,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,10447.98,10447.98,0.0,0.0,0.0,No change,N
RC-9011151285-1-DEATH_CLAIM-C0-20221112,9011151285,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,4201.38,4201.38,No change,N
RC-9011151293-1-DEATH_CLAIM-C0-20200613,9011151293,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011151378-1-DEATH_CLAIM-C0-20180305,9011151378,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-73.18,-73.18,0.0,5073.18,5073.18,No change,N
RC-9011151436-1-DISBURSEMENT_CLAIM-C0-20191203,9011151436,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,60.0,60.0,No change,N
RC-9011151436-1-DISBURSEMENT_CLAIM-C1-20200720,9011151436,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,60.0,60.0,No change,N
RC-9011151436-1-SURRENDER_CLAIM-C0-20180808,9011151436,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151436-1-SURRENDER_CLAIM-C1-20190808,9011151436,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151436-1-SURRENDER_CLAIM-C2-20191125,9011151436,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151436-1-SURRENDER_CLAIM-C3-20220808,9011151436,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011151436-3-SURRENDER_CLAIM-C0-20220808,9011151436,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011151436-3-SURRENDER_CLAIM-C1-20230808,9011151436,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011151436-3-SURRENDER_CLAIM-C2-20240808,9011151436,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011151436-3-SURRENDER_CLAIM-C3-20250808,9011151436,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011151486-1-DEATH_CLAIM-C0-20231204,9011151486,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-24.81,-24.81,0.0,5024.81,5024.81,No change,N
RC-9011151909-1-DISBURSEMENT_CLAIM-C0-20190515,9011151909,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,3165.27,3165.27,No change,N
RC-9011151909-1-SURRENDER_CLAIM-C0-20190124,9011151909,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3145.21,3145.21,0.0,0.0,0.0,No change,N
RC-9011152039-1-DEATH_CLAIM-C0-20181230,9011152039,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-11.53,-11.53,0.0,5011.53,5011.53,No change,N
RC-9011152181-1-DEATH_CLAIM-C0-20180523,9011152181,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-61.24,-61.24,0.0,5061.24,5061.24,No change,N
RC-9011152369-1-DEATH_CLAIM-C0-20220707,9011152369,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-16.49,-16.49,0.0,5016.49,5016.49,No change,N
RC-9011152459-1-DEATH_CLAIM-C0-20231004,9011152459,DEATH_CLAIM,UNBALANCED,UNBALANCED,2596.68,2596.68,0.0,2403.32,2403.32,No change,N
RC-9011152459-1-SURRENDER_CLAIM-C0-20180901,9011152459,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152459-1-SURRENDER_CLAIM-C1-20190901,9011152459,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152459-1-SURRENDER_CLAIM-C2-20200901,9011152459,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152459-1-SURRENDER_CLAIM-C3-20210901,9011152459,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152459-1-SURRENDER_CLAIM-C4-20220901,9011152459,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152459-1-SURRENDER_CLAIM-C5-20230901,9011152459,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152870-1-SURRENDER_CLAIM-C0-20190901,9011152870,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152870-1-SURRENDER_CLAIM-C1-20191104,9011152870,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152870-1-SURRENDER_CLAIM-C2-20200901,9011152870,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011152870-2-SURRENDER_CLAIM-C0-20200901,9011152870,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011152870-2-SURRENDER_CLAIM-C1-20210901,9011152870,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011152870-2-SURRENDER_CLAIM-C2-20220901,9011152870,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011152870-2-SURRENDER_CLAIM-C3-20230901,9011152870,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011152870-2-SURRENDER_CLAIM-C4-20240901,9011152870,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011152870-2-SURRENDER_CLAIM-C5-20250901,9011152870,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,112.75,112.75,0.0,0.0,0.0,No change,N
RC-9011152874-1-SURRENDER_CLAIM-C0-20210112,9011152874,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,2096.79,2096.79,0.0,0.0,0.0,No change,N
RC-9011152961-1-DEATH_CLAIM-C0-20180926,9011152961,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-7.98,-7.98,0.0,5007.98,5007.98,No change,N
RC-9011153148-1-DEATH_CLAIM-C0-20190301,9011153148,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-12.77,-12.77,0.0,5012.77,5012.77,No change,N
RC-9011153183-1-DEATH_CLAIM-C0-20260204,9011153183,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011153243-1-DEATH_CLAIM-C0-20191208,9011153243,DEATH_CLAIM,UNBALANCED,UNBALANCED,4982.94,4982.94,0.0,4669.56,4669.56,No change,N
RC-9011153424-1-DEATH_CLAIM-C0-20201118,9011153424,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-63.55,-63.55,0.0,5063.55,5063.55,No change,N
RC-9011153546-1-DEATH_CLAIM-C0-20180630,9011153546,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-61.61,-61.61,0.0,6067.27,6067.27,No change,N
RC-9011153547-1-DEATH_CLAIM-C0-20210119,9011153547,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-30.47,-30.47,0.0,6035.59,6035.59,No change,N
RC-9011153790-1-SURRENDER_CLAIM-C0-20210924,9011153790,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4333.29,4333.29,0.0,0.0,0.0,No change,N
RC-9011153873-1-DEATH_CLAIM-C0-20190613,9011153873,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-36.93,-36.93,0.0,5036.93,5036.93,No change,N
RC-9011154271-1-DEATH_CLAIM-C0-20190812,9011154271,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-19.44,-19.44,0.0,5019.44,5019.44,No change,N
RC-9011154364-1-DEATH_CLAIM-C0-20251201,9011154364,DEATH_CLAIM,UNBALANCED,UNBALANCED,-240.35,-240.35,0.0,25240.35,25240.35,No change,N
RC-9011154479-1-SURRENDER_CLAIM-C0-20200723,9011154479,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3009.04,3009.04,0.0,0.0,0.0,No change,N
RC-9011154622-1-DEATH_CLAIM-C0-20210410,9011154622,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-31.81,-31.81,0.0,5031.81,5031.81,No change,N
RC-9011154752-1-DEATH_CLAIM-C0-20200219,9011154752,DEATH_CLAIM,UNBALANCED,UNBALANCED,1357.86,1357.86,0.0,3642.14,3642.14,No change,N
RC-9011154752-1-SURRENDER_CLAIM-C0-20181001,9011154752,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011154752-1-SURRENDER_CLAIM-C1-20191001,9011154752,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011154752-1-SURRENDER_CLAIM-C2-20200219,9011154752,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011154852-1-SURRENDER_CLAIM-C0-20180129,9011154852,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011154852-4-SURRENDER_CLAIM-C0-20190227,9011154852,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,8342.4,8342.4,0.0,0.0,0.0,No change,N
RC-9011154856-1-SURRENDER_CLAIM-C0-20250623,9011154856,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,2114.63,2114.63,0.0,0.0,0.0,No change,N
RC-9011154868-1-DEATH_CLAIM-C0-20230206,9011154868,DEATH_CLAIM,UNBALANCED,UNBALANCED,-2496.96,-2496.96,0.0,7579.93,7579.93,No change,N
RC-9011155011-1-DEATH_CLAIM-C0-20230809,9011155011,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011155232-1-DEATH_CLAIM-C0-20180419,9011155232,DEATH_CLAIM,UNBALANCED,UNBALANCED,-129.15,-129.15,0.0,5129.15,5129.15,No change,N
RC-9011155357-1-DEATH_CLAIM-C0-20220907,9011155357,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-11.22,-11.22,0.0,3011.22,3011.22,No change,N
RC-9011155635-1-DEATH_CLAIM-C0-20190107,9011155635,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-74.17,-74.17,0.0,5074.17,5074.17,No change,N
RC-9011155653-1-DEATH_CLAIM-C0-20180226,9011155653,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011156062-1-DEATH_CLAIM-C0-20220118,9011156062,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,3000.0,3000.0,No change,N
RC-9011156098-1-DEATH_CLAIM-C0-20230213,9011156098,DEATH_CLAIM,UNBALANCED,UNBALANCED,15000.0,15000.0,0.0,30000.0,30000.0,No change,N
RC-9011156098-1-DEATH_CLAIM-C1-20231115,9011156098,DEATH_CLAIM,UNBALANCED,UNBALANCED,-15000.0,-15000.0,0.0,15000.0,15000.0,No change,N
RC-9011156655-1-DEATH_CLAIM-C0-20200205,9011156655,DEATH_CLAIM,UNBALANCED,UNBALANCED,-145.67,-145.67,0.0,5145.67,5145.67,No change,N
RC-9011156964-1-SURRENDER_CLAIM-C0-20231030,9011156964,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3648.16,3648.16,0.0,0.0,0.0,No change,N
RC-9011157086-1-DEATH_CLAIM-C0-20260106,9011157086,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-17.15,-17.15,0.0,5017.15,5017.15,No change,N
RC-9011157087-1-DEATH_CLAIM-C0-20200608,9011157087,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-19.66,-19.66,0.0,5019.66,5019.66,No change,N
RC-9011157291-1-DEATH_CLAIM-C0-20231115,9011157291,DEATH_CLAIM,UNBALANCED,UNBALANCED,-287.69,-287.69,0.0,10287.69,10287.69,No change,N
RC-9011157373-1-DEATH_CLAIM-C0-20251029,9011157373,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-30.79,-30.79,0.0,5030.79,5030.79,No change,N
RC-9011158068-1-SURRENDER_CLAIM-C0-20181101,9011158068,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158068-1-SURRENDER_CLAIM-C1-20191101,9011158068,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158068-1-SURRENDER_CLAIM-C2-20201101,9011158068,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158068-1-SURRENDER_CLAIM-C3-20211101,9011158068,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158068-1-SURRENDER_CLAIM-C4-20221101,9011158068,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158068-1-SURRENDER_CLAIM-C5-20230201,9011158068,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3322.72,3322.72,0.0,0.0,0.0,No change,N
RC-9011158069-1-DEATH_CLAIM-C0-20220207,9011158069,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,34.95,34.95,0.0,4965.05,4965.05,No change,N
RC-9011158069-1-SURRENDER_CLAIM-C0-20181128,9011158069,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158069-1-SURRENDER_CLAIM-C1-20191125,9011158069,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158069-1-SURRENDER_CLAIM-C2-20201125,9011158069,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158069-1-SURRENDER_CLAIM-C3-20211201,9011158069,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158069-1-SURRENDER_CLAIM-C4-20220207,9011158069,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158071-1-DEATH_CLAIM-C0-20220407,9011158071,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011158071-1-DISBURSEMENT_CLAIM-C0-20220131,9011158071,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,25.49,25.49,No change,N
RC-9011158071-1-SURRENDER_CLAIM-C0-20181128,9011158071,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158071-1-SURRENDER_CLAIM-C1-20191125,9011158071,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158071-1-SURRENDER_CLAIM-C2-20201125,9011158071,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158071-1-SURRENDER_CLAIM-C3-20211001,9011158071,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158164-1-DEATH_CLAIM-C0-20181206,9011158164,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-22.23,-22.23,0.0,5022.23,5022.23,No change,N
RC-9011158320-1-SURRENDER_CLAIM-C0-20240218,9011158320,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011158551-1-DEATH_CLAIM-C0-20221222,9011158551,DEATH_CLAIM,UNBALANCED,UNBALANCED,-231.28,-231.28,0.0,5275.73,5275.73,No change,N
RC-9011158638-1-DEATH_CLAIM-C0-20220722,9011158638,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-7.93,-7.93,0.0,5007.93,5007.93,No change,N
RC-9011159178-1-DEATH_CLAIM-C0-20181217,9011159178,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-19.61,-19.61,0.0,5019.61,5019.61,No change,N
RC-9011159289-1-DEATH_CLAIM-C0-20190731,9011159289,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-4.14,-4.14,0.0,5004.14,5004.14,No change,N
RC-9011159295-1-DEATH_CLAIM-C0-20240403,9011159295,DEATH_CLAIM,UNBALANCED,UNBALANCED,-162.26,-162.26,0.0,5162.26,5162.26,No change,N
RC-9011159476-1-SURRENDER_CLAIM-C0-20210805,9011159476,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4058.75,4058.75,0.0,0.0,0.0,No change,N
RC-9011159843-1-DEATH_CLAIM-C0-20211010,9011159843,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,10031.67,10031.67,No change,N
RC-9011160018-1-DEATH_CLAIM-C0-20240915,9011160018,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-13.67,-13.67,0.0,5013.67,5013.67,No change,N
RC-9011160075-1-DEATH_CLAIM-C0-20180208,9011160075,DEATH_CLAIM,UNBALANCED,UNBALANCED,-255.25,-255.25,0.0,5255.25,5255.25,No change,N
RC-9011160346-1-DEATH_CLAIM-C0-20200221,9011160346,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011160408-1-SURRENDER_CLAIM-C0-20241202,9011160408,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4458.36,4458.36,0.0,0.0,0.0,No change,N
RC-9011160440-1-SURRENDER_CLAIM-C0-20240220,9011160440,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,3406.09,3406.09,0.0,0.0,0.0,No change,N
RC-9011160478-1-DISBURSEMENT_CLAIM-C0-20200827,9011160478,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,14.38,14.38,No change,N
RC-9011160478-1-SURRENDER_CLAIM-C0-20200511,9011160478,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011160478-1-SURRENDER_CLAIM-C1-20200826,9011160478,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011160479-1-DISBURSEMENT_CLAIM-C0-20200827,9011160479,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,22.49,22.49,No change,N
RC-9011160479-1-SURRENDER_CLAIM-C0-20200511,9011160479,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011160479-1-SURRENDER_CLAIM-C1-20200827,9011160479,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011160480-1-DISBURSEMENT_CLAIM-C0-20200827,9011160480,DISBURSEMENT_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,19.94,19.94,No change,N
RC-9011160480-1-SURRENDER_CLAIM-C0-20200511,9011160480,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011160480-1-SURRENDER_CLAIM-C1-20200827,9011160480,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011160990-1-SURRENDER_CLAIM-C0-20191031,9011160990,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,4547.26,4547.26,0.0,0.0,0.0,No change,N
RC-9011161110-1-DEATH_CLAIM-C0-20201219,9011161110,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-8.58,-8.58,0.0,5008.58,5008.58,No change,N
RC-9011161880-1-DEATH_CLAIM-C0-20210129,9011161880,DEATH_CLAIM,MINOR_VARIANCE,MINOR_VARIANCE,-25.35,-25.35,0.0,5025.35,5025.35,No change,N
RC-9011162200-1-DEATH_CLAIM-C0-20211216,9011162200,DEATH_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,5000.0,5000.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C0-20180127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C1-20180427,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C10-20200727,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C11-20201027,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C12-20210127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C13-20210427,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C14-20210727,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C15-20211027,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C16-20220127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C17-20220427,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C18-20220727,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C19-20221027,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C2-20180727,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C20-20230127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C21-20230427,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C22-20230727,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C23-20231027,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C24-20240127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C25-20240427,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C26-20240727,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C27-20241027,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C28-20250127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C29-20250427,9011162203,SURRENDER_CLAIM,UNBALANCED,UNBALANCED,1888.6,1888.6,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C3-20181027,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C4-20190127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C5-20190427,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C6-20190727,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C7-20191027,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
RC-9011162203-1-SURRENDER_CLAIM-C8-20200127,9011162203,SURRENDER_CLAIM,BALANCED,BALANCED,0.0,0.0,0.0,0.0,0.0,No change,N
