mpolicy,policy_digits,population,is_teacher_death,cso_total_paid,death_mpaid,death_mintamt,death_rows,death_claimstats,payee_sum_mamount,payee_rows,residual_cso_minus_death_mpaid,payee_minus_death_mpaid,non_death_rows,non_death_families,non_death_mpaid_sum_DO_NOT_ADD_TO_CSO,pactg_row_count,pactg_layer_totals_json,proposed_rule_class,proposed_rule_note,cso_plan_code,cso_last_pd_date
9011194273C,9011194273,AVAILABLE_MATCH,N,5271.23,5271.23,0.0,1,2,0.0,0,0.0,-5271.23,0,,0.0,4,"{""clearing_death"": 5256.35, ""interest_death_benefit"": 14.88, ""payout_death_claim_payment"": 5271.23}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2018-04-09 00:00:00
9011194320C,9011194320,MISSING_ERIC_SUPPLY,N,5275.06,0.0,0.0,0,,0.0,0,5275.06,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-03-08 00:00:00
9011194380C,9011194380,MISSING_ERIC_SUPPLY,N,5027.56,0.0,0.0,0,,0.0,0,5027.56,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-08-16 00:00:00
9011194436C,9011194436,AVAILABLE_MATCH,N,10127.21,10127.21,0.0,1,2,10127.21,1,0.0,0.0,0,,0.0,34,"{""clearing_death"": 10076.75, ""interest_death_benefit"": 50.46, ""payout_death_claim_payment"": 10127.21, ""unclassified"": 504.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2018-08-17 00:00:00
9011194499C,9011194499,AVAILABLE_MATCH,N,10005.26,10005.26,0.0,1,2,10005.26,1,0.0,0.0,0,,0.0,203,"{""clearing_death"": 10005.26, ""payout_death_claim_payment"": 10005.26, ""unclassified"": 3522.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2023-07-18 00:00:00
9011194542C,9011194542,AVAILABLE_MATCH,N,5011.58,5011.58,0.0,1,2,5011.58,3,0.0,0.0,0,,0.0,121,"{""clearing_death"": 5011.58, ""payout_death_claim_payment"": 5011.58, ""unclassified"": 1375.16}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1301,2022-04-20 00:00:00
9011194617C,9011194617,AVAILABLE_MATCH,N,5015.74,5015.74,0.0,1,2,5015.74,1,0.0,0.0,0,,0.0,25,"{""clearing_death"": 5002.05, ""interest_death_benefit"": 13.69, ""payout_death_claim_payment"": 5015.74, ""unapplied_intraco"": 81.84, ""unclassified"": 85.56}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2018-06-07 00:00:00
9011194618C,9011194618,AVAILABLE_MATCH,N,25075.05,25075.05,0.0,1,2,25075.05,1,0.0,0.0,0,,0.0,18,"{""clearing_death"": 25006.61, ""interest_death_benefit"": 68.44, ""payout_death_claim_payment"": 25075.05, ""unapplied_intraco"": 198.28, ""unclassified"": 204.41}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,5L0102,2018-06-07 00:00:00
9011194751C,9011194751,AVAILABLE_MATCH,N,6012.14,6012.14,0.0,1,2,6012.14,2,0.0,0.0,0,,0.0,127,"{""clearing_death"": 6012.14, ""payout_death_claim_payment"": 6012.14, ""unclassified"": 1306.92}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2023-03-28 00:00:00
9011194752C,9011194752,MISSING_ERIC_SUPPLY,N,3025.62,0.0,0.0,0,,0.0,0,3025.62,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1304,2018-09-11 00:00:00
9011194768C,9011194768,MISSING_ERIC_SUPPLY,N,45216.44,0.0,0.0,0,,0.0,0,45216.44,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1105,2021-05-05 00:00:00
9011194799C,9011194799,AVAILABLE_MATCH,N,4000.0,4000.0,0.0,1,2,4000.0,1,0.0,0.0,0,,0.0,176,"{""clearing_death"": 4000.0, ""payout_death_claim_payment"": 4000.0, ""unclassified"": 1818.3}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2024-01-31 00:00:00
9011195087C,9011195087,AVAILABLE_MATCH,N,50347.28,50347.28,0.0,1,2,0.0,0,0.0,-50347.28,0,,0.0,67,"{""clearing_death"": 50347.28, ""payout_death_claim_payment"": 50347.28, ""unapplied_intraco"": 14370.0, ""unclassified"": 86.04}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1004,2023-01-26 00:00:00
9011195093C,9011195093,MISSING_ERIC_SUPPLY,N,5025.5,0.0,0.0,0,,0.0,0,5025.5,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2020-12-17 00:00:00
9011195139C,9011195139,IN_OUTPUT_NO_DEATH_HEADER,N,12738.05,0.0,0.0,0,,0.0,0,12738.05,0.0,1,DISBURSEMENT,0.0,117,"{""clearing_death"": 40136.84, ""loan_interest_capitalized"": 1518.56, ""loan_unearned_interest_income"": 130.46, ""payout_death_claim_payment"": 12738.05, ""payout_related"": 25476.1, ""unapplied_intraco"": 265.14, ""unclassified"": 2962.44}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,1L1305,2020-11-09 00:00:00
9011195144C,9011195144,AVAILABLE_MATCH,N,5027.89,5027.89,0.0,1,2,5027.89,1,0.0,0.0,0,,0.0,68,"{""clearing_death"": 5027.89, ""payout_death_claim_payment"": 5027.89, ""reinstatement_clearing"": 21162.5, ""reinstatement_endow_loop"": 10581.25, ""reinstatement_related"": 7151.25, ""unapplied_intraco"": 35009.67, ""unclassified"": 2.34}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2024-07-25 00:00:00
9011195295C,9011195295,AVAILABLE_MATCH,N,3512.97,3512.97,0.0,1,2,3512.97,1,0.0,0.0,0,,0.0,8,"{""clearing_death"": 3512.97, ""payout_death_claim_payment"": 3512.97, ""unclassified"": 24.4}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2018-02-21 00:00:00
9011195296C,9011195296,AVAILABLE_MATCH,N,5038.53,5038.53,0.0,1,2,5038.53,1,0.0,0.0,0,,0.0,54,"{""clearing_death"": 5035.21, ""interest_death_benefit"": 3.32, ""payout_death_claim_payment"": 5038.53, ""unclassified"": 966.31}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2021-02-24 00:00:00
9011195486C,9011195486,MISSING_ERIC_SUPPLY,N,4067.21,0.0,0.0,0,,0.0,0,4067.21,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1304,2018-12-12 00:00:00
9011195589C,9011195589,AVAILABLE_MATCH,N,25027.38,25027.38,0.0,1,2,25027.38,2,0.0,0.0,0,,0.0,11,"{""clearing_death"": 25027.38, ""payout_death_claim_payment"": 25027.38, ""unclassified"": 848.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,5L0101,2018-08-16 00:00:00
9011195599C,9011195599,MISSING_ERIC_SUPPLY,N,10000.0,0.0,0.0,0,,0.0,0,10000.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2020-06-02 00:00:00
9011195642C,9011195642,AVAILABLE_MATCH,N,3065.56,3065.56,0.0,1,2,3065.56,1,0.0,0.0,0,,0.0,33,"{""clearing_death"": 3065.56, ""payout_death_claim_payment"": 3065.56, ""unapplied_intraco"": 1496.6, ""unclassified"": 24.37}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2021-05-19 00:00:00
9011195701C,9011195701,MISSING_ERIC_SUPPLY,N,3026.42,0.0,0.0,0,,0.0,0,3026.42,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-09-18 00:00:00
9011195913C,9011195913,AVAILABLE_MATCH,N,50105.92,50105.92,0.0,1,2,50105.92,1,0.0,0.0,0,,0.0,40,"{""clearing_death"": 50058.72, ""interest_death_benefit"": 47.2, ""payout_death_claim_payment"": 50105.92, ""unapplied_intraco"": 15716.16, ""unclassified"": 58.92}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1004,2022-02-18 00:00:00
9011195919C,9011195919,AVAILABLE_MATCH,N,10001.41,10001.41,0.0,1,2,10001.41,1,0.0,0.0,0,,0.0,95,"{""clearing_death"": 10001.41, ""payout_death_claim_payment"": 10001.41, ""unclassified"": 3452.79}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2024-09-06 00:00:00
9011195983C,9011195983,MISSING_ERIC_SUPPLY,N,3000.0,0.0,0.0,0,,0.0,0,3000.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-03-28 00:00:00
9011196111C,9011196111,AVAILABLE_MATCH,N,6014.31,6014.31,0.0,1,2,6014.31,1,0.0,0.0,0,,0.0,185,"{""clearing_death"": 6014.31, ""payout_death_claim_payment"": 6014.31, ""unclassified"": 1810.48}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2023-01-12 00:00:00
9011196134C,9011196134,MISSING_ERIC_SUPPLY,N,76963.55,0.0,0.0,0,,0.0,0,76963.55,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1104,2020-04-23 00:00:00
9011196182C,9011196182,AVAILABLE_MATCH,N,5009.85,5009.85,0.0,1,2,5009.85,1,0.0,0.0,0,,0.0,215,"{""clearing_death"": 5009.85, ""payout_death_claim_payment"": 5009.85, ""unclassified"": 1981.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2023-10-04 00:00:00
9011196279C,9011196279,MISSING_ERIC_SUPPLY,N,5034.0,0.0,0.0,0,,0.0,0,5034.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-11-21 00:00:00
9011196389C,9011196389,MISSING_ERIC_SUPPLY,N,10173.84,0.0,0.0,0,,0.0,0,10173.84,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1304,2018-01-04 00:00:00
9011196521C,9011196521,AVAILABLE_MATCH,N,15000.0,15000.0,0.0,1,2,15000.0,1,0.0,0.0,0,,0.0,233,"{""clearing_death"": 15000.0, ""payout_death_claim_payment"": 15000.0, ""unclassified"": 6049.89}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2025-02-13 00:00:00
9011196569C,9011196569,MISSING_ERIC_SUPPLY,N,5017.68,0.0,0.0,0,,0.0,0,5017.68,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2018-07-06 00:00:00
9011196775C,9011196775,AVAILABLE_MATCH,N,10118.61,10118.61,0.0,1,2,10118.61,1,0.0,0.0,0,,0.0,79,"{""clearing_death"": 10025.58, ""interest_death_benefit"": 93.03, ""payout_death_claim_payment"": 10118.61, ""unclassified"": 3243.18}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2023-02-22 00:00:00
9011196852C,9011196852,AVAILABLE_MATCH,N,10034.12,10034.12,0.0,1,2,10034.12,1,0.0,0.0,0,,0.0,230,"{""clearing_death"": 10034.12, ""payout_death_claim_payment"": 10034.12, ""unclassified"": 2684.76}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2024-03-27 00:00:00
9011197039C,9011197039,AVAILABLE_MATCH,N,5027.75,5027.75,0.0,1,2,5027.75,1,0.0,0.0,0,,0.0,13,"{""clearing_death"": 5027.75, ""payout_death_claim_payment"": 5027.75, ""unapplied_intraco"": 277.5}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2018-07-09 00:00:00
9011197062C,9011197062,MISSING_ERIC_SUPPLY,N,5027.91,0.0,0.0,0,,0.0,0,5027.91,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1304,2020-03-24 00:00:00
9011197222C,9011197222,AVAILABLE_MISMATCH,N,15067.69,45266.15,0.0,1,2,0.0,0,-30198.46,-45266.15,0,,0.0,106,"{""clearing_death"": 15040.93, ""interest_death_benefit"": 143.36, ""payout_cash_death_claim"": 15099.23, ""payout_death_claim_payment"": 30166.92, ""reinstatement_endow_loop"": 15508.53, ""reinstatement_related"": 81.86, ""reversal"": 30198.46, ""unapplied_intraco"": 81.86, ""unclassified"": 994.74}",REINSTATEMENT_TRIPLE_COUNT,MPAID ≈ 3× CSO Total_Paid,1L1305,2019-07-18 00:00:00
9011197306C,9011197306,MISSING_ERIC_SUPPLY,N,5136.41,0.0,0.0,0,,0.0,0,5136.41,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-11-10 00:00:00
9011197492C,9011197492,AVAILABLE_MATCH,N,5041.1,5041.1,0.0,1,2,5041.1,1,0.0,0.0,0,,0.0,25,"{""clearing_death"": 5032.55, ""interest_death_benefit"": 8.55, ""payout_death_claim_payment"": 5041.1, ""unclassified"": 332.76}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2018-11-01 00:00:00
9011197533C,9011197533,AVAILABLE_MATCH,N,8007.48,8007.48,0.0,1,2,8007.48,1,0.0,0.0,0,,0.0,10,"{""clearing_death"": 8007.48, ""payout_death_claim_payment"": 8007.48, ""unclassified"": 175.66}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2018-03-21 00:00:00
9011197559C,9011197559,AVAILABLE_MATCH,N,25113.71,25113.71,0.0,1,2,0.0,0,0.0,-25113.71,0,,0.0,10,"{""clearing_death"": 25113.71, ""payout_death_claim_payment"": 25113.71, ""unapplied_intraco"": 962.56, ""unclassified"": 29.75}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,5L0101,2018-06-18 00:00:00
9011197578C,9011197578,AVAILABLE_MATCH,N,3034.09,3034.09,0.0,1,2,3034.09,1,0.0,0.0,0,,0.0,53,"{""clearing_death"": 3034.09, ""payout_death_claim_payment"": 3034.09, ""unapplied_intraco"": 1609.28, ""unclassified"": 6.0}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2022-03-08 00:00:00
9011197709C,9011197709,AVAILABLE_MATCH,N,10065.98,10065.98,0.0,1,2,10065.98,5,0.0,0.0,0,,0.0,65,"{""clearing_death"": 10013.94, ""interest_death_benefit"": 52.04, ""payout_death_claim_payment"": 10065.98, ""unclassified"": 2166.57}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2022-11-07 00:00:00
9011197715C,9011197715,MISSING_ERIC_SUPPLY,N,9411.61,0.0,0.0,0,,0.0,0,9411.61,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1204,2021-01-13 00:00:00
9011197876C,9011197876,MISSING_ERIC_SUPPLY,N,5013.68,0.0,0.0,0,,0.0,0,5013.68,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-05-22 00:00:00
9011198344C,9011198344,AVAILABLE_MATCH,N,105244.48,105244.48,0.0,1,2,0.0,0,0.0,-105244.48,0,,0.0,34,"{""clearing_death"": 102067.56, ""interest_death_benefit"": 3176.92, ""payout_death_claim_payment"": 105244.48, ""unapplied_intraco"": 29729.16}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,5L0101,2021-09-16 00:00:00
9011198366C,9011198366,AVAILABLE_MATCH,N,10121.7,10121.7,0.0,1,2,0.0,0,0.0,-10121.7,0,,0.0,114,"{""clearing_death"": 10121.7, ""payout_death_claim_payment"": 10121.7, ""unclassified"": 2559.41}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2023-02-09 00:00:00
9011198532C,9011198532,AVAILABLE_MISMATCH,N,5000.0,15000.0,0.0,1,2,15000.0,3,-10000.0,0.0,0,,0.0,194,"{""clearing_death"": 10000.0, ""payout_death_claim_payment"": 15000.0, ""reinstatement_clearing"": 7825.84, ""reinstatement_endow_loop"": 5000.0, ""unapplied_intraco"": 7048.84, ""unclassified"": 42.24}",REINSTATEMENT_TRIPLE_COUNT,MPAID ≈ 3× CSO Total_Paid,1L1305,2023-11-16 00:00:00
9011198534C,9011198534,AVAILABLE_MATCH,N,10052.58,10052.58,0.0,1,2,10052.58,1,0.0,0.0,0,,0.0,125,"{""clearing_death"": 10052.58, ""payout_death_claim_payment"": 10052.58, ""unclassified"": 3812.26}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2024-01-31 00:00:00
9011198540C,9011198540,MISSING_ERIC_SUPPLY,N,5000.0,0.0,0.0,0,,0.0,0,5000.0,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2022-07-12 00:00:00
9011198734C,9011198734,AVAILABLE_MATCH,N,10052.65,10052.65,0.0,1,2,10052.65,1,0.0,0.0,0,,0.0,132,"{""clearing_death"": 10052.65, ""payout_death_claim_payment"": 10052.65, ""unclassified"": 5107.74}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2024-10-09 00:00:00
9011198806C,9011198806,AVAILABLE_MATCH,N,15145.25,15145.25,0.0,1,2,0.0,0,0.0,-15145.25,0,,0.0,63,"{""clearing_death"": 15145.25, ""payout_death_claim_payment"": 15145.25, ""unclassified"": 1790.08}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2019-07-30 00:00:00
9011199046C,9011199046,AVAILABLE_MATCH,N,10123.64,10123.64,0.0,1,2,10123.64,1,0.0,0.0,0,,0.0,81,"{""clearing_death"": 10076.04, ""interest_death_benefit"": 47.6, ""payout_death_claim_payment"": 10123.64, ""unclassified"": 2701.03}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2022-02-01 00:00:00
9011199527C,9011199527,IN_OUTPUT_NO_DEATH_HEADER,N,10023.29,0.0,0.0,0,,0.0,0,10023.29,0.0,1,DISBURSEMENT,0.0,47,"{""clearing_death"": 40123.0, ""interest_death_benefit"": 66.13, ""payout_cash_death_claim"": 9977.92, ""payout_death_claim_payment"": 20001.21, ""payout_related"": 9977.92, ""reinstatement_endow_loop"": 10040.15, ""reversal"": 30194.34, ""unapplied_intraco"": 165.96, ""unclassified"": 871.29}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,1L1305,2019-10-29 00:00:00
9011199632C,9011199632,AVAILABLE_MATCH,N,12276.81,12276.81,0.0,1,2,0.0,0,0.0,-12276.81,0,,0.0,85,"{""clearing_death"": 12113.28, ""interest_death_benefit"": 163.53, ""payout_death_claim_payment"": 12276.81, ""unclassified"": 2270.04}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2022-03-03 00:00:00
9011200251C,9011200251,AVAILABLE_MISMATCH,N,8190.72,16320.68,0.0,1,2,0.0,0,-8129.96,-16320.68,0,,0.0,49,"{""clearing_death"": 16259.92, ""interest_death_benefit"": 60.76, ""payout_cash_death_claim"": 8129.96, ""payout_death_claim_payment"": 16320.68, ""reinstatement_endow_loop"": 8129.96, ""reversal"": 16259.92, ""unclassified"": 1749.33}",DUPLICATE_PAYOUT,MPAID ≈ 2× CSO Total_Paid,1L1304,2020-10-22 00:00:00
9011200500C,9011200500,AVAILABLE_MATCH,N,8018.94,8018.94,0.0,1,2,8018.94,1,0.0,0.0,0,,0.0,94,"{""clearing_death"": 8018.94, ""payout_death_claim_payment"": 8018.94, ""unclassified"": 1647.12}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2021-10-11 00:00:00
9011201212C,9011201212,AVAILABLE_MATCH,N,7525.41,7525.41,0.0,1,2,7525.41,2,0.0,0.0,0,,0.0,34,"{""clearing_death"": 7525.41, ""payout_death_claim_payment"": 7525.41, ""unapplied_intraco"": 1636.6, ""unclassified"": 25.26}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2019-10-01 00:00:00
9011201312C,9011201312,AVAILABLE_MATCH,N,10029.81,10029.81,0.0,1,2,10029.81,2,0.0,0.0,0,,0.0,26,"{""clearing_death"": 10029.81, ""payout_death_claim_payment"": 10029.81, ""unapplied_intraco"": 1535.8, ""unclassified"": 23.93}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2019-11-15 00:00:00
9011201621C,9011201621,AVAILABLE_MATCH,N,25677.15,25677.15,0.0,1,2,25677.15,1,0.0,0.0,0,,0.0,53,"{""clearing_death"": 25677.15, ""payout_death_claim_payment"": 25677.15, ""unapplied_intraco"": 6983.14, ""unclassified"": 208.45}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,5L0201,2020-11-11 00:00:00
9011201656C,9011201656,AVAILABLE_MATCH,N,10024.95,10024.95,0.0,1,2,10024.95,1,0.0,0.0,0,,0.0,70,"{""clearing_death"": 10024.95, ""payout_death_claim_payment"": 10024.95, ""unapplied_intraco"": 10098.0, ""unclassified"": 101.48}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2023-08-22 00:00:00
9011202182C,9011202182,AVAILABLE_MATCH,N,18930.09,18930.09,0.0,1,2,18930.09,1,0.0,0.0,0,,0.0,2,"{""clearing_death"": 18930.09, ""payout_death_claim_payment"": 18930.09}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1005,2021-02-03 00:00:00
9011202381C,9011202381,MISSING_ERIC_SUPPLY,N,3041.31,0.0,0.0,0,,0.0,0,3041.31,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2020-06-19 00:00:00
9011202750C,9011202750,AVAILABLE_MATCH,N,10080.7,10080.7,0.0,1,2,10080.7,1,0.0,0.0,0,,0.0,162,"{""clearing_death"": 10080.7, ""payout_death_claim_payment"": 10080.7, ""unclassified"": 3118.27}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2022-06-09 00:00:00
9011203122C,9011203122,AVAILABLE_MATCH,N,5096.06,5096.06,0.0,1,2,5096.06,1,0.0,0.0,0,,0.0,133,"{""clearing_death"": 5096.06, ""payout_death_claim_payment"": 5096.06, ""unapplied_intraco"": 68.46, ""unclassified"": 3099.06}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2025-04-15 00:00:00
9011203306C,9011203306,MISSING_ERIC_SUPPLY,N,10052.2,0.0,0.0,0,,0.0,0,10052.2,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2017-09-18 00:00:00
9011203904C,9011203904,MISSING_ERIC_SUPPLY,N,5011.27,0.0,0.0,0,,0.0,0,5011.27,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2025-02-24 00:00:00
9011204042C,9011204042,AVAILABLE_MATCH,N,5035.81,5035.81,0.0,1,2,5035.81,4,0.0,0.0,0,,0.0,87,"{""clearing_death"": 5019.23, ""interest_death_benefit"": 16.58, ""payout_death_claim_payment"": 5035.81, ""unclassified"": 1143.42}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2021-08-24 00:00:00
9011204292C,9011204292,AVAILABLE_MATCH,N,8013.5,8013.5,0.0,1,2,8013.5,2,0.0,0.0,0,,0.0,147,"{""clearing_death"": 8005.95, ""interest_death_benefit"": 7.55, ""payout_death_claim_payment"": 8013.5, ""unapplied_intraco"": 6334.62}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2024-02-09 00:00:00
9011204760C,9011204760,MISSING_ERIC_SUPPLY,N,10114.65,0.0,0.0,0,,0.0,0,10114.65,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1304,2017-01-20 00:00:00
9011204761C,9011204761,AVAILABLE_MATCH,N,10480.02,10480.02,0.0,1,2,10480.02,1,0.0,0.0,0,,0.0,3,"{""clearing_death"": 10462.26, ""interest_death_benefit"": 17.76, ""payout_death_claim_payment"": 10480.02}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1005,2018-09-19 00:00:00
9011204824C,9011204824,AVAILABLE_MATCH,N,8000.0,8000.0,0.0,1,2,8000.0,1,0.0,0.0,0,,0.0,107,"{""clearing_death"": 8000.0, ""payout_death_claim_payment"": 8000.0, ""unclassified"": 1726.9}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1304,2021-01-07 00:00:00
9011204960C,9011204960,AVAILABLE_MATCH,N,5028.58,5028.58,0.0,1,2,5028.58,1,0.0,0.0,0,,0.0,122,"{""clearing_death"": 5028.58, ""payout_death_claim_payment"": 5028.58, ""unclassified"": 1209.82}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2021-04-26 00:00:00
9011204984C,9011204984,AVAILABLE_MATCH,N,8015.76,8015.76,0.0,1,2,8015.76,1,0.0,0.0,0,,0.0,182,"{""clearing_death"": 8015.76, ""payout_death_claim_payment"": 8015.76, ""unclassified"": 2023.35}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2022-12-13 00:00:00
9011205079C,9011205079,AVAILABLE_MATCH,N,10000.0,10000.0,0.0,1,2,10000.0,1,0.0,0.0,0,,0.0,109,"{""clearing_death"": 10000.0, ""payout_death_claim_payment"": 10000.0, ""reinstatement_clearing"": 7666.66, ""unapplied_intraco"": 3833.33, ""unclassified"": 798.72}",MATCH_CSO,Death MPAID equals CSO Total_Paid within tolerance,1L1305,2025-05-29 00:00:00
9011205110C,9011205110,MISSING_ERIC_SUPPLY,N,24997.96,0.0,0.0,0,,0.0,0,24997.96,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1004,2017-06-20 00:00:00
9011205919C,9011205919,MISSING_ERIC_SUPPLY,N,7555.09,0.0,0.0,0,,0.0,0,7555.09,0.0,0,,0.0,0,{},ERIC_POLICY_GAP,Absent from current Output; Eric has not supplied all policies yet — not a conversion failure,1L1305,2019-07-02 00:00:00
9011206462C,9011206462,IN_OUTPUT_NO_DEATH_HEADER,N,5010.41,0.0,0.0,0,,0.0,0,5010.41,0.0,1,DISBURSEMENT,0.0,223,"{""clearing_death"": 25130.74, ""interest_death_benefit"": 157.38, ""payout_death_claim_payment"": 17615.12, ""payout_related"": 2505.21, ""reinstatement_endow_loop"": 10020.82, ""reinstatement_related"": 2544.55, ""unapplied_intraco"": 6066.55, ""unclassified"": 60.27}",NO_DEATH_CLAIM_ROW,Policy in Output but no DEATH_CLAIM/CLAIMSTAT 1|2 header; do not use PS/surrender amounts,111101,2023-03-23 00:00:00
