mpolicy,population,policy_digits,effective_date,debit_code,credit_code,debit_account,credit_account,trans_amount,date_reversed,reversal_code,layer_class
9011197222C,AVAILABLE_MISMATCH,9011197222,20190203,0046,0110,1018,400113R,53.39,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190228,1111,0050,500113R,1097,0.27,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190228,1111,0050,500113R,1097,0.53,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190228,1110,0050,500113R,1097,0.8,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190303,0046,0110,1018,400113R,53.39,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190331,1111,0050,500113R,1097,0.27,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190331,1111,0050,500113R,1097,0.53,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190331,1110,0050,500113R,1097,0.8,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190403,0046,0110,1018,400113R,53.39,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190430,1111,0050,500113R,1097,0.27,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190430,1111,0050,500113R,1097,0.53,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190430,1110,0050,500113R,1097,0.8,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190503,0046,0110,1018,400113R,53.39,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190531,1111,0050,500113R,1097,0.27,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190531,1111,0050,500113R,1097,0.53,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190531,1110,0050,500113R,1097,0.8,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190603,0046,0110,1018,400113R,53.39,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190630,1111,0050,500113R,1097,0.27,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190630,1111,0050,500113R,1097,0.53,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190630,1110,0050,500113R,1097,0.8,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0530,0038,600113R,2032,15000.0,20190710,Y,reversal
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0110,0038,400113R,2032,40.93,20190710,Y,reversal
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0630,0038,603813R,2032,58.3,20190710,Y,reversal
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0038,0094,2032,1058,12990.0,20190710,Y,reversal
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0038,0094,2032,1058,2109.23,20190710,Y,reversal
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0094,0020,1058,1015,2109.23,0,,payout_death_claim_payment
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0094,0020,1058,1015,12990.0,0,,payout_death_claim_payment
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0020,0630,1015,603813R,58.3,0,,interest_death_benefit
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0020,0110,1015,400113R,40.93,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0110,0020,400113R,1015,40.93,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0020,0110,1015,400113R,40.93,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0110,0020,400113R,1015,81.86,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190710,0020,0012,1015,2019,81.86,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190711,0012,0061,2019,2039,81.86,0,,unapplied_intraco
9011197222C,AVAILABLE_MISMATCH,9011197222,20190711,0020,0110,1015,400113R,40.93,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190711,0061,0020,2039,1015,81.86,0,,reinstatement_related
9011197222C,AVAILABLE_MISMATCH,9011197222,20190711,0110,0020,400113R,1015,40.93,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190711,0630,0020,603813R,1015,58.3,0,,interest_death_benefit
9011197222C,AVAILABLE_MISMATCH,9011197222,20190718,0020,0530,1015,600113R,15000.0,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190718,0020,0110,1015,400113R,140.16,0,,reinstatement_endow_loop
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0530,0038,600113R,2032,14737.05,0,,clearing_death
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0110,0038,400113R,2032,140.16,0,,clearing_death
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0110,0038,400113R,2032,40.93,0,,clearing_death
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0110,0038,400113R,2032,40.93,0,,clearing_death
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0110,0038,400113R,2032,40.93,0,,clearing_death
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0110,0038,400113R,2032,40.93,0,,clearing_death
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0630,0038,603813R,2032,26.76,0,,interest_death_benefit
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0038,0094,2032,1058,12990.0,0,,payout_death_claim_payment
9011197222C,AVAILABLE_MISMATCH,9011197222,20190610,0038,0094,2032,1058,2077.69,0,,payout_death_claim_payment
9011197222C,AVAILABLE_MISMATCH,9011197222,20190731,0050,1111,1097,500113R,0.82,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190731,0050,1111,1097,500113R,1.64,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190731,0050,1110,1097,500113R,2.46,0,,unclassified
9011197222C,AVAILABLE_MISMATCH,9011197222,20190919,0530,0256,600113R,1058000256,12990.0,0,,payout_cash_death_claim
9011197222C,AVAILABLE_MISMATCH,9011197222,20190919,0530,0256,600113R,1058000256,2109.23,0,,payout_cash_death_claim
9011198532C,AVAILABLE_MISMATCH,9011198532,20180123,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180131,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180202,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180223,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180323,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180331,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180323,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180323,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180427,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180430,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180423,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180423,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180525,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180531,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180523,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180523,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180630,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180706,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180623,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180623,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180713,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180731,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180723,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180723,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180824,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180831,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180823,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180823,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180930,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180930,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20180923,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20180923,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181005,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181023,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181023,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181019,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181123,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181026,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181031,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181031,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181031,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181223,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181207,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190123,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20181228,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181231,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20181231,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190223,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190125,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190131,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190323,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190323,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190322,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190331,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190423,0044,0012,1061000044,2019,57.96,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190423,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190523,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190517,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190517,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190531,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190531,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190724,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190623,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190726,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190731,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190827,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190723,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190831,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190831,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190926,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190823,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190927,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20190930,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20191029,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20190923,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20191031,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20191101,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20191122,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20191023,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20191122,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20191130,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200114,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20191123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200117,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200123,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20191223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200124,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200131,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200131,1111,0050,500113R,1097,0.14,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200305,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200306,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200327,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200327,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200417,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200323,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200417,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200423,0044,0012,1061000044,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200423,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200612,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200625,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200523,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200626,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200728,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200623,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200731,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200811,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200723,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200814,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200901,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200823,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200904,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20200923,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200923,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20200925,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20201026,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20201023,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20201031,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20201117,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20201123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20201120,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20201225,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20201223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20201225,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210121,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210122,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210326,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210326,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210407,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210323,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210409,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210514,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210423,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210514,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210615,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210523,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210618,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210727,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210623,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210731,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210825,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210723,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210827,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20210927,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210823,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20211001,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20211011,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20210923,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20211015,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20211104,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20211023,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20211105,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20211123,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20211123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20211126,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220104,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20211223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220107,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220216,0012,0710,2019,8047,1.0,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220123,0044,0012,1061000044,2019,58.96,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220123,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220223,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220218,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220218,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220323,0044,0012,1061000044,2019,60.0,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220323,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220423,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220504,0012,0710,2019,8047,2.04,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220506,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220506,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220601,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220523,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220603,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220727,0049,0012,1061000049,2019,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220623,0012,0110,2019,400113R,28.98,0,,unapplied_intraco
9011198532C,AVAILABLE_MISMATCH,9011198532,20220731,1111,0050,500113R,1097,0.72,0,,unclassified
9011198532C,AVAILABLE_MISMATCH,9011198532,20220723,0564,0013,604613R,2031,3912.92,0,,reinstatement_clearing
9011198532C,AVAILABLE_MISMATCH,9011198532,20220723,0013,0012,2031,2019,3912.92,0,,reinstatement_clearing
