MPOLICY,MDEP_BEFORE,MDEP_AFTER,MINTYTD_BEFORE,MINTYTD_AFTER,MINTDATE_BEFORE,MINTDATE_AFTER,MDEPINT
010795841C,0.0,0.0,0.0,0.0,,,4.00
010795890C,0.0,0.0,0.0,0.0,,,4.50
010795898C,0.0,0.0,0.0,0.0,,,4.50
010796058C,0.0,0.0,0.0,0.0,,,4.50
010796325C,0.0,0.0,0.0,0.0,,,4.50
010796355C,0.0,0.0,0.0,0.0,,,4.50
010796356C,0.0,0.0,0.0,0.0,,,4.50
010796459C,0.0,0.0,0.0,0.0,,,4.50
010796464C,0.0,0.0,0.0,0.0,,,4.50
010796483C,0.0,0.0,0.0,0.0,,,4.50
010796535C,0.0,0.0,0.0,0.0,,,4.50
010796554C,0.0,0.0,0.0,0.0,,,4.50
010796707C,0.0,0.0,0.0,0.0,,,4.50
010796767C,0.0,0.0,0.0,0.0,,,4.50
010796821C,0.0,0.0,0.0,0.0,,,4.50
010796908C,0.0,0.0,0.0,0.0,,,4.50
010796912C,0.0,0.0,0.0,0.0,,,4.50
010796913C,0.0,0.0,0.0,0.0,,,4.50
010796916C,0.0,0.0,0.0,0.0,,,4.50
010796917C,0.0,0.0,0.0,0.0,,,4.50
010797181C,0.0,0.0,0.0,0.0,,,4.00
010797196C,0.0,0.0,0.0,0.0,,,4.50
010797197C,0.0,0.0,0.0,0.0,,,4.50
010797765C,0.0,0.0,0.0,0.0,,,4.50
010797766C,0.0,0.0,0.0,0.0,,,4.50
010797831C,0.0,0.0,0.0,0.0,,,4.50
010797832C,0.0,0.0,0.0,0.0,,,4.50
010797854C,0.0,0.0,0.0,0.0,,,4.50
010797922C,0.0,0.0,0.0,0.0,,,4.50
010798018C,0.0,0.0,0.0,0.0,,,4.50
010798024C,0.0,0.0,0.0,0.0,,,4.50
010798029C,0.0,0.0,0.0,0.0,,,4.50
010798030C,0.0,0.0,0.0,0.0,,,4.50
010798031C,0.0,0.0,0.0,0.0,,,4.50
010798045C,0.0,0.0,0.0,0.0,,,4.50
010798438C,0.0,0.0,0.0,0.0,,,4.50
010798462C,0.0,0.0,0.0,0.0,,,4.50
010798515C,0.0,0.0,0.0,0.0,,,4.00
010798517C,0.0,0.0,0.0,0.0,,,4.50
010799083C,0.0,0.0,0.0,0.0,,,4.00
010799173C,0.0,0.0,0.0,0.0,,,4.50
010799270C,0.0,0.0,0.0,0.0,,,4.50
010799472C,0.0,0.0,0.0,0.0,,,4.50
010799487C,0.0,0.0,0.0,0.0,,,4.50
010799590C,0.0,0.0,0.0,0.0,,,4.50
010799675C,0.0,0.0,0.0,0.0,,,4.50
010799703C,0.0,0.0,0.0,0.0,,,4.50
010799821C,0.0,0.0,0.0,0.0,,,4.50
010799895C,0.0,0.0,0.0,0.0,,,4.50
010800097C,0.0,0.0,0.0,0.0,,,4.50
010800286C,0.0,0.0,0.0,0.0,,,4.50
010800350C,0.0,0.0,0.0,0.0,,,4.50
010800356C,0.0,0.0,0.0,0.0,,,4.00
010800475C,0.0,0.0,0.0,0.0,,,4.50
010800667C,0.0,0.0,0.0,0.0,,,4.50
010800881C,0.0,0.0,0.0,0.0,,,4.50
010801178C,0.0,0.0,0.0,0.0,,,4.50
010801256C,0.0,0.0,0.0,0.0,,,4.50
010801272C,0.0,0.0,0.0,0.0,,,4.50
010801398C,0.0,0.0,0.0,0.0,,,4.50
010801399C,0.0,0.0,0.0,0.0,,,4.50
010801730C,0.0,0.0,0.0,0.0,,,4.50
010801734C,0.0,0.0,0.0,0.0,,,4.50
010801893C,0.0,0.0,0.0,0.0,,,4.50
010801948C,0.0,0.0,0.0,0.0,,,4.50
010801956C,0.0,0.0,0.0,0.0,,,4.50
010802045C,0.0,0.0,0.0,0.0,,,4.50
010802188C,0.0,0.0,0.0,0.0,,,4.50
010802494C,0.0,0.0,0.0,0.0,,,4.50
010802626C,0.0,0.0,0.0,0.0,,,4.50
010802627C,0.0,0.0,0.0,0.0,,,4.50
010802643C,0.0,0.0,0.0,0.0,,,4.50
010802644C,0.0,0.0,0.0,0.0,,,4.50
010802646C,0.0,0.0,0.0,0.0,,,4.50
010802647C,0.0,0.0,0.0,0.0,,,4.50
010802649C,0.0,0.0,0.0,0.0,,,4.50
010802656C,0.0,0.0,0.0,0.0,,,4.50
010802911C,0.0,0.0,0.0,0.0,,,4.50
010803025C,0.0,0.0,0.0,0.0,,,4.50
010803026C,0.0,0.0,0.0,0.0,,,4.50
010803044C,0.0,0.0,0.0,0.0,,,4.50
010803046C,0.0,0.0,0.0,0.0,,,4.50
010803048C,0.0,0.0,0.0,0.0,,,4.50
010803049C,0.0,0.0,0.0,0.0,,,4.50
010803050C,0.0,0.0,0.0,0.0,,,4.50
010803051C,0.0,0.0,0.0,0.0,,,4.50
010803244C,0.0,0.0,0.0,0.0,,,4.50
010803417C,0.0,0.0,0.0,0.0,,,4.50
010803420C,0.0,0.0,0.0,0.0,,,4.50
010803421C,0.0,0.0,0.0,0.0,,,4.50
010803442C,0.0,0.0,0.0,0.0,,,4.50
010803644C,0.0,0.0,0.0,0.0,,,4.50
010803649C,0.0,0.0,0.0,0.0,,,4.50
010803659C,0.0,0.0,0.0,0.0,,,4.50
010803660C,0.0,0.0,0.0,0.0,,,4.50
010803672C,0.0,0.0,0.0,0.0,,,4.50
010803673C,0.0,0.0,0.0,0.0,,,4.50
010803676C,0.0,0.0,0.0,0.0,,,4.50
010803680C,0.0,0.0,0.0,0.0,,,4.50
010803681C,0.0,0.0,0.0,0.0,,,4.50
010803682C,0.0,0.0,0.0,0.0,,,4.50
010803770C,0.0,0.0,0.0,0.0,,,4.50
010803775C,0.0,0.0,0.0,0.0,,,4.50
010803776C,0.0,0.0,0.0,0.0,,,4.50
010803782C,0.0,0.0,0.0,0.0,,,4.50
010803964C,0.0,0.0,0.0,0.0,,,4.50
010803993C,0.0,0.0,0.0,0.0,,,4.50
010804004C,0.0,0.0,0.0,0.0,,,4.50
010804005C,0.0,0.0,0.0,0.0,,,4.50
010804327C,0.0,0.0,0.0,0.0,,,4.50
010804488C,0.0,0.0,0.0,0.0,,,4.50
010804489C,0.0,0.0,0.0,0.0,,,4.50
010804520C,0.0,0.0,0.0,0.0,,,4.50
010804588C,0.0,0.0,0.0,0.0,,,4.50
010804608C,0.0,0.0,0.0,0.0,,,4.50
010804616C,0.0,0.0,0.0,0.0,,,4.50
010804617C,0.0,0.0,0.0,0.0,,,4.50
010804710C,0.0,0.0,0.0,0.0,,,4.50
010804711C,0.0,0.0,0.0,0.0,,,4.50
010804850C,0.0,0.0,0.0,0.0,,,4.50
010804853C,0.0,0.0,0.0,0.0,,,4.50
010804854C,0.0,0.0,0.0,0.0,,,4.50
010805039C,0.0,0.0,0.0,0.0,,,4.50
010805041C,0.0,0.0,0.0,0.0,,,4.50
010805048C,0.0,0.0,0.0,0.0,,,4.50
010805141C,0.0,0.0,0.0,0.0,,,4.50
010805142C,0.0,0.0,0.0,0.0,,,4.50
010805370C,0.0,0.0,0.0,0.0,,,4.50
010805394C,0.0,0.0,0.0,0.0,,,4.50
010805448C,0.0,0.0,0.0,0.0,,,4.50
010806082C,0.0,0.0,0.0,0.0,,,4.50
010806155C,0.0,0.0,0.0,0.0,,,4.50
010806350C,0.0,0.0,0.0,0.0,,,4.00
010806362C,0.0,0.0,0.0,0.0,,,4.50
010806412C,0.0,0.0,0.0,0.0,,,4.50
010806596C,0.0,0.0,0.0,0.0,,,4.50
010806606C,0.0,0.0,0.0,0.0,,,4.50
010806651C,0.0,0.0,0.0,0.0,,,4.50
010806653C,0.0,0.0,0.0,0.0,,,4.50
010806873C,0.0,0.0,0.0,0.0,,,4.50
010806912C,0.0,0.0,0.0,0.0,,,4.50
010806913C,0.0,0.0,0.0,0.0,,,4.50
010807372C,0.0,0.0,0.0,0.0,,,4.50
010807373C,0.0,0.0,0.0,0.0,,,4.50
010807378C,0.0,0.0,0.0,0.0,,,4.50
010807493C,0.0,0.0,0.0,0.0,,,4.50
010807516C,0.0,0.0,0.0,0.0,,,4.50
010807518C,0.0,0.0,0.0,0.0,,,4.50
010807566C,0.0,0.0,0.0,0.0,,,4.50
010807604C,0.0,0.0,0.0,0.0,,,4.50
010807605C,0.0,0.0,0.0,0.0,,,4.50
010807698C,0.0,0.0,0.0,0.0,,,4.50
010807720C,0.0,0.0,0.0,0.0,,,4.50
010807722C,0.0,0.0,0.0,0.0,,,4.50
010807792C,0.0,0.0,0.0,0.0,,,4.50
010807842C,0.0,0.0,0.0,0.0,,,4.00
010807844C,0.0,0.0,0.0,0.0,,,4.50
010807868C,0.0,0.0,0.0,0.0,,,4.50
010807941C,0.0,0.0,0.0,0.0,,,4.50
010807946C,0.0,0.0,0.0,0.0,,,4.50
010807963C,0.0,0.0,0.0,0.0,,,4.50
010808074C,0.0,0.0,0.0,0.0,,,4.50
010808106C,0.0,0.0,0.0,0.0,,,4.50
010808257C,0.0,0.0,0.0,0.0,,,4.50
010808361C,0.0,0.0,0.0,0.0,,,4.50
010808545C,0.0,0.0,0.0,0.0,,,4.50
010808548C,0.0,0.0,0.0,0.0,,,4.50
010808553C,0.0,0.0,0.0,0.0,,,4.50
010808721C,0.0,0.0,0.0,0.0,,,4.50
010808831C,0.0,0.0,0.0,0.0,,,4.50
010808895C,0.0,0.0,0.0,0.0,,,4.50
010808901C,0.0,0.0,0.0,0.0,,,4.50
010808907C,0.0,0.0,0.0,0.0,,,4.00
010808970C,0.0,0.0,0.0,0.0,,,4.50
010808976C,0.0,0.0,0.0,0.0,,,4.50
010808977C,0.0,0.0,0.0,0.0,,,4.50
010809282C,0.0,0.0,0.0,0.0,,,4.50
010809294C,0.0,0.0,0.0,0.0,,,4.50
010809296C,0.0,0.0,0.0,0.0,,,4.50
010809300C,0.0,0.0,0.0,0.0,,,4.50
010809302C,0.0,0.0,0.0,0.0,,,4.50
010809303C,0.0,0.0,0.0,0.0,,,4.50
010809308C,0.0,0.0,0.0,0.0,,,4.50
010809309C,0.0,0.0,0.0,0.0,,,4.50
010809311C,0.0,0.0,0.0,0.0,,,4.50
010809317C,0.0,0.0,0.0,0.0,,,4.50
010809320C,0.0,0.0,0.0,0.0,,,4.50
010809331C,0.0,0.0,0.0,0.0,,,4.50
010809333C,0.0,0.0,0.0,0.0,,,4.50
010809353C,0.0,0.0,0.0,0.0,,,4.50
010809361C,0.0,0.0,0.0,0.0,,,4.50
010809581C,0.0,0.0,0.0,0.0,,,4.50
010809734C,0.0,0.0,0.0,0.0,,,4.50
010809739C,0.0,0.0,0.0,0.0,,,4.50
010809930C,0.0,0.0,0.0,0.0,,,4.50
010809932C,0.0,0.0,0.0,0.0,,,4.50
010809966C,0.0,0.0,0.0,0.0,,,4.50
010809968C,0.0,0.0,0.0,0.0,,,4.50
010809977C,0.0,0.0,0.0,0.0,,,4.50
010810194C,0.0,0.0,0.0,0.0,,,4.50
010810221C,0.0,0.0,0.0,0.0,,,4.50
010810225C,0.0,0.0,0.0,0.0,,,4.00
010810226C,0.0,0.0,0.0,0.0,,,4.00
010810228C,0.0,0.0,0.0,0.0,,,4.50
010810271C,0.0,0.0,0.0,0.0,,,4.50
010810272C,0.0,0.0,0.0,0.0,,,4.00
010810273C,0.0,0.0,0.0,0.0,,,4.00
010810275C,0.0,0.0,0.0,0.0,,,4.50
010810504C,0.0,0.0,0.0,0.0,,,4.50
010810539C,0.0,0.0,0.0,0.0,,,4.50
010810612C,0.0,0.0,0.0,0.0,,,4.50
010810691C,0.0,0.0,0.0,0.0,,,4.50
010810912C,0.0,0.0,0.0,0.0,,,4.50
010811059C,0.0,0.0,0.0,0.0,,,4.50
010811157C,0.0,0.0,0.0,0.0,,,4.50
010811204C,0.0,0.0,0.0,0.0,,,4.50
010811249C,0.0,0.0,0.0,0.0,,,4.50
010811250C,0.0,0.0,0.0,0.0,,,4.50
010811260C,0.0,0.0,0.0,0.0,,,4.50
010811306C,0.0,0.0,0.0,0.0,,,4.50
010811318C,0.0,0.0,0.0,0.0,,,4.50
010811319C,0.0,0.0,0.0,0.0,,,4.50
010811343C,0.0,0.0,0.0,0.0,,,4.50
010811382C,0.0,0.0,0.0,0.0,,,4.50
010811385C,0.0,0.0,0.0,0.0,,,4.50
010811386C,0.0,0.0,0.0,0.0,,,4.50
010811517C,0.0,0.0,0.0,0.0,,,4.50
010811652C,0.0,0.0,0.0,0.0,,,4.50
010811700C,0.0,0.0,0.0,0.0,,,4.50
010811998C,0.0,0.0,0.0,0.0,,,4.50
010812079C,0.0,0.0,0.0,0.0,,,4.50
010812205C,0.0,0.0,0.0,0.0,,,4.00
010812225C,0.0,0.0,0.0,0.0,,,4.50
010812235C,0.0,0.0,0.0,0.0,,,4.50
010812360C,0.0,0.0,0.0,0.0,,,4.50
010812930C,0.0,0.0,0.0,0.0,,,4.50
010813120C,0.0,0.0,0.0,0.0,,,4.50
010813122C,0.0,0.0,0.0,0.0,,,4.50
010813155C,0.0,0.0,0.0,0.0,,,4.50
010813156C,0.0,0.0,0.0,0.0,,,4.50
010813163C,0.0,0.0,0.0,0.0,,,4.50
010813164C,0.0,0.0,0.0,0.0,,,4.50
010813171C,0.0,0.0,0.0,0.0,,,4.50
010813172C,0.0,0.0,0.0,0.0,,,4.50
010813185C,0.0,0.0,0.0,0.0,,,4.50
010813188C,0.0,0.0,0.0,0.0,,,4.50
010813196C,0.0,0.0,0.0,0.0,,,4.50
010813276C,0.0,0.0,0.0,0.0,,,4.50
010813286C,0.0,0.0,0.0,0.0,,,4.50
010813387C,0.0,0.0,0.0,0.0,,,4.50
010813388C,0.0,0.0,0.0,0.0,,,4.50
010813391C,0.0,0.0,0.0,0.0,,,4.50
010813392C,0.0,0.0,0.0,0.0,,,4.50
010813414C,0.0,0.0,0.0,0.0,,,4.50
010813426C,0.0,0.0,0.0,0.0,,,4.50
010813427C,0.0,0.0,0.0,0.0,,,4.50
010813433C,0.0,0.0,0.0,0.0,,,4.00
010813683C,0.0,0.0,0.0,0.0,,,4.50
010813804C,0.0,0.0,0.0,0.0,,,4.50
010813955C,0.0,0.0,0.0,0.0,,,4.50
010814022C,0.0,0.0,0.0,0.0,,,4.00
010814023C,0.0,0.0,0.0,0.0,,,4.00
010814115C,0.0,0.0,0.0,0.0,,,4.50
010814167C,0.0,0.0,0.0,0.0,,,4.50
010814172C,0.0,0.0,0.0,0.0,,,4.50
010814362C,0.0,0.0,0.0,0.0,,,4.50
010814366C,0.0,0.0,0.0,0.0,,,4.50
010814389C,0.0,0.0,0.0,0.0,,,4.50
010814390C,0.0,0.0,0.0,0.0,,,4.50
010814552C,0.0,0.0,0.0,0.0,,,4.50
010814559C,0.0,0.0,0.0,0.0,,,4.50
010814606C,0.0,0.0,0.0,0.0,,,4.50
010814693C,0.0,0.0,0.0,0.0,,,4.50
010814696C,0.0,0.0,0.0,0.0,,,4.50
010814698C,0.0,0.0,0.0,0.0,,,4.50
010814761C,0.0,0.0,0.0,0.0,,,4.50
010814836C,0.0,0.0,0.0,0.0,,,4.50
010814931C,0.0,0.0,0.0,0.0,,,4.50
010814933C,0.0,0.0,0.0,0.0,,,4.50
010814935C,0.0,0.0,0.0,0.0,,,4.50
010814963C,0.0,0.0,0.0,0.0,,,4.50
010814968C,0.0,0.0,0.0,0.0,,,4.50
010814971C,0.0,0.0,0.0,0.0,,,4.50
010815003C,0.0,0.0,0.0,0.0,,,4.50
010815026C,0.0,0.0,0.0,0.0,,,4.50
010815117C,0.0,0.0,0.0,0.0,,,4.50
010815118C,0.0,0.0,0.0,0.0,,,4.50
010815150C,0.0,0.0,0.0,0.0,,,4.50
010815236C,0.0,0.0,0.0,0.0,,,4.50
010815416C,0.0,0.0,0.0,0.0,,,4.50
010815417C,0.0,0.0,0.0,0.0,,,4.50
010815522C,0.0,0.0,0.0,0.0,,,4.50
010815523C,0.0,0.0,0.0,0.0,,,4.50
010815524C,0.0,0.0,0.0,0.0,,,4.50
010815642C,0.0,0.0,0.0,0.0,,,4.50
010815643C,0.0,0.0,0.0,0.0,,,4.50
010815680C,0.0,0.0,0.0,0.0,,,4.50
010815681C,0.0,0.0,0.0,0.0,,,4.50
010815768C,0.0,0.0,0.0,0.0,,,4.50
010815772C,0.0,0.0,0.0,0.0,,,4.00
010815945C,0.0,0.0,0.0,0.0,,,4.50
010815946C,0.0,0.0,0.0,0.0,,,4.50
010816070C,0.0,0.0,0.0,0.0,,,4.50
010816151C,0.0,0.0,0.0,0.0,,,4.50
010816156C,0.0,0.0,0.0,0.0,,,4.50
010816224C,0.0,0.0,0.0,0.0,,,4.50
010816232C,0.0,0.0,0.0,0.0,,,4.00
010816326C,0.0,0.0,0.0,0.0,,,4.50
010816331C,0.0,0.0,0.0,0.0,,,4.50
010816336C,0.0,0.0,0.0,0.0,,,4.00
010816337C,0.0,0.0,0.0,0.0,,,4.00
010816590C,0.0,0.0,0.0,0.0,,,4.50
010816784C,0.0,0.0,0.0,0.0,,,4.00
010816803C,0.0,0.0,0.0,0.0,,,4.50
010816898C,0.0,0.0,0.0,0.0,,,4.50
010816928C,0.0,0.0,0.0,0.0,,,4.50
010816969C,0.0,0.0,0.0,0.0,,,4.50
010816990C,0.0,0.0,0.0,0.0,,,4.50
010816991C,0.0,0.0,0.0,0.0,,,4.50
010817091C,0.0,0.0,0.0,0.0,,,4.50
010817116C,0.0,0.0,0.0,0.0,,,4.50
010817130C,0.0,0.0,0.0,0.0,,,4.50
010817132C,0.0,0.0,0.0,0.0,,,4.50
010817242C,0.0,0.0,0.0,0.0,,,4.50
010817304C,0.0,0.0,0.0,0.0,,,4.50
010817345C,0.0,0.0,0.0,0.0,,,4.50
010817366C,0.0,0.0,0.0,0.0,,,4.50
010817367C,0.0,0.0,0.0,0.0,,,4.50
010817415C,0.0,0.0,0.0,0.0,,,4.50
010817419C,0.0,0.0,0.0,0.0,,,4.50
010817477C,0.0,0.0,0.0,0.0,,,4.50
010817483C,0.0,0.0,0.0,0.0,,,4.50
010817500C,0.0,0.0,0.0,0.0,,,4.50
010817639C,0.0,0.0,0.0,0.0,,,4.50
010817649C,0.0,0.0,0.0,0.0,,,4.50
010817650C,0.0,0.0,0.0,0.0,,,4.50
010817803C,0.0,0.0,0.0,0.0,,,4.50
010817808C,0.0,0.0,0.0,0.0,,,4.50
010817835C,0.0,0.0,0.0,0.0,,,4.50
010817836C,0.0,0.0,0.0,0.0,,,4.50
010817930C,0.0,0.0,0.0,0.0,,,4.50
010817956C,0.0,0.0,0.0,0.0,,,4.50
010818008C,0.0,0.0,0.0,0.0,,,4.50
010818051C,0.0,0.0,0.0,0.0,,,4.50
010818314C,0.0,0.0,0.0,0.0,,,4.00
010818531C,0.0,0.0,0.0,0.0,,,4.50
010818580C,0.0,0.0,0.0,0.0,,,4.50
010818657C,0.0,0.0,0.0,0.0,,,4.50
010818663C,0.0,0.0,0.0,0.0,,,4.50
010818717C,0.0,0.0,0.0,0.0,,,4.50
010818718C,0.0,0.0,0.0,0.0,,,4.50
010818768C,0.0,0.0,0.0,0.0,,,4.50
010818789C,0.0,0.0,0.0,0.0,,,4.50
010818794C,0.0,0.0,0.0,0.0,,,4.50
010818799C,0.0,0.0,0.0,0.0,,,4.50
010819247C,0.0,0.0,0.0,0.0,,,4.50
010819267C,0.0,0.0,0.0,0.0,,,4.50
010819271C,0.0,0.0,0.0,0.0,,,4.50
010819280C,0.0,0.0,0.0,0.0,,,4.50
010819400C,0.0,0.0,0.0,0.0,,,4.50
010819603C,0.0,0.0,0.0,0.0,,,4.50
010819774C,0.0,0.0,0.0,0.0,,,4.50
010819955C,0.0,0.0,0.0,0.0,,,4.50
010819960C,0.0,0.0,0.0,0.0,,,4.50
010819961C,0.0,0.0,0.0,0.0,,,4.50
010820386C,0.0,0.0,0.0,0.0,,,4.50
010820635C,0.0,0.0,0.0,0.0,,,4.50
010820645C,0.0,0.0,0.0,0.0,,,4.00
010820704C,0.0,0.0,0.0,0.0,,,4.50
010820835C,0.0,0.0,0.0,0.0,,,4.00
010820944C,0.0,0.0,0.0,0.0,,,4.50
010820995C,0.0,0.0,0.0,0.0,,,4.50
010820996C,0.0,0.0,0.0,0.0,,,4.50
010821274C,0.0,0.0,0.0,0.0,,,4.50
010821322C,0.0,0.0,0.0,0.0,,,4.00
010821381C,0.0,0.0,0.0,0.0,,,4.50
010821385C,0.0,0.0,0.0,0.0,,,4.50
010821435C,0.0,0.0,0.0,0.0,,,4.50
010821678C,0.0,0.0,0.0,0.0,,,4.50
010821902C,0.0,0.0,0.0,0.0,,,4.50
010822046C,0.0,0.0,0.0,0.0,,,4.50
010822097C,0.0,0.0,0.0,0.0,,,4.50
010822098C,0.0,0.0,0.0,0.0,,,4.50
010822225C,0.0,0.0,0.0,0.0,,,4.50
010822238C,0.0,0.0,0.0,0.0,,,4.50
010822243C,0.0,0.0,0.0,0.0,,,4.50
010822330C,0.0,0.0,0.0,0.0,,,4.50
010822635C,0.0,0.0,0.0,0.0,,,4.50
010822738C,0.0,0.0,0.0,0.0,,,4.50
010822851C,0.0,0.0,0.0,0.0,,,4.50
010822990C,0.0,0.0,0.0,0.0,,,4.50
010823088C,0.0,0.0,0.0,0.0,,,4.50
010823095C,0.0,0.0,0.0,0.0,,,4.50
010823187C,0.0,0.0,0.0,0.0,,,4.50
010823222C,0.0,0.0,0.0,0.0,,,4.00
010823332C,0.0,0.0,0.0,0.0,,,4.50
010823333C,0.0,0.0,0.0,0.0,,,4.50
010823335C,0.0,0.0,0.0,0.0,,,4.50
010823597C,0.0,0.0,0.0,0.0,,,4.50
010823600C,0.0,0.0,0.0,0.0,,,4.50
010823601C,0.0,0.0,0.0,0.0,,,4.50
010823735C,0.0,0.0,0.0,0.0,,,4.50
010823736C,0.0,0.0,0.0,0.0,,,4.50
010823737C,0.0,0.0,0.0,0.0,,,4.50
010823866C,0.0,0.0,0.0,0.0,,,4.50
010823867C,0.0,0.0,0.0,0.0,,,4.50
010823868C,0.0,0.0,0.0,0.0,,,4.50
010823869C,0.0,0.0,0.0,0.0,,,4.50
010823870C,0.0,0.0,0.0,0.0,,,4.50
010823906C,0.0,0.0,0.0,0.0,,,4.50
010824098C,0.0,0.0,0.0,0.0,,,4.00
010824296C,0.0,0.0,0.0,0.0,,,4.50
010824297C,0.0,0.0,0.0,0.0,,,4.50
010824299C,0.0,0.0,0.0,0.0,,,4.50
010824389C,0.0,0.0,0.0,0.0,,,4.50
010824559C,0.0,0.0,0.0,0.0,,,4.00
010824561C,0.0,0.0,0.0,0.0,,,4.00
010824611C,0.0,0.0,0.0,0.0,,,4.50
010824689C,0.0,0.0,0.0,0.0,,,4.50
010824709C,0.0,0.0,0.0,0.0,,,4.50
010824810C,0.0,0.0,0.0,0.0,,,4.50
010824811C,0.0,0.0,0.0,0.0,,,4.50
010824975C,0.0,0.0,0.0,0.0,,,4.50
010825027C,0.0,0.0,0.0,0.0,,,4.50
010825053C,0.0,0.0,0.0,0.0,,,4.50
010825195C,0.0,0.0,0.0,0.0,,,4.50
010825353C,0.0,0.0,0.0,0.0,,,4.50
010825434C,0.0,0.0,0.0,0.0,,,4.50
010825438C,0.0,0.0,0.0,0.0,,,4.50
010825639C,0.0,0.0,0.0,0.0,,,4.50
010825649C,0.0,0.0,0.0,0.0,,,4.50
010825694C,0.0,0.0,0.0,0.0,,,4.50
010825719C,0.0,0.0,0.0,0.0,,,4.50
010825720C,0.0,0.0,0.0,0.0,,,4.50
010825759C,0.0,0.0,0.0,0.0,,,4.50
010825968C,0.0,0.0,0.0,0.0,,,4.50
010825969C,0.0,0.0,0.0,0.0,,,4.50
010826040C,0.0,0.0,0.0,0.0,,,4.50
010826097C,0.0,0.0,0.0,0.0,,,4.50
010826123C,0.0,0.0,0.0,0.0,,,4.50
010826130C,0.0,0.0,0.0,0.0,,,4.50
010826133C,0.0,0.0,0.0,0.0,,,4.50
010826422C,0.0,0.0,0.0,0.0,,,4.50
010826524C,0.0,0.0,0.0,0.0,,,4.50
010826525C,0.0,0.0,0.0,0.0,,,4.50
010826532C,0.0,0.0,0.0,0.0,,,4.50
010826544C,0.0,0.0,0.0,0.0,,,4.50
010826547C,0.0,0.0,0.0,0.0,,,4.50
010826551C,0.0,0.0,0.0,0.0,,,4.50
010826627C,0.0,0.0,0.0,0.0,,,4.50
010826765C,0.0,0.0,0.0,0.0,,,4.50
010826810C,0.0,0.0,0.0,0.0,,,4.50
010826812C,0.0,0.0,0.0,0.0,,,4.50
010826903C,0.0,0.0,0.0,0.0,,,4.00
010827014C,0.0,0.0,0.0,0.0,,,4.50
010827081C,0.0,0.0,0.0,0.0,,,4.50
010827228C,0.0,0.0,0.0,0.0,,,4.50
010827254C,0.0,0.0,0.0,0.0,,,4.50
010827434C,0.0,0.0,0.0,0.0,,,4.50
010827507C,0.0,0.0,0.0,0.0,,,4.50
010827528C,0.0,0.0,0.0,0.0,,,4.50
010827575C,0.0,0.0,0.0,0.0,,,4.50
010827590C,0.0,0.0,0.0,0.0,,,4.50
010827672C,0.0,0.0,0.0,0.0,,,4.50
010827674C,0.0,0.0,0.0,0.0,,,4.50
010827675C,0.0,0.0,0.0,0.0,,,4.50
010827699C,0.0,0.0,0.0,0.0,,,4.50
010827700C,0.0,0.0,0.0,0.0,,,4.50
010827865C,0.0,0.0,0.0,0.0,,,4.50
010827956C,0.0,0.0,0.0,0.0,,,4.00
010827968C,0.0,0.0,0.0,0.0,,,4.50
010828101C,0.0,0.0,0.0,0.0,,,4.50
010828368C,0.0,0.0,0.0,0.0,,,4.50
010828369C,0.0,0.0,0.0,0.0,,,4.50
010828370C,0.0,0.0,0.0,0.0,,,4.50
010828463C,0.0,0.0,0.0,0.0,,,4.50
010828599C,0.0,0.0,0.0,0.0,,,4.50
010828602C,0.0,0.0,0.0,0.0,,,4.50
010829154C,0.0,0.0,0.0,0.0,,,4.00
010829155C,0.0,0.0,0.0,0.0,,,4.00
010829171C,0.0,0.0,0.0,0.0,,,4.00
010829579C,0.0,0.0,0.0,0.0,,,4.00
010829587C,0.0,0.0,0.0,0.0,,,4.50
010829627C,0.0,0.0,0.0,0.0,,,4.50
010829942C,0.0,0.0,0.0,0.0,,,4.50
010830094C,0.0,0.0,0.0,0.0,,,4.50
010830145C,0.0,0.0,0.0,0.0,,,4.50
010830152C,0.0,0.0,0.0,0.0,,,4.00
010830309C,0.0,0.0,0.0,0.0,,,4.50
010830310C,0.0,0.0,0.0,0.0,,,4.50
010830330C,0.0,0.0,0.0,0.0,,,4.50
010830632C,0.0,0.0,0.0,0.0,,,4.50
010831077C,0.0,0.0,0.0,0.0,,,4.50
010831097C,0.0,0.0,0.0,0.0,,,4.50
010831150C,0.0,0.0,0.0,0.0,,,4.50
010831284C,0.0,0.0,0.0,0.0,,,4.50
010831478C,0.0,0.0,0.0,0.0,,,4.50
010831492C,0.0,0.0,0.0,0.0,,,4.50
010831719C,0.0,0.0,0.0,0.0,,,4.50
010831893C,0.0,0.0,0.0,0.0,,,4.50
010832106C,0.0,0.0,0.0,0.0,,,4.50
010832205C,0.0,0.0,0.0,0.0,,,4.50
010832616C,0.0,0.0,0.0,0.0,,,4.50
010832617C,0.0,0.0,0.0,0.0,,,4.50
010832626C,0.0,0.0,0.0,0.0,,,4.50
010832681C,0.0,0.0,0.0,0.0,,,4.50
010832740C,0.0,0.0,0.0,0.0,,,4.50
010833377C,0.0,0.0,0.0,0.0,,,4.50
010833378C,0.0,0.0,0.0,0.0,,,4.50
010833382C,0.0,0.0,0.0,0.0,,,4.50
010833383C,0.0,0.0,0.0,0.0,,,4.50
010833409C,0.0,0.0,0.0,0.0,,,4.50
010833410C,0.0,0.0,0.0,0.0,,,4.50
010833411C,0.0,0.0,0.0,0.0,,,4.50
010833467C,0.0,0.0,0.0,0.0,,,4.50
