prototype_claimnum,sequence_number,reconstructed_claim_id,derivation_candidate_id,enhanced_settlement_group_id,policy_number,claim_family,derivation_confidence,lineage_source
CLM0003826,3826,RC-9011124987-1-DEATH_CLAIM-C0-20241118,QDC-RC-9011124987-1-DEATH_CLAIM-C0-20241118,ESG-9011124987-RC-9011124987-1-DEATH_CLAIM-C0-20241118-SOLO,9011124987,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003827,3827,RC-9011126367-1-DEATH_CLAIM-C0-20231013,QDC-RC-9011126367-1-DEATH_CLAIM-C0-20231013,ESG-9011126367-RC-9011126367-1-DEATH_CLAIM-C0-20231013-SOLO,9011126367,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003828,3828,RC-9011127439-1-DISBURSEMENT_CLAIM-C0-20240325,QDC-RC-9011127439-1-DISBURSEMENT_CLAIM-C0-20240325,ESG-9011127439-RC-9011127439-1-DISBURSEMENT_CLAIM-C0-20240325-SOLO,9011127439,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003829,3829,RC-9011128643-1-DEATH_CLAIM-C0-20250214,QDC-RC-9011128643-1-DEATH_CLAIM-C0-20250214,ESG-9011128643-RC-9011128643-1-DEATH_CLAIM-C0-20250214-SOLO,9011128643,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0003830,3830,RC-9011128980-1-DEATH_CLAIM-C0-20230416,QDC-RC-9011128980-1-DEATH_CLAIM-C0-20230416,ESG-9011128980-RC-9011128980-1-DEATH_CLAIM-C0-20230416-SOLO,9011128980,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003831,3831,RC-9011129276-1-DISBURSEMENT_CLAIM-C0-20230104,QDC-RC-9011129276-1-DISBURSEMENT_CLAIM-C0-20230104,ESG-9011129276-RC-9011129276-1-DISBURSEMENT_CLAIM-C0-20230104-SOLO,9011129276,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003832,3832,RC-9011129663-1-DEATH_CLAIM-C0-20190117,QDC-RC-9011129663-1-DEATH_CLAIM-C0-20190117,ESG-9011129663-RC-9011129663-1-DEATH_CLAIM-C0-20190117-SOLO,9011129663,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003833,3833,RC-9011129883-1-DISBURSEMENT_CLAIM-C0-20180322,QDC-RC-9011129883-1-DISBURSEMENT_CLAIM-C0-20180322,ESG-9011129883-RC-9011129883-1-DISBURSEMENT_CLAIM-C0-20180322-SOLO,9011129883,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003834,3834,RC-9011129883-1-SURRENDER_CLAIM-C0-20180105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C0-20180105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C0-20180105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003835,3835,RC-9011129883-1-SURRENDER_CLAIM-C1-20180321,QDC-RC-9011129883-1-SURRENDER_CLAIM-C1-20180321,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C1-20180321-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003836,3836,RC-9011129883-1-SURRENDER_CLAIM-C10-20201005,QDC-RC-9011129883-1-SURRENDER_CLAIM-C10-20201005,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C10-20201005-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003837,3837,RC-9011129883-1-SURRENDER_CLAIM-C11-20210105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C11-20210105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C11-20210105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003838,3838,RC-9011129883-1-SURRENDER_CLAIM-C12-20210322,QDC-RC-9011129883-1-SURRENDER_CLAIM-C12-20210322,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C12-20210322-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003839,3839,RC-9011129883-1-SURRENDER_CLAIM-C13-20211005,QDC-RC-9011129883-1-SURRENDER_CLAIM-C13-20211005,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C13-20211005-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003840,3840,RC-9011129883-1-SURRENDER_CLAIM-C14-20220105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C14-20220105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C14-20220105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003841,3841,RC-9011129883-1-SURRENDER_CLAIM-C15-20230105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C15-20230105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C15-20230105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003842,3842,RC-9011129883-1-SURRENDER_CLAIM-C16-20230405,QDC-RC-9011129883-1-SURRENDER_CLAIM-C16-20230405,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C16-20230405-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003843,3843,RC-9011129883-1-SURRENDER_CLAIM-C17-20240105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C17-20240105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C17-20240105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003844,3844,RC-9011129883-1-SURRENDER_CLAIM-C18-20240405,QDC-RC-9011129883-1-SURRENDER_CLAIM-C18-20240405,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C18-20240405-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003845,3845,RC-9011129883-1-SURRENDER_CLAIM-C19-20240705,QDC-RC-9011129883-1-SURRENDER_CLAIM-C19-20240705,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C19-20240705-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003846,3846,RC-9011129883-1-SURRENDER_CLAIM-C2-20180705,QDC-RC-9011129883-1-SURRENDER_CLAIM-C2-20180705,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C2-20180705-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003847,3847,RC-9011129883-1-SURRENDER_CLAIM-C20-20241119,QDC-RC-9011129883-1-SURRENDER_CLAIM-C20-20241119,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C20-20241119-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003848,3848,RC-9011129883-1-SURRENDER_CLAIM-C21-20250705,QDC-RC-9011129883-1-SURRENDER_CLAIM-C21-20250705,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C21-20250705-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003849,3849,RC-9011129883-1-SURRENDER_CLAIM-C22-20251003,QDC-RC-9011129883-1-SURRENDER_CLAIM-C22-20251003,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C22-20251003-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003850,3850,RC-9011129883-1-SURRENDER_CLAIM-C23-20260105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C23-20260105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C23-20260105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003851,3851,RC-9011129883-1-SURRENDER_CLAIM-C3-20181005,QDC-RC-9011129883-1-SURRENDER_CLAIM-C3-20181005,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C3-20181005-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003852,3852,RC-9011129883-1-SURRENDER_CLAIM-C4-20190105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C4-20190105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C4-20190105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003853,3853,RC-9011129883-1-SURRENDER_CLAIM-C5-20190405,QDC-RC-9011129883-1-SURRENDER_CLAIM-C5-20190405,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C5-20190405-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003854,3854,RC-9011129883-1-SURRENDER_CLAIM-C6-20190705,QDC-RC-9011129883-1-SURRENDER_CLAIM-C6-20190705,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C6-20190705-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003855,3855,RC-9011129883-1-SURRENDER_CLAIM-C7-20191005,QDC-RC-9011129883-1-SURRENDER_CLAIM-C7-20191005,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C7-20191005-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003856,3856,RC-9011129883-1-SURRENDER_CLAIM-C8-20200105,QDC-RC-9011129883-1-SURRENDER_CLAIM-C8-20200105,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C8-20200105-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003857,3857,RC-9011129883-1-SURRENDER_CLAIM-C9-20200603,QDC-RC-9011129883-1-SURRENDER_CLAIM-C9-20200603,ESG-9011129883-RC-9011129883-1-SURRENDER_CLAIM-C9-20200603-SOLO,9011129883,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003858,3858,RC-9011130547-1-SURRENDER_CLAIM-C0-20171201,QDC-RC-9011130547-1-SURRENDER_CLAIM-C0-20171201,ESG-9011130547-RC-9011130547-1-SURRENDER_CLAIM-C0-20171201-SOLO,9011130547,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003859,3859,RC-9011130752-1-DISBURSEMENT_CLAIM-C0-20230202,QDC-RC-9011130752-1-DISBURSEMENT_CLAIM-C0-20230202,ESG-9011130752-RC-9011130752-1-DISBURSEMENT_CLAIM-C0-20230202-SOLO,9011130752,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003860,3860,RC-9011130753-1-DEATH_CLAIM-C0-20211127,QDC-RC-9011130753-1-DEATH_CLAIM-C0-20211127,ESG-9011130753-RC-9011130753-1-DEATH_CLAIM-C0-20211127-SOLO,9011130753,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003861,3861,RC-9011130902-1-DEATH_CLAIM-C0-20241010,QDC-RC-9011130902-1-DEATH_CLAIM-C0-20241010,ESG-9011130902-RC-9011130902-1-DEATH_CLAIM-C0-20241010-SOLO,9011130902,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0003862,3862,RC-9011131163-1-DEATH_CLAIM-C0-20240921,QDC-RC-9011131163-1-DEATH_CLAIM-C0-20240921,ESG-9011131163-RC-9011131163-1-DEATH_CLAIM-C0-20240921-SOLO,9011131163,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003863,3863,RC-9011131381-1-DISBURSEMENT_CLAIM-C0-20211202,QDC-RC-9011131381-1-DISBURSEMENT_CLAIM-C0-20211202,ESG-9011131381-RC-9011131381-1-DISBURSEMENT_CLAIM-C0-20211202-SOLO,9011131381,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003864,3864,RC-9011131443-1-DEATH_CLAIM-C0-20241028,QDC-RC-9011131443-1-DEATH_CLAIM-C0-20241028,ESG-9011131443-RC-9011131443-1-DEATH_CLAIM-C0-20241028-SOLO,9011131443,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003865,3865,RC-9011132389-1-DEATH_CLAIM-C0-20181006,QDC-RC-9011132389-1-DEATH_CLAIM-C0-20181006,ESG-9011132389-RC-9011132389-1-DEATH_CLAIM-C0-20181006-SOLO,9011132389,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0003866,3866,RC-9011132516-1-DEATH_CLAIM-C0-20190813,QDC-RC-9011132516-1-DEATH_CLAIM-C0-20190813,ESG-9011132516-RC-9011132516-1-DEATH_CLAIM-C0-20190813-SOLO,9011132516,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003867,3867,RC-9011133663-1-DEATH_CLAIM-C0-20180109,QDC-RC-9011133663-1-DEATH_CLAIM-C0-20180109,ESG-9011133663-RC-9011133663-1-DEATH_CLAIM-C0-20180109-SOLO,9011133663,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003868,3868,RC-9011134002-1-DISBURSEMENT_CLAIM-C0-20220329,QDC-RC-9011134002-1-DISBURSEMENT_CLAIM-C0-20220329,ESG-9011134002-RC-9011134002-1-DISBURSEMENT_CLAIM-C0-20220329-SOLO,9011134002,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003869,3869,RC-9011134051-1-DEATH_CLAIM-C0-20230121,QDC-RC-9011134051-1-DEATH_CLAIM-C0-20230121,ESG-9011134051-RC-9011134051-1-DEATH_CLAIM-C0-20230121-SOLO,9011134051,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003870,3870,RC-9011134051-1-DISBURSEMENT_CLAIM-C0-20181210,QDC-RC-9011134051-1-DISBURSEMENT_CLAIM-C0-20181210,ESG-9011134051-RC-9011134051-1-DISBURSEMENT_CLAIM-C0-20181210-SOLO,9011134051,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003871,3871,RC-9011134051-1-DISBURSEMENT_CLAIM-C1-20190305,QDC-RC-9011134051-1-DISBURSEMENT_CLAIM-C1-20190305,ESG-9011134051-RC-9011134051-1-DISBURSEMENT_CLAIM-C1-20190305-SOLO,9011134051,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003872,3872,RC-9011134051-1-DISBURSEMENT_CLAIM-C2-20210607,QDC-RC-9011134051-1-DISBURSEMENT_CLAIM-C2-20210607,ESG-9011134051-RC-9011134051-1-DISBURSEMENT_CLAIM-C2-20210607-SOLO,9011134051,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003873,3873,RC-9011134933-1-DEATH_CLAIM-C0-20201225,QDC-RC-9011134933-1-DEATH_CLAIM-C0-20201225,ESG-9011134933-RC-9011134933-1-DEATH_CLAIM-C0-20201225-SOLO,9011134933,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003874,3874,RC-9011135085-1-DEATH_CLAIM-C0-20230218,QDC-RC-9011135085-1-DEATH_CLAIM-C0-20230218,ESG-9011135085-RC-9011135085-1-DEATH_CLAIM-C0-20230218-SOLO,9011135085,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003875,3875,RC-9011135494-1-SURRENDER_CLAIM-C0-20180405,QDC-RC-9011135494-1-SURRENDER_CLAIM-C0-20180405,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C0-20180405-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003876,3876,RC-9011135494-1-SURRENDER_CLAIM-C1-20180608,QDC-RC-9011135494-1-SURRENDER_CLAIM-C1-20180608,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C1-20180608-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003877,3877,RC-9011135494-1-SURRENDER_CLAIM-C10-20210405,QDC-RC-9011135494-1-SURRENDER_CLAIM-C10-20210405,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C10-20210405-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003878,3878,RC-9011135494-1-SURRENDER_CLAIM-C11-20210707,QDC-RC-9011135494-1-SURRENDER_CLAIM-C11-20210707,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C11-20210707-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003879,3879,RC-9011135494-1-SURRENDER_CLAIM-C12-20211013,QDC-RC-9011135494-1-SURRENDER_CLAIM-C12-20211013,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C12-20211013-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003880,3880,RC-9011135494-1-SURRENDER_CLAIM-C2-20190405,QDC-RC-9011135494-1-SURRENDER_CLAIM-C2-20190405,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C2-20190405-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003881,3881,RC-9011135494-1-SURRENDER_CLAIM-C3-20190627,QDC-RC-9011135494-1-SURRENDER_CLAIM-C3-20190627,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C3-20190627-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003882,3882,RC-9011135494-1-SURRENDER_CLAIM-C4-20190930,QDC-RC-9011135494-1-SURRENDER_CLAIM-C4-20190930,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C4-20190930-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003883,3883,RC-9011135494-1-SURRENDER_CLAIM-C5-20200106,QDC-RC-9011135494-1-SURRENDER_CLAIM-C5-20200106,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C5-20200106-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003884,3884,RC-9011135494-1-SURRENDER_CLAIM-C6-20200405,QDC-RC-9011135494-1-SURRENDER_CLAIM-C6-20200405,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C6-20200405-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003885,3885,RC-9011135494-1-SURRENDER_CLAIM-C7-20200713,QDC-RC-9011135494-1-SURRENDER_CLAIM-C7-20200713,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C7-20200713-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003886,3886,RC-9011135494-1-SURRENDER_CLAIM-C8-20201106,QDC-RC-9011135494-1-SURRENDER_CLAIM-C8-20201106,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C8-20201106-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003887,3887,RC-9011135494-1-SURRENDER_CLAIM-C9-20210111,QDC-RC-9011135494-1-SURRENDER_CLAIM-C9-20210111,ESG-9011135494-RC-9011135494-1-SURRENDER_CLAIM-C9-20210111-SOLO,9011135494,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003888,3888,RC-9011136025-1-DEATH_CLAIM-C0-20211126,QDC-RC-9011136025-1-DEATH_CLAIM-C0-20211126,ESG-9011136025-RC-9011136025-1-DEATH_CLAIM-C0-20211126-SOLO,9011136025,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003889,3889,RC-9011136476-1-DEATH_CLAIM-C0-20181108,QDC-RC-9011136476-1-DEATH_CLAIM-C0-20181108,ESG-9011136476-RC-9011136476-1-DEATH_CLAIM-C0-20181108-SOLO,9011136476,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0003890,3890,RC-9011136476-1-SURRENDER_CLAIM-C0-20171231,QDC-RC-9011136476-1-SURRENDER_CLAIM-C0-20171231,ESG-9011136476-RC-9011136476-1-SURRENDER_CLAIM-C0-20171231-SOLO,9011136476,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003891,3891,RC-9011136476-1-SURRENDER_CLAIM-C1-20180401,QDC-RC-9011136476-1-SURRENDER_CLAIM-C1-20180401,ESG-9011136476-RC-9011136476-1-SURRENDER_CLAIM-C1-20180401-SOLO,9011136476,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003892,3892,RC-9011136476-1-SURRENDER_CLAIM-C2-20181108,QDC-RC-9011136476-1-SURRENDER_CLAIM-C2-20181108,ESG-9011136476-RC-9011136476-1-SURRENDER_CLAIM-C2-20181108-SOLO,9011136476,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003893,3893,RC-9011136508-1-DEATH_CLAIM-C0-20180409,QDC-RC-9011136508-1-DEATH_CLAIM-C0-20180409,ESG-9011136508-RC-9011136508-1-DEATH_CLAIM-C0-20180409-SOLO,9011136508,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003894,3894,RC-9011136667-1-DEATH_CLAIM-C0-20240203,QDC-RC-9011136667-1-DEATH_CLAIM-C0-20240203,ESG-9011136667-RC-9011136667-1-DEATH_CLAIM-C0-20240203-SOLO,9011136667,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003895,3895,RC-9011136690-1-DEATH_CLAIM-C0-20230728,QDC-RC-9011136690-1-DEATH_CLAIM-C0-20230728,ESG-9011136690-RC-9011136690-1-DEATH_CLAIM-C0-20230728-SOLO,9011136690,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0003896,3896,RC-9011136704-1-DEATH_CLAIM-C0-20180208,QDC-RC-9011136704-1-DEATH_CLAIM-C0-20180208,ESG-9011136704-RC-9011136704-1-DEATH_CLAIM-C0-20180208-SOLO,9011136704,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003897,3897,RC-9011136932-1-DEATH_CLAIM-C0-20200712,QDC-RC-9011136932-1-DEATH_CLAIM-C0-20200712,ESG-9011136932-RC-9011136932-1-DEATH_CLAIM-C0-20200712-SOLO,9011136932,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003898,3898,RC-9011137768-1-DEATH_CLAIM-C0-20241005,QDC-RC-9011137768-1-DEATH_CLAIM-C0-20241005,ESG-9011137768-RC-9011137768-1-DEATH_CLAIM-C0-20241005-SOLO,9011137768,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003899,3899,RC-9011138044-1-DISBURSEMENT_CLAIM-C0-20240508,QDC-RC-9011138044-1-DISBURSEMENT_CLAIM-C0-20240508,ESG-9011138044-RC-9011138044-1-DISBURSEMENT_CLAIM-C0-20240508-SOLO,9011138044,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003900,3900,RC-9011138599-1-DEATH_CLAIM-C0-20190424,QDC-RC-9011138599-1-DEATH_CLAIM-C0-20190424,ESG-9011138599-RC-9011138599-1-DEATH_CLAIM-C0-20190424-SOLO,9011138599,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003901,3901,RC-9011138666-1-DEATH_CLAIM-C0-20190124,QDC-RC-9011138666-1-DEATH_CLAIM-C0-20190124,ESG-9011138666-RC-9011138666-1-DEATH_CLAIM-C0-20190124-SOLO,9011138666,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003902,3902,RC-9011138880-1-DEATH_CLAIM-C0-20200823,QDC-RC-9011138880-1-DEATH_CLAIM-C0-20200823,ESG-9011138880-RC-9011138880-1-DEATH_CLAIM-C0-20200823-SOLO,9011138880,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003903,3903,RC-9011138884-1-DEATH_CLAIM-C0-20190430,QDC-RC-9011138884-1-DEATH_CLAIM-C0-20190430,ESG-9011138884-RC-9011138884-1-DEATH_CLAIM-C0-20190430-SOLO,9011138884,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0003904,3904,RC-9011139002-1-DISBURSEMENT_CLAIM-C0-20200210,QDC-RC-9011139002-1-DISBURSEMENT_CLAIM-C0-20200210,ESG-9011139002-RC-9011139002-1-DISBURSEMENT_CLAIM-C0-20200210-SOLO,9011139002,DISBURSEMENT_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003905,3905,RC-9011139254-1-DEATH_CLAIM-C0-20250214,QDC-RC-9011139254-1-DEATH_CLAIM-C0-20250214,ESG-9011139254-RC-9011139254-1-DEATH_CLAIM-C0-20250214-SOLO,9011139254,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003906,3906,RC-9011139256-1-DEATH_CLAIM-C0-20200906,QDC-RC-9011139256-1-DEATH_CLAIM-C0-20200906,ESG-9011139256-RC-9011139256-1-DEATH_CLAIM-C0-20200906-SOLO,9011139256,DEATH_CLAIM,LOW_CONFIDENCE,phase10b_quikclms_derivation
CLM0003907,3907,RC-9011139272-1-DEATH_CLAIM-C0-20180325,QDC-RC-9011139272-1-DEATH_CLAIM-C0-20180325,ESG-9011139272-RC-9011139272-1-DEATH_CLAIM-C0-20180325-SOLO,9011139272,DEATH_CLAIM,MODERATE_CONFIDENCE,phase10b_quikclms_derivation
CLM0003908,3908,RC-9011139409-1-DEATH_CLAIM-C0-20220601,QDC-RC-9011139409-1-DEATH_CLAIM-C0-20220601,ESG-9011139409-RC-9011139409-1-DEATH_CLAIM-C0-20220601-SOLO,9011139409,DEATH_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003909,3909,RC-9011139474-1-SURRENDER_CLAIM-C0-20180601,QDC-RC-9011139474-1-SURRENDER_CLAIM-C0-20180601,ESG-9011139474-RC-9011139474-1-SURRENDER_CLAIM-C0-20180601-SOLO,9011139474,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
CLM0003910,3910,RC-9011139474-1-SURRENDER_CLAIM-C1-20190601,QDC-RC-9011139474-1-SURRENDER_CLAIM-C1-20190601,ESG-9011139474-RC-9011139474-1-SURRENDER_CLAIM-C1-20190601-SOLO,9011139474,SURRENDER_CLAIM,HIGH_CONFIDENCE,phase10b_quikclms_derivation
