PLAN,TYPE_CODE,AGE,DURATION,VALUE,TARGET_TABLE,TARGET_FIELD,FIELD_CAPACITY,OVERFLOW_AMOUNT
2665ST,DB,12,14,21888.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,15,21888.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,16,21888.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,17,21888.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,18,21888.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,19,21888.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,20,21888.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,21,21888.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,22,21888.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,23,21888.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,24,21888.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,25,21888.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,26,21888.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,27,21888.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,28,21888.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,29,21888.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,30,21888.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,31,21888.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,32,21888.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,33,21888.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,34,21888.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,35,21888.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,36,21888.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,37,21888.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,38,21888.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,39,21888.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,40,21888.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,41,21888.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,12,42,21888.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11888.01
2665ST,DB,13,1,21450.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,2,21450.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,3,21450.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,4,21450.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,5,21450.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,6,21450.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,7,21450.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,8,21450.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,9,21450.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,10,21450.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,11,21450.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,12,21450.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,13,21450.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,14,21450.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,15,21450.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,16,21450.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,17,21450.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,18,21450.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,19,21450.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,20,21450.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,21,21450.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,22,21450.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,23,21450.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,24,21450.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,25,21450.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,26,21450.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,27,21450.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,28,21450.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,29,21450.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,30,21450.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,31,21450.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,32,21450.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,33,21450.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,34,21450.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,35,21450.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,36,21450.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,37,21450.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,38,21450.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,39,21450.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,40,21450.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,13,41,21450.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11450.01
2665ST,DB,14,1,21042.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,2,21042.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,3,21042.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,4,21042.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,5,21042.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,6,21042.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,7,21042.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,8,21042.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,9,21042.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,10,21042.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,11,21042.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,12,21042.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,13,21042.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,14,21042.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,15,21042.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,16,21042.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,17,21042.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,18,21042.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,19,21042.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,20,21042.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,21,21042.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,22,21042.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,23,21042.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,24,21042.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,25,21042.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,26,21042.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,27,21042.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,28,21042.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,29,21042.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,30,21042.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,31,21042.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,32,21042.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,33,21042.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,34,21042.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,35,21042.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,36,21042.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,37,21042.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,38,21042.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,39,21042.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,14,40,21042.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",11042.01
2665ST,DB,15,1,20640.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,2,20640.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,3,20640.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,4,20640.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,5,20640.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,6,20640.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,7,20640.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,8,20640.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,9,20640.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,10,20640.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,11,20640.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,12,20640.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,13,20640.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,14,20640.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,15,20640.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,16,20640.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,17,20640.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,18,20640.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,19,20640.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,20,20640.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,21,20640.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,22,20640.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,23,20640.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,24,20640.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,25,20640.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,26,20640.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,27,20640.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,28,20640.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,29,20640.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,30,20640.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,31,20640.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,32,20640.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,33,20640.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,34,20640.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,35,20640.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,36,20640.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,37,20640.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,38,20640.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,15,39,20640.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",10640.01
2665ST,DB,17,1,19548.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,2,19548.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,3,19548.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,4,19548.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,5,19548.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,6,19548.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,7,19548.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,8,19548.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,9,19548.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,10,19548.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,11,19548.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,12,19548.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,13,19548.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,14,19548.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,15,19548.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,16,19548.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,17,19548.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,18,19548.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,19,19548.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,20,19548.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,21,19548.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,22,19548.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,23,19548.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,24,19548.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,25,19548.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,26,19548.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,27,19548.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,28,19548.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,29,19548.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,30,19548.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,31,19548.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,32,19548.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,33,19548.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,34,19548.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,35,19548.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,36,19548.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,17,37,19548.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9548.01
2665ST,DB,18,1,19050.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,2,19050.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,3,19050.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,4,19050.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,5,19050.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,6,19050.0000000,QuikDbs,DB5,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,7,19050.0000000,QuikDbs,DB6,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,8,19050.0000000,QuikDbs,DB7,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,9,19050.0000000,QuikDbs,DB8,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,10,19050.0000000,QuikDbs,DB9,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,11,19050.0000000,QuikDbs,DB0,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,12,19050.0000000,QuikDbs,DB1,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,13,19050.0000000,QuikDbs,DB2,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,14,19050.0000000,QuikDbs,DB3,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
2665ST,DB,18,15,19050.0000000,QuikDbs,DB4,"CHAR(7) fixed 2dp: pos<=9999.99, neg>=-999.99",9050.01
