MPOLICY,TYPE_CODE,SOURCE_COL,SOURCE_RAW,CURRENT_MNFOPT,SIM_CURRENT,SIM_PROPOSED,WOULD_CHANGE
011188277C,BA,NON_FORFEITURE,4,0,0,0,False
011188279C,BA,NON_FORFEITURE,4,0,0,0,False
011188288C,BA,NON_FORFEITURE,1,1,1,1,False
011188377C,BA,NON_FORFEITURE,4,0,0,0,False
011188426C,BA,NON_FORFEITURE,4,3,0,0,True
011188556C,BA,NON_FORFEITURE,1,1,1,1,False
011188722C,BA,NON_FORFEITURE,0,0,0,0,False
011188724C,BA,NON_FORFEITURE,1,1,1,1,False
011188773C,BA,NON_FORFEITURE,4,0,0,0,False
011188865C,BA,NON_FORFEITURE,4,0,0,0,False
011188870C,BA,NON_FORFEITURE,4,0,0,0,False
011188927C,BA,NON_FORFEITURE,4,0,0,0,False
011189170C,BA,NON_FORFEITURE,0,0,0,0,False
011189172C,BA,NON_FORFEITURE,1,1,1,1,False
011189249C,BA,NON_FORFEITURE,1,1,1,1,False
011189250C,BA,NON_FORFEITURE,4,0,0,0,False
011189255C,BA,NON_FORFEITURE,0,0,0,0,False
011189325C,BA,NON_FORFEITURE,4,0,0,0,False
011189420C,BA,NON_FORFEITURE,4,0,0,0,False
011189530C,BA,NON_FORFEITURE,1,1,1,1,False
011189535C,BA,NON_FORFEITURE,4,0,0,0,False
011189575C,BA,NON_FORFEITURE,1,1,1,1,False
011189620C,BA,NON_FORFEITURE,4,0,0,0,False
011189657C,BA,NON_FORFEITURE,4,0,0,0,False
011189746C,BA,NON_FORFEITURE,4,0,0,0,False
011189753C,BA,NON_FORFEITURE,4,0,0,0,False
011189754C,BA,NON_FORFEITURE,4,3,0,0,True
011189757C,BA,NON_FORFEITURE,4,0,0,0,False
011189786C,BA,NON_FORFEITURE,4,0,0,0,False
011189788C,BA,NON_FORFEITURE,0,0,0,0,False
011189789C,BA,NON_FORFEITURE,0,0,0,0,False
011189791C,BA,NON_FORFEITURE,4,0,0,0,False
011189851C,BA,NON_FORFEITURE,1,1,1,1,False
011189855C,BA,NON_FORFEITURE,4,2,0,0,True
011189885C,BA,NON_FORFEITURE,4,0,0,0,False
011189913C,BA,NON_FORFEITURE,4,0,0,0,False
011189929C,BA,NON_FORFEITURE,1,1,1,1,False
011189930C,BA,NON_FORFEITURE,1,1,1,1,False
011189940C,BA,NON_FORFEITURE,4,0,0,0,False
011189989C,BA,NON_FORFEITURE,4,0,0,0,False
011190048C,BA,NON_FORFEITURE,1,1,1,1,False
011190049C,BA,NON_FORFEITURE,4,0,0,0,False
011190136C,BA,NON_FORFEITURE,0,0,0,0,False
011190146C,BA,NON_FORFEITURE,5,0,0,0,False
011190239C,BA,NON_FORFEITURE,1,1,1,1,False
011190297C,BA,NON_FORFEITURE,0,0,0,0,False
011190380C,BA,NON_FORFEITURE,4,0,0,0,False
011190388C,BA,NON_FORFEITURE,1,1,1,1,False
011190410C,BA,NON_FORFEITURE,4,0,0,0,False
011190411C,BA,NON_FORFEITURE,4,0,0,0,False
011190416C,BA,NON_FORFEITURE,4,0,0,0,False
011190417C,BA,NON_FORFEITURE,4,0,0,0,False
011190448C,BA,NON_FORFEITURE,0,0,0,0,False
011190459C,BA,NON_FORFEITURE,0,0,0,0,False
011190516C,BA,NON_FORFEITURE,1,1,1,1,False
011190599C,BA,NON_FORFEITURE,4,0,0,0,False
011190613C,BA,NON_FORFEITURE,4,0,0,0,False
011190668C,BA,NON_FORFEITURE,1,1,1,1,False
011190669C,BA,NON_FORFEITURE,4,0,0,0,False
011190670C,BA,NON_FORFEITURE,4,0,0,0,False
011190722C,BA,NON_FORFEITURE,4,0,0,0,False
011190724C,BA,NON_FORFEITURE,0,0,0,0,False
011190873C,BA,NON_FORFEITURE,4,0,0,0,False
011190905C,BA,NON_FORFEITURE,1,1,1,1,False
011190907C,BA,NON_FORFEITURE,1,1,1,1,False
011190908C,BA,NON_FORFEITURE,0,0,0,0,False
011190912C,BA,NON_FORFEITURE,0,0,0,0,False
011191041C,BA,NON_FORFEITURE,4,0,0,0,False
011191042C,BA,NON_FORFEITURE,4,0,0,0,False
011191043C,BA,NON_FORFEITURE,4,0,0,0,False
011191045C,BA,NON_FORFEITURE,4,0,0,0,False
011191055C,BA,NON_FORFEITURE,0,0,0,0,False
011191189C,BA,NON_FORFEITURE,4,0,0,0,False
011191287C,BA,NON_FORFEITURE,4,3,0,0,True
011191288C,BA,NON_FORFEITURE,4,3,0,0,True
011191289C,BA,NON_FORFEITURE,4,0,0,0,False
011191362C,BA,NON_FORFEITURE,4,0,0,0,False
011191390C,BA,NON_FORFEITURE,4,0,0,0,False
011191392C,BA,NON_FORFEITURE,4,0,0,0,False
011191414C,BA,NON_FORFEITURE,4,0,0,0,False
011191513C,BA,NON_FORFEITURE,4,0,0,0,False
011191578C,BA,NON_FORFEITURE,4,0,0,0,False
011191579C,BA,NON_FORFEITURE,4,0,0,0,False
011191584C,BA,NON_FORFEITURE,4,0,0,0,False
011191586C,BA,NON_FORFEITURE,4,0,0,0,False
011191662C,BA,NON_FORFEITURE,4,0,0,0,False
011191664C,BA,NON_FORFEITURE,4,0,0,0,False
011191702C,BA,NON_FORFEITURE,4,0,0,0,False
011191779C,BA,NON_FORFEITURE,1,1,1,1,False
011191782C,BA,NON_FORFEITURE,4,0,0,0,False
011191804C,BA,NON_FORFEITURE,4,0,0,0,False
011191806C,BA,NON_FORFEITURE,0,0,0,0,False
011191829C,BA,NON_FORFEITURE,4,0,0,0,False
011191886C,BA,NON_FORFEITURE,1,1,1,1,False
011191889C,BA,NON_FORFEITURE,4,0,0,0,False
011191890C,BA,NON_FORFEITURE,4,0,0,0,False
011191892C,BA,NON_FORFEITURE,1,1,1,1,False
011191896C,BA,NON_FORFEITURE,4,0,0,0,False
011191940C,BA,NON_FORFEITURE,4,0,0,0,False
011192032C,BA,NON_FORFEITURE,4,0,0,0,False
011192047C,BA,NON_FORFEITURE,4,0,0,0,False
011192065C,BA,NON_FORFEITURE,4,0,0,0,False
011192106C,BA,NON_FORFEITURE,4,0,0,0,False
011192121C,BA,NON_FORFEITURE,1,1,1,1,False
011192151C,BA,NON_FORFEITURE,4,0,0,0,False
011192184C,BA,NON_FORFEITURE,1,1,1,1,False
011192239C,BA,NON_FORFEITURE,4,0,0,0,False
011192240C,BA,NON_FORFEITURE,4,0,0,0,False
011192253C,BA,NON_FORFEITURE,4,0,0,0,False
011192322C,BA,NON_FORFEITURE,4,0,0,0,False
011192391C,BA,NON_FORFEITURE,4,0,0,0,False
011192392C,BA,NON_FORFEITURE,4,0,0,0,False
011192400C,BA,NON_FORFEITURE,4,2,0,0,True
011192476C,BA,NON_FORFEITURE,4,0,0,0,False
011192477C,BA,NON_FORFEITURE,4,2,0,0,True
011192586C,BA,NON_FORFEITURE,1,1,1,1,False
011192690C,BA,NON_FORFEITURE,0,0,0,0,False
011192744C,BA,NON_FORFEITURE,0,0,0,0,False
011192827C,BA,NON_FORFEITURE,0,0,0,0,False
011192949C,BA,NON_FORFEITURE,4,0,0,0,False
011193040C,BA,NON_FORFEITURE,4,0,0,0,False
011193041C,BA,NON_FORFEITURE,0,0,0,0,False
011193156C,BA,NON_FORFEITURE,4,2,0,0,True
011193157C,BA,NON_FORFEITURE,4,2,0,0,True
011193165C,BA,NON_FORFEITURE,4,0,0,0,False
011193169C,BA,NON_FORFEITURE,4,0,0,0,False
011193211C,BA,NON_FORFEITURE,1,1,1,1,False
011193218C,BA,NON_FORFEITURE,1,1,1,1,False
011193243C,BA,NON_FORFEITURE,5,0,0,0,False
011193336C,BA,NON_FORFEITURE,4,0,0,0,False
011193367C,BA,NON_FORFEITURE,1,1,1,1,False
011193421C,BA,NON_FORFEITURE,4,0,0,0,False
011193461C,BA,NON_FORFEITURE,0,0,0,0,False
011193585C,BA,NON_FORFEITURE,4,0,0,0,False
011193674C,BA,NON_FORFEITURE,1,1,1,1,False
011193692C,BA,NON_FORFEITURE,1,1,1,1,False
011193709C,BA,NON_FORFEITURE,4,0,0,0,False
011193836C,BA,NON_FORFEITURE,4,0,0,0,False
011193872C,BA,NON_FORFEITURE,4,0,0,0,False
011193876C,BA,NON_FORFEITURE,4,2,0,0,True
011194064C,BA,NON_FORFEITURE,4,0,0,0,False
011194070C,BA,NON_FORFEITURE,4,0,0,0,False
011194088C,BA,NON_FORFEITURE,4,0,0,0,False
011194111C,BA,NON_FORFEITURE,4,0,0,0,False
011194146C,BA,NON_FORFEITURE,4,0,0,0,False
011194161C,BA,NON_FORFEITURE,4,0,0,0,False
011194186C,BA,NON_FORFEITURE,4,0,0,0,False
011194190C,BA,NON_FORFEITURE,4,0,0,0,False
011194191C,BA,NON_FORFEITURE,4,0,0,0,False
011194208C,BA,NON_FORFEITURE,4,0,0,0,False
011194225C,BA,NON_FORFEITURE,4,0,0,0,False
011194273C,BA,NON_FORFEITURE,4,0,0,0,False
011194346C,BA,NON_FORFEITURE,4,0,0,0,False
011194381C,BA,NON_FORFEITURE,1,1,1,1,False
011194385C,BA,NON_FORFEITURE,1,1,1,1,False
011194386C,BA,NON_FORFEITURE,1,1,1,1,False
011194387C,BA,NON_FORFEITURE,1,1,1,1,False
011194436C,BA,NON_FORFEITURE,4,0,0,0,False
011194438C,BA,NON_FORFEITURE,0,0,0,0,False
011194498C,BA,NON_FORFEITURE,4,0,0,0,False
011194499C,BA,NON_FORFEITURE,4,0,0,0,False
011194542C,BA,NON_FORFEITURE,4,0,0,0,False
011194617C,BA,NON_FORFEITURE,1,1,1,1,False
011194618C,BA,NON_FORFEITURE,0,0,0,0,False
011194622C,BA,NON_FORFEITURE,4,0,0,0,False
011194623C,BA,NON_FORFEITURE,4,0,0,0,False
011194626C,BA,NON_FORFEITURE,1,1,1,1,False
011194641C,BA,NON_FORFEITURE,1,1,1,1,False
011194642C,BA,NON_FORFEITURE,1,1,1,1,False
011194728C,BA,NON_FORFEITURE,1,1,1,1,False
011194729C,BA,NON_FORFEITURE,1,1,1,1,False
011194751C,BA,NON_FORFEITURE,4,0,0,0,False
011194752C,BA,NON_FORFEITURE,4,0,0,0,False
011194768C,BA,NON_FORFEITURE,1,1,1,1,False
011194789C,BA,NON_FORFEITURE,4,0,0,0,False
011194799C,BA,NON_FORFEITURE,4,0,0,0,False
011194803C,BA,NON_FORFEITURE,4,0,0,0,False
011194873C,BA,NON_FORFEITURE,4,2,0,0,True
011194874C,BA,NON_FORFEITURE,4,2,0,0,True
011194875C,BA,NON_FORFEITURE,4,2,0,0,True
011194958C,BA,NON_FORFEITURE,1,1,1,1,False
011195087C,BA,NON_FORFEITURE,1,1,1,1,False
011195093C,BA,NON_FORFEITURE,4,0,0,0,False
011195138C,BA,NON_FORFEITURE,1,1,1,1,False
011195139C,BA,NON_FORFEITURE,4,0,0,0,False
011195144C,BA,NON_FORFEITURE,4,0,0,0,False
011195187C,BA,NON_FORFEITURE,0,0,0,0,False
011195201C,BA,NON_FORFEITURE,4,0,0,0,False
011195295C,BA,NON_FORFEITURE,4,0,0,0,False
011195296C,BA,NON_FORFEITURE,4,0,0,0,False
011195373C,BA,NON_FORFEITURE,4,0,0,0,False
011195395C,BA,NON_FORFEITURE,1,1,1,1,False
011195437C,BA,NON_FORFEITURE,1,1,1,1,False
011195486C,BA,NON_FORFEITURE,4,0,0,0,False
011195533C,BA,NON_FORFEITURE,4,0,0,0,False
011195567C,BA,NON_FORFEITURE,0,0,0,0,False
011195589C,BA,NON_FORFEITURE,0,0,0,0,False
011195599C,BA,NON_FORFEITURE,1,0,1,1,True
011195601C,BA,NON_FORFEITURE,1,1,1,1,False
011195602C,BA,NON_FORFEITURE,1,1,1,1,False
011195603C,BA,NON_FORFEITURE,4,0,0,0,False
011195642C,BA,NON_FORFEITURE,4,0,0,0,False
011195673C,BA,NON_FORFEITURE,4,0,0,0,False
011195801C,BA,NON_FORFEITURE,4,0,0,0,False
011195829C,BA,NON_FORFEITURE,1,1,1,1,False
011195904C,BA,NON_FORFEITURE,4,0,0,0,False
011195913C,BA,NON_FORFEITURE,1,1,1,1,False
011195919C,BA,NON_FORFEITURE,4,0,0,0,False
011195954C,BA,NON_FORFEITURE,1,1,1,1,False
011196010C,BA,NON_FORFEITURE,4,0,0,0,False
011196031C,BA,NON_FORFEITURE,4,0,0,0,False
011196063C,BA,NON_FORFEITURE,1,3,1,1,True
011196064C,BA,NON_FORFEITURE,1,3,1,1,True
011196104C,BA,NON_FORFEITURE,0,0,0,0,False
011196109C,BA,NON_FORFEITURE,4,0,0,0,False
011196111C,BA,NON_FORFEITURE,4,0,0,0,False
011196134C,BA,NON_FORFEITURE,1,1,1,1,False
011196163C,BA,NON_FORFEITURE,4,0,0,0,False
011196168C,BA,NON_FORFEITURE,4,0,0,0,False
011196169C,BA,NON_FORFEITURE,1,1,1,1,False
011196170C,BA,NON_FORFEITURE,1,1,1,1,False
011196182C,BA,NON_FORFEITURE,4,0,0,0,False
011196276C,BA,NON_FORFEITURE,4,2,0,0,True
011196281C,BA,NON_FORFEITURE,1,1,1,1,False
011196295C,BA,NON_FORFEITURE,0,0,0,0,False
011196296C,BA,NON_FORFEITURE,4,0,0,0,False
011196297C,BA,NON_FORFEITURE,4,0,0,0,False
011196355C,BA,NON_FORFEITURE,1,1,1,1,False
011196356C,BA,NON_FORFEITURE,4,0,0,0,False
011196420C,BA,NON_FORFEITURE,4,2,0,0,True
011196444C,BA,NON_FORFEITURE,1,1,1,1,False
011196445C,BA,NON_FORFEITURE,1,1,1,1,False
011196495C,BA,NON_FORFEITURE,0,0,0,0,False
011196496C,BA,NON_FORFEITURE,0,0,0,0,False
011196510C,BA,NON_FORFEITURE,4,0,0,0,False
011196511C,BA,NON_FORFEITURE,1,1,1,1,False
011196512C,BA,NON_FORFEITURE,1,1,1,1,False
011196513C,BA,NON_FORFEITURE,1,1,1,1,False
011196521C,BA,NON_FORFEITURE,1,0,1,1,True
011196525C,BA,NON_FORFEITURE,4,0,0,0,False
011196569C,BA,NON_FORFEITURE,4,0,0,0,False
011196570C,BA,NON_FORFEITURE,4,0,0,0,False
011196571C,BA,NON_FORFEITURE,4,0,0,0,False
011196751C,BA,NON_FORFEITURE,4,2,0,0,True
011196775C,BA,NON_FORFEITURE,4,0,0,0,False
011196776C,BA,NON_FORFEITURE,4,0,0,0,False
011196777C,BA,NON_FORFEITURE,1,1,1,1,False
011196778C,BA,NON_FORFEITURE,1,1,1,1,False
011196779C,BA,NON_FORFEITURE,1,1,1,1,False
011196821C,BA,NON_FORFEITURE,1,1,1,1,False
011196852C,BA,NON_FORFEITURE,4,0,0,0,False
011196869C,BA,NON_FORFEITURE,0,0,0,0,False
011196897C,BA,NON_FORFEITURE,1,1,1,1,False
011196903C,BA,NON_FORFEITURE,1,1,1,1,False
011196932C,BA,NON_FORFEITURE,4,3,0,0,True
011196933C,BA,NON_FORFEITURE,4,3,0,0,True
011196975C,BA,NON_FORFEITURE,4,0,0,0,False
011196980C,BA,NON_FORFEITURE,1,1,1,1,False
011196981C,BA,NON_FORFEITURE,4,0,0,0,False
011197039C,BA,NON_FORFEITURE,4,0,0,0,False
011197062C,BA,NON_FORFEITURE,4,0,0,0,False
011197186C,BA,NON_FORFEITURE,1,1,1,1,False
011197220C,BA,NON_FORFEITURE,1,1,1,1,False
011197222C,BA,NON_FORFEITURE,4,0,0,0,False
011197244C,BA,NON_FORFEITURE,1,1,1,1,False
011197288C,BA,NON_FORFEITURE,4,0,0,0,False
011197343C,BA,NON_FORFEITURE,1,1,1,1,False
011197430C,BA,NON_FORFEITURE,4,2,0,0,True
011197461C,BA,NON_FORFEITURE,4,0,0,0,False
011197462C,BA,NON_FORFEITURE,4,2,0,0,True
011197492C,BA,NON_FORFEITURE,4,0,0,0,False
011197533C,BA,NON_FORFEITURE,4,0,0,0,False
011197559C,BA,NON_FORFEITURE,0,0,0,0,False
011197560C,BA,NON_FORFEITURE,4,0,0,0,False
011197578C,BA,NON_FORFEITURE,4,0,0,0,False
011197646C,BA,NON_FORFEITURE,4,0,0,0,False
011197647C,BA,NON_FORFEITURE,4,0,0,0,False
011197709C,BA,NON_FORFEITURE,4,0,0,0,False
011197712C,BA,NON_FORFEITURE,1,1,1,1,False
011197713C,BA,NON_FORFEITURE,1,1,1,1,False
011197714C,BA,NON_FORFEITURE,1,1,1,1,False
011197715C,BA,NON_FORFEITURE,1,1,1,1,False
011197716C,BA,NON_FORFEITURE,1,1,1,1,False
011197743C,BA,NON_FORFEITURE,4,0,0,0,False
011197810C,BA,NON_FORFEITURE,4,0,0,0,False
011197815C,BA,NON_FORFEITURE,4,0,0,0,False
011197938C,BA,NON_FORFEITURE,1,1,1,1,False
011197939C,BA,NON_FORFEITURE,1,1,1,1,False
011198043C,BA,NON_FORFEITURE,1,1,1,1,False
011198051C,BA,NON_FORFEITURE,1,1,1,1,False
011198073C,BA,NON_FORFEITURE,0,0,0,0,False
011198150C,BA,NON_FORFEITURE,4,2,0,0,True
011198207C,BA,NON_FORFEITURE,4,0,0,0,False
011198246C,BA,NON_FORFEITURE,1,1,1,1,False
011198305C,BA,NON_FORFEITURE,1,1,1,1,False
011198306C,BA,NON_FORFEITURE,1,1,1,1,False
011198344C,BA,NON_FORFEITURE,0,0,0,0,False
011198366C,BA,NON_FORFEITURE,4,0,0,0,False
011198370C,BA,NON_FORFEITURE,1,1,1,1,False
011198391C,BA,NON_FORFEITURE,0,0,0,0,False
011198427C,BA,NON_FORFEITURE,0,0,0,0,False
011198428C,BA,NON_FORFEITURE,0,0,0,0,False
011198446C,BA,NON_FORFEITURE,4,2,0,0,True
011198494C,BA,NON_FORFEITURE,0,0,0,0,False
011198532C,BA,NON_FORFEITURE,4,2,0,0,True
011198534C,BA,NON_FORFEITURE,4,0,0,0,False
011198540C,BA,NON_FORFEITURE,4,2,0,0,True
011198584C,BA,NON_FORFEITURE,4,0,0,0,False
011198680C,BA,NON_FORFEITURE,1,1,1,1,False
011198734C,BA,NON_FORFEITURE,4,0,0,0,False
011198765C,BA,NON_FORFEITURE,4,0,0,0,False
011198766C,BA,NON_FORFEITURE,4,0,0,0,False
011198768C,BA,NON_FORFEITURE,0,0,0,0,False
011198799C,BA,NON_FORFEITURE,4,0,0,0,False
011198806C,BA,NON_FORFEITURE,4,0,0,0,False
011198807C,BA,NON_FORFEITURE,1,1,1,1,False
011198845C,BA,NON_FORFEITURE,1,2,1,1,True
011198846C,BA,NON_FORFEITURE,4,0,0,0,False
011198871C,BA,NON_FORFEITURE,1,1,1,1,False
011198877C,BA,NON_FORFEITURE,4,0,0,0,False
011198926C,BA,NON_FORFEITURE,4,2,0,0,True
011198951C,BA,NON_FORFEITURE,1,1,1,1,False
011198997C,BA,NON_FORFEITURE,1,1,1,1,False
011199043C,BA,NON_FORFEITURE,0,0,0,0,False
011199046C,BA,NON_FORFEITURE,4,0,0,0,False
011199099C,BA,NON_FORFEITURE,0,0,0,0,False
011199270C,BA,NON_FORFEITURE,1,1,1,1,False
011199328C,BA,NON_FORFEITURE,4,0,0,0,False
011199349C,BA,NON_FORFEITURE,4,0,0,0,False
011199350C,BA,NON_FORFEITURE,4,0,0,0,False
011199382C,BA,NON_FORFEITURE,1,1,1,1,False
011199383C,BA,NON_FORFEITURE,1,1,1,1,False
011199398C,BA,NON_FORFEITURE,1,1,1,1,False
011199493C,BA,NON_FORFEITURE,1,1,1,1,False
011199494C,BA,NON_FORFEITURE,1,1,1,1,False
011199527C,BA,NON_FORFEITURE,4,0,0,0,False
011199549C,BA,NON_FORFEITURE,1,1,1,1,False
011199570C,BA,NON_FORFEITURE,4,3,0,0,True
011199593C,BA,NON_FORFEITURE,4,2,0,0,True
011199612C,BA,NON_FORFEITURE,4,0,0,0,False
011199632C,BA,NON_FORFEITURE,4,0,0,0,False
011199685C,BA,NON_FORFEITURE,1,1,1,1,False
011199697C,BA,NON_FORFEITURE,1,1,1,1,False
011199702C,BA,NON_FORFEITURE,0,0,0,0,False
011199709C,BA,NON_FORFEITURE,4,0,0,0,False
011199710C,BA,NON_FORFEITURE,4,0,0,0,False
011199737C,BA,NON_FORFEITURE,4,0,0,0,False
011199782C,BA,NON_FORFEITURE,4,0,0,0,False
011199908C,BA,NON_FORFEITURE,4,2,0,0,True
011199974C,BA,NON_FORFEITURE,4,0,0,0,False
011200008C,BA,NON_FORFEITURE,1,2,1,1,True
011200012C,BA,NON_FORFEITURE,1,1,1,1,False
011200046C,BA,NON_FORFEITURE,0,0,0,0,False
011200092C,BA,NON_FORFEITURE,1,1,1,1,False
011200196C,BA,NON_FORFEITURE,1,1,1,1,False
011200210C,BA,NON_FORFEITURE,4,0,0,0,False
011200251C,BA,NON_FORFEITURE,4,0,0,0,False
011200276C,BA,NON_FORFEITURE,4,0,0,0,False
011200338C,BA,NON_FORFEITURE,4,0,0,0,False
011200360C,BA,NON_FORFEITURE,1,1,1,1,False
011200456C,BA,NON_FORFEITURE,1,1,1,1,False
011200500C,BA,NON_FORFEITURE,4,0,0,0,False
011200570C,BA,NON_FORFEITURE,4,0,0,0,False
011200630C,BA,NON_FORFEITURE,0,0,0,0,False
011200672C,BA,NON_FORFEITURE,4,2,0,0,True
011200673C,BA,NON_FORFEITURE,1,1,1,1,False
011200691C,BA,NON_FORFEITURE,4,0,0,0,False
011200872C,BA,NON_FORFEITURE,1,1,1,1,False
011201212C,BA,NON_FORFEITURE,4,0,0,0,False
011201227C,BA,NON_FORFEITURE,4,0,0,0,False
011201237C,BA,NON_FORFEITURE,0,0,0,0,False
011201280C,BA,NON_FORFEITURE,4,0,0,0,False
011201312C,BA,NON_FORFEITURE,4,0,0,0,False
011201331C,BA,NON_FORFEITURE,4,0,0,0,False
011201332C,BA,NON_FORFEITURE,4,0,0,0,False
011201406C,BA,NON_FORFEITURE,1,1,1,1,False
011201620C,BA,NON_FORFEITURE,0,0,0,0,False
011201621C,BA,NON_FORFEITURE,0,0,0,0,False
011201622C,BA,NON_FORFEITURE,1,1,1,1,False
011201656C,BA,NON_FORFEITURE,4,0,0,0,False
011201896C,BA,NON_FORFEITURE,4,3,0,0,True
011201953C,BA,NON_FORFEITURE,4,0,0,0,False
011202039C,BA,NON_FORFEITURE,4,2,0,0,True
011202182C,BA,NON_FORFEITURE,4,3,0,0,True
011202381C,BA,NON_FORFEITURE,4,0,0,0,False
011202501C,BA,NON_FORFEITURE,4,2,0,0,True
011202724C,BA,NON_FORFEITURE,4,0,0,0,False
011202750C,BA,NON_FORFEITURE,1,1,1,1,False
011202767C,BA,NON_FORFEITURE,1,1,1,1,False
011203001C,BA,NON_FORFEITURE,1,3,1,1,True
011203015C,BA,NON_FORFEITURE,1,1,1,1,False
011203122C,BA,NON_FORFEITURE,1,1,1,1,False
011203193C,BA,NON_FORFEITURE,4,0,0,0,False
011203228C,BA,NON_FORFEITURE,0,0,0,0,False
011203311C,BA,NON_FORFEITURE,4,0,0,0,False
011203335C,BA,NON_FORFEITURE,4,0,0,0,False
011203371C,BA,NON_FORFEITURE,1,2,1,1,True
011203426C,BA,NON_FORFEITURE,4,0,0,0,False
011203455C,BA,NON_FORFEITURE,1,1,1,1,False
011203456C,BA,NON_FORFEITURE,1,1,1,1,False
011203457C,BA,NON_FORFEITURE,2,2,2,1,True
011203458C,BA,NON_FORFEITURE,1,1,1,1,False
011203535C,BA,NON_FORFEITURE,1,1,1,1,False
011203598C,BA,NON_FORFEITURE,1,2,1,1,True
011203772C,BA,NON_FORFEITURE,4,0,0,0,False
011203803C,BA,NON_FORFEITURE,4,0,0,0,False
011203804C,BA,NON_FORFEITURE,4,0,0,0,False
011203868C,BA,NON_FORFEITURE,1,1,1,1,False
011203871C,BA,NON_FORFEITURE,1,1,1,1,False
011203904C,BA,NON_FORFEITURE,4,0,0,0,False
011204021C,BA,NON_FORFEITURE,1,1,1,1,False
011204042C,BA,NON_FORFEITURE,4,0,0,0,False
011204044C,BA,NON_FORFEITURE,4,0,0,0,False
011204058C,BA,NON_FORFEITURE,0,0,0,0,False
011204059C,BA,NON_FORFEITURE,1,1,1,1,False
011204060C,BA,NON_FORFEITURE,1,1,1,1,False
011204061C,BA,NON_FORFEITURE,4,2,0,0,True
011204257C,BA,NON_FORFEITURE,4,0,0,0,False
011204292C,BA,NON_FORFEITURE,4,0,0,0,False
011204293C,BA,NON_FORFEITURE,4,0,0,0,False
011204543C,BA,NON_FORFEITURE,4,0,0,0,False
011204579C,BA,NON_FORFEITURE,4,0,0,0,False
011204761C,BA,NON_FORFEITURE,4,3,0,0,True
011204810C,BA,NON_FORFEITURE,4,3,0,0,True
011204824C,BA,NON_FORFEITURE,4,0,0,0,False
011204865C,BA,NON_FORFEITURE,4,0,0,0,False
011204866C,BA,NON_FORFEITURE,4,0,0,0,False
011204960C,BA,NON_FORFEITURE,4,0,0,0,False
011204984C,BA,NON_FORFEITURE,4,0,0,0,False
011205079C,BA,NON_FORFEITURE,4,2,0,0,True
011205082C,BA,NON_FORFEITURE,4,0,0,0,False
011205111C,BA,NON_FORFEITURE,4,0,0,0,False
011205240C,BA,NON_FORFEITURE,4,0,0,0,False
011205441C,BA,NON_FORFEITURE,4,3,0,0,True
011205839C,BA,NON_FORFEITURE,4,0,0,0,False
011205919C,BA,NON_FORFEITURE,1,1,1,1,False
011206100C,BA,NON_FORFEITURE,4,0,0,0,False
011206224C,BA,NON_FORFEITURE,0,0,0,0,False
011206380C,BA,NON_FORFEITURE,4,0,0,0,False
011206410C,BA,NON_FORFEITURE,1,1,1,1,False
011206462C,BA,NON_FORFEITURE,4,0,0,0,False
011206506C,BA,NON_FORFEITURE,4,0,0,0,False
011206562C,BA,NON_FORFEITURE,1,1,1,1,False
011206644C,BA,NON_FORFEITURE,1,1,1,1,False
011206953C,BA,NON_FORFEITURE,4,0,0,0,False
011207045C,BA,NON_FORFEITURE,1,1,1,1,False
011207095C,BA,NON_FORFEITURE,1,1,1,1,False
011207112C,BA,NON_FORFEITURE,1,1,1,1,False
011207113C,BA,NON_FORFEITURE,1,2,1,1,True
011207114C,BA,NON_FORFEITURE,1,1,1,1,False
011207115C,BA,NON_FORFEITURE,1,1,1,1,False
011207116C,BA,NON_FORFEITURE,1,1,1,1,False
011207117C,BA,NON_FORFEITURE,1,1,1,1,False
011207210C,BA,NON_FORFEITURE,1,1,1,1,False
011207222C,BA,NON_FORFEITURE,1,1,1,1,False
011207224C,BA,NON_FORFEITURE,4,0,0,0,False
011207250C,BA,NON_FORFEITURE,1,1,1,1,False
011207251C,BA,NON_FORFEITURE,1,1,1,1,False
011207360C,BA,NON_FORFEITURE,4,3,0,0,True
011207563C,BA,NON_FORFEITURE,1,1,1,1,False
011207677C,BA,NON_FORFEITURE,4,0,0,0,False
011207685C,BA,NON_FORFEITURE,4,0,0,0,False
011207733C,BA,NON_FORFEITURE,1,1,1,1,False
011207748C,BA,NON_FORFEITURE,0,0,0,0,False
011207871C,BA,NON_FORFEITURE,1,1,1,1,False
011208031C,BA,NON_FORFEITURE,4,0,0,0,False
011208032C,BA,NON_FORFEITURE,0,0,0,0,False
011208037C,BA,NON_FORFEITURE,4,2,0,0,True
011208104C,BA,NON_FORFEITURE,4,0,0,0,False
011208194C,BA,NON_FORFEITURE,4,0,0,0,False
011208260C,BA,NON_FORFEITURE,4,0,0,0,False
011208304C,BA,NON_FORFEITURE,1,1,1,1,False
011208305C,BA,NON_FORFEITURE,0,0,0,0,False
011208332C,BA,NON_FORFEITURE,1,1,1,1,False
011208333C,BA,NON_FORFEITURE,5,3,0,0,True
011208334C,BA,NON_FORFEITURE,5,3,0,0,True
011208428C,BA,NON_FORFEITURE,1,1,1,1,False
011208430C,BA,NON_FORFEITURE,1,1,1,1,False
011208639C,BA,NON_FORFEITURE,4,0,0,0,False
011208730C,BA,NON_FORFEITURE,1,1,1,1,False
